#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
    436      -3.3670270e+00      -3.3655691e+00       4.1612049e-04
    437      -3.3670972e+00      -3.3655726e+00       4.1518296e-04
    438      -3.3673204e+00      -3.3655766e+00       4.1425423e-04
    439      -3.3667908e+00      -3.3655794e+00       4.1331983e-04
    440      -3.3668668e+00      -3.3655823e+00       4.1239082e-04
    441      -3.3669428e+00      -3.3655854e+00       4.1146723e-04
    442      -3.3670195e+00      -3.3655886e+00       4.1054910e-04
    443      -3.3670967e+00      -3.3655920e+00       4.0963647e-04
    444      -3.3671751e+00      -3.3655956e+00       4.0872938e-04
    445      -3.3672542e+00      -3.3655993e+00       4.0782788e-04
    446      -3.3671825e+00      -3.3656029e+00       4.0692892e-04
    447      -3.3672620e+00      -3.3656066e+00       4.0603549e-04
    448      -3.3674924e+00      -3.3656108e+00       4.0515098e-04
    449      -3.3677236e+00      -3.3656155e+00       4.0427597e-04
    450      -3.3676530e+00      -3.3656200e+00       4.0340293e-04
    451      -3.3678829e+00      -3.3656250e+00       4.0253967e-04
    452      -3.3679601e+00      -3.3656302e+00       4.0168224e-04
    453      -3.3681872e+00      -3.3656359e+00       4.0083518e-04
    454      -3.3681107e+00      -3.3656413e+00       3.9998935e-04
    455      -3.3681833e+00      -3.3656469e+00       3.9914927e-04
    456      -3.3684051e+00      -3.3656529e+00       3.9831977e-04
    457      -3.3681712e+00      -3.3656585e+00       3.9748629e-04
    458      -3.3683880e+00      -3.3656644e+00       3.9666309e-04
    459      -3.3684503e+00      -3.3656705e+00       3.9584533e-04
    460      -3.3679054e+00      -3.3656753e+00       3.9501461e-04
    461      -3.3678105e+00      -3.3656800e+00       3.9418490e-04
    462      -3.3681652e+00      -3.3656854e+00       3.9336839e-04
    463      -3.3680639e+00      -3.3656905e+00       3.9255233e-04
    464      -3.3679578e+00      -3.3656954e+00       3.9173672e-04
    465      -3.3679979e+00      -3.3657003e+00       3.9092557e-04
    466      -3.3684869e+00      -3.3657063e+00       3.9013240e-04
    467      -3.3688205e+00      -3.3657130e+00       3.8935399e-04
    468      -3.3689980e+00      -3.3657200e+00       3.8858530e-04
    469      -3.3690188e+00      -3.3657270e+00       3.8782042e-04
    470      -3.3693370e+00      -3.3657347e+00       3.8707132e-04
    471      -3.3691970e+00      -3.3657421e+00       3.8631931e-04
    472      -3.3690518e+00      -3.3657491e+00       3.8556447e-04
    473      -3.3692041e+00      -3.3657564e+00       3.8481851e-04
    474      -3.3690491e+00      -3.3657633e+00       3.8406935e-04
    475      -3.3691920e+00      -3.3657705e+00       3.8332861e-04
    476      -3.3693304e+00      -3.3657780e+00       3.8259624e-04
    477      -3.3693123e+00      -3.3657854e+00       3.8186589e-04
    478      -3.3691394e+00      -3.3657924e+00       3.8113147e-04
    479      -3.3692640e+00      -3.3657997e+00       3.8040469e-04
    480      -3.3693839e+00      -3.3658072e+00       3.7968545e-04
    481      -3.3693493e+00      -3.3658145e+00       3.7896750e-04
    482      -3.3691601e+00      -3.3658215e+00       3.7824482e-04
    483      -3.3692693e+00      -3.3658286e+00       3.7752906e-04
    484      -3.3693749e+00      -3.3658359e+00       3.7682013e-04
    485      -3.3696283e+00      -3.3658438e+00       3.7612430e-04
    486      -3.3695760e+00      -3.3658514e+00       3.7542877e-04
    487      -3.3698230e+00      -3.3658596e+00       3.7474643e-04
    488      -3.3700674e+00      -3.3658682e+00       3.7407770e-04
    489      -3.3700074e+00      -3.3658767e+00       3.7340847e-04
    490      -3.3697944e+00      -3.3658847e+00       3.7273200e-04
    491      -3.3701841e+00      -3.3658934e+00       3.7207571e-04
    492      -3.3704213e+00      -3.3659026e+00       3.7143326e-04
    493      -3.3702039e+00      -3.3659114e+00       3.7078230e-04
    494      -3.3699855e+00      -3.3659196e+00       3.7012344e-04
    495      -3.3697662e+00      -3.3659274e+00       3.6945728e-04
    496      -3.3695463e+00      -3.3659347e+00       3.6878445e-04
    497      -3.3694767e+00      -3.3659418e+00       3.6811128e-04
    498      -3.3692556e+00      -3.3659484e+00       3.6743224e-04
    499      -3.3690349e+00      -3.3659546e+00       3.6674796e-04
    500      -3.3686639e+00      -3.3659601e+00       3.6605449e-04
    501      -3.3687463e+00      -3.3659656e+00       3.6536609e-04
    502      -3.3686776e+00      -3.3659710e+00       3.6467821e-04
    503      -3.3686097e+00      -3.3659763e+00       3.6399093e-04
    504      -3.3686943e+00      -3.3659817e+00       3.6330868e-04
    505      -3.3687792e+00      -3.3659872e+00       3.6263149e-04
    506      -3.3685634e+00      -3.3659923e+00       3.6195056e-04
    507      -3.3684999e+00      -3.3659972e+00       3.6127045e-04
    508      -3.3684372e+00      -3.3660020e+00       3.6059121e-04
    509      -3.3685267e+00      -3.3660070e+00       3.5991689e-04
    510      -3.3684664e+00      -3.3660118e+00       3.5924348e-04
    511      -3.3685584e+00      -3.3660168e+00       3.5857502e-04
    512      -3.3686523e+00      -3.3660219e+00       3.5791163e-04
    513      -3.3682948e+00      -3.3660264e+00       3.5724136e-04
    514      -3.3686947e+00      -3.3660316e+00       3.5658406e-04
    515      -3.3684914e+00      -3.3660363e+00       3.5592365e-04
    516      -3.3687443e+00      -3.3660416e+00       3.5527256e-04
    517      -3.3686958e+00      -3.3660467e+00       3.5462247e-04
    518      -3.3686483e+00      -3.3660518e+00       3.5397344e-04
    519      -3.3686031e+00      -3.3660567e+00       3.5332554e-04
    520      -3.3684087e+00      -3.3660612e+00       3.5267502e-04
    521      -3.3683665e+00      -3.3660656e+00       3.5202586e-04
    522      -3.3680242e+00      -3.3660694e+00       3.5137148e-04
    523      -3.3678351e+00      -3.3660727e+00       3.5071586e-04
    524      -3.3677985e+00      -3.3660760e+00       3.5006201e-04
    525      -3.3677627e+00      -3.3660792e+00       3.4940997e-04
    526      -3.3675776e+00      -3.3660821e+00       3.4875730e-04
    527      -3.3673942e+00      -3.3660846e+00       3.4810441e-04
    528      -3.3673633e+00      -3.3660870e+00       3.4745355e-04
    529      -3.3673338e+00      -3.3660894e+00       3.4680473e-04
    530      -3.3670046e+00      -3.3660911e+00       3.4615468e-04
    531      -3.3669786e+00      -3.3660928e+00       3.4550682e-04
    532      -3.3671043e+00      -3.3660947e+00       3.4486261e-04
    533      -3.3670803e+00      -3.3660965e+00       3.4422054e-04
    534      -3.3669066e+00      -3.3660980e+00       3.4357928e-04
    535      -3.3668850e+00      -3.3660995e+00       3.4294022e-04
    536      -3.3670155e+00      -3.3661012e+00       3.4230467e-04
    537      -3.3669961e+00      -3.3661029e+00       3.4167128e-04
    538      -3.3674309e+00      -3.3661053e+00       3.4104512e-04
    539      -3.3674141e+00      -3.3661078e+00       3.4042103e-04
    540      -3.3673977e+00      -3.3661102e+00       3.3979900e-04
    541      -3.3670797e+00      -3.3661120e+00       3.3917563e-04
    542      -3.3667628e+00      -3.3661132e+00       3.3855197e-04
    543      -3.3664467e+00      -3.3661138e+00       3.3792905e-04
    544      -3.3664329e+00      -3.3661144e+00       3.3730836e-04
    545      -3.3665707e+00      -3.3661152e+00       3.3669049e-04
    546      -3.3667092e+00      -3.3661163e+00       3.3607560e-04
    547      -3.3668486e+00      -3.3661176e+00       3.3546386e-04
    548      -3.3665357e+00      -3.3661184e+00       3.3485257e-04
    549      -3.3665260e+00      -3.3661191e+00       3.3424346e-04
    550      -3.3663643e+00      -3.3661196e+00       3.3363605e-04
    551      -3.3657501e+00      -3.3661189e+00       3.3303121e-04
    552      -3.3658914e+00      -3.3661185e+00       3.3242815e-04
    553      -3.3658812e+00      -3.3661181e+00       3.3182729e-04
    554      -3.3657197e+00      -3.3661173e+00       3.3122910e-04
    555      -3.3655591e+00      -3.3661163e+00       3.3063382e-04
    556      -3.3657004e+00      -3.3661156e+00       3.3004000e-04
    557      -3.3658412e+00      -3.3661151e+00       3.2944784e-04
    558      -3.3656794e+00      -3.3661143e+00       3.2885835e-04
    559      -3.3659707e+00      -3.3661141e+00       3.2827016e-04
    560      -3.3661112e+00      -3.3661141e+00       3.2768396e-04
    561      -3.3664025e+00      -3.3661146e+00       3.2710026e-04
    562      -3.3663908e+00      -3.3661151e+00       3.2651860e-04
    563      -3.3665297e+00      -3.3661158e+00       3.2593946e-04
    564      -3.3666683e+00      -3.3661168e+00       3.2536303e-04
    565      -3.3665046e+00      -3.3661175e+00       3.2478789e-04
    566      -3.3661900e+00      -3.3661176e+00       3.2421408e-04
    567      -3.3658747e+00      -3.3661172e+00       3.2364256e-04
    568      -3.3657092e+00      -3.3661164e+00       3.2307357e-04
    569      -3.3658451e+00      -3.3661160e+00       3.2250613e-04
    570      -3.3655273e+00      -3.3661149e+00       3.2194198e-04
    571      -3.3658136e+00      -3.3661144e+00       3.2137859e-04
    572      -3.3657973e+00      -3.3661139e+00       3.2081722e-04
    573      -3.3656291e+00      -3.3661130e+00       3.2025844e-04
    574      -3.3656111e+00      -3.3661121e+00       3.1970170e-04
    575      -3.3654408e+00      -3.3661110e+00       3.1914782e-04
    576      -3.3654206e+00      -3.3661098e+00       3.1859600e-04
    577      -3.3655510e+00      -3.3661088e+00       3.1804531e-04
    578      -3.3652273e+00      -3.3661073e+00       3.1749872e-04
    579      -3.3650547e+00      -3.3661055e+00       3.1695556e-04
    580      -3.3651834e+00      -3.3661039e+00       3.1641307e-04
    581      -3.3650087e+00      -3.3661020e+00       3.1587409e-04
    582      -3.3651353e+00      -3.3661003e+00       3.1533572e-04
    583      -3.3648081e+00      -3.3660981e+00       3.1480262e-04
    584      -3.3650856e+00      -3.3660964e+00       3.1426835e-04
    585      -3.3649097e+00      -3.3660943e+00       3.1373769e-04
    586      -3.3653365e+00      -3.3660930e+00       3.1320496e-04
    587      -3.3653090e+00      -3.3660917e+00       3.1267424e-04
    588      -3.3649793e+00      -3.3660898e+00       3.1214821e-04
    589      -3.3649510e+00      -3.3660879e+00       3.1162423e-04
    590      -3.3647711e+00      -3.3660857e+00       3.1110405e-04
    591      -3.3648932e+00      -3.3660836e+00       3.1058419e-04
    592      -3.3645623e+00      -3.3660811e+00       3.1007018e-04
    593      -3.3645329e+00      -3.3660785e+00       3.0955829e-04
    594      -3.3645034e+00      -3.3660758e+00       3.0904850e-04
    595      -3.3644735e+00      -3.3660731e+00       3.0854083e-04
    596      -3.3644441e+00      -3.3660704e+00       3.0803525e-04
    597      -3.3644144e+00      -3.3660676e+00       3.0753176e-04
    598      -3.3640830e+00      -3.3660643e+00       3.0703540e-04
    599      -3.3639027e+00      -3.3660607e+00       3.0654403e-04
    600      -3.3638736e+00      -3.3660570e+00       3.0605479e-04
    601      -3.3638451e+00      -3.3660533e+00       3.0556768e-04
    602      -3.3638173e+00      -3.3660496e+00       3.0508267e-04
    603      -3.3637901e+00      -3.3660459e+00       3.0459973e-04
    604      -3.3636128e+00      -3.3660419e+00       3.0412207e-04
    605      -3.3637380e+00      -3.3660381e+00       3.0364323e-04
    606      -3.3637125e+00      -3.3660342e+00       3.0316641e-04
    607      -3.3633870e+00      -3.3660299e+00       3.0269833e-04
    608      -3.3633644e+00      -3.3660255e+00       3.0223221e-04
    609      -3.3631909e+00      -3.3660208e+00       3.0177178e-04
    610      -3.3630186e+00      -3.3660159e+00       3.0131720e-04
    611      -3.3633012e+00      -3.3660114e+00       3.0085680e-04
    612      -3.3632829e+00      -3.3660070e+00       3.0039824e-04
    613      -3.3632650e+00      -3.3660025e+00       2.9994149e-04
    614      -3.3629461e+00      -3.3659975e+00       2.9949429e-04
    615      -3.3629313e+00      -3.3659926e+00       2.9904881e-04
    616      -3.3629173e+00      -3.3659876e+00       2.9860500e-04
    617      -3.3629038e+00      -3.3659826e+00       2.9816287e-04
    618      -3.3627405e+00      -3.3659773e+00       2.9772655e-04
    619      -3.3624285e+00      -3.3659716e+00       2.9730076e-04
    620      -3.3621177e+00      -3.3659654e+00       2.9688622e-04
    621      -3.3618077e+00      -3.3659587e+00       2.9648363e-04
    622      -3.3619518e+00      -3.3659522e+00       2.9607694e-04
    623      -3.3617944e+00      -3.3659456e+00       2.9567691e-04
    624      -3.3620921e+00      -3.3659394e+00       2.9526755e-04
    625      -3.3622393e+00      -3.3659335e+00       2.9485446e-04
    626      -3.3620847e+00      -3.3659273e+00       2.9444754e-04
    627      -3.3622332e+00      -3.3659214e+00       2.9403687e-04
    628      -3.3619294e+00      -3.3659151e+00       2.9363736e-04
    629      -3.3619279e+00      -3.3659087e+00       2.9323894e-04
    630      -3.3619268e+00      -3.3659024e+00       2.9284159e-04
    631      -3.3620774e+00      -3.3658963e+00       2.9244023e-04
    632      -3.3620774e+00      -3.3658903e+00       2.9203993e-04
    633      -3.3622287e+00      -3.3658845e+00       2.9163586e-04
    634      -3.3623799e+00      -3.3658790e+00       2.9122825e-04
    635      -3.3622293e+00      -3.3658732e+00       2.9082633e-04
    636      -3.3619274e+00      -3.3658670e+00       2.9043523e-04
    637      -3.3620784e+00      -3.3658611e+00       2.9004018e-04
    638      -3.3619273e+00      -3.3658549e+00       2.8965110e-04
    639      -3.3622296e+00      -3.3658493e+00       2.8925337e-04
    640      -3.3623804e+00      -3.3658438e+00       2.8885219e-04
    641      -3.3622286e+00      -3.3658382e+00       2.8845662e-04
    642      -3.3622275e+00      -3.3658326e+00       2.8806213e-04
    643      -3.3620745e+00      -3.3658267e+00       2.8767342e-04
    644      -3.3617701e+00      -3.3658204e+00       2.8729568e-04
    645      -3.3616165e+00      -3.3658139e+00       2.8692418e-04
    646      -3.3616136e+00      -3.3658074e+00       2.8655369e-04
    647      -3.3619125e+00      -3.3658014e+00       2.8617402e-04
    648      -3.3614556e+00      -3.3657947e+00       2.8581096e-04
    649      -3.3614518e+00      -3.3657880e+00       2.8544890e-04
    650      -3.3614471e+00      -3.3657813e+00       2.8508786e-04
    651      -3.3615937e+00      -3.3657749e+00       2.8472250e-04
    652      -3.3615891e+00      -3.3657685e+00       2.8435818e-04
    653      -3.3615838e+00      -3.3657620e+00       2.8399491e-04
    654      -3.3614281e+00      -3.3657554e+00       2.8363798e-04
    655      -3.3617249e+00      -3.3657493e+00       2.8327168e-04
    656      -3.3617196e+00      -3.3657431e+00       2.8290646e-04
    657      -3.3620176e+00      -3.3657375e+00       2.8253268e-04
    658      -3.3621643e+00      -3.3657320e+00       2.8215548e-04
    659      -3.3621600e+00      -3.3657266e+00       2.8177938e-04
    660      -3.3623072e+00      -3.3657214e+00       2.8140007e-04
    661      -3.3623043e+00      -3.3657163e+00       2.8102183e-04
    662      -3.3624529e+00      -3.3657113e+00       2.8064056e-04
