#BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
   3046       9.0098883e-01       9.2825754e-01       2.0905477e-03
   3047       9.0101391e-01       9.2824860e-01       2.0898807e-03
   3048       9.0102897e-01       9.2823967e-01       2.0892142e-03
   3049       9.0101481e-01       9.2823074e-01       2.0885480e-03
   3050       9.0098582e-01       9.2822181e-01       2.0878824e-03
   3051       9.0093885e-01       9.2821287e-01       2.0872172e-03
   3052       9.0087464e-01       9.2820391e-01       2.0865525e-03
   3053       9.0078268e-01       9.2819493e-01       2.0858884e-03
   3054       9.0066652e-01       9.2818592e-01       2.0852249e-03
   3055       9.0052506e-01       9.2817686e-01       2.0845620e-03
   3056       9.0035944e-01       9.2816776e-01       2.0838997e-03
   3057       9.0016259e-01       9.2815860e-01       2.0832382e-03
   3058       8.9994291e-01       9.2814937e-01       2.0825774e-03
   3059       8.9968885e-01       9.2814007e-01       2.0819174e-03
   3060       8.9941378e-01       9.2813068e-01       2.0812582e-03
   3061       8.9910828e-01       9.2812120e-01       2.0805998e-03
   3062       8.9877861e-01       9.2811162e-01       2.0799424e-03
   3063       8.9841811e-01       9.2810192e-01       2.0792859e-03
   3064       8.9802249e-01       9.2809210e-01       2.0786305e-03
   3065       8.9760782e-01       9.2808216e-01       2.0779761e-03
   3066       8.9716575e-01       9.2807207e-01       2.0773228e-03
   3067       8.9669022e-01       9.2806184e-01       2.0766707e-03
   3068       8.9618190e-01       9.2805145e-01       2.0760198e-03
   3069       8.9565769e-01       9.2804090e-01       2.0753702e-03
   3070       8.9510773e-01       9.2803017e-01       2.0747219e-03
   3071       8.9453749e-01       9.2801926e-01       2.0740750e-03
   3072       8.9394828e-01       9.2800817e-01       2.0734295e-03
   3073       8.9333740e-01       9.2799689e-01       2.0727855e-03
   3074       8.9271100e-01       9.2798541e-01       2.0721430e-03
   3075       8.9206637e-01       9.2797373e-01       2.0715020e-03
   3076       8.9141447e-01       9.2796184e-01       2.0708627e-03
   3077       8.9074155e-01       9.2794975e-01       2.0702250e-03
   3078       8.9006080e-01       9.2793744e-01       2.0695890e-03
   3079       8.8936781e-01       9.2792491e-01       2.0689547e-03
   3080       8.8867156e-01       9.2791217e-01       2.0683222e-03
   3081       8.8797182e-01       9.2789920e-01       2.0676916e-03
   3082       8.8727516e-01       9.2788602e-01       2.0670627e-03
   3083       8.8657921e-01       9.2787262e-01       2.0664356e-03
   3084       8.8588207e-01       9.2785901e-01       2.0658104e-03
   3085       8.8519512e-01       9.2784518e-01       2.0651871e-03
   3086       8.8451830e-01       9.2783114e-01       2.0645656e-03
   3087       8.8384248e-01       9.2781689e-01       2.0639460e-03
   3088       8.8318083e-01       9.2780244e-01       2.0633282e-03
   3089       8.8253287e-01       9.2778778e-01       2.0627123e-03
   3090       8.8190234e-01       9.2777293e-01       2.0620982e-03
   3091       8.8129091e-01       9.2775789e-01       2.0614859e-03
   3092       8.8069784e-01       9.2774267e-01       2.0608754e-03
   3093       8.8012889e-01       9.2772728e-01       2.0602666e-03
   3094       8.7957207e-01       9.2771171e-01       2.0596595e-03
   3095       8.7904192e-01       9.2769599e-01       2.0590540e-03
   3096       8.7852826e-01       9.2768011e-01       2.0584502e-03
   3097       8.7803870e-01       9.2766408e-01       2.0578479e-03
   3098       8.7757359e-01       9.2764791e-01       2.0572472e-03
   3099       8.7713766e-01       9.2763161e-01       2.0566479e-03
   3100       8.7672893e-01       9.2761519e-01       2.0560500e-03
   3101       8.7634302e-01       9.2759866e-01       2.0554535e-03
   3102       8.7598416e-01       9.2758202e-01       2.0548582e-03
   3103       8.7564994e-01       9.2756528e-01       2.0542642e-03
   3104       8.7533796e-01       9.2754846e-01       2.0536713e-03
   3105       8.7505014e-01       9.2753155e-01       2.0530794e-03
   3106       8.7478817e-01       9.2751457e-01       2.0524887e-03
   3107       8.7454250e-01       9.2749752e-01       2.0518989e-03
   3108       8.7432591e-01       9.2748041e-01       2.0513100e-03
   3109       8.7412629e-01       9.2746325e-01       2.0507220e-03
   3110       8.7395660e-01       9.2744604e-01       2.0501348e-03
   3111       8.7380059e-01       9.2742880e-01       2.0495483e-03
   3112       8.7366341e-01       9.2741152e-01       2.0489625e-03
   3113       8.7354160e-01       9.2739422e-01       2.0483774e-03
   3114       8.7343878e-01       9.2737689e-01       2.0477929e-03
   3115       8.7335195e-01       9.2735955e-01       2.0472089e-03
   3116       8.7327574e-01       9.2734219e-01       2.0466255e-03
   3117       8.7321812e-01       9.2732483e-01       2.0460425e-03
   3118       8.7316915e-01       9.2730746e-01       2.0454601e-03
   3119       8.7313486e-01       9.2729009e-01       2.0448780e-03
   3120       8.7311006e-01       9.2727273e-01       2.0442963e-03
   3121       8.7310278e-01       9.2725537e-01       2.0437150e-03
   3122       8.7310378e-01       9.2723802e-01       2.0431340e-03
   3123       8.7311451e-01       9.2722069e-01       2.0425532e-03
   3124       8.7313188e-01       9.2720338e-01       2.0419728e-03
   3125       8.7315983e-01       9.2718609e-01       2.0413926e-03
   3126       8.7319550e-01       9.2716881e-01       2.0408126e-03
   3127       8.7324062e-01       9.2715157e-01       2.0402328e-03
   3128       8.7329046e-01       9.2713435e-01       2.0396533e-03
   3129       8.7334060e-01       9.2711716e-01       2.0390739e-03
   3130       8.7340879e-01       9.2710000e-01       2.0384946e-03
   3131       8.7347922e-01       9.2708287e-01       2.0379155e-03
   3132       8.7355607e-01       9.2706578e-01       2.0373365e-03
   3133       8.7364152e-01       9.2704873e-01       2.0367575e-03
   3134       8.7372900e-01       9.2703172e-01       2.0361787e-03
   3135       8.7382735e-01       9.2701474e-01       2.0355999e-03
   3136       8.7392780e-01       9.2699782e-01       2.0350212e-03
   3137       8.7403943e-01       9.2698093e-01       2.0344425e-03
   3138       8.7415356e-01       9.2696410e-01       2.0338638e-03
   3139       8.7428392e-01       9.2694732e-01       2.0332851e-03
   3140       8.7441544e-01       9.2693059e-01       2.0327064e-03
   3141       8.7455948e-01       9.2691391e-01       2.0321276e-03
   3142       8.7470534e-01       9.2689730e-01       2.0315488e-03
   3143       8.7486480e-01       9.2688074e-01       2.0309699e-03
   3144       8.7503362e-01       9.2686425e-01       2.0303909e-03
   3145       8.7520987e-01       9.2684783e-01       2.0298117e-03
   3146       8.7539617e-01       9.2683147e-01       2.0292324e-03
   3147       8.7559964e-01       9.2681519e-01       2.0286529e-03
   3148       8.7580534e-01       9.2679899e-01       2.0280732e-03
   3149       8.7602290e-01       9.2678287e-01       2.0274932e-03
   3150       8.7625747e-01       9.2676683e-01       2.0269130e-03
   3151       8.7650730e-01       9.2675088e-01       2.0263325e-03
   3152       8.7676616e-01       9.2673502e-01       2.0257517e-03
   3153       8.7704334e-01       9.2671926e-01       2.0251705e-03
   3154       8.7733037e-01       9.2670360e-01       2.0245890e-03
   3155       8.7763218e-01       9.2668804e-01       2.0240070e-03
   3156       8.7795147e-01       9.2667260e-01       2.0234246e-03
   3157       8.7827984e-01       9.2665727e-01       2.0228417e-03
   3158       8.7862682e-01       9.2664206e-01       2.0222583e-03
   3159       8.7899286e-01       9.2662698e-01       2.0216744e-03
   3160       8.7937574e-01       9.2661203e-01       2.0210900e-03
   3161       8.7977800e-01       9.2659721e-01       2.0205049e-03
   3162       8.8019779e-01       9.2658254e-01       2.0199192e-03
   3163       8.8063550e-01       9.2656801e-01       2.0193328e-03
   3164       8.8108461e-01       9.2655364e-01       2.0187457e-03
   3165       8.8156291e-01       9.2653942e-01       2.0181580e-03
   3166       8.8205040e-01       9.2652537e-01       2.0175694e-03
   3167       8.8256052e-01       9.2651149e-01       2.0169801e-03
   3168       8.8308852e-01       9.2649778e-01       2.0163900e-03
   3169       8.8363629e-01       9.2648425e-01       2.0157991e-03
   3170       8.8419933e-01       9.2647091e-01       2.0152073e-03
   3171       8.8477518e-01       9.2645777e-01       2.0146147e-03
   3172       8.8536561e-01       9.2644481e-01       2.0140213e-03
   3173       8.8597707e-01       9.2643206e-01       2.0134269e-03
   3174       8.8660019e-01       9.2641951e-01       2.0128317e-03
   3175       8.8724111e-01       9.2640717e-01       2.0122355e-03
   3176       8.8790382e-01       9.2639505e-01       2.0116385e-03
   3177       8.8857440e-01       9.2638314e-01       2.0110405e-03
   3178       8.8926112e-01       9.2637146e-01       2.0104416e-03
   3179       8.8996115e-01       9.2636001e-01       2.0098418e-03
   3180       8.9067594e-01       9.2634878e-01       2.0092411e-03
   3181       8.9139554e-01       9.2633780e-01       2.0086395e-03
   3182       8.9213263e-01       9.2632705e-01       2.0080370e-03
   3183       8.9287744e-01       9.2631654e-01       2.0074337e-03
   3184       8.9363571e-01       9.2630627e-01       2.0068294e-03
   3185       8.9440217e-01       9.2629626e-01       2.0062244e-03
   3186       8.9516696e-01       9.2628649e-01       2.0056185e-03
   3187       8.9594491e-01       9.2627697e-01       2.0050117e-03
   3188       8.9672607e-01       9.2626770e-01       2.0044042e-03
   3189       8.9751579e-01       9.2625868e-01       2.0037960e-03
   3190       8.9830235e-01       9.2624992e-01       2.0031870e-03
   3191       8.9909389e-01       9.2624141e-01       2.0025773e-03
   3192       8.9989120e-01       9.2623315e-01       2.0019670e-03
   3193       9.0068645e-01       9.2622515e-01       2.0013560e-03
   3194       9.0148061e-01       9.2621740e-01       2.0007443e-03
   3195       9.0226608e-01       9.2620991e-01       2.0001322e-03
   3196       9.0305090e-01       9.2620266e-01       1.9995195e-03
   3197       9.0383175e-01       9.2619566e-01       1.9989063e-03
   3198       9.0460980e-01       9.2618891e-01       1.9982926e-03
   3199       9.0538835e-01       9.2618241e-01       1.9976786e-03
   3200       9.0615984e-01       9.2617615e-01       1.9970641e-03
   3201       9.0691704e-01       9.2617014e-01       1.9964493e-03
   3202       9.0766098e-01       9.2616436e-01       1.9958341e-03
   3203       9.0839726e-01       9.2615881e-01       1.9952187e-03
   3204       9.0912748e-01       9.2615349e-01       1.9946031e-03
   3205       9.0984667e-01       9.2614841e-01       1.9939872e-03
   3206       9.1054953e-01       9.2614354e-01       1.9933712e-03
   3207       9.1123959e-01       9.2613889e-01       1.9927550e-03
   3208       9.1192311e-01       9.2613446e-01       1.9921388e-03
   3209       9.1258606e-01       9.2613024e-01       1.9915225e-03
   3210       9.1324114e-01       9.2612623e-01       1.9909061e-03
   3211       9.1387883e-01       9.2612241e-01       1.9902897e-03
   3212       9.1449847e-01       9.2611879e-01       1.9896734e-03
   3213       9.1510432e-01       9.2611536e-01       1.9890571e-03
   3214       9.1569156e-01       9.2611212e-01       1.9884408e-03
   3215       9.1626426e-01       9.2610906e-01       1.9878247e-03
   3216       9.1681796e-01       9.2610617e-01       1.9872087e-03
   3217       9.1735476e-01       9.2610345e-01       1.9865929e-03
   3218       9.1787638e-01       9.2610089e-01       1.9859772e-03
   3219       9.1838026e-01       9.2609849e-01       1.9853617e-03
   3220       9.1886194e-01       9.2609625e-01       1.9847464e-03
   3221       9.1932829e-01       9.2609414e-01       1.9841313e-03
   3222       9.1977493e-01       9.2609218e-01       1.9835164e-03
   3223       9.2020854e-01       9.2609036e-01       1.9829019e-03
   3224       9.2061804e-01       9.2608866e-01       1.9822875e-03
   3225       9.2101253e-01       9.2608709e-01       1.9816735e-03
   3226       9.2138818e-01       9.2608563e-01       1.9810598e-03
   3227       9.2175635e-01       9.2608429e-01       1.9804463e-03
   3228       9.2210374e-01       9.2608306e-01       1.9798332e-03
   3229       9.2243518e-01       9.2608193e-01       1.9792203e-03
   3230       9.2275310e-01       9.2608089e-01       1.9786079e-03
   3231       9.2305331e-01       9.2607996e-01       1.9779957e-03
   3232       9.2333849e-01       9.2607911e-01       1.9773839e-03
   3233       9.2360926e-01       9.2607835e-01       1.9767724e-03
   3234       9.2386615e-01       9.2607766e-01       1.9761613e-03
   3235       9.2410954e-01       9.2607705e-01       1.9755505e-03
   3236       9.2433778e-01       9.2607652e-01       1.9749401e-03
   3237       9.2455600e-01       9.2607605e-01       1.9743300e-03
   3238       9.2475606e-01       9.2607564e-01       1.9737203e-03
   3239       9.2495662e-01       9.2607529e-01       1.9731110e-03
   3240       9.2514070e-01       9.2607500e-01       1.9725020e-03
   3241       9.2531798e-01       9.2607477e-01       1.9718934e-03
   3242       9.2548434e-01       9.2607459e-01       1.9712852e-03
   3243       9.2564447e-01       9.2607446e-01       1.9706774e-03
   3244       9.2579692e-01       9.2607437e-01       1.9700699e-03
   3245       9.2594018e-01       9.2607433e-01       1.9694628e-03
   3246       9.2608384e-01       9.2607433e-01       1.9688560e-03
   3247       9.2621083e-01       9.2607437e-01       1.9682497e-03
   3248       9.2633979e-01       9.2607446e-01       1.9676437e-03
   3249       9.2646664e-01       9.2607458e-01       1.9670381e-03
   3250       9.2658509e-01       9.2607473e-01       1.9664328e-03
   3251       9.2669821e-01       9.2607493e-01       1.9658280e-03
   3252       9.2681332e-01       9.2607515e-01       1.9652235e-03
   3253       9.2692642e-01       9.2607541e-01       1.9646194e-03
   3254       9.2704233e-01       9.2607571e-01       1.9640156e-03
   3255       9.2715069e-01       9.2607604e-01       1.9634123e-03
   3256       9.2726341e-01       9.2607641e-01       1.9628093e-03
   3257       9.2737857e-01       9.2607681e-01       1.9622067e-03
   3258       9.2749197e-01       9.2607724e-01       1.9616045e-03
   3259       9.2759485e-01       9.2607771e-01       1.9610026e-03
   3260       9.2770779e-01       9.2607821e-01       1.9604012e-03
   3261       9.2782223e-01       9.2607874e-01       1.9598001e-03
   3262       9.2793583e-01       9.2607931e-01       1.9591994e-03
   3263       9.2805109e-01       9.2607991e-01       1.9585990e-03
   3264       9.2816824e-01       9.2608055e-01       1.9579991e-03
   3265       9.2828976e-01       9.2608123e-01       1.9573995e-03
   3266       9.2841578e-01       9.2608195e-01       1.9568003e-03
   3267       9.2853962e-01       9.2608270e-01       1.9562015e-03
   3268       9.2866806e-01       9.2608349e-01       1.9556030e-03
   3269       9.2879683e-01       9.2608432e-01       1.9550050e-03
   3270       9.2893050e-01       9.2608519e-01       1.9544073e-03
   3271       9.2906674e-01       9.2608610e-01       1.9538100e-03
   3272       9.2920098e-01       9.2608705e-01       1.9532131e-03
   3273       9.2934207e-01       9.2608805e-01       1.9526166e-03
   3274       9.2948340e-01       9.2608908e-01       1.9520205e-03
   3275       9.2963147e-01       9.2609017e-01       1.9514248e-03
   3276       9.2977729e-01       9.2609129e-01       1.9508294e-03
   3277       9.2992298e-01       9.2609246e-01       1.9502345e-03
   3278       9.3007739e-01       9.2609368e-01       1.9496399e-03
   3279       9.3023375e-01       9.2609494e-01       1.9490457e-03
   3280       9.3039183e-01       9.2609625e-01       1.9484519e-03
   3281       9.3054490e-01       9.2609761e-01       1.9478585e-03
   3282       9.3070427e-01       9.2609901e-01       1.9472656e-03
   3283       9.3086511e-01       9.2610046e-01       1.9466730e-03
   3284       9.3102488e-01       9.2610196e-01       1.9460808e-03
   3285       9.3119055e-01       9.2610351e-01       1.9454890e-03
   3286       9.3135306e-01       9.2610511e-01       1.9448976e-03
   3287       9.3152083e-01       9.2610675e-01       1.9443066e-03
   3288       9.3168683e-01       9.2610845e-01       1.9437160e-03
   3289       9.3185524e-01       9.2611020e-01       1.9431258e-03
   3290       9.3201911e-01       9.2611199e-01       1.9425360e-03
   3291       9.3218943e-01       9.2611384e-01       1.9419466e-03
   3292       9.3235742e-01       9.2611574e-01       1.9413577e-03
   3293       9.3252073e-01       9.2611768e-01       1.9407691e-03
   3294       9.3268578e-01       9.2611968e-01       1.9401809e-03
   3295       9.3285471e-01       9.2612172e-01       1.9395932e-03
   3296       9.3301879e-01       9.2612381e-01       1.9390058e-03
   3297       9.3318888e-01       9.2612596e-01       1.9384189e-03
   3298       9.3335127e-01       9.2612815e-01       1.9378324e-03
   3299       9.3351043e-01       9.2613039e-01       1.9372463e-03
   3300       9.3367030e-01       9.2613267e-01       1.9366606e-03
   3301       9.3382844e-01       9.2613500e-01       1.9360753e-03
   3302       9.3398070e-01       9.2613738e-01       1.9354904e-03
   3303       9.3413384e-01       9.2613980e-01       1.9349060e-03
   3304       9.3428504e-01       9.2614226e-01       1.9343219e-03
   3305       9.3443837e-01       9.2614477e-01       1.9337383e-03
   3306       9.3458511e-01       9.2614733e-01       1.9331550e-03
   3307       9.3473194e-01       9.2614992e-01       1.9325722e-03
   3308       9.3487178e-01       9.2615256e-01       1.9319898e-03
   3309       9.3501121e-01       9.2615524e-01       1.9314078e-03
   3310       9.3515026e-01       9.2615795e-01       1.9308262e-03
   3311       9.3528410e-01       9.2616071e-01       1.9302450e-03
   3312       9.3541663e-01       9.2616350e-01       1.9296642e-03
   3313       9.3554305e-01       9.2616634e-01       1.9290839e-03
   3314       9.3567438e-01       9.2616920e-01       1.9285039e-03
   3315       9.3579942e-01       9.2617211e-01       1.9279243e-03
   3316       9.3591573e-01       9.2617505e-01       1.9273452e-03
   3317       9.3602974e-01       9.2617802e-01       1.9267664e-03
   3318       9.3613678e-01       9.2618102e-01       1.9261880e-03
   3319       9.3623868e-01       9.2618405e-01       1.9256101e-03
   3320       9.3633291e-01       9.2618711e-01       1.9250325e-03
   3321       9.3642140e-01       9.2619019e-01       1.9244553e-03
   3322       9.3650584e-01       9.2619329e-01       1.9238785e-03
   3323       9.3658350e-01       9.2619642e-01       1.9233021e-03
   3324       9.3664959e-01       9.2619957e-01       1.9227260e-03
   3325       9.3671723e-01       9.2620273e-01       1.9221504e-03
   3326       9.3677260e-01       9.2620591e-01       1.9215751e-03
   3327       9.3682203e-01       9.2620910e-01       1.9210002e-03
   3328       9.3686066e-01       9.2621230e-01       1.9204256e-03
   3329       9.3689454e-01       9.2621551e-01       1.9198514e-03
   3330       9.3691202e-01       9.2621872e-01       1.9192776e-03
   3331       9.3692163e-01       9.2622193e-01       1.9187041e-03
   3332       9.3691610e-01       9.2622514e-01       1.9181309e-03
   3333       9.3690640e-01       9.2622835e-01       1.9175581e-03
   3334       9.3687898e-01       9.2623154e-01       1.9169856e-03
   3335       9.3684652e-01       9.2623472e-01       1.9164134e-03
   3336       9.3679725e-01       9.2623789e-01       1.9158416e-03
   3337       9.3673515e-01       9.2624104e-01       1.9152701e-03
   3338       9.3665971e-01       9.2624416e-01       1.9146988e-03
   3339       9.3657291e-01       9.2624725e-01       1.9141279e-03
   3340       9.3647190e-01       9.2625031e-01       1.9135572e-03
   3341       9.3635808e-01       9.2625334e-01       1.9129869e-03
   3342       9.3622437e-01       9.2625632e-01       1.9124168e-03
   3343       9.3607932e-01       9.2625926e-01       1.9118470e-03
   3344       9.3591362e-01       9.2626215e-01       1.9112774e-03
   3345       9.3573360e-01       9.2626498e-01       1.9107082e-03
   3346       9.3553883e-01       9.2626775e-01       1.9101391e-03
   3347       9.3532245e-01       9.2627046e-01       1.9095703e-03
   3348       9.3509132e-01       9.2627309e-01       1.9090018e-03
   3349       9.3484273e-01       9.2627565e-01       1.9084335e-03
   3350       9.3457819e-01       9.2627813e-01       1.9078654e-03
   3351       9.3428650e-01       9.2628052e-01       1.9072976e-03
   3352       9.3398550e-01       9.2628282e-01       1.9067300e-03
   3353       9.3365971e-01       9.2628502e-01       1.9061626e-03
   3354       9.3332028e-01       9.2628711e-01       1.9055954e-03
   3355       9.3296697e-01       9.2628910e-01       1.9050284e-03
   3356       9.3258859e-01       9.2629098e-01       1.9044617e-03
   3357       9.3219632e-01       9.2629274e-01       1.9038952e-03
   3358       9.3177907e-01       9.2629437e-01       1.9033290e-03
   3359       9.3134585e-01       9.2629588e-01       1.9027629e-03
   3360       9.3089224e-01       9.2629725e-01       1.9021971e-03
   3361       9.3042983e-01       9.2629848e-01       1.9016315e-03
   3362       9.2994570e-01       9.2629956e-01       1.9010662e-03
   3363       9.2944008e-01       9.2630049e-01       1.9005012e-03
   3364       9.2891798e-01       9.2630127e-01       1.8999364e-03
   3365       9.2839092e-01       9.2630189e-01       1.8993719e-03
   3366       9.2783917e-01       9.2630235e-01       1.8988076e-03
   3367       9.2727649e-01       9.2630264e-01       1.8982437e-03
   3368       9.2669230e-01       9.2630276e-01       1.8976801e-03
   3369       9.2610304e-01       9.2630270e-01       1.8971168e-03
   3370       9.2549383e-01       9.2630246e-01       1.8965539e-03
   3371       9.2487651e-01       9.2630203e-01       1.8959913e-03
   3372       9.2424515e-01       9.2630142e-01       1.8954292e-03
   3373       9.2360276e-01       9.2630062e-01       1.8948674e-03
   3374       9.2295062e-01       9.2629963e-01       1.8943060e-03
   3375       9.2228977e-01       9.2629844e-01       1.8937451e-03
   3376       9.2162564e-01       9.2629706e-01       1.8931847e-03
   3377       9.2095068e-01       9.2629547e-01       1.8926247e-03
   3378       9.2026817e-01       9.2629369e-01       1.8920653e-03
   3379       9.1958380e-01       9.2629170e-01       1.8915064e-03
   3380       9.1889680e-01       9.2628952e-01       1.8909480e-03
   3381       9.1820653e-01       9.2628713e-01       1.8903903e-03
   3382       9.1751904e-01       9.2628453e-01       1.8898331e-03
   3383       9.1683362e-01       9.2628174e-01       1.8892765e-03
   3384       9.1615191e-01       9.2627875e-01       1.8887206e-03
   3385       9.1547752e-01       9.2627556e-01       1.8881653e-03
   3386       9.1480330e-01       9.2627217e-01       1.8876107e-03
   3387       9.1414671e-01       9.2626859e-01       1.8870568e-03
   3388       9.1349385e-01       9.2626482e-01       1.8865036e-03
   3389       9.1285551e-01       9.2626086e-01       1.8859511e-03
   3390       9.1222876e-01       9.2625672e-01       1.8853993e-03
   3391       9.1162209e-01       9.2625241e-01       1.8848483e-03
   3392       9.1103129e-01       9.2624792e-01       1.8842979e-03
   3393       9.1045806e-01       9.2624326e-01       1.8837483e-03
   3394       9.0991042e-01       9.2623845e-01       1.8831994e-03
   3395       9.0938360e-01       9.2623349e-01       1.8826513e-03
   3396       9.0888143e-01       9.2622838e-01       1.8821038e-03
   3397       9.0840334e-01       9.2622313e-01       1.8815571e-03
   3398       9.0795332e-01       9.2621775e-01       1.8810111e-03
   3399       9.0753546e-01       9.2621226e-01       1.8804657e-03
   3400       9.0714694e-01       9.2620665e-01       1.8799210e-03
   3401       9.0679589e-01       9.2620094e-01       1.8793769e-03
   3402       9.0647914e-01       9.2619515e-01       1.8788334e-03
   3403       9.0619779e-01       9.2618927e-01       1.8782905e-03
   3404       9.0595316e-01       9.2618332e-01       1.8777481e-03
   3405       9.0574612e-01       9.2617732e-01       1.8772062e-03
   3406       9.0558176e-01       9.2617128e-01       1.8766648e-03
   3407       9.0545189e-01       9.2616519e-01       1.8761238e-03
   3408       9.0535697e-01       9.2615909e-01       1.8755833e-03
   3409       9.0530617e-01       9.2615297e-01       1.8750431e-03
   3410       9.0529317e-01       9.2614685e-01       1.8745032e-03
   3411       9.0532021e-01       9.2614075e-01       1.8739636e-03
   3412       9.0538452e-01       9.2613466e-01       1.8734242e-03
   3413       9.0549019e-01       9.2612862e-01       1.8728851e-03
   3414       9.0563880e-01       9.2612261e-01       1.8723461e-03
   3415       9.0582044e-01       9.2611667e-01       1.8718073e-03
   3416       9.0603873e-01       9.2611079e-01       1.8712685e-03
   3417       9.0628784e-01       9.2610499e-01       1.8707299e-03
   3418       9.0658189e-01       9.2609928e-01       1.8701913e-03
   3419       9.0690635e-01       9.2609367e-01       1.8696527e-03
   3420       9.0725495e-01       9.2608816e-01       1.8691142e-03
   3421       9.0763647e-01       9.2608276e-01       1.8685756e-03
   3422       9.0804206e-01       9.2607749e-01       1.8680370e-03
   3423       9.0847411e-01       9.2607235e-01       1.8674983e-03
   3424       9.0892356e-01       9.2606734e-01       1.8669596e-03
   3425       9.0939448e-01       9.2606247e-01       1.8664209e-03
   3426       9.0988206e-01       9.2605775e-01       1.8658821e-03
   3427       9.1039021e-01       9.2605318e-01       1.8653432e-03
   3428       9.1090118e-01       9.2604876e-01       1.8648043e-03
   3429       9.1142113e-01       9.2604449e-01       1.8642653e-03
   3430       9.1195105e-01       9.2604038e-01       1.8637263e-03
   3431       9.1247911e-01       9.2603643e-01       1.8631873e-03
   3432       9.1300690e-01       9.2603263e-01       1.8626483e-03
   3433       9.1352929e-01       9.2602899e-01       1.8621093e-03
   3434       9.1405017e-01       9.2602550e-01       1.8615703e-03
   3435       9.1456692e-01       9.2602217e-01       1.8610314e-03
   3436       9.1506790e-01       9.2601898e-01       1.8604925e-03
   3437       9.1555685e-01       9.2601594e-01       1.8599536e-03
   3438       9.1602209e-01       9.2601303e-01       1.8594149e-03
   3439       9.1647046e-01       9.2601025e-01       1.8588763e-03
   3440       9.1689977e-01       9.2600761e-01       1.8583378e-03
   3441       9.1730051e-01       9.2600507e-01       1.8577995e-03
   3442       9.1767932e-01       9.2600266e-01       1.8572613e-03
   3443       9.1802966e-01       9.2600034e-01       1.8567233e-03
   3444       9.1834714e-01       9.2599812e-01       1.8561855e-03
   3445       9.1863456e-01       9.2599598e-01       1.8556480e-03
   3446       9.1888825e-01       9.2599392e-01       1.8551106e-03
   3447       9.1910688e-01       9.2599192e-01       1.8545735e-03
   3448       9.1929118e-01       9.2598998e-01       1.8540366e-03
   3449       9.1943083e-01       9.2598807e-01       1.8535001e-03
   3450       9.1953396e-01       9.2598620e-01       1.8529638e-03
   3451       9.1959987e-01       9.2598435e-01       1.8524278e-03
   3452       9.1962552e-01       9.2598251e-01       1.8518920e-03
   3453       9.1961036e-01       9.2598067e-01       1.8513566e-03
   3454       9.1955412e-01       9.2597881e-01       1.8508216e-03
   3455       9.1945689e-01       9.2597692e-01       1.8502868e-03
   3456       9.1931894e-01       9.2597499e-01       1.8497525e-03
   3457       9.1914507e-01       9.2597302e-01       1.8492184e-03
   3458       9.1892686e-01       9.2597098e-01       1.8486848e-03
   3459       9.1867388e-01       9.2596887e-01       1.8481516e-03
   3460       9.1837822e-01       9.2596667e-01       1.8476187e-03
   3461       9.1804526e-01       9.2596439e-01       1.8470863e-03
   3462       9.1767876e-01       9.2596199e-01       1.8465543e-03
   3463       9.1727551e-01       9.2595948e-01       1.8460228e-03
   3464       9.1684075e-01       9.2595685e-01       1.8454917e-03
   3465       9.1637385e-01       9.2595409e-01       1.8449612e-03
   3466       9.1587469e-01       9.2595118e-01       1.8444312e-03
   3467       9.1534728e-01       9.2594812e-01       1.8439017e-03
   3468       9.1479106e-01       9.2594490e-01       1.8433729e-03
   3469       9.1421041e-01       9.2594152e-01       1.8428446e-03
   3470       9.1360987e-01       9.2593797e-01       1.8423169e-03
   3471       9.1299402e-01       9.2593424e-01       1.8417899e-03
   3472       9.1235646e-01       9.2593033e-01       1.8412636e-03
   3473       9.1170857e-01       9.2592623e-01       1.8407380e-03
   3474       9.1104823e-01       9.2592195e-01       1.8402131e-03
   3475       9.1037560e-01       9.2591747e-01       1.8396890e-03
   3476       9.0969548e-01       9.2591281e-01       1.8391657e-03
   3477       9.0900814e-01       9.2590795e-01       1.8386431e-03
   3478       9.0831806e-01       9.2590289e-01       1.8381214e-03
   3479       9.0762539e-01       9.2589763e-01       1.8376006e-03
   3480       9.0693727e-01       9.2589219e-01       1.8370806e-03
   3481       9.0626067e-01       9.2588655e-01       1.8365615e-03
   3482       9.0558010e-01       9.2588071e-01       1.8360434e-03
   3483       9.0492016e-01       9.2587470e-01       1.8355261e-03
   3484       9.0427181e-01       9.2586850e-01       1.8350097e-03
   3485       9.0363082e-01       9.2586212e-01       1.8344943e-03
   3486       9.0300359e-01       9.2585556e-01       1.8339797e-03
   3487       9.0239593e-01       9.2584883e-01       1.8334661e-03
   3488       9.0180735e-01       9.2584194e-01       1.8329534e-03
   3489       9.0123716e-01       9.2583489e-01       1.8324416e-03
   3490       9.0069788e-01       9.2582768e-01       1.8319307e-03
   3491       9.0017543e-01       9.2582033e-01       1.8314207e-03
   3492       8.9968198e-01       9.2581285e-01       1.8309115e-03
   3493       8.9920741e-01       9.2580523e-01       1.8304032e-03
   3494       8.9877069e-01       9.2579750e-01       1.8298957e-03
   3495       8.9835055e-01       9.2578964e-01       1.8293890e-03
