#BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
   8879       8.4071353e-01       9.0115046e-01       8.1636106e-04
   8880       8.4028329e-01       9.0114361e-01       8.1629790e-04
   8881       8.3985983e-01       9.0113671e-01       8.1623515e-04
   8882       8.3943999e-01       9.0112976e-01       8.1617281e-04
   8883       8.3902505e-01       9.0112277e-01       8.1611087e-04
   8884       8.3862311e-01       9.0111574e-01       8.1604933e-04
   8885       8.3822673e-01       9.0110866e-01       8.1598818e-04
   8886       8.3784376e-01       9.0110154e-01       8.1592741e-04
   8887       8.3747314e-01       9.0109438e-01       8.1586701e-04
   8888       8.3711589e-01       9.0108718e-01       8.1580697e-04
   8889       8.3677300e-01       9.0107994e-01       8.1574728e-04
   8890       8.3644334e-01       9.0107267e-01       8.1568792e-04
   8891       8.3612998e-01       9.0106537e-01       8.1562888e-04
   8892       8.3584059e-01       9.0105803e-01       8.1557014e-04
   8893       8.3555842e-01       9.0105067e-01       8.1551168e-04
   8894       8.3529769e-01       9.0104328e-01       8.1545350e-04
   8895       8.3505429e-01       9.0103586e-01       8.1539557e-04
   8896       8.3483294e-01       9.0102842e-01       8.1533787e-04
   8897       8.3463185e-01       9.0102095e-01       8.1528038e-04
   8898       8.3444918e-01       9.0101347e-01       8.1522309e-04
   8899       8.3429176e-01       9.0100597e-01       8.1516596e-04
   8900       8.3415264e-01       9.0099846e-01       8.1510897e-04
   8901       8.3403600e-01       9.0099094e-01       8.1505211e-04
   8902       8.3393721e-01       9.0098341e-01       8.1499536e-04
   8903       8.3386255e-01       9.0097587e-01       8.1493869e-04
   8904       8.3380237e-01       9.0096832e-01       8.1488208e-04
   8905       8.3376271e-01       9.0096078e-01       8.1482552e-04
   8906       8.3374048e-01       9.0095323e-01       8.1476899e-04
   8907       8.3373442e-01       9.0094568e-01       8.1471246e-04
   8908       8.3374545e-01       9.0093814e-01       8.1465593e-04
   8909       8.3377033e-01       9.0093060e-01       8.1459937e-04
   8910       8.3380555e-01       9.0092306e-01       8.1454278e-04
   8911       8.3385600e-01       9.0091554e-01       8.1448614e-04
   8912       8.3391569e-01       9.0090802e-01       8.1442945e-04
   8913       8.3397866e-01       9.0090051e-01       8.1437269e-04
   8914       8.3404739e-01       9.0089301e-01       8.1431586e-04
   8915       8.3412226e-01       9.0088552e-01       8.1425896e-04
   8916       8.3419707e-01       9.0087804e-01       8.1420199e-04
   8917       8.3427639e-01       9.0087057e-01       8.1414494e-04
   8918       8.3434929e-01       9.0086311e-01       8.1408782e-04
   8919       8.3442045e-01       9.0085566e-01       8.1403063e-04
   8920       8.3448584e-01       9.0084822e-01       8.1397337e-04
   8921       8.3453911e-01       9.0084079e-01       8.1391607e-04
   8922       8.3458709e-01       9.0083336e-01       8.1385871e-04
   8923       8.3462566e-01       9.0082594e-01       8.1380133e-04
   8924       8.3464834e-01       9.0081853e-01       8.1374392e-04
   8925       8.3465129e-01       9.0081112e-01       8.1368652e-04
   8926       8.3463937e-01       9.0080370e-01       8.1362913e-04
   8927       8.3460828e-01       9.0079629e-01       8.1357178e-04
   8928       8.3455872e-01       9.0078887e-01       8.1351448e-04
   8929       8.3448736e-01       9.0078144e-01       8.1345725e-04
   8930       8.3438865e-01       9.0077401e-01       8.1340014e-04
   8931       8.3426550e-01       9.0076656e-01       8.1334315e-04
   8932       8.3412123e-01       9.0075910e-01       8.1328631e-04
   8933       8.3395041e-01       9.0075162e-01       8.1322966e-04
   8934       8.3374996e-01       9.0074412e-01       8.1317321e-04
   8935       8.3351902e-01       9.0073660e-01       8.1311701e-04
   8936       8.3325924e-01       9.0072905e-01       8.1306108e-04
   8937       8.3297481e-01       9.0072146e-01       8.1300544e-04
   8938       8.3266101e-01       9.0071385e-01       8.1295014e-04
   8939       8.3231339e-01       9.0070620e-01       8.1289521e-04
   8940       8.3193883e-01       9.0069851e-01       8.1284068e-04
   8941       8.3153564e-01       9.0069077e-01       8.1278657e-04
   8942       8.3110201e-01       9.0068299e-01       8.1273293e-04
   8943       8.3064729e-01       9.0067516e-01       8.1267978e-04
   8944       8.3016367e-01       9.0066727e-01       8.1262716e-04
   8945       8.2964779e-01       9.0065933e-01       8.1257509e-04
   8946       8.2911200e-01       9.0065134e-01       8.1252362e-04
   8947       8.2855987e-01       9.0064328e-01       8.1247276e-04
   8948       8.2797967e-01       9.0063516e-01       8.1242254e-04
   8949       8.2737313e-01       9.0062697e-01       8.1237300e-04
   8950       8.2675768e-01       9.0061872e-01       8.1232416e-04
   8951       8.2612668e-01       9.0061040e-01       8.1227604e-04
   8952       8.2548203e-01       9.0060200e-01       8.1222865e-04
   8953       8.2482139e-01       9.0059354e-01       8.1218203e-04
   8954       8.2415388e-01       9.0058500e-01       8.1213619e-04
   8955       8.2347751e-01       9.0057639e-01       8.1209115e-04
   8956       8.2279950e-01       9.0056771e-01       8.1204690e-04
   8957       8.2212270e-01       9.0055895e-01       8.1200347e-04
   8958       8.2144536e-01       9.0055012e-01       8.1196085e-04
   8959       8.2076797e-01       9.0054121e-01       8.1191905e-04
   8960       8.2010030e-01       9.0053223e-01       8.1187807e-04
   8961       8.1944766e-01       9.0052319e-01       8.1183789e-04
   8962       8.1880837e-01       9.0051407e-01       8.1179851e-04
   8963       8.1817877e-01       9.0050488e-01       8.1175991e-04
   8964       8.1757776e-01       9.0049563e-01       8.1172206e-04
   8965       8.1699741e-01       9.0048632e-01       8.1168495e-04
   8966       8.1644077e-01       9.0047694e-01       8.1164855e-04
   8967       8.1591060e-01       9.0046751e-01       8.1161282e-04
   8968       8.1541409e-01       9.0045803e-01       8.1157773e-04
   8969       8.1495419e-01       9.0044849e-01       8.1154323e-04
   8970       8.1453157e-01       9.0043892e-01       8.1150928e-04
   8971       8.1414460e-01       9.0042930e-01       8.1147583e-04
   8972       8.1380282e-01       9.0041964e-01       8.1144283e-04
   8973       8.1350681e-01       9.0040996e-01       8.1141020e-04
   8974       8.1325907e-01       9.0040024e-01       8.1137790e-04
   8975       8.1306176e-01       9.0039051e-01       8.1134585e-04
   8976       8.1291938e-01       9.0038077e-01       8.1131398e-04
   8977       8.1282751e-01       9.0037101e-01       8.1128222e-04
   8978       8.1279926e-01       9.0036126e-01       8.1125049e-04
   8979       8.1282747e-01       9.0035151e-01       8.1121872e-04
   8980       8.1291604e-01       9.0034178e-01       8.1118681e-04
   8981       8.1306652e-01       9.0033206e-01       8.1115469e-04
   8982       8.1328473e-01       9.0032237e-01       8.1112228e-04
   8983       8.1355890e-01       9.0031271e-01       8.1108949e-04
   8984       8.1390123e-01       9.0030309e-01       8.1105623e-04
   8985       8.1431212e-01       9.0029352e-01       8.1102243e-04
   8986       8.1478981e-01       9.0028400e-01       8.1098799e-04
   8987       8.1532814e-01       9.0027455e-01       8.1095284e-04
   8988       8.1593851e-01       9.0026517e-01       8.1091690e-04
   8989       8.1661179e-01       9.0025586e-01       8.1088009e-04
   8990       8.1735893e-01       9.0024664e-01       8.1084232e-04
   8991       8.1817068e-01       9.0023751e-01       8.1080352e-04
   8992       8.1904644e-01       9.0022848e-01       8.1076362e-04
   8993       8.1999668e-01       9.0021956e-01       8.1072255e-04
   8994       8.2100483e-01       9.0021075e-01       8.1068025e-04
   8995       8.2207168e-01       9.0020207e-01       8.1063667e-04
   8996       8.2320680e-01       9.0019351e-01       8.1059174e-04
   8997       8.2439975e-01       9.0018508e-01       8.1054542e-04
   8998       8.2565094e-01       9.0017680e-01       8.1049766e-04
   8999       8.2695830e-01       9.0016866e-01       8.1044843e-04
   9000       8.2831772e-01       9.0016068e-01       8.1039770e-04
   9001       8.2972951e-01       9.0015285e-01       8.1034545e-04
   9002       8.3119343e-01       9.0014519e-01       8.1029163e-04
   9003       8.3270659e-01       9.0013770e-01       8.1023625e-04
   9004       8.3426174e-01       9.0013039e-01       8.1017930e-04
   9005       8.3586055e-01       9.0012325e-01       8.1012077e-04
   9006       8.3750223e-01       9.0011630e-01       8.1006065e-04
   9007       8.3916843e-01       9.0010953e-01       8.0999898e-04
   9008       8.4087386e-01       9.0010295e-01       8.0993575e-04
   9009       8.4260656e-01       9.0009657e-01       8.0987099e-04
   9010       8.4436764e-01       9.0009039e-01       8.0980472e-04
   9011       8.4614683e-01       9.0008440e-01       8.0973698e-04
   9012       8.4794537e-01       9.0007862e-01       8.0966780e-04
   9013       8.4976240e-01       9.0007303e-01       8.0959721e-04
   9014       8.5159221e-01       9.0006765e-01       8.0952526e-04
   9015       8.5342674e-01       9.0006248e-01       8.0945200e-04
   9016       8.5527396e-01       9.0005751e-01       8.0937746e-04
   9017       8.5712400e-01       9.0005275e-01       8.0930170e-04
   9018       8.5897127e-01       9.0004820e-01       8.0922478e-04
   9019       8.6081465e-01       9.0004385e-01       8.0914675e-04
   9020       8.6265762e-01       9.0003970e-01       8.0906766e-04
   9021       8.6448626e-01       9.0003576e-01       8.0898757e-04
   9022       8.6630219e-01       9.0003202e-01       8.0890654e-04
   9023       8.6810444e-01       9.0002848e-01       8.0882463e-04
   9024       8.6988327e-01       9.0002514e-01       8.0874190e-04
   9025       8.7164263e-01       9.0002200e-01       8.0865841e-04
   9026       8.7337102e-01       9.0001904e-01       8.0857420e-04
   9027       8.7507497e-01       9.0001628e-01       8.0848935e-04
   9028       8.7675223e-01       9.0001370e-01       8.0840391e-04
   9029       8.7840051e-01       9.0001131e-01       8.0831792e-04
   9030       8.8001094e-01       9.0000910e-01       8.0823144e-04
   9031       8.8158811e-01       9.0000706e-01       8.0814451e-04
   9032       8.8312773e-01       9.0000519e-01       8.0805720e-04
   9033       8.8462794e-01       9.0000348e-01       8.0796954e-04
   9034       8.8608723e-01       9.0000194e-01       8.0788157e-04
   9035       8.8750417e-01       9.0000056e-01       8.0779334e-04
   9036       8.8887970e-01       8.9999933e-01       8.0770488e-04
   9037       8.9020826e-01       8.9999825e-01       8.0761623e-04
   9038       8.9149102e-01       8.9999731e-01       8.0752742e-04
   9039       8.9272740e-01       8.9999650e-01       8.0743848e-04
   9040       8.9391693e-01       8.9999583e-01       8.0734944e-04
   9041       8.9506564e-01       8.9999528e-01       8.0726033e-04
   9042       8.9616200e-01       8.9999486e-01       8.0717116e-04
   9043       8.9720797e-01       8.9999455e-01       8.0708196e-04
   9044       8.9820321e-01       8.9999435e-01       8.0699274e-04
   9045       8.9915664e-01       8.9999426e-01       8.0690353e-04
   9046       9.0005747e-01       8.9999427e-01       8.0681433e-04
   9047       9.0091027e-01       8.9999437e-01       8.0672515e-04
   9048       9.0171318e-01       8.9999456e-01       8.0663602e-04
   9049       9.0246898e-01       8.9999483e-01       8.0654692e-04
   9050       9.0317608e-01       8.9999518e-01       8.0645788e-04
   9051       9.0383997e-01       8.9999561e-01       8.0636889e-04
   9052       9.0446584e-01       8.9999610e-01       8.0627996e-04
   9053       9.0503912e-01       8.9999666e-01       8.0619109e-04
   9054       9.0557414e-01       8.9999728e-01       8.0610228e-04
   9055       9.0606272e-01       8.9999795e-01       8.0601353e-04
   9056       9.0650850e-01       8.9999866e-01       8.0592485e-04
   9057       9.0692426e-01       8.9999943e-01       8.0583623e-04
   9058       9.0729776e-01       9.0000023e-01       8.0574767e-04
   9059       9.0764571e-01       9.0000108e-01       8.0565917e-04
   9060       9.0795198e-01       9.0000196e-01       8.0557072e-04
   9061       9.0822488e-01       9.0000286e-01       8.0548233e-04
   9062       9.0846801e-01       9.0000380e-01       8.0539398e-04
   9063       9.0867836e-01       9.0000475e-01       8.0530568e-04
   9064       9.0885743e-01       9.0000573e-01       8.0521743e-04
   9065       9.0900894e-01       9.0000672e-01       8.0512922e-04
   9066       9.0913429e-01       9.0000773e-01       8.0504104e-04
   9067       9.0923508e-01       9.0000875e-01       8.0495289e-04
   9068       9.0931086e-01       9.0000977e-01       8.0486478e-04
   9069       9.0936547e-01       9.0001081e-01       8.0477669e-04
   9070       9.0939591e-01       9.0001184e-01       8.0468863e-04
   9071       9.0941751e-01       9.0001288e-01       8.0460058e-04
   9072       9.0942075e-01       9.0001392e-01       8.0451256e-04
   9073       9.0940672e-01       9.0001495e-01       8.0442456e-04
   9074       9.0937904e-01       9.0001598e-01       8.0433657e-04
   9075       9.0933921e-01       9.0001701e-01       8.0424859e-04
   9076       9.0929338e-01       9.0001803e-01       8.0416063e-04
   9077       9.0923854e-01       9.0001905e-01       8.0407268e-04
   9078       9.0917339e-01       9.0002006e-01       8.0398473e-04
   9079       9.0910150e-01       9.0002106e-01       8.0389680e-04
   9080       9.0902392e-01       9.0002205e-01       8.0380888e-04
   9081       9.0893698e-01       9.0002303e-01       8.0372096e-04
   9082       9.0885082e-01       9.0002400e-01       8.0363306e-04
   9083       9.0876874e-01       9.0002496e-01       8.0354516e-04
   9084       9.0868054e-01       9.0002592e-01       8.0345726e-04
   9085       9.0858695e-01       9.0002686e-01       8.0336938e-04
   9086       9.0849322e-01       9.0002779e-01       8.0328150e-04
   9087       9.0840007e-01       9.0002871e-01       8.0319363e-04
   9088       9.0830995e-01       9.0002962e-01       8.0310577e-04
   9089       9.0822323e-01       9.0003053e-01       8.0301791e-04
   9090       9.0813822e-01       9.0003142e-01       8.0293007e-04
   9091       9.0805088e-01       9.0003230e-01       8.0284223e-04
   9092       9.0796374e-01       9.0003317e-01       8.0275440e-04
   9093       9.0787509e-01       9.0003403e-01       8.0266658e-04
   9094       9.0779642e-01       9.0003489e-01       8.0257877e-04
   9095       9.0772544e-01       9.0003573e-01       8.0249097e-04
   9096       9.0765737e-01       9.0003657e-01       8.0240319e-04
   9097       9.0758533e-01       9.0003740e-01       8.0231541e-04
   9098       9.0751594e-01       9.0003822e-01       8.0222765e-04
   9099       9.0745582e-01       9.0003904e-01       8.0213989e-04
   9100       9.0739369e-01       9.0003985e-01       8.0205215e-04
   9101       9.0733173e-01       9.0004065e-01       8.0196443e-04
   9102       9.0727649e-01       9.0004144e-01       8.0187671e-04
   9103       9.0722065e-01       9.0004223e-01       8.0178901e-04
   9104       9.0716596e-01       9.0004301e-01       8.0170132e-04
   9105       9.0711218e-01       9.0004379e-01       8.0161365e-04
   9106       9.0706124e-01       9.0004456e-01       8.0152599e-04
   9107       9.0700825e-01       9.0004533e-01       8.0143834e-04
   9108       9.0695758e-01       9.0004608e-01       8.0135071e-04
   9109       9.0690007e-01       9.0004684e-01       8.0126309e-04
   9110       9.0684413e-01       9.0004758e-01       8.0117548e-04
   9111       9.0678735e-01       9.0004832e-01       8.0108789e-04
   9112       9.0673159e-01       9.0004906e-01       8.0100031e-04
   9113       9.0668086e-01       9.0004978e-01       8.0091274e-04
   9114       9.0662147e-01       9.0005050e-01       8.0082519e-04
   9115       9.0655765e-01       9.0005122e-01       8.0073765e-04
   9116       9.0649573e-01       9.0005193e-01       8.0065012e-04
   9117       9.0643532e-01       9.0005263e-01       8.0056261e-04
   9118       9.0636079e-01       9.0005332e-01       8.0047511e-04
   9119       9.0629214e-01       9.0005400e-01       8.0038762e-04
   9120       9.0622015e-01       9.0005468e-01       8.0030014e-04
   9121       9.0614483e-01       9.0005535e-01       8.0021268e-04
   9122       9.0605945e-01       9.0005600e-01       8.0012522e-04
   9123       9.0597519e-01       9.0005665e-01       8.0003778e-04
   9124       9.0589221e-01       9.0005729e-01       7.9995035e-04
   9125       9.0579470e-01       9.0005792e-01       7.9986293e-04
   9126       9.0569843e-01       9.0005854e-01       7.9977553e-04
   9127       9.0560345e-01       9.0005915e-01       7.9968813e-04
   9128       9.0550089e-01       9.0005974e-01       7.9960074e-04
   9129       9.0539338e-01       9.0006033e-01       7.9951337e-04
   9130       9.0529002e-01       9.0006090e-01       7.9942600e-04
   9131       9.0517579e-01       9.0006146e-01       7.9933865e-04
   9132       9.0506894e-01       9.0006201e-01       7.9925131e-04
   9133       9.0496496e-01       9.0006255e-01       7.9916397e-04
   9134       9.0484827e-01       9.0006307e-01       7.9907665e-04
   9135       9.0473475e-01       9.0006358e-01       7.9898934e-04
   9136       9.0461814e-01       9.0006408e-01       7.9890204e-04
   9137       9.0449864e-01       9.0006456e-01       7.9881475e-04
   9138       9.0438127e-01       9.0006504e-01       7.9872748e-04
   9139       9.0426424e-01       9.0006550e-01       7.9864021e-04
   9140       9.0414986e-01       9.0006594e-01       7.9855296e-04
   9141       9.0403176e-01       9.0006638e-01       7.9846572e-04
   9142       9.0391501e-01       9.0006680e-01       7.9837849e-04
   9143       9.0380920e-01       9.0006721e-01       7.9829127e-04
   9144       9.0369468e-01       9.0006760e-01       7.9820407e-04
   9145       9.0358987e-01       9.0006799e-01       7.9811688e-04
   9146       9.0348855e-01       9.0006836e-01       7.9802970e-04
   9147       9.0338692e-01       9.0006873e-01       7.9794254e-04
   9148       9.0329665e-01       9.0006908e-01       7.9785539e-04
   9149       9.0320901e-01       9.0006942e-01       7.9776826e-04
   9150       9.0312460e-01       9.0006976e-01       7.9768114e-04
   9151       9.0304852e-01       9.0007008e-01       7.9759404e-04
   9152       9.0297657e-01       9.0007040e-01       7.9750695e-04
   9153       9.0291143e-01       9.0007071e-01       7.9741988e-04
   9154       9.0285824e-01       9.0007101e-01       7.9733283e-04
   9155       9.0281074e-01       9.0007131e-01       7.9724579e-04
   9156       9.0276952e-01       9.0007161e-01       7.9715877e-04
   9157       9.0273950e-01       9.0007190e-01       7.9707177e-04
   9158       9.0271670e-01       9.0007219e-01       7.9698479e-04
   9159       9.0270600e-01       9.0007248e-01       7.9689782e-04
   9160       9.0270589e-01       9.0007276e-01       7.9681088e-04
   9161       9.0271683e-01       9.0007305e-01       7.9672395e-04
   9162       9.0274333e-01       9.0007334e-01       7.9663704e-04
   9163       9.0277936e-01       9.0007364e-01       7.9655016e-04
   9164       9.0282541e-01       9.0007394e-01       7.9646329e-04
   9165       9.0288182e-01       9.0007425e-01       7.9637645e-04
   9166       9.0294906e-01       9.0007456e-01       7.9628963e-04
   9167       9.0302792e-01       9.0007488e-01       7.9620283e-04
   9168       9.0312571e-01       9.0007521e-01       7.9611605e-04
   9169       9.0324495e-01       9.0007556e-01       7.9602930e-04
   9170       9.0337482e-01       9.0007592e-01       7.9594257e-04
   9171       9.0351788e-01       9.0007629e-01       7.9585587e-04
   9172       9.0368116e-01       9.0007669e-01       7.9576920e-04
   9173       9.0385614e-01       9.0007710e-01       7.9568255e-04
   9174       9.0405003e-01       9.0007753e-01       7.9559594e-04
   9175       9.0426320e-01       9.0007799e-01       7.9550936e-04
   9176       9.0449129e-01       9.0007847e-01       7.9542281e-04
   9177       9.0473222e-01       9.0007898e-01       7.9533629e-04
   9178       9.0499529e-01       9.0007951e-01       7.9524982e-04
   9179       9.0526978e-01       9.0008008e-01       7.9516338e-04
   9180       9.0556927e-01       9.0008068e-01       7.9507699e-04
   9181       9.0588710e-01       9.0008131e-01       7.9499064e-04
   9182       9.0622537e-01       9.0008198e-01       7.9490434e-04
   9183       9.0657758e-01       9.0008268e-01       7.9481809e-04
   9184       9.0694627e-01       9.0008343e-01       7.9473190e-04
   9185       9.0733815e-01       9.0008422e-01       7.9464576e-04
   9186       9.0774655e-01       9.0008506e-01       7.9455970e-04
   9187       9.0817589e-01       9.0008594e-01       7.9447370e-04
   9188       9.0861928e-01       9.0008687e-01       7.9438777e-04
   9189       9.0908784e-01       9.0008785e-01       7.9430192e-04
   9190       9.0956574e-01       9.0008888e-01       7.9421616e-04
   9191       9.1007298e-01       9.0008996e-01       7.9413049e-04
   9192       9.1059371e-01       9.0009111e-01       7.9404492e-04
   9193       9.1113405e-01       9.0009231e-01       7.9395946e-04
   9194       9.1169361e-01       9.0009357e-01       7.9387410e-04
   9195       9.1226317e-01       9.0009489e-01       7.9378887e-04
   9196       9.1285348e-01       9.0009628e-01       7.9370376e-04
   9197       9.1346390e-01       9.0009773e-01       7.9361879e-04
   9198       9.1408291e-01       9.0009925e-01       7.9353397e-04
   9199       9.1471658e-01       9.0010084e-01       7.9344929e-04
   9200       9.1536397e-01       9.0010250e-01       7.9336478e-04
   9201       9.1602261e-01       9.0010423e-01       7.9328045e-04
   9202       9.1669855e-01       9.0010604e-01       7.9319629e-04
   9203       9.1737726e-01       9.0010791e-01       7.9311232e-04
   9204       9.1807394e-01       9.0010986e-01       7.9302855e-04
   9205       9.1877879e-01       9.0011189e-01       7.9294499e-04
   9206       9.1949511e-01       9.0011400e-01       7.9286165e-04
   9207       9.2021974e-01       9.0011618e-01       7.9277855e-04
   9208       9.2095169e-01       9.0011844e-01       7.9269568e-04
   9209       9.2168994e-01       9.0012079e-01       7.9261306e-04
   9210       9.2243101e-01       9.0012321e-01       7.9253070e-04
   9211       9.2317860e-01       9.0012571e-01       7.9244861e-04
   9212       9.2393164e-01       9.0012830e-01       7.9236680e-04
   9213       9.2468875e-01       9.0013096e-01       7.9228528e-04
   9214       9.2544014e-01       9.0013371e-01       7.9220406e-04
   9215       9.2619355e-01       9.0013654e-01       7.9212314e-04
   9216       9.2694524e-01       9.0013945e-01       7.9204253e-04
   9217       9.2769645e-01       9.0014244e-01       7.9196224e-04
   9218       9.2844383e-01       9.0014551e-01       7.9188227e-04
   9219       9.2917921e-01       9.0014865e-01       7.9180264e-04
   9220       9.2991483e-01       9.0015188e-01       7.9172334e-04
   9221       9.3063830e-01       9.0015519e-01       7.9164438e-04
   9222       9.3135040e-01       9.0015857e-01       7.9156577e-04
   9223       9.3205462e-01       9.0016203e-01       7.9148750e-04
   9224       9.3275197e-01       9.0016556e-01       7.9140958e-04
   9225       9.3342967e-01       9.0016917e-01       7.9133200e-04
   9226       9.3409773e-01       9.0017285e-01       7.9125477e-04
   9227       9.3475038e-01       9.0017659e-01       7.9117789e-04
   9228       9.3538617e-01       9.0018041e-01       7.9110136e-04
   9229       9.3600398e-01       9.0018429e-01       7.9102516e-04
   9230       9.3659840e-01       9.0018824e-01       7.9094930e-04
   9231       9.3717974e-01       9.0019224e-01       7.9087376e-04
   9232       9.3773330e-01       9.0019631e-01       7.9079855e-04
   9233       9.3826680e-01       9.0020043e-01       7.9072365e-04
   9234       9.3878164e-01       9.0020461e-01       7.9064906e-04
   9235       9.3927215e-01       9.0020884e-01       7.9057476e-04
   9236       9.3973730e-01       9.0021312e-01       7.9050075e-04
   9237       9.4017178e-01       9.0021745e-01       7.9042701e-04
   9238       9.4058126e-01       9.0022182e-01       7.9035352e-04
   9239       9.4096460e-01       9.0022623e-01       7.9028028e-04
   9240       9.4131631e-01       9.0023067e-01       7.9020726e-04
   9241       9.4163773e-01       9.0023516e-01       7.9013445e-04
   9242       9.4192361e-01       9.0023967e-01       7.9006184e-04
   9243       9.4218006e-01       9.0024420e-01       7.8998939e-04
   9244       9.4240438e-01       9.0024876e-01       7.8991709e-04
   9245       9.4259635e-01       9.0025334e-01       7.8984493e-04
   9246       9.4275538e-01       9.0025794e-01       7.8977288e-04
   9247       9.4288296e-01       9.0026255e-01       7.8970093e-04
   9248       9.4297413e-01       9.0026717e-01       7.8962904e-04
   9249       9.4303320e-01       9.0027179e-01       7.8955720e-04
   9250       9.4305779e-01       9.0027642e-01       7.8948540e-04
   9251       9.4304744e-01       9.0028104e-01       7.8941359e-04
   9252       9.4300636e-01       9.0028566e-01       7.8934178e-04
   9253       9.4292623e-01       9.0029027e-01       7.8926992e-04
   9254       9.4281401e-01       9.0029486e-01       7.8919801e-04
   9255       9.4266465e-01       9.0029944e-01       7.8912601e-04
   9256       9.4248023e-01       9.0030400e-01       7.8905392e-04
   9257       9.4226313e-01       9.0030853e-01       7.8898170e-04
   9258       9.4200696e-01       9.0031304e-01       7.8890933e-04
   9259       9.4171650e-01       9.0031751e-01       7.8883680e-04
   9260       9.4139449e-01       9.0032194e-01       7.8876408e-04
   9261       9.4103920e-01       9.0032634e-01       7.8869117e-04
   9262       9.4064860e-01       9.0033069e-01       7.8861803e-04
   9263       9.4022755e-01       9.0033500e-01       7.8854465e-04
   9264       9.3978103e-01       9.0033926e-01       7.8847103e-04
   9265       9.3929198e-01       9.0034346e-01       7.8839714e-04
   9266       9.3877908e-01       9.0034761e-01       7.8832297e-04
   9267       9.3823378e-01       9.0035170e-01       7.8824850e-04
   9268       9.3766322e-01       9.0035573e-01       7.8817373e-04
   9269       9.3705715e-01       9.0035968e-01       7.8809864e-04
   9270       9.3642545e-01       9.0036358e-01       7.8802323e-04
   9271       9.3577080e-01       9.0036739e-01       7.8794748e-04
   9272       9.3508948e-01       9.0037114e-01       7.8787140e-04
   9273       9.3437826e-01       9.0037481e-01       7.8779497e-04
   9274       9.3363989e-01       9.0037839e-01       7.8771819e-04
   9275       9.3287919e-01       9.0038190e-01       7.8764106e-04
   9276       9.3209720e-01       9.0038532e-01       7.8756357e-04
   9277       9.3129029e-01       9.0038865e-01       7.8748572e-04
   9278       9.3045926e-01       9.0039189e-01       7.8740751e-04
   9279       9.2961192e-01       9.0039504e-01       7.8732895e-04
   9280       9.2874276e-01       9.0039809e-01       7.8725003e-04
   9281       9.2785442e-01       9.0040105e-01       7.8717077e-04
   9282       9.2694044e-01       9.0040391e-01       7.8709115e-04
   9283       9.2601065e-01       9.0040667e-01       7.8701120e-04
   9284       9.2506831e-01       9.0040933e-01       7.8693091e-04
   9285       9.2411193e-01       9.0041188e-01       7.8685030e-04
   9286       9.2313779e-01       9.0041433e-01       7.8676937e-04
   9287       9.2215370e-01       9.0041667e-01       7.8668814e-04
   9288       9.2115387e-01       9.0041890e-01       7.8660660e-04
   9289       9.2013723e-01       9.0042102e-01       7.8652479e-04
   9290       9.1911819e-01       9.0042303e-01       7.8644270e-04
   9291       9.1807996e-01       9.0042493e-01       7.8636035e-04
   9292       9.1703454e-01       9.0042672e-01       7.8627775e-04
   9293       9.1597825e-01       9.0042840e-01       7.8619492e-04
   9294       9.1492334e-01       9.0042996e-01       7.8611188e-04
   9295       9.1385554e-01       9.0043140e-01       7.8602863e-04
   9296       9.1278485e-01       9.0043273e-01       7.8594520e-04
   9297       9.1169654e-01       9.0043394e-01       7.8586160e-04
   9298       9.1062366e-01       9.0043504e-01       7.8577784e-04
   9299       9.0953845e-01       9.0043602e-01       7.8569395e-04
   9300       9.0845978e-01       9.0043688e-01       7.8560994e-04
   9301       9.0737788e-01       9.0043762e-01       7.8552583e-04
   9302       9.0629879e-01       9.0043825e-01       7.8544164e-04
   9303       9.0522644e-01       9.0043877e-01       7.8535738e-04
   9304       9.0415810e-01       9.0043917e-01       7.8527307e-04
   9305       9.0309568e-01       9.0043945e-01       7.8518873e-04
   9306       9.0205243e-01       9.0043963e-01       7.8510437e-04
   9307       9.0101702e-01       9.0043969e-01       7.8502002e-04
   9308       8.9999818e-01       9.0043964e-01       7.8493568e-04
   9309       8.9899795e-01       9.0043949e-01       7.8485137e-04
   9310       8.9800503e-01       9.0043923e-01       7.8476712e-04
   9311       8.9704448e-01       9.0043886e-01       7.8468292e-04
   9312       8.9610089e-01       9.0043840e-01       7.8459879e-04
   9313       8.9518971e-01       9.0043783e-01       7.8451474e-04
   9314       8.9430011e-01       9.0043717e-01       7.8443079e-04
   9315       8.9344117e-01       9.0043642e-01       7.8434694e-04
   9316       8.9261738e-01       9.0043558e-01       7.8426319e-04
   9317       8.9182885e-01       9.0043466e-01       7.8417956e-04
   9318       8.9107583e-01       9.0043365e-01       7.8409605e-04
   9319       8.9036507e-01       9.0043257e-01       7.8401265e-04
   9320       8.8969666e-01       9.0043142e-01       7.8392938e-04
   9321       8.8907501e-01       9.0043020e-01       7.8384622e-04
   9322       8.8849777e-01       9.0042892e-01       7.8376318e-04
   9323       8.8796929e-01       9.0042759e-01       7.8368025e-04
   9324       8.8748952e-01       9.0042620e-01       7.8359743e-04
   9325       8.8706937e-01       9.0042477e-01       7.8351471e-04
   9326       8.8669959e-01       9.0042330e-01       7.8343208e-04
   9327       8.8638621e-01       9.0042179e-01       7.8334953e-04
   9328       8.8613292e-01       9.0042026e-01       7.8326705e-04
