#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
    459       1.6719485e+00       1.9701708e+00       2.3999875e-02
    460       1.6742441e+00       1.9695275e+00       2.3956322e-02
    461       1.6765991e+00       1.9688920e+00       2.3912781e-02
    462       1.6790100e+00       1.9682646e+00       2.3869252e-02
    463       1.6814731e+00       1.9676452e+00       2.3825735e-02
    464       1.6839854e+00       1.9670338e+00       2.3782228e-02
    465       1.6865425e+00       1.9664306e+00       2.3738732e-02
    466       1.6891396e+00       1.9658356e+00       2.3695247e-02
    467       1.6917722e+00       1.9652487e+00       2.3651774e-02
    468       1.6944359e+00       1.9646701e+00       2.3608314e-02
    469       1.6971259e+00       1.9640996e+00       2.3564867e-02
    470       1.6998365e+00       1.9635373e+00       2.3521436e-02
    471       1.7025627e+00       1.9629833e+00       2.3478022e-02
    472       1.7052998e+00       1.9624373e+00       2.3434627e-02
    473       1.7080426e+00       1.9618995e+00       2.3391253e-02
    474       1.7107862e+00       1.9613697e+00       2.3347903e-02
    475       1.7135259e+00       1.9608479e+00       2.3304579e-02
    476       1.7162574e+00       1.9603341e+00       2.3261284e-02
    477       1.7189760e+00       1.9598281e+00       2.3218021e-02
    478       1.7216762e+00       1.9593299e+00       2.3174793e-02
    479       1.7243540e+00       1.9588393e+00       2.3131602e-02
    480       1.7270050e+00       1.9583563e+00       2.3088453e-02
    481       1.7296247e+00       1.9578808e+00       2.3045349e-02
    482       1.7322099e+00       1.9574126e+00       2.3002293e-02
    483       1.7347569e+00       1.9569516e+00       2.2959288e-02
    484       1.7372616e+00       1.9564977e+00       2.2916338e-02
    485       1.7397209e+00       1.9560507e+00       2.2873446e-02
    486       1.7421313e+00       1.9556106e+00       2.2830616e-02
    487       1.7444894e+00       1.9551771e+00       2.2787851e-02
    488       1.7467921e+00       1.9547501e+00       2.2745155e-02
    489       1.7490371e+00       1.9543294e+00       2.2702532e-02
    490       1.7512221e+00       1.9539149e+00       2.2659984e-02
    491       1.7533449e+00       1.9535064e+00       2.2617515e-02
    492       1.7554042e+00       1.9531037e+00       2.2575128e-02
    493       1.7573986e+00       1.9527068e+00       2.2532826e-02
    494       1.7593265e+00       1.9523153e+00       2.2490614e-02
    495       1.7611869e+00       1.9519292e+00       2.2448492e-02
    496       1.7629794e+00       1.9515482e+00       2.2406465e-02
    497       1.7647031e+00       1.9511723e+00       2.2364535e-02
    498       1.7663571e+00       1.9508012e+00       2.2322706e-02
    499       1.7679413e+00       1.9504347e+00       2.2280978e-02
    500       1.7694560e+00       1.9500728e+00       2.2239356e-02
    501       1.7709018e+00       1.9497151e+00       2.2197842e-02
    502       1.7722790e+00       1.9493617e+00       2.2156437e-02
    503       1.7735876e+00       1.9490122e+00       2.2115144e-02
    504       1.7748282e+00       1.9486666e+00       2.2073965e-02
    505       1.7760022e+00       1.9483247e+00       2.2032902e-02
    506       1.7771103e+00       1.9479863e+00       2.1991957e-02
    507       1.7781535e+00       1.9476514e+00       2.1951131e-02
    508       1.7791336e+00       1.9473196e+00       2.1910426e-02
    509       1.7800510e+00       1.9469910e+00       2.1869845e-02
    510       1.7809069e+00       1.9466654e+00       2.1829387e-02
    511       1.7817025e+00       1.9463425e+00       2.1789055e-02
    512       1.7824395e+00       1.9460224e+00       2.1748850e-02
    513       1.7831195e+00       1.9457049e+00       2.1708772e-02
    514       1.7837447e+00       1.9453898e+00       2.1668824e-02
    515       1.7843166e+00       1.9450770e+00       2.1629006e-02
    516       1.7848366e+00       1.9447665e+00       2.1589318e-02
    517       1.7853071e+00       1.9444580e+00       2.1549763e-02
    518       1.7857292e+00       1.9441516e+00       2.1510339e-02
    519       1.7861039e+00       1.9438471e+00       2.1471049e-02
    520       1.7864336e+00       1.9435444e+00       2.1431892e-02
    521       1.7867202e+00       1.9432434e+00       2.1392870e-02
    522       1.7869647e+00       1.9429440e+00       2.1353982e-02
    523       1.7871691e+00       1.9426461e+00       2.1315230e-02
    524       1.7873358e+00       1.9423497e+00       2.1276612e-02
    525       1.7874660e+00       1.9420547e+00       2.1238131e-02
    526       1.7875607e+00       1.9417610e+00       2.1199785e-02
    527       1.7876214e+00       1.9414685e+00       2.1161575e-02
    528       1.7876500e+00       1.9411772e+00       2.1123502e-02
    529       1.7876479e+00       1.9408870e+00       2.1085564e-02
    530       1.7876165e+00       1.9405978e+00       2.1047763e-02
    531       1.7875582e+00       1.9403096e+00       2.1010098e-02
    532       1.7874740e+00       1.9400223e+00       2.0972570e-02
    533       1.7873646e+00       1.9397359e+00       2.0935177e-02
    534       1.7872314e+00       1.9394503e+00       2.0897921e-02
    535       1.7870755e+00       1.9391655e+00       2.0860800e-02
    536       1.7868980e+00       1.9388814e+00       2.0823815e-02
    537       1.7867001e+00       1.9385980e+00       2.0786965e-02
    538       1.7864830e+00       1.9383153e+00       2.0750250e-02
    539       1.7862478e+00       1.9380331e+00       2.0713670e-02
    540       1.7859958e+00       1.9377516e+00       2.0677225e-02
    541       1.7857275e+00       1.9374706e+00       2.0640914e-02
    542       1.7854433e+00       1.9371901e+00       2.0604737e-02
    543       1.7851447e+00       1.9369101e+00       2.0568693e-02
    544       1.7848323e+00       1.9366305e+00       2.0532783e-02
    545       1.7845060e+00       1.9363514e+00       2.0497005e-02
    546       1.7841665e+00       1.9360727e+00       2.0461360e-02
    547       1.7838144e+00       1.9357943e+00       2.0425847e-02
    548       1.7834507e+00       1.9355163e+00       2.0390465e-02
    549       1.7830760e+00       1.9352386e+00       2.0355214e-02
    550       1.7826910e+00       1.9349613e+00       2.0320094e-02
    551       1.7822955e+00       1.9346842e+00       2.0285105e-02
    552       1.7818898e+00       1.9344074e+00       2.0250245e-02
    553       1.7814745e+00       1.9341309e+00       2.0215514e-02
    554       1.7810488e+00       1.9338545e+00       2.0180913e-02
    555       1.7806130e+00       1.9335784e+00       2.0146439e-02
    556       1.7801674e+00       1.9333025e+00       2.0112094e-02
    557       1.7797122e+00       1.9330268e+00       2.0077876e-02
    558       1.7792467e+00       1.9327512e+00       2.0043786e-02
    559       1.7787704e+00       1.9324757e+00       2.0009822e-02
    560       1.7782833e+00       1.9322004e+00       1.9975985e-02
    561       1.7777855e+00       1.9319251e+00       1.9942273e-02
    562       1.7772767e+00       1.9316499e+00       1.9908687e-02
    563       1.7767563e+00       1.9313748e+00       1.9875226e-02
    564       1.7762237e+00       1.9310997e+00       1.9841890e-02
    565       1.7756786e+00       1.9308246e+00       1.9808678e-02
    566       1.7751207e+00       1.9305496e+00       1.9775591e-02
    567       1.7745503e+00       1.9302744e+00       1.9742627e-02
    568       1.7739667e+00       1.9299992e+00       1.9709787e-02
    569       1.7733687e+00       1.9297240e+00       1.9677069e-02
    570       1.7727554e+00       1.9294486e+00       1.9644475e-02
    571       1.7721264e+00       1.9291731e+00       1.9612004e-02
    572       1.7714816e+00       1.9288974e+00       1.9579654e-02
    573       1.7708205e+00       1.9286215e+00       1.9547427e-02
    574       1.7701421e+00       1.9283454e+00       1.9515322e-02
    575       1.7694454e+00       1.9280690e+00       1.9483339e-02
    576       1.7687295e+00       1.9277924e+00       1.9451478e-02
    577       1.7679934e+00       1.9275155e+00       1.9419738e-02
    578       1.7672363e+00       1.9272382e+00       1.9388119e-02
    579       1.7664579e+00       1.9269605e+00       1.9356622e-02
    580       1.7656580e+00       1.9266824e+00       1.9325247e-02
    581       1.7648355e+00       1.9264038e+00       1.9293992e-02
    582       1.7639894e+00       1.9261247e+00       1.9262859e-02
    583       1.7631189e+00       1.9258451e+00       1.9231847e-02
    584       1.7622233e+00       1.9255650e+00       1.9200957e-02
    585       1.7613028e+00       1.9252842e+00       1.9170187e-02
    586       1.7603571e+00       1.9250027e+00       1.9139540e-02
    587       1.7593850e+00       1.9247206e+00       1.9109014e-02
    588       1.7583854e+00       1.9244377e+00       1.9078609e-02
    589       1.7573579e+00       1.9241540e+00       1.9048326e-02
    590       1.7563021e+00       1.9238696e+00       1.9018165e-02
    591       1.7552173e+00       1.9235842e+00       1.8988126e-02
    592       1.7541036e+00       1.9232979e+00       1.8958210e-02
    593       1.7529611e+00       1.9230107e+00       1.8928416e-02
    594       1.7517893e+00       1.9227224e+00       1.8898745e-02
    595       1.7505879e+00       1.9224331e+00       1.8869196e-02
    596       1.7493568e+00       1.9221427e+00       1.8839771e-02
    597       1.7480963e+00       1.9218512e+00       1.8810469e-02
    598       1.7468061e+00       1.9215585e+00       1.8781291e-02
    599       1.7454866e+00       1.9212645e+00       1.8752236e-02
    600       1.7441380e+00       1.9209693e+00       1.8723306e-02
    601       1.7427603e+00       1.9206728e+00       1.8694501e-02
    602       1.7413543e+00       1.9203749e+00       1.8665820e-02
    603       1.7399204e+00       1.9200756e+00       1.8637263e-02
    604       1.7384592e+00       1.9197750e+00       1.8608833e-02
    605       1.7369717e+00       1.9194728e+00       1.8580527e-02
    606       1.7354584e+00       1.9191691e+00       1.8552347e-02
    607       1.7339197e+00       1.9188640e+00       1.8524293e-02
    608       1.7323574e+00       1.9185572e+00       1.8496365e-02
    609       1.7307727e+00       1.9182489e+00       1.8468564e-02
    610       1.7291657e+00       1.9179389e+00       1.8440888e-02
    611       1.7275375e+00       1.9176273e+00       1.8413340e-02
    612       1.7258896e+00       1.9173140e+00       1.8385918e-02
    613       1.7242234e+00       1.9169990e+00       1.8358622e-02
    614       1.7225394e+00       1.9166823e+00       1.8331454e-02
    615       1.7208387e+00       1.9163638e+00       1.8304412e-02
    616       1.7191231e+00       1.9160436e+00       1.8277498e-02
    617       1.7173935e+00       1.9157217e+00       1.8250710e-02
    618       1.7156506e+00       1.9153979e+00       1.8224049e-02
    619       1.7138955e+00       1.9150724e+00       1.8197515e-02
    620       1.7121306e+00       1.9147451e+00       1.8171108e-02
    621       1.7103570e+00       1.9144159e+00       1.8144828e-02
    622       1.7085754e+00       1.9140850e+00       1.8118673e-02
    623       1.7067867e+00       1.9137523e+00       1.8092646e-02
    624       1.7049921e+00       1.9134177e+00       1.8066744e-02
    625       1.7031933e+00       1.9130814e+00       1.8040968e-02
    626       1.7013905e+00       1.9127432e+00       1.8015317e-02
    627       1.6995841e+00       1.9124032e+00       1.7989792e-02
    628       1.6977753e+00       1.9120615e+00       1.7964392e-02
    629       1.6959647e+00       1.9117179e+00       1.7939117e-02
    630       1.6941527e+00       1.9113726e+00       1.7913966e-02
    631       1.6923397e+00       1.9110254e+00       1.7888939e-02
    632       1.6905261e+00       1.9106765e+00       1.7864035e-02
    633       1.6887124e+00       1.9103259e+00       1.7839255e-02
    634       1.6868989e+00       1.9099735e+00       1.7814598e-02
    635       1.6850855e+00       1.9096193e+00       1.7790064e-02
    636       1.6832727e+00       1.9092634e+00       1.7765651e-02
    637       1.6814600e+00       1.9089058e+00       1.7741361e-02
    638       1.6796475e+00       1.9085465e+00       1.7717192e-02
    639       1.6778350e+00       1.9081854e+00       1.7693144e-02
    640       1.6760224e+00       1.9078227e+00       1.7669216e-02
    641       1.6742095e+00       1.9074582e+00       1.7645410e-02
    642       1.6723961e+00       1.9070921e+00       1.7621723e-02
    643       1.6705816e+00       1.9067243e+00       1.7598156e-02
    644       1.6687650e+00       1.9063548e+00       1.7574708e-02
    645       1.6669461e+00       1.9059836e+00       1.7551380e-02
    646       1.6651247e+00       1.9056107e+00       1.7528170e-02
    647       1.6633003e+00       1.9052362e+00       1.7505079e-02
    648       1.6614726e+00       1.9048600e+00       1.7482107e-02
    649       1.6596413e+00       1.9044822e+00       1.7459252e-02
    650       1.6578060e+00       1.9041027e+00       1.7436516e-02
    651       1.6559665e+00       1.9037215e+00       1.7413897e-02
    652       1.6541226e+00       1.9033387e+00       1.7391396e-02
    653       1.6522739e+00       1.9029542e+00       1.7369013e-02
    654       1.6504202e+00       1.9025681e+00       1.7346746e-02
    655       1.6485612e+00       1.9021803e+00       1.7324597e-02
    656       1.6466969e+00       1.9017908e+00       1.7302564e-02
    657       1.6448275e+00       1.9013997e+00       1.7280649e-02
    658       1.6429537e+00       1.9010070e+00       1.7258849e-02
    659       1.6410757e+00       1.9006125e+00       1.7237167e-02
    660       1.6391936e+00       1.9002164e+00       1.7215600e-02
    661       1.6373077e+00       1.8998187e+00       1.7194149e-02
    662       1.6354188e+00       1.8994193e+00       1.7172814e-02
