#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
   2268       1.6965390e+00       1.7372205e+00       5.7426655e-03
   2269       1.6944355e+00       1.7372017e+00       5.7401656e-03
   2270       1.6923262e+00       1.7371819e+00       5.7376709e-03
   2271       1.6902126e+00       1.7371612e+00       5.7351817e-03
   2272       1.6880964e+00       1.7371396e+00       5.7326981e-03
   2273       1.6859789e+00       1.7371171e+00       5.7302202e-03
   2274       1.6838615e+00       1.7370937e+00       5.7277481e-03
   2275       1.6817455e+00       1.7370694e+00       5.7252821e-03
   2276       1.6796313e+00       1.7370441e+00       5.7228222e-03
   2277       1.6775207e+00       1.7370180e+00       5.7203686e-03
   2278       1.6754148e+00       1.7369909e+00       5.7179214e-03
   2279       1.6733141e+00       1.7369630e+00       5.7154807e-03
   2280       1.6712197e+00       1.7369342e+00       5.7130467e-03
   2281       1.6691321e+00       1.7369044e+00       5.7106194e-03
   2282       1.6670524e+00       1.7368738e+00       5.7081989e-03
   2283       1.6649818e+00       1.7368423e+00       5.7057855e-03
   2284       1.6629209e+00       1.7368100e+00       5.7033791e-03
   2285       1.6608695e+00       1.7367767e+00       5.7009799e-03
   2286       1.6588282e+00       1.7367426e+00       5.6985880e-03
   2287       1.6567980e+00       1.7367077e+00       5.6962035e-03
   2288       1.6547790e+00       1.7366719e+00       5.6938265e-03
   2289       1.6527713e+00       1.7366352e+00       5.6914570e-03
   2290       1.6507754e+00       1.7365977e+00       5.6890951e-03
   2291       1.6487915e+00       1.7365594e+00       5.6867410e-03
   2292       1.6468204e+00       1.7365203e+00       5.6843946e-03
   2293       1.6448627e+00       1.7364803e+00       5.6820562e-03
   2294       1.6429188e+00       1.7364395e+00       5.6797256e-03
   2295       1.6409894e+00       1.7363979e+00       5.6774031e-03
   2296       1.6390748e+00       1.7363555e+00       5.6750886e-03
   2297       1.6371753e+00       1.7363123e+00       5.6727822e-03
   2298       1.6352918e+00       1.7362684e+00       5.6704839e-03
   2299       1.6334248e+00       1.7362236e+00       5.6681939e-03
   2300       1.6315744e+00       1.7361781e+00       5.6659121e-03
   2301       1.6297419e+00       1.7361319e+00       5.6636385e-03
   2302       1.6279286e+00       1.7360849e+00       5.6613732e-03
   2303       1.6261355e+00       1.7360371e+00       5.6591163e-03
   2304       1.6243641e+00       1.7359887e+00       5.6568676e-03
   2305       1.6226147e+00       1.7359395e+00       5.6546273e-03
   2306       1.6208888e+00       1.7358896e+00       5.6523952e-03
   2307       1.6191879e+00       1.7358390e+00       5.6501715e-03
   2308       1.6175132e+00       1.7357877e+00       5.6479560e-03
   2309       1.6158665e+00       1.7357358e+00       5.6457487e-03
   2310       1.6142498e+00       1.7356832e+00       5.6435496e-03
   2311       1.6126649e+00       1.7356300e+00       5.6413586e-03
   2312       1.6111130e+00       1.7355761e+00       5.6391757e-03
   2313       1.6095959e+00       1.7355217e+00       5.6370007e-03
   2314       1.6081153e+00       1.7354666e+00       5.6348335e-03
   2315       1.6066737e+00       1.7354110e+00       5.6326741e-03
   2316       1.6052732e+00       1.7353548e+00       5.6305223e-03
   2317       1.6039155e+00       1.7352980e+00       5.6283780e-03
   2318       1.6026022e+00       1.7352408e+00       5.6262409e-03
   2319       1.6013353e+00       1.7351831e+00       5.6241111e-03
   2320       1.6001169e+00       1.7351248e+00       5.6219882e-03
   2321       1.5989491e+00       1.7350662e+00       5.6198721e-03
   2322       1.5978334e+00       1.7350071e+00       5.6177626e-03
   2323       1.5967715e+00       1.7349476e+00       5.6156595e-03
   2324       1.5957656e+00       1.7348877e+00       5.6135624e-03
   2325       1.5948175e+00       1.7348274e+00       5.6114713e-03
   2326       1.5939283e+00       1.7347668e+00       5.6093857e-03
   2327       1.5930991e+00       1.7347060e+00       5.6073055e-03
   2328       1.5923311e+00       1.7346448e+00       5.6052304e-03
   2329       1.5916263e+00       1.7345834e+00       5.6031600e-03
   2330       1.5909859e+00       1.7345218e+00       5.6010942e-03
   2331       1.5904108e+00       1.7344600e+00       5.5990325e-03
   2332       1.5899020e+00       1.7343980e+00       5.5969747e-03
   2333       1.5894597e+00       1.7343358e+00       5.5949204e-03
   2334       1.5890842e+00       1.7342736e+00       5.5928694e-03
   2335       1.5887757e+00       1.7342113e+00       5.5908212e-03
   2336       1.5885342e+00       1.7341489e+00       5.5887757e-03
   2337       1.5883597e+00       1.7340865e+00       5.5867324e-03
   2338       1.5882524e+00       1.7340242e+00       5.5846911e-03
   2339       1.5882116e+00       1.7339618e+00       5.5826514e-03
   2340       1.5882363e+00       1.7338996e+00       5.5806130e-03
   2341       1.5883260e+00       1.7338374e+00       5.5785756e-03
   2342       1.5884799e+00       1.7337753e+00       5.5765388e-03
   2343       1.5886969e+00       1.7337134e+00       5.5745025e-03
   2344       1.5889760e+00       1.7336516e+00       5.5724663e-03
   2345       1.5893153e+00       1.7335901e+00       5.5704299e-03
   2346       1.5897131e+00       1.7335288e+00       5.5683930e-03
   2347       1.5901674e+00       1.7334677e+00       5.5663555e-03
   2348       1.5906761e+00       1.7334069e+00       5.5643170e-03
   2349       1.5912370e+00       1.7333463e+00       5.5622774e-03
   2350       1.5918478e+00       1.7332861e+00       5.5602363e-03
   2351       1.5925057e+00       1.7332262e+00       5.5581937e-03
   2352       1.5932081e+00       1.7331667e+00       5.5561493e-03
   2353       1.5939519e+00       1.7331075e+00       5.5541030e-03
   2354       1.5947339e+00       1.7330488e+00       5.5520546e-03
   2355       1.5955509e+00       1.7329904e+00       5.5500041e-03
   2356       1.5964002e+00       1.7329324e+00       5.5479512e-03
   2357       1.5972788e+00       1.7328749e+00       5.5458959e-03
   2358       1.5981831e+00       1.7328177e+00       5.5438381e-03
   2359       1.5991094e+00       1.7327611e+00       5.5417777e-03
   2360       1.6000548e+00       1.7327048e+00       5.5397148e-03
   2361       1.6010156e+00       1.7326490e+00       5.5376493e-03
   2362       1.6019880e+00       1.7325937e+00       5.5355811e-03
   2363       1.6029684e+00       1.7325389e+00       5.5335103e-03
   2364       1.6039540e+00       1.7324845e+00       5.5314369e-03
   2365       1.6049412e+00       1.7324305e+00       5.5293609e-03
   2366       1.6059263e+00       1.7323771e+00       5.5272824e-03
   2367       1.6069065e+00       1.7323241e+00       5.5252014e-03
   2368       1.6078785e+00       1.7322715e+00       5.5231180e-03
   2369       1.6088395e+00       1.7322194e+00       5.5210324e-03
   2370       1.6097870e+00       1.7321678e+00       5.5189445e-03
   2371       1.6107184e+00       1.7321165e+00       5.5168545e-03
   2372       1.6116313e+00       1.7320657e+00       5.5147625e-03
   2373       1.6125242e+00       1.7320154e+00       5.5126687e-03
   2374       1.6133947e+00       1.7319654e+00       5.5105730e-03
   2375       1.6142404e+00       1.7319158e+00       5.5084757e-03
   2376       1.6150597e+00       1.7318666e+00       5.5063769e-03
   2377       1.6158514e+00       1.7318178e+00       5.5042766e-03
   2378       1.6166142e+00       1.7317694e+00       5.5021752e-03
   2379       1.6173479e+00       1.7317213e+00       5.5000726e-03
   2380       1.6180522e+00       1.7316735e+00       5.4979690e-03
   2381       1.6187265e+00       1.7316261e+00       5.4958645e-03
   2382       1.6193706e+00       1.7315790e+00       5.4937593e-03
   2383       1.6199847e+00       1.7315321e+00       5.4916535e-03
   2384       1.6205696e+00       1.7314856e+00       5.4895472e-03
   2385       1.6211259e+00       1.7314393e+00       5.4874405e-03
   2386       1.6216540e+00       1.7313933e+00       5.4853336e-03
   2387       1.6221548e+00       1.7313475e+00       5.4832265e-03
   2388       1.6226307e+00       1.7313020e+00       5.4811193e-03
   2389       1.6230839e+00       1.7312567e+00       5.4790122e-03
   2390       1.6235151e+00       1.7312116e+00       5.4769052e-03
   2391       1.6239255e+00       1.7311668e+00       5.4747983e-03
   2392       1.6243172e+00       1.7311221e+00       5.4726918e-03
   2393       1.6246925e+00       1.7310776e+00       5.4705855e-03
   2394       1.6250533e+00       1.7310333e+00       5.4684797e-03
   2395       1.6254016e+00       1.7309892e+00       5.4663742e-03
   2396       1.6257397e+00       1.7309453e+00       5.4642693e-03
   2397       1.6260705e+00       1.7309016e+00       5.4621648e-03
   2398       1.6263964e+00       1.7308580e+00       5.4600608e-03
   2399       1.6267194e+00       1.7308146e+00       5.4579574e-03
   2400       1.6270415e+00       1.7307713e+00       5.4558545e-03
   2401       1.6273647e+00       1.7307283e+00       5.4537522e-03
   2402       1.6276910e+00       1.7306854e+00       5.4516504e-03
   2403       1.6280226e+00       1.7306426e+00       5.4495491e-03
   2404       1.6283616e+00       1.7306001e+00       5.4474483e-03
   2405       1.6287095e+00       1.7305577e+00       5.4453480e-03
   2406       1.6290678e+00       1.7305155e+00       5.4432482e-03
   2407       1.6294383e+00       1.7304736e+00       5.4411487e-03
   2408       1.6298223e+00       1.7304318e+00       5.4390496e-03
   2409       1.6302208e+00       1.7303902e+00       5.4369509e-03
   2410       1.6306353e+00       1.7303488e+00       5.4348525e-03
   2411       1.6310668e+00       1.7303076e+00       5.4327543e-03
   2412       1.6315164e+00       1.7302666e+00       5.4306563e-03
   2413       1.6319846e+00       1.7302259e+00       5.4285585e-03
   2414       1.6324720e+00       1.7301854e+00       5.4264607e-03
   2415       1.6329784e+00       1.7301452e+00       5.4243630e-03
   2416       1.6335036e+00       1.7301051e+00       5.4222653e-03
   2417       1.6340477e+00       1.7300654e+00       5.4201676e-03
   2418       1.6346108e+00       1.7300259e+00       5.4180697e-03
   2419       1.6351924e+00       1.7299867e+00       5.4159718e-03
   2420       1.6357923e+00       1.7299478e+00       5.4138736e-03
   2421       1.6364101e+00       1.7299092e+00       5.4117753e-03
   2422       1.6370453e+00       1.7298708e+00       5.4096767e-03
   2423       1.6376972e+00       1.7298328e+00       5.4075778e-03
   2424       1.6383660e+00       1.7297951e+00       5.4054786e-03
   2425       1.6390513e+00       1.7297576e+00       5.4033790e-03
   2426       1.6397522e+00       1.7297205e+00       5.4012791e-03
   2427       1.6404683e+00       1.7296838e+00       5.3991788e-03
   2428       1.6411985e+00       1.7296473e+00       5.3970781e-03
   2429       1.6419411e+00       1.7296112e+00       5.3949770e-03
   2430       1.6426954e+00       1.7295754e+00       5.3928754e-03
   2431       1.6434609e+00       1.7295400e+00       5.3907733e-03
   2432       1.6442367e+00       1.7295049e+00       5.3886708e-03
   2433       1.6450218e+00       1.7294702e+00       5.3865679e-03
   2434       1.6458157e+00       1.7294358e+00       5.3844645e-03
   2435       1.6466179e+00       1.7294018e+00       5.3823606e-03
   2436       1.6474272e+00       1.7293682e+00       5.3802563e-03
   2437       1.6482429e+00       1.7293349e+00       5.3781516e-03
   2438       1.6490646e+00       1.7293020e+00       5.3760464e-03
   2439       1.6498921e+00       1.7292694e+00       5.3739408e-03
   2440       1.6507249e+00       1.7292372e+00       5.3718347e-03
   2441       1.6515621e+00       1.7292054e+00       5.3697283e-03
   2442       1.6524031e+00       1.7291739e+00       5.3676215e-03
   2443       1.6532473e+00       1.7291429e+00       5.3655143e-03
   2444       1.6540938e+00       1.7291122e+00       5.3634068e-03
   2445       1.6549429e+00       1.7290818e+00       5.3612990e-03
   2446       1.6557948e+00       1.7290519e+00       5.3591908e-03
   2447       1.6566490e+00       1.7290223e+00       5.3570824e-03
   2448       1.6575045e+00       1.7289931e+00       5.3549737e-03
   2449       1.6583612e+00       1.7289642e+00       5.3528648e-03
   2450       1.6592196e+00       1.7289358e+00       5.3507556e-03
   2451       1.6600795e+00       1.7289077e+00       5.3486463e-03
   2452       1.6609403e+00       1.7288799e+00       5.3465368e-03
   2453       1.6618017e+00       1.7288526e+00       5.3444271e-03
   2454       1.6626635e+00       1.7288256e+00       5.3423173e-03
   2455       1.6635254e+00       1.7287990e+00       5.3402075e-03
   2456       1.6643878e+00       1.7287728e+00       5.3380975e-03
   2457       1.6652514e+00       1.7287469e+00       5.3359875e-03
   2458       1.6661161e+00       1.7287215e+00       5.3338775e-03
   2459       1.6669815e+00       1.7286964e+00       5.3317675e-03
   2460       1.6678472e+00       1.7286716e+00       5.3296574e-03
   2461       1.6687132e+00       1.7286473e+00       5.3275475e-03
   2462       1.6695794e+00       1.7286233e+00       5.3254376e-03
   2463       1.6704460e+00       1.7285996e+00       5.3233278e-03
   2464       1.6713131e+00       1.7285764e+00       5.3212181e-03
   2465       1.6721804e+00       1.7285535e+00       5.3191086e-03
   2466       1.6730487e+00       1.7285310e+00       5.3169992e-03
   2467       1.6739179e+00       1.7285089e+00       5.3148901e-03
   2468       1.6747878e+00       1.7284871e+00       5.3127811e-03
   2469       1.6756587e+00       1.7284657e+00       5.3106724e-03
   2470       1.6765302e+00       1.7284447e+00       5.3085640e-03
   2471       1.6774020e+00       1.7284240e+00       5.3064558e-03
   2472       1.6782741e+00       1.7284037e+00       5.3043480e-03
   2473       1.6791460e+00       1.7283838e+00       5.3022405e-03
   2474       1.6800172e+00       1.7283643e+00       5.3001333e-03
   2475       1.6808879e+00       1.7283451e+00       5.2980266e-03
   2476       1.6817581e+00       1.7283263e+00       5.2959202e-03
   2477       1.6826274e+00       1.7283078e+00       5.2938143e-03
   2478       1.6834948e+00       1.7282897e+00       5.2917089e-03
   2479       1.6843593e+00       1.7282720e+00       5.2896040e-03
   2480       1.6852206e+00       1.7282547e+00       5.2874995e-03
   2481       1.6860785e+00       1.7282377e+00       5.2853957e-03
   2482       1.6869325e+00       1.7282210e+00       5.2832924e-03
   2483       1.6877813e+00       1.7282047e+00       5.2811897e-03
   2484       1.6886239e+00       1.7281888e+00       5.2790876e-03
   2485       1.6894598e+00       1.7281732e+00       5.2769863e-03
   2486       1.6902889e+00       1.7281580e+00       5.2748856e-03
   2487       1.6911102e+00       1.7281431e+00       5.2727856e-03
   2488       1.6919224e+00       1.7281285e+00       5.2706865e-03
   2489       1.6927250e+00       1.7281143e+00       5.2685881e-03
   2490       1.6935172e+00       1.7281004e+00       5.2664905e-03
   2491       1.6942976e+00       1.7280868e+00       5.2643938e-03
   2492       1.6950656e+00       1.7280736e+00       5.2622979e-03
   2493       1.6958200e+00       1.7280606e+00       5.2602030e-03
   2494       1.6965598e+00       1.7280480e+00       5.2581090e-03
   2495       1.6972844e+00       1.7280357e+00       5.2560160e-03
   2496       1.6979932e+00       1.7280236e+00       5.2539240e-03
   2497       1.6986855e+00       1.7280119e+00       5.2518331e-03
   2498       1.6993599e+00       1.7280004e+00       5.2497432e-03
   2499       1.7000148e+00       1.7279892e+00       5.2476544e-03
   2500       1.7006488e+00       1.7279783e+00       5.2455667e-03
   2501       1.7012608e+00       1.7279676e+00       5.2434802e-03
   2502       1.7018509e+00       1.7279572e+00       5.2413949e-03
   2503       1.7024182e+00       1.7279470e+00       5.2393108e-03
   2504       1.7029612e+00       1.7279370e+00       5.2372279e-03
   2505       1.7034795e+00       1.7279272e+00       5.2351463e-03
   2506       1.7039721e+00       1.7279177e+00       5.2330660e-03
   2507       1.7044381e+00       1.7279083e+00       5.2309870e-03
   2508       1.7048766e+00       1.7278991e+00       5.2289093e-03
   2509       1.7052867e+00       1.7278901e+00       5.2268330e-03
   2510       1.7056676e+00       1.7278812e+00       5.2247581e-03
   2511       1.7060188e+00       1.7278725e+00       5.2226846e-03
   2512       1.7063398e+00       1.7278640e+00       5.2206125e-03
   2513       1.7066300e+00       1.7278555e+00       5.2185419e-03
   2514       1.7068891e+00       1.7278472e+00       5.2164728e-03
   2515       1.7071167e+00       1.7278389e+00       5.2144052e-03
   2516       1.7073121e+00       1.7278308e+00       5.2123391e-03
   2517       1.7074752e+00       1.7278227e+00       5.2102745e-03
   2518       1.7076060e+00       1.7278147e+00       5.2082115e-03
   2519       1.7077048e+00       1.7278067e+00       5.2061500e-03
   2520       1.7077715e+00       1.7277987e+00       5.2040901e-03
   2521       1.7078064e+00       1.7277908e+00       5.2020319e-03
   2522       1.7078090e+00       1.7277829e+00       5.1999753e-03
   2523       1.7077794e+00       1.7277749e+00       5.1979203e-03
   2524       1.7077178e+00       1.7277670e+00       5.1958670e-03
   2525       1.7076242e+00       1.7277590e+00       5.1938153e-03
   2526       1.7074991e+00       1.7277510e+00       5.1917654e-03
   2527       1.7073429e+00       1.7277429e+00       5.1897171e-03
   2528       1.7071564e+00       1.7277348e+00       5.1876706e-03
   2529       1.7069404e+00       1.7277266e+00       5.1856259e-03
   2530       1.7066945e+00       1.7277182e+00       5.1835829e-03
   2531       1.7064191e+00       1.7277098e+00       5.1815417e-03
   2532       1.7061147e+00       1.7277013e+00       5.1795023e-03
   2533       1.7057823e+00       1.7276926e+00       5.1774647e-03
   2534       1.7054226e+00       1.7276839e+00       5.1754289e-03
   2535       1.7050366e+00       1.7276749e+00       5.1733951e-03
   2536       1.7046255e+00       1.7276658e+00       5.1713631e-03
   2537       1.7041895e+00       1.7276566e+00       5.1693330e-03
   2538       1.7037290e+00       1.7276472e+00       5.1673048e-03
   2539       1.7032453e+00       1.7276375e+00       5.1652785e-03
   2540       1.7027394e+00       1.7276277e+00       5.1632543e-03
   2541       1.7022120e+00       1.7276177e+00       5.1612320e-03
   2542       1.7016648e+00       1.7276075e+00       5.1592117e-03
   2543       1.7010987e+00       1.7275971e+00       5.1571934e-03
   2544       1.7005146e+00       1.7275865e+00       5.1551772e-03
   2545       1.6999143e+00       1.7275756e+00       5.1531631e-03
   2546       1.6992989e+00       1.7275645e+00       5.1511510e-03
   2547       1.6986695e+00       1.7275531e+00       5.1491411e-03
   2548       1.6980267e+00       1.7275415e+00       5.1471333e-03
   2549       1.6973720e+00       1.7275297e+00       5.1451276e-03
   2550       1.6967066e+00       1.7275176e+00       5.1431241e-03
   2551       1.6960319e+00       1.7275053e+00       5.1411228e-03
   2552       1.6953495e+00       1.7274927e+00       5.1391237e-03
   2553       1.6946604e+00       1.7274798e+00       5.1371268e-03
   2554       1.6939659e+00       1.7274667e+00       5.1351322e-03
   2555       1.6932669e+00       1.7274533e+00       5.1331398e-03
   2556       1.6925645e+00       1.7274397e+00       5.1311496e-03
   2557       1.6918608e+00       1.7274258e+00       5.1291618e-03
   2558       1.6911577e+00       1.7274116e+00       5.1271763e-03
   2559       1.6904566e+00       1.7273971e+00       5.1251930e-03
   2560       1.6897589e+00       1.7273824e+00       5.1232121e-03
   2561       1.6890658e+00       1.7273675e+00       5.1212334e-03
   2562       1.6883791e+00       1.7273523e+00       5.1192571e-03
   2563       1.6876997e+00       1.7273368e+00       5.1172831e-03
   2564       1.6870283e+00       1.7273211e+00       5.1153115e-03
   2565       1.6863664e+00       1.7273051e+00       5.1133421e-03
   2566       1.6857153e+00       1.7272889e+00       5.1113751e-03
   2567       1.6850764e+00       1.7272724e+00       5.1094103e-03
   2568       1.6844511e+00       1.7272558e+00       5.1074479e-03
   2569       1.6838415e+00       1.7272389e+00       5.1054878e-03
   2570       1.6832490e+00       1.7272217e+00       5.1035299e-03
   2571       1.6826749e+00       1.7272044e+00       5.1015743e-03
   2572       1.6821206e+00       1.7271869e+00       5.0996209e-03
   2573       1.6815877e+00       1.7271692e+00       5.0976697e-03
   2574       1.6810773e+00       1.7271513e+00       5.0957207e-03
   2575       1.6805901e+00       1.7271332e+00       5.0937738e-03
   2576       1.6801268e+00       1.7271149e+00       5.0918291e-03
   2577       1.6796892e+00       1.7270965e+00       5.0898865e-03
   2578       1.6792783e+00       1.7270780e+00       5.0879460e-03
   2579       1.6788949e+00       1.7270593e+00       5.0860074e-03
   2580       1.6785398e+00       1.7270405e+00       5.0840709e-03
   2581       1.6782144e+00       1.7270216e+00       5.0821363e-03
   2582       1.6779193e+00       1.7270026e+00       5.0802035e-03
   2583       1.6776550e+00       1.7269835e+00       5.0782727e-03
   2584       1.6774225e+00       1.7269643e+00       5.0763436e-03
   2585       1.6772230e+00       1.7269450e+00       5.0744163e-03
   2586       1.6770571e+00       1.7269257e+00       5.0724907e-03
   2587       1.6769248e+00       1.7269064e+00       5.0705668e-03
   2588       1.6768276e+00       1.7268871e+00       5.0686445e-03
   2589       1.6767665e+00       1.7268677e+00       5.0667237e-03
   2590       1.6767406e+00       1.7268483e+00       5.0648044e-03
   2591       1.6767497e+00       1.7268290e+00       5.0628865e-03
   2592       1.6767933e+00       1.7268097e+00       5.0609700e-03
   2593       1.6768720e+00       1.7267905e+00       5.0590549e-03
   2594       1.6769860e+00       1.7267713e+00       5.0571410e-03
   2595       1.6771356e+00       1.7267521e+00       5.0552284e-03
   2596       1.6773202e+00       1.7267331e+00       5.0533170e-03
   2597       1.6775382e+00       1.7267141e+00       5.0514066e-03
   2598       1.6777893e+00       1.7266953e+00       5.0494974e-03
   2599       1.6780730e+00       1.7266766e+00       5.0475892e-03
   2600       1.6783882e+00       1.7266580e+00       5.0456820e-03
   2601       1.6787340e+00       1.7266396e+00       5.0437757e-03
   2602       1.6791096e+00       1.7266213e+00       5.0418704e-03
   2603       1.6795140e+00       1.7266032e+00       5.0399659e-03
   2604       1.6799465e+00       1.7265853e+00       5.0380623e-03
   2605       1.6804052e+00       1.7265676e+00       5.0361595e-03
   2606       1.6808889e+00       1.7265501e+00       5.0342574e-03
   2607       1.6813959e+00       1.7265327e+00       5.0323562e-03
   2608       1.6819241e+00       1.7265156e+00       5.0304557e-03
   2609       1.6824718e+00       1.7264988e+00       5.0285559e-03
   2610       1.6830373e+00       1.7264821e+00       5.0266568e-03
   2611       1.6836190e+00       1.7264657e+00       5.0247584e-03
   2612       1.6842151e+00       1.7264495e+00       5.0228607e-03
   2613       1.6848237e+00       1.7264336e+00       5.0209637e-03
   2614       1.6854424e+00       1.7264179e+00       5.0190674e-03
   2615       1.6860690e+00       1.7264025e+00       5.0171718e-03
   2616       1.6867014e+00       1.7263873e+00       5.0152769e-03
   2617       1.6873381e+00       1.7263724e+00       5.0133827e-03
   2618       1.6879769e+00       1.7263577e+00       5.0114891e-03
   2619       1.6886157e+00       1.7263433e+00       5.0095964e-03
   2620       1.6892517e+00       1.7263291e+00       5.0077043e-03
   2621       1.6898824e+00       1.7263152e+00       5.0058130e-03
   2622       1.6905063e+00       1.7263016e+00       5.0039225e-03
   2623       1.6911212e+00       1.7262882e+00       5.0020327e-03
   2624       1.6917255e+00       1.7262750e+00       5.0001438e-03
   2625       1.6923170e+00       1.7262621e+00       4.9982557e-03
   2626       1.6928934e+00       1.7262494e+00       4.9963685e-03
   2627       1.6934526e+00       1.7262369e+00       4.9944822e-03
   2628       1.6939933e+00       1.7262246e+00       4.9925968e-03
   2629       1.6945139e+00       1.7262125e+00       4.9907123e-03
   2630       1.6950121e+00       1.7262007e+00       4.9888288e-03
   2631       1.6954870e+00       1.7261890e+00       4.9869463e-03
   2632       1.6959373e+00       1.7261775e+00       4.9850648e-03
   2633       1.6963615e+00       1.7261662e+00       4.9831843e-03
   2634       1.6967576e+00       1.7261550e+00       4.9813050e-03
   2635       1.6971240e+00       1.7261440e+00       4.9794267e-03
   2636       1.6974599e+00       1.7261331e+00       4.9775496e-03
   2637       1.6977651e+00       1.7261224e+00       4.9756736e-03
   2638       1.6980387e+00       1.7261117e+00       4.9737989e-03
   2639       1.6982799e+00       1.7261012e+00       4.9719253e-03
   2640       1.6984883e+00       1.7260907e+00       4.9700530e-03
   2641       1.6986631e+00       1.7260803e+00       4.9681820e-03
   2642       1.6988041e+00       1.7260700e+00       4.9663123e-03
   2643       1.6989118e+00       1.7260597e+00       4.9644438e-03
   2644       1.6989864e+00       1.7260495e+00       4.9625768e-03
   2645       1.6990274e+00       1.7260393e+00       4.9607111e-03
   2646       1.6990349e+00       1.7260291e+00       4.9588468e-03
   2647       1.6990091e+00       1.7260189e+00       4.9569839e-03
   2648       1.6989508e+00       1.7260086e+00       4.9551225e-03
   2649       1.6988608e+00       1.7259984e+00       4.9532625e-03
   2650       1.6987391e+00       1.7259881e+00       4.9514040e-03
   2651       1.6985862e+00       1.7259778e+00       4.9495471e-03
   2652       1.6984029e+00       1.7259674e+00       4.9476916e-03
   2653       1.6981904e+00       1.7259569e+00       4.9458378e-03
   2654       1.6979500e+00       1.7259463e+00       4.9439855e-03
   2655       1.6976830e+00       1.7259357e+00       4.9421348e-03
   2656       1.6973904e+00       1.7259249e+00       4.9402858e-03
   2657       1.6970737e+00       1.7259141e+00       4.9384383e-03
   2658       1.6967347e+00       1.7259031e+00       4.9365926e-03
   2659       1.6963750e+00       1.7258920e+00       4.9347485e-03
   2660       1.6959960e+00       1.7258808e+00       4.9329062e-03
   2661       1.6955990e+00       1.7258694e+00       4.9310655e-03
   2662       1.6951860e+00       1.7258579e+00       4.9292266e-03
   2663       1.6947590e+00       1.7258462e+00       4.9273894e-03
   2664       1.6943192e+00       1.7258343e+00       4.9255540e-03
   2665       1.6938681e+00       1.7258224e+00       4.9237204e-03
   2666       1.6934072e+00       1.7258102e+00       4.9218885e-03
   2667       1.6929387e+00       1.7257979e+00       4.9200585e-03
   2668       1.6924640e+00       1.7257854e+00       4.9182302e-03
   2669       1.6919846e+00       1.7257727e+00       4.9164038e-03
   2670       1.6915023e+00       1.7257599e+00       4.9145792e-03
   2671       1.6910194e+00       1.7257469e+00       4.9127565e-03
   2672       1.6905370e+00       1.7257337e+00       4.9109355e-03
   2673       1.6900567e+00       1.7257203e+00       4.9091164e-03
   2674       1.6895802e+00       1.7257068e+00       4.9072992e-03
   2675       1.6891089e+00       1.7256931e+00       4.9054837e-03
   2676       1.6886441e+00       1.7256793e+00       4.9036701e-03
   2677       1.6881875e+00       1.7256653e+00       4.9018584e-03
   2678       1.6877411e+00       1.7256511e+00       4.9000484e-03
   2679       1.6873063e+00       1.7256368e+00       4.8982402e-03
   2680       1.6868842e+00       1.7256224e+00       4.8964339e-03
   2681       1.6864761e+00       1.7256078e+00       4.8946293e-03
   2682       1.6860835e+00       1.7255930e+00       4.8928265e-03
   2683       1.6857070e+00       1.7255782e+00       4.8910254e-03
   2684       1.6853482e+00       1.7255632e+00       4.8892261e-03
   2685       1.6850086e+00       1.7255481e+00       4.8874285e-03
   2686       1.6846890e+00       1.7255329e+00       4.8856326e-03
   2687       1.6843904e+00       1.7255175e+00       4.8838383e-03
   2688       1.6841136e+00       1.7255021e+00       4.8820457e-03
   2689       1.6838591e+00       1.7254867e+00       4.8802547e-03
   2690       1.6836278e+00       1.7254711e+00       4.8784653e-03
   2691       1.6834204e+00       1.7254555e+00       4.8766775e-03
   2692       1.6832374e+00       1.7254398e+00       4.8748911e-03
   2693       1.6830797e+00       1.7254241e+00       4.8731063e-03
   2694       1.6829481e+00       1.7254083e+00       4.8713229e-03
   2695       1.6828436e+00       1.7253925e+00       4.8695410e-03
   2696       1.6827669e+00       1.7253767e+00       4.8677604e-03
   2697       1.6827181e+00       1.7253609e+00       4.8659813e-03
   2698       1.6826976e+00       1.7253450e+00       4.8642034e-03
   2699       1.6827061e+00       1.7253293e+00       4.8624268e-03
   2700       1.6827447e+00       1.7253135e+00       4.8606515e-03
   2701       1.6828136e+00       1.7252977e+00       4.8588774e-03
   2702       1.6829132e+00       1.7252821e+00       4.8571045e-03
   2703       1.6830435e+00       1.7252664e+00       4.8553327e-03
   2704       1.6832046e+00       1.7252509e+00       4.8535620e-03
   2705       1.6833980e+00       1.7252354e+00       4.8517924e-03
   2706       1.6836244e+00       1.7252200e+00       4.8500238e-03
   2707       1.6838840e+00       1.7252048e+00       4.8482561e-03
   2708       1.6841771e+00       1.7251896e+00       4.8464895e-03
   2709       1.6845042e+00       1.7251746e+00       4.8447237e-03
   2710       1.6848658e+00       1.7251597e+00       4.8429588e-03
   2711       1.6852618e+00       1.7251450e+00       4.8411948e-03
   2712       1.6856920e+00       1.7251304e+00       4.8394315e-03
   2713       1.6861573e+00       1.7251161e+00       4.8376690e-03
   2714       1.6866581e+00       1.7251019e+00       4.8359073e-03
   2715       1.6871952e+00       1.7250880e+00       4.8341463e-03
   2716       1.6877693e+00       1.7250742e+00       4.8323859e-03
   2717       1.6883806e+00       1.7250607e+00       4.8306262e-03
