#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
    922      -4.9563837e+00      -5.1889225e+00       1.2971846e-02
    923      -4.9554156e+00      -5.1886695e+00       1.2960259e-02
    924      -4.9547698e+00      -5.1884164e+00       1.2948705e-02
    925      -4.9538427e+00      -5.1881628e+00       1.2937189e-02
    926      -4.9530880e+00      -5.1879089e+00       1.2925709e-02
    927      -4.9523555e+00      -5.1876548e+00       1.2914263e-02
    928      -4.9514951e+00      -5.1874004e+00       1.2902853e-02
    929      -4.9508093e+00      -5.1871457e+00       1.2891478e-02
    930      -4.9501473e+00      -5.1868909e+00       1.2880134e-02
    931      -4.9492080e+00      -5.1866356e+00       1.2868829e-02
    932      -4.9485968e+00      -5.1863801e+00       1.2857556e-02
    933      -4.9478614e+00      -5.1861245e+00       1.2846316e-02
    934      -4.9473047e+00      -5.1858688e+00       1.2835107e-02
    935      -4.9466255e+00      -5.1856129e+00       1.2823930e-02
    936      -4.9462786e+00      -5.1853572e+00       1.2812778e-02
    937      -4.9461150e+00      -5.1851019e+00       1.2801647e-02
    938      -4.9458342e+00      -5.1848468e+00       1.2790541e-02
    939      -4.9457379e+00      -5.1845922e+00       1.2779454e-02
    940      -4.9455254e+00      -5.1843379e+00       1.2768389e-02
    941      -4.9451979e+00      -5.1840837e+00       1.2757349e-02
    942      -4.9447569e+00      -5.1838297e+00       1.2746336e-02
    943      -4.9442037e+00      -5.1835755e+00       1.2735351e-02
    944      -4.9438410e+00      -5.1833216e+00       1.2724392e-02
    945      -4.9438213e+00      -5.1830681e+00       1.2713451e-02
    946      -4.9433903e+00      -5.1828148e+00       1.2702536e-02
    947      -4.9430017e+00      -5.1825616e+00       1.2691647e-02
    948      -4.9429584e+00      -5.1823088e+00       1.2680775e-02
    949      -4.9426567e+00      -5.1820563e+00       1.2669927e-02
    950      -4.9427010e+00      -5.1818043e+00       1.2659096e-02
    951      -4.9427887e+00      -5.1815530e+00       1.2648279e-02
    952      -4.9426176e+00      -5.1813020e+00       1.2637483e-02
    953      -4.9427919e+00      -5.1810517e+00       1.2626700e-02
    954      -4.9431599e+00      -5.1808024e+00       1.2615927e-02
    955      -4.9432679e+00      -5.1805536e+00       1.2605168e-02
    956      -4.9437190e+00      -5.1803059e+00       1.2594417e-02
    957      -4.9437564e+00      -5.1800587e+00       1.2583682e-02
    958      -4.9441344e+00      -5.1798125e+00       1.2572956e-02
    959      -4.9445488e+00      -5.1795671e+00       1.2562238e-02
    960      -4.9446950e+00      -5.1793225e+00       1.2551535e-02
    961      -4.9451757e+00      -5.1790788e+00       1.2540839e-02
    962      -4.9458378e+00      -5.1788364e+00       1.2530146e-02
    963      -4.9465267e+00      -5.1785951e+00       1.2519456e-02
    964      -4.9472398e+00      -5.1783552e+00       1.2508770e-02
    965      -4.9476717e+00      -5.1781161e+00       1.2498091e-02
    966      -4.9482723e+00      -5.1778782e+00       1.2487418e-02
    967      -4.9488869e+00      -5.1776414e+00       1.2476749e-02
    968      -4.9495126e+00      -5.1774057e+00       1.2466086e-02
    969      -4.9501456e+00      -5.1771712e+00       1.2455427e-02
    970      -4.9504802e+00      -5.1769375e+00       1.2444778e-02
    971      -4.9514193e+00      -5.1767052e+00       1.2434129e-02
    972      -4.9519019e+00      -5.1764739e+00       1.2423487e-02
    973      -4.9523773e+00      -5.1762436e+00       1.2412854e-02
    974      -4.9531444e+00      -5.1760146e+00       1.2402223e-02
    975      -4.9538972e+00      -5.1757867e+00       1.2391595e-02
    976      -4.9541786e+00      -5.1755597e+00       1.2380978e-02
    977      -4.9544383e+00      -5.1753334e+00       1.2370375e-02
    978      -4.9549751e+00      -5.1751080e+00       1.2359778e-02
    979      -4.9556339e+00      -5.1748839e+00       1.2349186e-02
    980      -4.9564127e+00      -5.1746609e+00       1.2338597e-02
    981      -4.9568545e+00      -5.1744389e+00       1.2328016e-02
    982      -4.9574094e+00      -5.1742179e+00       1.2317443e-02
    983      -4.9577728e+00      -5.1739977e+00       1.2306881e-02
    984      -4.9579425e+00      -5.1737781e+00       1.2296332e-02
    985      -4.9583693e+00      -5.1735595e+00       1.2285793e-02
    986      -4.9590506e+00      -5.1733419e+00       1.2275259e-02
    987      -4.9590775e+00      -5.1731248e+00       1.2264741e-02
    988      -4.9590517e+00      -5.1729081e+00       1.2254242e-02
    989      -4.9591222e+00      -5.1726920e+00       1.2243757e-02
    990      -4.9589855e+00      -5.1724761e+00       1.2233293e-02
    991      -4.9589421e+00      -5.1722606e+00       1.2222846e-02
    992      -4.9591428e+00      -5.1720458e+00       1.2212412e-02
    993      -4.9598886e+00      -5.1718322e+00       1.2201983e-02
    994      -4.9598180e+00      -5.1716189e+00       1.2191571e-02
    995      -4.9595338e+00      -5.1714057e+00       1.2181181e-02
    996      -4.9587331e+00      -5.1711922e+00       1.2170823e-02
    997      -4.9583220e+00      -5.1709787e+00       1.2160488e-02
    998      -4.9584519e+00      -5.1707657e+00       1.2150167e-02
    999      -4.9577628e+00      -5.1705525e+00       1.2139876e-02
   1000      -4.9571590e+00      -5.1703391e+00       1.2129611e-02
   1001      -4.9563381e+00      -5.1701253e+00       1.2119378e-02
   1002      -4.9554513e+00      -5.1699111e+00       1.2109176e-02
   1003      -4.9544989e+00      -5.1696963e+00       1.2099007e-02
   1004      -4.9537836e+00      -5.1694813e+00       1.2088868e-02
   1005      -4.9530033e+00      -5.1692659e+00       1.2078758e-02
   1006      -4.9520076e+00      -5.1690499e+00       1.2068682e-02
   1007      -4.9510999e+00      -5.1688335e+00       1.2058637e-02
   1008      -4.9499784e+00      -5.1686163e+00       1.2048629e-02
   1009      -4.9489468e+00      -5.1683986e+00       1.2038655e-02
   1010      -4.9478539e+00      -5.1681803e+00       1.2028715e-02
   1011      -4.9468520e+00      -5.1679613e+00       1.2018809e-02
   1012      -4.9454891e+00      -5.1677415e+00       1.2008943e-02
   1013      -4.9439175e+00      -5.1675206e+00       1.1999121e-02
   1014      -4.9427439e+00      -5.1672989e+00       1.1989335e-02
   1015      -4.9412147e+00      -5.1670761e+00       1.1979592e-02
   1016      -4.9394828e+00      -5.1668521e+00       1.1969895e-02
   1017      -4.9380030e+00      -5.1666271e+00       1.1960240e-02
   1018      -4.9363249e+00      -5.1664009e+00       1.1950631e-02
   1019      -4.9344503e+00      -5.1661733e+00       1.1941071e-02
   1020      -4.9331377e+00      -5.1659448e+00       1.1931549e-02
   1021      -4.9314836e+00      -5.1657152e+00       1.1922073e-02
   1022      -4.9293392e+00      -5.1654839e+00       1.1912650e-02
   1023      -4.9274623e+00      -5.1652512e+00       1.1903278e-02
   1024      -4.9252520e+00      -5.1650168e+00       1.1893961e-02
   1025      -4.9231646e+00      -5.1647809e+00       1.1884697e-02
   1026      -4.9212029e+00      -5.1645435e+00       1.1875484e-02
   1027      -4.9192188e+00      -5.1643046e+00       1.1866323e-02
   1028      -4.9173668e+00      -5.1640644e+00       1.1857211e-02
   1029      -4.9156508e+00      -5.1638230e+00       1.1848145e-02
   1030      -4.9136208e+00      -5.1635800e+00       1.1839132e-02
   1031      -4.9118846e+00      -5.1633359e+00       1.1830166e-02
   1032      -4.9095393e+00      -5.1630900e+00       1.1821258e-02
   1033      -4.9073437e+00      -5.1628424e+00       1.1812407e-02
   1034      -4.9049987e+00      -5.1625930e+00       1.1803615e-02
   1035      -4.9029599e+00      -5.1623422e+00       1.1794876e-02
   1036      -4.9009275e+00      -5.1620899e+00       1.1786190e-02
   1037      -4.8987530e+00      -5.1618359e+00       1.1777559e-02
   1038      -4.8967417e+00      -5.1615805e+00       1.1768981e-02
   1039      -4.8950470e+00      -5.1613240e+00       1.1760450e-02
   1040      -4.8932183e+00      -5.1610662e+00       1.1751967e-02
   1041      -4.8915595e+00      -5.1608073e+00       1.1743529e-02
   1042      -4.8897709e+00      -5.1605472e+00       1.1735139e-02
   1043      -4.8880052e+00      -5.1602859e+00       1.1726797e-02
   1044      -4.8862641e+00      -5.1600234e+00       1.1718501e-02
   1045      -4.8847000e+00      -5.1597600e+00       1.1710249e-02
   1046      -4.8830121e+00      -5.1594954e+00       1.1702042e-02
   1047      -4.8810505e+00      -5.1592294e+00       1.1693887e-02
   1048      -4.8791173e+00      -5.1589622e+00       1.1685783e-02
   1049      -4.8770617e+00      -5.1586934e+00       1.1677732e-02
   1050      -4.8751870e+00      -5.1584234e+00       1.1669732e-02
   1051      -4.8734932e+00      -5.1581523e+00       1.1661777e-02
   1052      -4.8718285e+00      -5.1578801e+00       1.1653867e-02
   1053      -4.8697397e+00      -5.1576065e+00       1.1646012e-02
   1054      -4.8681327e+00      -5.1573319e+00       1.1638200e-02
   1055      -4.8665538e+00      -5.1570562e+00       1.1630432e-02
   1056      -4.8650024e+00      -5.1567797e+00       1.1622706e-02
   1057      -4.8634781e+00      -5.1565022e+00       1.1615022e-02
   1058      -4.8618297e+00      -5.1562237e+00       1.1607383e-02
   1059      -4.8603590e+00      -5.1559443e+00       1.1599784e-02
   1060      -4.8590652e+00      -5.1556642e+00       1.1592221e-02
   1061      -4.8576453e+00      -5.1553833e+00       1.1584698e-02
   1062      -4.8560988e+00      -5.1551015e+00       1.1577217e-02
   1063      -4.8548790e+00      -5.1548191e+00       1.1569770e-02
   1064      -4.8533810e+00      -5.1545358e+00       1.1562365e-02
   1065      -4.8514537e+00      -5.1542512e+00       1.1555010e-02
   1066      -4.8503060e+00      -5.1539661e+00       1.1547687e-02
   1067      -4.8487293e+00      -5.1536800e+00       1.1540408e-02
   1068      -4.8474789e+00      -5.1533933e+00       1.1533163e-02
   1069      -4.8464040e+00      -5.1531061e+00       1.1525949e-02
   1070      -4.8450517e+00      -5.1528182e+00       1.1518772e-02
   1071      -4.8437247e+00      -5.1525296e+00       1.1511632e-02
   1072      -4.8430291e+00      -5.1522409e+00       1.1504513e-02
   1073      -4.8419074e+00      -5.1519517e+00       1.1497426e-02
   1074      -4.8408137e+00      -5.1516620e+00       1.1490370e-02
   1075      -4.8399006e+00      -5.1513720e+00       1.1483341e-02
   1076      -4.8388671e+00      -5.1510815e+00       1.1476341e-02
   1077      -4.8378657e+00      -5.1507907e+00       1.1469369e-02
   1078      -4.8368982e+00      -5.1504995e+00       1.1462425e-02
   1079      -4.8361180e+00      -5.1502082e+00       1.1455505e-02
   1080      -4.8352257e+00      -5.1499165e+00       1.1448610e-02
   1081      -4.8346768e+00      -5.1496249e+00       1.1441732e-02
   1082      -4.8337166e+00      -5.1493329e+00       1.1434882e-02
   1083      -4.8329513e+00      -5.1490408e+00       1.1428055e-02
   1084      -4.8322320e+00      -5.1487485e+00       1.1421249e-02
   1085      -4.8315609e+00      -5.1484562e+00       1.1414463e-02
   1086      -4.8309403e+00      -5.1481638e+00       1.1407696e-02
   1087      -4.8303722e+00      -5.1478715e+00       1.1400947e-02
   1088      -4.8297082e+00      -5.1475791e+00       1.1394218e-02
   1089      -4.8292528e+00      -5.1472867e+00       1.1387504e-02
   1090      -4.8288564e+00      -5.1469946e+00       1.1380804e-02
   1091      -4.8282199e+00      -5.1467024e+00       1.1374122e-02
   1092      -4.8282520e+00      -5.1464108e+00       1.1367444e-02
   1093      -4.8278966e+00      -5.1461194e+00       1.1360779e-02
   1094      -4.8280619e+00      -5.1458287e+00       1.1354113e-02
   1095      -4.8279941e+00      -5.1455384e+00       1.1347454e-02
   1096      -4.8278449e+00      -5.1452485e+00       1.1340802e-02
   1097      -4.8277668e+00      -5.1449591e+00       1.1334156e-02
   1098      -4.8276110e+00      -5.1446701e+00       1.1327518e-02
   1099      -4.8281336e+00      -5.1443821e+00       1.1320872e-02
   1100      -4.8285795e+00      -5.1440950e+00       1.1314220e-02
   1101      -4.8291006e+00      -5.1438089e+00       1.1307560e-02
   1102      -4.8295463e+00      -5.1435237e+00       1.1300895e-02
   1103      -4.8297660e+00      -5.1432392e+00       1.1294229e-02
   1104      -4.8302138e+00      -5.1429557e+00       1.1287557e-02
   1105      -4.8311916e+00      -5.1426736e+00       1.1280868e-02
   1106      -4.8320955e+00      -5.1423928e+00       1.1274162e-02
   1107      -4.8327735e+00      -5.1421131e+00       1.1267447e-02
   1108      -4.8341325e+00      -5.1418351e+00       1.1260706e-02
   1109      -4.8346614e+00      -5.1415581e+00       1.1253958e-02
   1110      -4.8361720e+00      -5.1412830e+00       1.1247181e-02
   1111      -4.8374546e+00      -5.1410095e+00       1.1240382e-02
   1112      -4.8386590e+00      -5.1407376e+00       1.1233562e-02
   1113      -4.8402384e+00      -5.1404676e+00       1.1226713e-02
   1114      -4.8414357e+00      -5.1401992e+00       1.1219844e-02
   1115      -4.8425521e+00      -5.1399323e+00       1.1212956e-02
   1116      -4.8441906e+00      -5.1396673e+00       1.1206040e-02
   1117      -4.8458961e+00      -5.1394043e+00       1.1199094e-02
   1118      -4.8472141e+00      -5.1391429e+00       1.1192126e-02
   1119      -4.8487484e+00      -5.1388834e+00       1.1185132e-02
   1120      -4.8503452e+00      -5.1386258e+00       1.1178112e-02
   1121      -4.8521532e+00      -5.1383702e+00       1.1171061e-02
   1122      -4.8537176e+00      -5.1381165e+00       1.1163985e-02
   1123      -4.8554901e+00      -5.1378648e+00       1.1156880e-02
   1124      -4.8574690e+00      -5.1376154e+00       1.1149743e-02
   1125      -4.8591984e+00      -5.1373679e+00       1.1142578e-02
   1126      -4.8611299e+00      -5.1371226e+00       1.1135383e-02
   1127      -4.8635634e+00      -5.1368798e+00       1.1128147e-02
   1128      -4.8658931e+00      -5.1366396e+00       1.1120875e-02
   1129      -4.8682678e+00      -5.1364019e+00       1.1113565e-02
   1130      -4.8705337e+00      -5.1361666e+00       1.1106220e-02
   1131      -4.8726886e+00      -5.1359337e+00       1.1098843e-02
   1132      -4.8747308e+00      -5.1357029e+00       1.1091437e-02
   1133      -4.8772624e+00      -5.1354748e+00       1.1083993e-02
   1134      -4.8796769e+00      -5.1352492e+00       1.1076514e-02
   1135      -4.8824257e+00      -5.1350265e+00       1.1068994e-02
   1136      -4.8850536e+00      -5.1348064e+00       1.1061437e-02
   1137      -4.8877097e+00      -5.1345891e+00       1.1053843e-02
   1138      -4.8902412e+00      -5.1343744e+00       1.1046215e-02
   1139      -4.8926459e+00      -5.1341622e+00       1.1038556e-02
   1140      -4.8955267e+00      -5.1339528e+00       1.1030857e-02
   1141      -4.8982770e+00      -5.1337463e+00       1.1023123e-02
   1142      -4.9011973e+00      -5.1335427e+00       1.1015351e-02
   1143      -4.9042866e+00      -5.1333421e+00       1.1007540e-02
   1144      -4.9070899e+00      -5.1331443e+00       1.0999695e-02
   1145      -4.9099075e+00      -5.1329493e+00       1.0991816e-02
   1146      -4.9127377e+00      -5.1327572e+00       1.0983904e-02
   1147      -4.9152770e+00      -5.1325676e+00       1.0975964e-02
   1148      -4.9179775e+00      -5.1323807e+00       1.0967995e-02
   1149      -4.9206866e+00      -5.1321964e+00       1.0959996e-02
   1150      -4.9231011e+00      -5.1320146e+00       1.0951974e-02
   1151      -4.9258245e+00      -5.1318355e+00       1.0943924e-02
   1152      -4.9284024e+00      -5.1316589e+00       1.0935848e-02
   1153      -4.9312877e+00      -5.1314851e+00       1.0927744e-02
   1154      -4.9344797e+00      -5.1313144e+00       1.0919608e-02
   1155      -4.9373735e+00      -5.1311464e+00       1.0911445e-02
   1156      -4.9402708e+00      -5.1309813e+00       1.0903255e-02
   1157      -4.9428693e+00      -5.1308187e+00       1.0895044e-02
   1158      -4.9456217e+00      -5.1306588e+00       1.0886809e-02
   1159      -4.9483762e+00      -5.1305015e+00       1.0878552e-02
   1160      -4.9512838e+00      -5.1303470e+00       1.0870271e-02
   1161      -4.9540422e+00      -5.1301952e+00       1.0861969e-02
   1162      -4.9569532e+00      -5.1300461e+00       1.0853644e-02
   1163      -4.9598664e+00      -5.1298998e+00       1.0845298e-02
   1164      -4.9627829e+00      -5.1297562e+00       1.0836931e-02
   1165      -4.9655502e+00      -5.1296152e+00       1.0828545e-02
   1166      -4.9683208e+00      -5.1294769e+00       1.0820142e-02
   1167      -4.9710939e+00      -5.1293412e+00       1.0811721e-02
   1168      -4.9738703e+00      -5.1292081e+00       1.0803284e-02
   1169      -4.9768014e+00      -5.1290777e+00       1.0794829e-02
   1170      -4.9795844e+00      -5.1289499e+00       1.0786359e-02
   1171      -4.9825227e+00      -5.1288249e+00       1.0777873e-02
   1172      -4.9856159e+00      -5.1287027e+00       1.0769369e-02
   1173      -4.9884106e+00      -5.1285831e+00       1.0760852e-02
   1174      -4.9912089e+00      -5.1284661e+00       1.0752323e-02
   1175      -4.9943131e+00      -5.1283519e+00       1.0743778e-02
   1176      -4.9971190e+00      -5.1282403e+00       1.0735221e-02
   1177      -4.9994757e+00      -5.1281309e+00       1.0726658e-02
   1178      -5.0022893e+00      -5.1280241e+00       1.0718084e-02
   1179      -5.0058629e+00      -5.1279205e+00       1.0709494e-02
   1180      -5.0089865e+00      -5.1278197e+00       1.0700893e-02
   1181      -5.0121136e+00      -5.1277217e+00       1.0692280e-02
   1182      -5.0147889e+00      -5.1276262e+00       1.0683661e-02
   1183      -5.0174644e+00      -5.1275331e+00       1.0675036e-02
   1184      -5.0199881e+00      -5.1274422e+00       1.0666406e-02
   1185      -5.0228124e+00      -5.1273539e+00       1.0657771e-02
   1186      -5.0254823e+00      -5.1272680e+00       1.0649130e-02
   1187      -5.0287524e+00      -5.1271850e+00       1.0640482e-02
   1188      -5.0315635e+00      -5.1271045e+00       1.0631830e-02
   1189      -5.0343672e+00      -5.1270266e+00       1.0623174e-02
   1190      -5.0370107e+00      -5.1269509e+00       1.0614517e-02
   1191      -5.0397933e+00      -5.1268777e+00       1.0605857e-02
   1192      -5.0427128e+00      -5.1268071e+00       1.0597194e-02
   1193      -5.0456163e+00      -5.1267391e+00       1.0588530e-02
   1194      -5.0481995e+00      -5.1266733e+00       1.0579866e-02
   1195      -5.0507619e+00      -5.1266098e+00       1.0571203e-02
   1196      -5.0537543e+00      -5.1265488e+00       1.0562540e-02
   1197      -5.0565696e+00      -5.1264904e+00       1.0553878e-02
   1198      -5.0593562e+00      -5.1264343e+00       1.0545217e-02
   1199      -5.0619605e+00      -5.1263806e+00       1.0536559e-02
   1200      -5.0643802e+00      -5.1263289e+00       1.0527905e-02
   1201      -5.0666125e+00      -5.1262792e+00       1.0519257e-02
   1202      -5.0694106e+00      -5.1262319e+00       1.0510612e-02
   1203      -5.0720159e+00      -5.1261868e+00       1.0501971e-02
   1204      -5.0741252e+00      -5.1261436e+00       1.0493338e-02
   1205      -5.0766418e+00      -5.1261025e+00       1.0484710e-02
   1206      -5.0792612e+00      -5.1260636e+00       1.0476088e-02
   1207      -5.0815285e+00      -5.1260267e+00       1.0467474e-02
   1208      -5.0838954e+00      -5.1259919e+00       1.0458866e-02
   1209      -5.0862081e+00      -5.1259590e+00       1.0450267e-02
   1210      -5.0884641e+00      -5.1259280e+00       1.0441677e-02
   1211      -5.0903594e+00      -5.1258986e+00       1.0433096e-02
   1212      -5.0923460e+00      -5.1258709e+00       1.0424524e-02
   1213      -5.0942709e+00      -5.1258449e+00       1.0415963e-02
   1214      -5.0958311e+00      -5.1258201e+00       1.0407412e-02
   1215      -5.0976293e+00      -5.1257969e+00       1.0398872e-02
   1216      -5.0993624e+00      -5.1257752e+00       1.0390343e-02
   1217      -5.1010297e+00      -5.1257549e+00       1.0381826e-02
   1218      -5.1024800e+00      -5.1257358e+00       1.0373320e-02
   1219      -5.1040146e+00      -5.1257179e+00       1.0364825e-02
   1220      -5.1054815e+00      -5.1257014e+00       1.0356343e-02
   1221      -5.1070319e+00      -5.1256861e+00       1.0347872e-02
   1222      -5.1082129e+00      -5.1256718e+00       1.0339414e-02
   1223      -5.1094780e+00      -5.1256585e+00       1.0330968e-02
   1224      -5.1106761e+00      -5.1256463e+00       1.0322535e-02
   1225      -5.1115067e+00      -5.1256347e+00       1.0314115e-02
   1226      -5.1127256e+00      -5.1256242e+00       1.0305708e-02
   1227      -5.1134276e+00      -5.1256143e+00       1.0297313e-02
   1228      -5.1145199e+00      -5.1256052e+00       1.0288932e-02
   1229      -5.1150970e+00      -5.1255967e+00       1.0280564e-02
   1230      -5.1159155e+00      -5.1255888e+00       1.0272209e-02
   1231      -5.1168259e+00      -5.1255817e+00       1.0263866e-02
   1232      -5.1172259e+00      -5.1255749e+00       1.0255538e-02
   1233      -5.1177223e+00      -5.1255685e+00       1.0247222e-02
   1234      -5.1181653e+00      -5.1255626e+00       1.0238920e-02
   1235      -5.1188591e+00      -5.1255571e+00       1.0230631e-02
   1236      -5.1193528e+00      -5.1255521e+00       1.0222355e-02
   1237      -5.1199497e+00      -5.1255476e+00       1.0214092e-02
   1238      -5.1205012e+00      -5.1255435e+00       1.0205842e-02
   1239      -5.1207082e+00      -5.1255396e+00       1.0197606e-02
   1240      -5.1210258e+00      -5.1255360e+00       1.0189382e-02
   1241      -5.1216080e+00      -5.1255328e+00       1.0181172e-02
   1242      -5.1218518e+00      -5.1255298e+00       1.0172975e-02
   1243      -5.1223632e+00      -5.1255273e+00       1.0164791e-02
   1244      -5.1226920e+00      -5.1255250e+00       1.0156621e-02
   1245      -5.1228401e+00      -5.1255228e+00       1.0148463e-02
   1246      -5.1232633e+00      -5.1255210e+00       1.0140318e-02
   1247      -5.1232087e+00      -5.1255192e+00       1.0132187e-02
   1248      -5.1235851e+00      -5.1255176e+00       1.0124068e-02
   1249      -5.1234879e+00      -5.1255160e+00       1.0115962e-02
   1250      -5.1233726e+00      -5.1255143e+00       1.0107870e-02
   1251      -5.1235428e+00      -5.1255127e+00       1.0099790e-02
   1252      -5.1235463e+00      -5.1255111e+00       1.0091723e-02
   1253      -5.1235355e+00      -5.1255096e+00       1.0083669e-02
   1254      -5.1235125e+00      -5.1255080e+00       1.0075628e-02
   1255      -5.1233277e+00      -5.1255062e+00       1.0067600e-02
   1256      -5.1231338e+00      -5.1255043e+00       1.0059585e-02
   1257      -5.1229320e+00      -5.1255023e+00       1.0051582e-02
   1258      -5.1225723e+00      -5.1255000e+00       1.0043592e-02
   1259      -5.1222073e+00      -5.1254974e+00       1.0035615e-02
   1260      -5.1224411e+00      -5.1254949e+00       1.0027651e-02
   1261      -5.1223684e+00      -5.1254924e+00       1.0019699e-02
   1262      -5.1224428e+00      -5.1254900e+00       1.0011759e-02
   1263      -5.1229679e+00      -5.1254880e+00       1.0003833e-02
   1264      -5.1228850e+00      -5.1254860e+00       9.9959185e-03
   1265      -5.1229501e+00      -5.1254840e+00       9.9880167e-03
   1266      -5.1228605e+00      -5.1254819e+00       9.9801275e-03
   1267      -5.1229189e+00      -5.1254799e+00       9.9722508e-03
   1268      -5.1229736e+00      -5.1254779e+00       9.9643864e-03
   1269      -5.1227228e+00      -5.1254757e+00       9.9565345e-03
   1270      -5.1227698e+00      -5.1254736e+00       9.9486949e-03
   1271      -5.1226614e+00      -5.1254714e+00       9.9408677e-03
   1272      -5.1226990e+00      -5.1254692e+00       9.9330528e-03
   1273      -5.1222786e+00      -5.1254667e+00       9.9252502e-03
   1274      -5.1220045e+00      -5.1254640e+00       9.9174600e-03
   1275      -5.1218748e+00      -5.1254612e+00       9.9096820e-03
   1276      -5.1220402e+00      -5.1254585e+00       9.9019162e-03
   1277      -5.1217449e+00      -5.1254556e+00       9.8941625e-03
   1278      -5.1217443e+00      -5.1254527e+00       9.8864211e-03
   1279      -5.1215848e+00      -5.1254496e+00       9.8786917e-03
   1280      -5.1214165e+00      -5.1254465e+00       9.8709745e-03
   1281      -5.1210886e+00      -5.1254431e+00       9.8632694e-03
   1282      -5.1207515e+00      -5.1254394e+00       9.8555764e-03
   1283      -5.1208581e+00      -5.1254359e+00       9.8478954e-03
   1284      -5.1208044e+00      -5.1254323e+00       9.8402264e-03
   1285      -5.1204395e+00      -5.1254284e+00       9.8325694e-03
   1286      -5.1197628e+00      -5.1254240e+00       9.8249245e-03
   1287      -5.1195298e+00      -5.1254194e+00       9.8172916e-03
   1288      -5.1192869e+00      -5.1254146e+00       9.8096706e-03
   1289      -5.1187324e+00      -5.1254094e+00       9.8020617e-03
   1290      -5.1186230e+00      -5.1254042e+00       9.7944646e-03
   1291      -5.1182037e+00      -5.1253986e+00       9.7868795e-03
   1292      -5.1180792e+00      -5.1253929e+00       9.7793061e-03
   1293      -5.1177966e+00      -5.1253871e+00       9.7717446e-03
   1294      -5.1173566e+00      -5.1253809e+00       9.7641950e-03
   1295      -5.1173645e+00      -5.1253747e+00       9.7566571e-03
   1296      -5.1173688e+00      -5.1253685e+00       9.7491307e-03
   1297      -5.1167658e+00      -5.1253619e+00       9.7416163e-03
   1298      -5.1167658e+00      -5.1253552e+00       9.7341135e-03
   1299      -5.1166141e+00      -5.1253485e+00       9.7266222e-03
   1300      -5.1163121e+00      -5.1253416e+00       9.7191427e-03
   1301      -5.1160121e+00      -5.1253344e+00       9.7116748e-03
   1302      -5.1155641e+00      -5.1253269e+00       9.7042187e-03
   1303      -5.1151209e+00      -5.1253190e+00       9.6967743e-03
   1304      -5.1148341e+00      -5.1253110e+00       9.6893414e-03
   1305      -5.1148562e+00      -5.1253030e+00       9.6819199e-03
   1306      -5.1148865e+00      -5.1252950e+00       9.6745098e-03
   1307      -5.1146240e+00      -5.1252869e+00       9.6671112e-03
   1308      -5.1140698e+00      -5.1252783e+00       9.6597242e-03
   1309      -5.1136782e+00      -5.1252694e+00       9.6523488e-03
   1310      -5.1129974e+00      -5.1252600e+00       9.6449852e-03
   1311      -5.1127837e+00      -5.1252505e+00       9.6376329e-03
   1312      -5.1125842e+00      -5.1252409e+00       9.6302920e-03
   1313      -5.1125515e+00      -5.1252312e+00       9.6229622e-03
   1314      -5.1120817e+00      -5.1252212e+00       9.6156440e-03
   1315      -5.1117790e+00      -5.1252110e+00       9.6083372e-03
   1316      -5.1114920e+00      -5.1252006e+00       9.6010417e-03
   1317      -5.1113717e+00      -5.1251901e+00       9.5937573e-03
   1318      -5.1112674e+00      -5.1251795e+00       9.5864841e-03
   1319      -5.1111793e+00      -5.1251689e+00       9.5792220e-03
   1320      -5.1109558e+00      -5.1251581e+00       9.5719711e-03
   1321      -5.1108980e+00      -5.1251473e+00       9.5647312e-03
   1322      -5.1104018e+00      -5.1251362e+00       9.5575026e-03
   1323      -5.1102217e+00      -5.1251249e+00       9.5502852e-03
   1324      -5.1099041e+00      -5.1251134e+00       9.5430789e-03
   1325      -5.1099001e+00      -5.1251019e+00       9.5358834e-03
   1326      -5.1099064e+00      -5.1250905e+00       9.5286989e-03
   1327      -5.1102243e+00      -5.1250793e+00       9.5215248e-03
   1328      -5.1105504e+00      -5.1250683e+00       9.5143613e-03
   1329      -5.1105806e+00      -5.1250574e+00       9.5072085e-03
   1330      -5.1107672e+00      -5.1250467e+00       9.5000663e-03
   1331      -5.1108063e+00      -5.1250360e+00       9.4929348e-03
   1332      -5.1108465e+00      -5.1250253e+00       9.4858139e-03
   1333      -5.1107356e+00      -5.1250146e+00       9.4787038e-03
   1334      -5.1107743e+00      -5.1250039e+00       9.4716044e-03
   1335      -5.1106584e+00      -5.1249932e+00       9.4645156e-03
   1336      -5.1106894e+00      -5.1249825e+00       9.4574375e-03
   1337      -5.1105631e+00      -5.1249717e+00       9.4503700e-03
   1338      -5.1107313e+00      -5.1249610e+00       9.4433129e-03
   1339      -5.1105880e+00      -5.1249503e+00       9.4362665e-03
   1340      -5.1105854e+00      -5.1249396e+00       9.4292306e-03
   1341      -5.1105712e+00      -5.1249289e+00       9.4222052e-03
   1342      -5.1102421e+00      -5.1249179e+00       9.4151906e-03
   1343      -5.1102018e+00      -5.1249070e+00       9.4081864e-03
   1344      -5.1102976e+00      -5.1248961e+00       9.4011925e-03
   1345      -5.1103784e+00      -5.1248853e+00       9.3942090e-03
   1346      -5.1102929e+00      -5.1248745e+00       9.3872359e-03
