#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
   6990      -5.1041421e+00      -5.0379153e+00       2.0765606e-03
   6991      -5.1075343e+00      -5.0379253e+00       2.0762874e-03
   6992      -5.1102219e+00      -5.0379356e+00       2.0760162e-03
   6993      -5.1131072e+00      -5.0379464e+00       2.0757472e-03
   6994      -5.1157334e+00      -5.0379575e+00       2.0754802e-03
   6995      -5.1187013e+00      -5.0379690e+00       2.0752156e-03
   6996      -5.1212520e+00      -5.0379809e+00       2.0749531e-03
   6997      -5.1241379e+00      -5.0379933e+00       2.0746931e-03
   6998      -5.1267516e+00      -5.0380059e+00       2.0744354e-03
   6999      -5.1289385e+00      -5.0380189e+00       2.0741796e-03
   7000      -5.1308475e+00      -5.0380322e+00       2.0739257e-03
   7001      -5.1326272e+00      -5.0380457e+00       2.0736735e-03
   7002      -5.1347295e+00      -5.0380595e+00       2.0734233e-03
   7003      -5.1363955e+00      -5.0380736e+00       2.0731748e-03
   7004      -5.1379250e+00      -5.0380878e+00       2.0729278e-03
   7005      -5.1393170e+00      -5.0381023e+00       2.0726823e-03
   7006      -5.1404184e+00      -5.0381169e+00       2.0724379e-03
   7007      -5.1416818e+00      -5.0381316e+00       2.0721948e-03
   7008      -5.1429546e+00      -5.0381466e+00       2.0719531e-03
   7009      -5.1437818e+00      -5.0381617e+00       2.0717123e-03
   7010      -5.1444653e+00      -5.0381768e+00       2.0714723e-03
   7011      -5.1451550e+00      -5.0381921e+00       2.0712330e-03
   7012      -5.1455484e+00      -5.0382074e+00       2.0709942e-03
   7013      -5.1459474e+00      -5.0382228e+00       2.0707559e-03
   7014      -5.1458986e+00      -5.0382381e+00       2.0705176e-03
   7015      -5.1457043e+00      -5.0382534e+00       2.0702791e-03
   7016      -5.1456663e+00      -5.0382688e+00       2.0700406e-03
   7017      -5.1450298e+00      -5.0382840e+00       2.0698015e-03
   7018      -5.1444016e+00      -5.0382991e+00       2.0695618e-03
   7019      -5.1439323e+00      -5.0383141e+00       2.0693217e-03
   7020      -5.1431688e+00      -5.0383291e+00       2.0690808e-03
   7021      -5.1422634e+00      -5.0383439e+00       2.0688391e-03
   7022      -5.1412172e+00      -5.0383585e+00       2.0685963e-03
   7023      -5.1397299e+00      -5.0383730e+00       2.0683521e-03
   7024      -5.1384074e+00      -5.0383872e+00       2.0681067e-03
   7025      -5.1371001e+00      -5.0384013e+00       2.0678600e-03
   7026      -5.1356590e+00      -5.0384151e+00       2.0676120e-03
   7027      -5.1340863e+00      -5.0384287e+00       2.0673626e-03
   7028      -5.1325354e+00      -5.0384421e+00       2.0671118e-03
   7029      -5.1307069e+00      -5.0384552e+00       2.0668594e-03
   7030      -5.1286027e+00      -5.0384681e+00       2.0666052e-03
   7031      -5.1262258e+00      -5.0384805e+00       2.0663490e-03
   7032      -5.1238813e+00      -5.0384927e+00       2.0660908e-03
   7033      -5.1214203e+00      -5.0385045e+00       2.0658307e-03
   7034      -5.1189974e+00      -5.0385159e+00       2.0655687e-03
   7035      -5.1160120e+00      -5.0385269e+00       2.0653044e-03
   7036      -5.1132233e+00      -5.0385375e+00       2.0650382e-03
   7037      -5.1101813e+00      -5.0385477e+00       2.0647698e-03
   7038      -5.1070404e+00      -5.0385575e+00       2.0644994e-03
   7039      -5.1039554e+00      -5.0385668e+00       2.0642270e-03
   7040      -5.1007785e+00      -5.0385756e+00       2.0639527e-03
   7041      -5.0976659e+00      -5.0385840e+00       2.0636766e-03
   7042      -5.0941680e+00      -5.0385919e+00       2.0633987e-03
   7043      -5.0907433e+00      -5.0385993e+00       2.0631190e-03
   7044      -5.0870931e+00      -5.0386062e+00       2.0628376e-03
   7045      -5.0839786e+00      -5.0386126e+00       2.0625548e-03
   7046      -5.0800436e+00      -5.0386185e+00       2.0622705e-03
   7047      -5.0766523e+00      -5.0386239e+00       2.0619849e-03
   7048      -5.0730540e+00      -5.0386288e+00       2.0616981e-03
   7049      -5.0694049e+00      -5.0386331e+00       2.0614103e-03
   7050      -5.0654085e+00      -5.0386369e+00       2.0611214e-03
   7051      -5.0616736e+00      -5.0386402e+00       2.0608316e-03
   7052      -5.0579037e+00      -5.0386429e+00       2.0605412e-03
   7053      -5.0538026e+00      -5.0386451e+00       2.0602502e-03
   7054      -5.0498283e+00      -5.0386467e+00       2.0599587e-03
   7055      -5.0458352e+00      -5.0386477e+00       2.0596670e-03
   7056      -5.0418291e+00      -5.0386481e+00       2.0593751e-03
   7057      -5.0384205e+00      -5.0386481e+00       2.0590833e-03
   7058      -5.0345580e+00      -5.0386475e+00       2.0587917e-03
   7059      -5.0308507e+00      -5.0386464e+00       2.0585003e-03
   7060      -5.0267001e+00      -5.0386447e+00       2.0582094e-03
   7061      -5.0227169e+00      -5.0386425e+00       2.0579192e-03
   7062      -5.0184540e+00      -5.0386396e+00       2.0576298e-03
   7063      -5.0143704e+00      -5.0386362e+00       2.0573413e-03
   7064      -5.0106227e+00      -5.0386322e+00       2.0570539e-03
   7065      -5.0067639e+00      -5.0386277e+00       2.0567677e-03
   7066      -5.0031036e+00      -5.0386227e+00       2.0564827e-03
   7067      -4.9990424e+00      -5.0386171e+00       2.0561994e-03
   7068      -4.9951903e+00      -5.0386109e+00       2.0559176e-03
   7069      -4.9920076e+00      -5.0386043e+00       2.0556374e-03
   7070      -4.9885921e+00      -5.0385973e+00       2.0553588e-03
   7071      -4.9851007e+00      -5.0385897e+00       2.0550820e-03
   7072      -4.9816898e+00      -5.0385816e+00       2.0548072e-03
   7073      -4.9783645e+00      -5.0385731e+00       2.0545343e-03
   7074      -4.9754324e+00      -5.0385642e+00       2.0542633e-03
   7075      -4.9722947e+00      -5.0385548e+00       2.0539943e-03
   7076      -4.9689560e+00      -5.0385450e+00       2.0537275e-03
   7077      -4.9660267e+00      -5.0385348e+00       2.0534629e-03
   7078      -4.9635116e+00      -5.0385242e+00       2.0532001e-03
   7079      -4.9603573e+00      -5.0385131e+00       2.0529398e-03
   7080      -4.9577753e+00      -5.0385017e+00       2.0526815e-03
   7081      -4.9551649e+00      -5.0384899e+00       2.0524253e-03
   7082      -4.9529834e+00      -5.0384779e+00       2.0521710e-03
   7083      -4.9506296e+00      -5.0384655e+00       2.0519188e-03
   7084      -4.9485595e+00      -5.0384528e+00       2.0516684e-03
   7085      -4.9467756e+00      -5.0384398e+00       2.0514196e-03
   7086      -4.9448273e+00      -5.0384266e+00       2.0511726e-03
   7087      -4.9431695e+00      -5.0384132e+00       2.0509273e-03
   7088      -4.9418043e+00      -5.0383996e+00       2.0506832e-03
   7089      -4.9402799e+00      -5.0383857e+00       2.0504406e-03
   7090      -4.9390506e+00      -5.0383717e+00       2.0501993e-03
   7091      -4.9381163e+00      -5.0383576e+00       2.0499589e-03
   7092      -4.9374781e+00      -5.0383433e+00       2.0497192e-03
   7093      -4.9366818e+00      -5.0383290e+00       2.0494803e-03
   7094      -4.9357268e+00      -5.0383145e+00       2.0492425e-03
   7095      -4.9352172e+00      -5.0383000e+00       2.0490052e-03
   7096      -4.9348482e+00      -5.0382854e+00       2.0487683e-03
   7097      -4.9346182e+00      -5.0382708e+00       2.0485317e-03
   7098      -4.9343746e+00      -5.0382562e+00       2.0482954e-03
   7099      -4.9347197e+00      -5.0382416e+00       2.0480587e-03
   7100      -4.9348953e+00      -5.0382270e+00       2.0478220e-03
   7101      -4.9353511e+00      -5.0382126e+00       2.0475849e-03
   7102      -4.9360845e+00      -5.0381982e+00       2.0473471e-03
   7103      -4.9369420e+00      -5.0381839e+00       2.0471084e-03
   7104      -4.9376162e+00      -5.0381698e+00       2.0468692e-03
   7105      -4.9384052e+00      -5.0381557e+00       2.0466293e-03
   7106      -4.9396077e+00      -5.0381419e+00       2.0463883e-03
   7107      -4.9406147e+00      -5.0381281e+00       2.0461463e-03
   7108      -4.9417241e+00      -5.0381146e+00       2.0459034e-03
   7109      -4.9429318e+00      -5.0381012e+00       2.0456595e-03
   7110      -4.9445354e+00      -5.0380880e+00       2.0454141e-03
   7111      -4.9460775e+00      -5.0380751e+00       2.0451673e-03
   7112      -4.9477051e+00      -5.0380624e+00       2.0449193e-03
   7113      -4.9491109e+00      -5.0380499e+00       2.0446700e-03
   7114      -4.9507436e+00      -5.0380376e+00       2.0444194e-03
   7115      -4.9524478e+00      -5.0380256e+00       2.0441675e-03
   7116      -4.9543704e+00      -5.0380138e+00       2.0439140e-03
   7117      -4.9560548e+00      -5.0380023e+00       2.0436593e-03
   7118      -4.9579504e+00      -5.0379911e+00       2.0434031e-03
   7119      -4.9599019e+00      -5.0379801e+00       2.0431455e-03
   7120      -4.9620564e+00      -5.0379694e+00       2.0428864e-03
   7121      -4.9639572e+00      -5.0379590e+00       2.0426259e-03
   7122      -4.9660545e+00      -5.0379489e+00       2.0423641e-03
   7123      -4.9683451e+00      -5.0379392e+00       2.0421007e-03
   7124      -4.9708270e+00      -5.0379297e+00       2.0418358e-03
   7125      -4.9728933e+00      -5.0379206e+00       2.0415696e-03
   7126      -4.9751442e+00      -5.0379118e+00       2.0413021e-03
   7127      -4.9772753e+00      -5.0379033e+00       2.0410335e-03
   7128      -4.9795864e+00      -5.0378951e+00       2.0407635e-03
   7129      -4.9819241e+00      -5.0378873e+00       2.0404924e-03
   7130      -4.9842864e+00      -5.0378797e+00       2.0402200e-03
   7131      -4.9866714e+00      -5.0378726e+00       2.0399465e-03
   7132      -4.9889276e+00      -5.0378657e+00       2.0396721e-03
   7133      -4.9913552e+00      -5.0378592e+00       2.0393965e-03
   7134      -4.9931971e+00      -5.0378529e+00       2.0391203e-03
   7135      -4.9961135e+00      -5.0378471e+00       2.0388429e-03
   7136      -4.9984413e+00      -5.0378415e+00       2.0385646e-03
   7137      -5.0013869e+00      -5.0378364e+00       2.0382854e-03
   7138      -5.0041941e+00      -5.0378317e+00       2.0380053e-03
   7139      -5.0062570e+00      -5.0378273e+00       2.0377246e-03
   7140      -5.0086307e+00      -5.0378232e+00       2.0374433e-03
   7141      -5.0114645e+00      -5.0378195e+00       2.0371614e-03
   7142      -5.0140019e+00      -5.0378162e+00       2.0368789e-03
   7143      -5.0163925e+00      -5.0378132e+00       2.0365959e-03
   7144      -5.0190870e+00      -5.0378106e+00       2.0363125e-03
   7145      -5.0217815e+00      -5.0378083e+00       2.0360288e-03
   7146      -5.0243224e+00      -5.0378064e+00       2.0357447e-03
   7147      -5.0268584e+00      -5.0378049e+00       2.0354604e-03
   7148      -5.0293871e+00      -5.0378037e+00       2.0351760e-03
   7149      -5.0319059e+00      -5.0378029e+00       2.0348915e-03
   7150      -5.0342616e+00      -5.0378024e+00       2.0346070e-03
   7151      -5.0369053e+00      -5.0378023e+00       2.0343225e-03
   7152      -5.0396840e+00      -5.0378025e+00       2.0340380e-03
   7153      -5.0419895e+00      -5.0378031e+00       2.0337538e-03
   7154      -5.0445742e+00      -5.0378041e+00       2.0334697e-03
   7155      -5.0468311e+00      -5.0378053e+00       2.0331859e-03
   7156      -5.0492104e+00      -5.0378069e+00       2.0329024e-03
   7157      -5.0514070e+00      -5.0378088e+00       2.0326192e-03
   7158      -5.0535694e+00      -5.0378110e+00       2.0323365e-03
   7159      -5.0559966e+00      -5.0378136e+00       2.0320542e-03
   7160      -5.0582329e+00      -5.0378164e+00       2.0317724e-03
   7161      -5.0602752e+00      -5.0378196e+00       2.0314910e-03
   7162      -5.0621213e+00      -5.0378230e+00       2.0312102e-03
   7163      -5.0642213e+00      -5.0378266e+00       2.0309300e-03
   7164      -5.0664212e+00      -5.0378306e+00       2.0306504e-03
   7165      -5.0690216e+00      -5.0378350e+00       2.0303717e-03
   7166      -5.0711127e+00      -5.0378396e+00       2.0300937e-03
   7167      -5.0728434e+00      -5.0378445e+00       2.0298163e-03
   7168      -5.0746646e+00      -5.0378497e+00       2.0295396e-03
   7169      -5.0758194e+00      -5.0378549e+00       2.0292634e-03
   7170      -5.0776660e+00      -5.0378605e+00       2.0289880e-03
   7171      -5.0794463e+00      -5.0378663e+00       2.0287133e-03
   7172      -5.0804034e+00      -5.0378722e+00       2.0284391e-03
   7173      -5.0820471e+00      -5.0378784e+00       2.0281657e-03
   7174      -5.0833177e+00      -5.0378847e+00       2.0278929e-03
   7175      -5.0845159e+00      -5.0378912e+00       2.0276207e-03
   7176      -5.0856410e+00      -5.0378979e+00       2.0273490e-03
   7177      -5.0871455e+00      -5.0379047e+00       2.0270782e-03
   7178      -5.0882735e+00      -5.0379118e+00       2.0268079e-03
   7179      -5.0893256e+00      -5.0379189e+00       2.0265382e-03
   7180      -5.0901508e+00      -5.0379262e+00       2.0262690e-03
   7181      -5.0912015e+00      -5.0379336e+00       2.0260005e-03
   7182      -5.0923265e+00      -5.0379412e+00       2.0257325e-03
   7183      -5.0932239e+00      -5.0379489e+00       2.0254651e-03
   7184      -5.0940448e+00      -5.0379567e+00       2.0251982e-03
   7185      -5.0947889e+00      -5.0379646e+00       2.0249318e-03
   7186      -5.0956071e+00      -5.0379726e+00       2.0246659e-03
   7187      -5.0963488e+00      -5.0379807e+00       2.0244005e-03
   7188      -5.0968630e+00      -5.0379889e+00       2.0241354e-03
   7189      -5.0973005e+00      -5.0379972e+00       2.0238707e-03
   7190      -5.0976618e+00      -5.0380055e+00       2.0236062e-03
   7191      -5.0974945e+00      -5.0380138e+00       2.0233417e-03
   7192      -5.0972510e+00      -5.0380220e+00       2.0230771e-03
   7193      -5.0972344e+00      -5.0380302e+00       2.0228126e-03
   7194      -5.0972941e+00      -5.0380385e+00       2.0225482e-03
   7195      -5.0969763e+00      -5.0380467e+00       2.0222837e-03
   7196      -5.0971878e+00      -5.0380549e+00       2.0220194e-03
   7197      -5.0967205e+00      -5.0380630e+00       2.0217549e-03
   7198      -5.0961781e+00      -5.0380711e+00       2.0214901e-03
   7199      -5.0958634e+00      -5.0380791e+00       2.0212252e-03
   7200      -5.0954742e+00      -5.0380871e+00       2.0209602e-03
   7201      -5.0948600e+00      -5.0380950e+00       2.0206950e-03
   7202      -5.0940208e+00      -5.0381027e+00       2.0204293e-03
   7203      -5.0929571e+00      -5.0381104e+00       2.0201632e-03
   7204      -5.0919707e+00      -5.0381178e+00       2.0198966e-03
   7205      -5.0912134e+00      -5.0381252e+00       2.0196297e-03
   7206      -5.0900806e+00      -5.0381324e+00       2.0193623e-03
   7207      -5.0888750e+00      -5.0381395e+00       2.0190944e-03
   7208      -5.0877480e+00      -5.0381463e+00       2.0188260e-03
   7209      -5.0867002e+00      -5.0381531e+00       2.0185572e-03
   7210      -5.0854299e+00      -5.0381596e+00       2.0182878e-03
   7211      -5.0839376e+00      -5.0381660e+00       2.0180179e-03
   7212      -5.0826768e+00      -5.0381722e+00       2.0177476e-03
   7213      -5.0813451e+00      -5.0381781e+00       2.0174767e-03
   7214      -5.0799433e+00      -5.0381839e+00       2.0172053e-03
   7215      -5.0781698e+00      -5.0381895e+00       2.0169334e-03
   7216      -5.0763279e+00      -5.0381948e+00       2.0166608e-03
   7217      -5.0747201e+00      -5.0381998e+00       2.0163877e-03
   7218      -5.0728944e+00      -5.0382046e+00       2.0161141e-03
   7219      -5.0710032e+00      -5.0382092e+00       2.0158399e-03
   7220      -5.0690479e+00      -5.0382134e+00       2.0155652e-03
   7221      -5.0668800e+00      -5.0382174e+00       2.0152900e-03
   7222      -5.0648041e+00      -5.0382211e+00       2.0150143e-03
   7223      -5.0628208e+00      -5.0382245e+00       2.0147382e-03
   7224      -5.0607809e+00      -5.0382276e+00       2.0144618e-03
   7225      -5.0585353e+00      -5.0382304e+00       2.0141849e-03
   7226      -5.0563880e+00      -5.0382329e+00       2.0139077e-03
   7227      -5.0543422e+00      -5.0382352e+00       2.0136303e-03
   7228      -5.0519476e+00      -5.0382371e+00       2.0133526e-03
   7229      -5.0498105e+00      -5.0382387e+00       2.0130747e-03
   7230      -5.0471784e+00      -5.0382399e+00       2.0127967e-03
   7231      -5.0452637e+00      -5.0382409e+00       2.0125186e-03
   7232      -5.0425598e+00      -5.0382415e+00       2.0122404e-03
   7233      -5.0399754e+00      -5.0382417e+00       2.0119622e-03
   7234      -5.0372126e+00      -5.0382416e+00       2.0116841e-03
   7235      -5.0344258e+00      -5.0382410e+00       2.0114061e-03
   7236      -5.0317699e+00      -5.0382401e+00       2.0111283e-03
   7237      -5.0289469e+00      -5.0382389e+00       2.0108508e-03
   7238      -5.0264138e+00      -5.0382372e+00       2.0105737e-03
   7239      -5.0237214e+00      -5.0382352e+00       2.0102969e-03
   7240      -5.0211768e+00      -5.0382329e+00       2.0100206e-03
   7241      -5.0184830e+00      -5.0382301e+00       2.0097449e-03
   7242      -5.0157946e+00      -5.0382270e+00       2.0094698e-03
   7243      -5.0132672e+00      -5.0382236e+00       2.0091953e-03
   7244      -5.0106035e+00      -5.0382198e+00       2.0089216e-03
   7245      -5.0082619e+00      -5.0382156e+00       2.0086485e-03
   7246      -5.0054914e+00      -5.0382111e+00       2.0083764e-03
   7247      -5.0030524e+00      -5.0382063e+00       2.0081051e-03
   7248      -5.0004956e+00      -5.0382011e+00       2.0078348e-03
   7249      -4.9981281e+00      -5.0381955e+00       2.0075654e-03
   7250      -4.9959551e+00      -5.0381897e+00       2.0072970e-03
   7251      -4.9935276e+00      -5.0381836e+00       2.0070296e-03
   7252      -4.9914544e+00      -5.0381771e+00       2.0067632e-03
   7253      -4.9889845e+00      -5.0381703e+00       2.0064980e-03
   7254      -4.9864249e+00      -5.0381632e+00       2.0062341e-03
   7255      -4.9842330e+00      -5.0381558e+00       2.0059713e-03
   7256      -4.9821104e+00      -5.0381480e+00       2.0057097e-03
   7257      -4.9797589e+00      -5.0381400e+00       2.0054495e-03
   7258      -4.9777864e+00      -5.0381317e+00       2.0051904e-03
   7259      -4.9757439e+00      -5.0381231e+00       2.0049326e-03
   7260      -4.9737861e+00      -5.0381142e+00       2.0046760e-03
   7261      -4.9723700e+00      -5.0381052e+00       2.0044204e-03
   7262      -4.9705905e+00      -5.0380959e+00       2.0041659e-03
   7263      -4.9689036e+00      -5.0380864e+00       2.0039126e-03
   7264      -4.9676141e+00      -5.0380766e+00       2.0036602e-03
   7265      -4.9662710e+00      -5.0380668e+00       2.0034088e-03
   7266      -4.9650272e+00      -5.0380567e+00       2.0031583e-03
   7267      -4.9637337e+00      -5.0380465e+00       2.0029088e-03
   7268      -4.9625437e+00      -5.0380361e+00       2.0026601e-03
   7269      -4.9616109e+00      -5.0380256e+00       2.0024122e-03
   7270      -4.9607837e+00      -5.0380150e+00       2.0021650e-03
   7271      -4.9602137e+00      -5.0380043e+00       2.0019182e-03
   7272      -4.9595990e+00      -5.0379935e+00       2.0016719e-03
   7273      -4.9592421e+00      -5.0379826e+00       2.0014260e-03
   7274      -4.9588404e+00      -5.0379718e+00       2.0011804e-03
   7275      -4.9585449e+00      -5.0379609e+00       2.0009351e-03
   7276      -4.9582036e+00      -5.0379499e+00       2.0006901e-03
   7277      -4.9581175e+00      -5.0379389e+00       2.0004453e-03
   7278      -4.9581343e+00      -5.0379280e+00       2.0002005e-03
   7279      -4.9582524e+00      -5.0379170e+00       1.9999556e-03
   7280      -4.9584705e+00      -5.0379061e+00       1.9997107e-03
   7281      -4.9586357e+00      -5.0378952e+00       1.9994657e-03
   7282      -4.9588968e+00      -5.0378844e+00       1.9992205e-03
   7283      -4.9594018e+00      -5.0378736e+00       1.9989751e-03
   7284      -4.9601480e+00      -5.0378629e+00       1.9987291e-03
   7285      -4.9611338e+00      -5.0378524e+00       1.9984825e-03
   7286      -4.9617517e+00      -5.0378419e+00       1.9982355e-03
   7287      -4.9624517e+00      -5.0378316e+00       1.9979881e-03
   7288      -4.9632297e+00      -5.0378214e+00       1.9977402e-03
   7289      -4.9643844e+00      -5.0378113e+00       1.9974915e-03
   7290      -4.9654586e+00      -5.0378014e+00       1.9972421e-03
   7291      -4.9666003e+00      -5.0377916e+00       1.9969921e-03
   7292      -4.9678062e+00      -5.0377820e+00       1.9967413e-03
   7293      -4.9687697e+00      -5.0377725e+00       1.9964899e-03
   7294      -4.9702429e+00      -5.0377633e+00       1.9962377e-03
   7295      -4.9722224e+00      -5.0377543e+00       1.9959842e-03
   7296      -4.9736467e+00      -5.0377455e+00       1.9957300e-03
   7297      -4.9751162e+00      -5.0377369e+00       1.9954750e-03
   7298      -4.9766271e+00      -5.0377285e+00       1.9952191e-03
   7299      -4.9787806e+00      -5.0377205e+00       1.9949621e-03
   7300      -4.9803639e+00      -5.0377126e+00       1.9947043e-03
   7301      -4.9818262e+00      -5.0377050e+00       1.9944458e-03
   7302      -4.9833153e+00      -5.0376975e+00       1.9941865e-03
   7303      -4.9851303e+00      -5.0376903e+00       1.9939265e-03
   7304      -4.9869659e+00      -5.0376834e+00       1.9936656e-03
   7305      -4.9886686e+00      -5.0376767e+00       1.9934039e-03
   7306      -4.9906888e+00      -5.0376702e+00       1.9931415e-03
   7307      -4.9924205e+00      -5.0376640e+00       1.9928783e-03
   7308      -4.9938603e+00      -5.0376580e+00       1.9926146e-03
   7309      -4.9959126e+00      -5.0376523e+00       1.9923502e-03
   7310      -4.9978188e+00      -5.0376469e+00       1.9920851e-03
   7311      -4.9994257e+00      -5.0376416e+00       1.9918195e-03
   7312      -5.0008829e+00      -5.0376366e+00       1.9915534e-03
   7313      -5.0024909e+00      -5.0376318e+00       1.9912869e-03
   7314      -5.0040964e+00      -5.0376272e+00       1.9910199e-03
   7315      -5.0059999e+00      -5.0376229e+00       1.9907524e-03
   7316      -5.0078981e+00      -5.0376188e+00       1.9904844e-03
   7317      -5.0093365e+00      -5.0376150e+00       1.9902162e-03
   7318      -5.0109184e+00      -5.0376113e+00       1.9899475e-03
   7319      -5.0126423e+00      -5.0376079e+00       1.9896786e-03
   7320      -5.0146580e+00      -5.0376048e+00       1.9894092e-03
   7321      -5.0162086e+00      -5.0376019e+00       1.9891396e-03
   7322      -5.0175952e+00      -5.0375991e+00       1.9888699e-03
   7323      -5.0191189e+00      -5.0375966e+00       1.9885999e-03
   7324      -5.0212322e+00      -5.0375944e+00       1.9883296e-03
   7325      -5.0227257e+00      -5.0375923e+00       1.9880592e-03
   7326      -5.0240512e+00      -5.0375905e+00       1.9877887e-03
   7327      -5.0256612e+00      -5.0375889e+00       1.9875181e-03
   7328      -5.0272522e+00      -5.0375875e+00       1.9872473e-03
   7329      -5.0289740e+00      -5.0375863e+00       1.9869765e-03
   7330      -5.0306737e+00      -5.0375853e+00       1.9867057e-03
   7331      -5.0323496e+00      -5.0375846e+00       1.9864348e-03
   7332      -5.0336979e+00      -5.0375841e+00       1.9861639e-03
   7333      -5.0348685e+00      -5.0375837e+00       1.9858931e-03
   7334      -5.0364641e+00      -5.0375836e+00       1.9856224e-03
   7335      -5.0378788e+00      -5.0375836e+00       1.9853517e-03
   7336      -5.0397159e+00      -5.0375839e+00       1.9850810e-03
   7337      -5.0410674e+00      -5.0375844e+00       1.9848105e-03
   7338      -5.0425359e+00      -5.0375850e+00       1.9845402e-03
   7339      -5.0435153e+00      -5.0375859e+00       1.9842699e-03
   7340      -5.0447597e+00      -5.0375868e+00       1.9839998e-03
   7341      -5.0459652e+00      -5.0375880e+00       1.9837299e-03
   7342      -5.0469799e+00      -5.0375893e+00       1.9834601e-03
   7343      -5.0481041e+00      -5.0375907e+00       1.9831905e-03
   7344      -5.0490349e+00      -5.0375922e+00       1.9829211e-03
   7345      -5.0502252e+00      -5.0375940e+00       1.9826519e-03
   7346      -5.0506175e+00      -5.0375957e+00       1.9823828e-03
   7347      -5.0514185e+00      -5.0375976e+00       1.9821138e-03
   7348      -5.0524761e+00      -5.0375996e+00       1.9818451e-03
   7349      -5.0534875e+00      -5.0376018e+00       1.9815766e-03
   7350      -5.0539995e+00      -5.0376040e+00       1.9813083e-03
   7351      -5.0552216e+00      -5.0376064e+00       1.9810402e-03
   7352      -5.0559442e+00      -5.0376089e+00       1.9807723e-03
   7353      -5.0564696e+00      -5.0376115e+00       1.9805046e-03
   7354      -5.0571011e+00      -5.0376141e+00       1.9802371e-03
   7355      -5.0576880e+00      -5.0376169e+00       1.9799697e-03
   7356      -5.0580803e+00      -5.0376197e+00       1.9797025e-03
   7357      -5.0585827e+00      -5.0376225e+00       1.9794354e-03
   7358      -5.0587441e+00      -5.0376254e+00       1.9791685e-03
   7359      -5.0591689e+00      -5.0376283e+00       1.9789017e-03
   7360      -5.0597085e+00      -5.0376313e+00       1.9786351e-03
   7361      -5.0602137e+00      -5.0376344e+00       1.9783687e-03
   7362      -5.0608377e+00      -5.0376375e+00       1.9781025e-03
   7363      -5.0617352e+00      -5.0376408e+00       1.9778365e-03
   7364      -5.0621521e+00      -5.0376441e+00       1.9775708e-03
   7365      -5.0620912e+00      -5.0376474e+00       1.9773050e-03
   7366      -5.0626133e+00      -5.0376508e+00       1.9770395e-03
   7367      -5.0626628e+00      -5.0376542e+00       1.9767741e-03
   7368      -5.0628468e+00      -5.0376576e+00       1.9765087e-03
   7369      -5.0630181e+00      -5.0376611e+00       1.9762435e-03
   7370      -5.0633298e+00      -5.0376646e+00       1.9759784e-03
   7371      -5.0639357e+00      -5.0376681e+00       1.9757136e-03
   7372      -5.0640834e+00      -5.0376717e+00       1.9754488e-03
   7373      -5.0643792e+00      -5.0376753e+00       1.9751842e-03
   7374      -5.0645235e+00      -5.0376790e+00       1.9749197e-03
   7375      -5.0648210e+00      -5.0376827e+00       1.9746553e-03
   7376      -5.0651231e+00      -5.0376864e+00       1.9743911e-03
   7377      -5.0652813e+00      -5.0376901e+00       1.9741270e-03
   7378      -5.0657503e+00      -5.0376939e+00       1.9738631e-03
   7379      -5.0656253e+00      -5.0376977e+00       1.9735993e-03
   7380      -5.0653606e+00      -5.0377015e+00       1.9733354e-03
   7381      -5.0652602e+00      -5.0377052e+00       1.9730716e-03
   7382      -5.0654760e+00      -5.0377090e+00       1.9728079e-03
   7383      -5.0658574e+00      -5.0377128e+00       1.9725444e-03
   7384      -5.0665565e+00      -5.0377167e+00       1.9722811e-03
   7385      -5.0668189e+00      -5.0377206e+00       1.9720180e-03
   7386      -5.0667948e+00      -5.0377245e+00       1.9717549e-03
   7387      -5.0672390e+00      -5.0377285e+00       1.9714920e-03
   7388      -5.0673952e+00      -5.0377326e+00       1.9712293e-03
   7389      -5.0672631e+00      -5.0377366e+00       1.9709665e-03
   7390      -5.0672947e+00      -5.0377406e+00       1.9707039e-03
   7391      -5.0676401e+00      -5.0377446e+00       1.9704414e-03
   7392      -5.0679950e+00      -5.0377487e+00       1.9701791e-03
   7393      -5.0685092e+00      -5.0377529e+00       1.9699170e-03
   7394      -5.0687277e+00      -5.0377570e+00       1.9696550e-03
   7395      -5.0691017e+00      -5.0377613e+00       1.9693932e-03
   7396      -5.0694778e+00      -5.0377656e+00       1.9691316e-03
   7397      -5.0698539e+00      -5.0377699e+00       1.9688702e-03
   7398      -5.0700768e+00      -5.0377743e+00       1.9686089e-03
   7399      -5.0704471e+00      -5.0377787e+00       1.9683478e-03
   7400      -5.0708109e+00      -5.0377832e+00       1.9680869e-03
   7401      -5.0714679e+00      -5.0377877e+00       1.9678262e-03
   7402      -5.0713585e+00      -5.0377922e+00       1.9675656e-03
   7403      -5.0715370e+00      -5.0377968e+00       1.9673051e-03
   7404      -5.0720007e+00      -5.0378014e+00       1.9670448e-03
   7405      -5.0724449e+00      -5.0378061e+00       1.9667847e-03
   7406      -5.0727163e+00      -5.0378108e+00       1.9665248e-03
   7407      -5.0729633e+00      -5.0378156e+00       1.9662650e-03
   7408      -5.0733350e+00      -5.0378204e+00       1.9660055e-03
   7409      -5.0732257e+00      -5.0378251e+00       1.9657459e-03
   7410      -5.0733884e+00      -5.0378299e+00       1.9654865e-03
   7411      -5.0736696e+00      -5.0378348e+00       1.9652272e-03
   7412      -5.0739160e+00      -5.0378396e+00       1.9649681e-03
