COST_FUNCTION:      MEAN_COST_FUNCTION:
    2.1026051                6.1701809
    2.1026051                6.7714472
    2.2889239                5.4523582
    2.2905690                6.1961576
    2.2905690                6.2455516
    2.2905690                7.0736075
    2.2905690                6.4175229
    2.1026051                6.8658721
    2.1026051                6.8307682
    2.2905690                7.7853991
    2.2905690                6.4235392
    2.2905690                7.1956275
    2.2905690                6.9896092
    2.2905690                6.8752502
    2.2905690                6.4409382
    2.2905690                5.6433916
    2.2905690                5.9935755
    2.2905690                6.1124013
    2.2905690                6.0594220
    2.2905690                6.4525285
    2.2905690                6.1888495
    2.2905690                5.6555990
    2.2905690                5.6584498
    2.2905690                6.4262612
    2.2905690                6.0129515
    2.2905690                6.6492593
    2.2905690                5.7676889
    2.1026051                6.5069262
    2.2905690                6.5868542
    2.2905690                5.3741069
    2.2889239                6.4685365
    2.2905690                6.3558295
    2.2905690                6.9972807
    2.2905690                6.8810088
    2.2905690                5.6570530
    2.2905690                4.8918368
    2.2905690                6.5389622
    2.2905690                6.5567513
    2.2905690                6.2074014
    2.2905690                6.7992826
    2.2889239                6.6817577
    2.2905690                5.8024059
    2.2905690                6.3893885
    2.2905690                6.0926593
    2.1026051                5.0715967
    2.2905690                4.9457537
    2.1026051                6.2408831
    2.2889239                7.0808257
    2.2889239                5.8310503
    2.2889239                5.8829641
    2.2889239                5.2497283
    2.2889239                6.0211293
    2.2889239                5.7048865
    2.2889239                6.4333860
    2.2889239                6.7457976
    2.2889239                7.4177401
    2.2889239                6.9584870
    2.2889239                6.0694730
    2.2889239                5.5123093
    2.2889239                6.5220767
    2.2889239                6.4085114
    2.2889239                5.5833241
    2.2889239                6.2289789
    2.2889239                7.0328026
    2.2889239                6.4363778
    2.2889239                5.9047768
    2.2889239                5.4876921
    2.2889239                6.8912694
    2.2889239                5.8915059
    2.2889239                7.0428820
    2.2889239                6.1365634
    2.2889239                5.7066278
    2.2889239                6.8892763
    2.2889239                6.1437700
    2.2889239                6.4953798
    2.2889239                6.6293894
    2.2889239                6.1382840
    2.2889239                5.2802694
    2.2889239                5.9613215
    2.2889239                6.1054963
    2.2889239                6.6162312
    2.2889239                5.9141143
    2.2889239                6.1287975
    2.2889239                7.0813983
    2.2889239                6.5078575
    2.2889239                5.5788435
    2.2889239                5.9467265
    2.2889239                5.8529837
    2.2889239                6.6119907
    2.2889239                6.0410138
    2.2889239                5.3165603
    2.2889239                6.3929612
    2.2889239                5.9941869
    2.2889239                5.2030972
    2.2889239                6.6255237
    2.2889239                6.6310597
    2.2889239                5.6274889
    2.2889239                6.7520765
    2.2889239                5.9763051
    2.2889239                5.9694881
    2.1009600                5.5756826
    2.2889239                6.0124873
    2.2889239                6.0179690
    2.2889239                6.4182587
    2.2889239                6.9915667
    2.2889239                7.1277936
    2.2889239                6.5694061
    2.2889239                6.1540829
    2.2889239                6.1931507
    2.2889239                5.7203961
    2.2889239                5.6061976
    2.2889239                6.0215155
    2.2889239                5.8424088
    2.2889239                6.7990485
    2.2889239                6.5031854
    2.2889239                5.9559468
    2.2889239                6.7854171
    2.2889239                6.1326935
    2.2889239                5.5416188
    2.2889239                7.3297465
    2.2889239                6.5628551
    2.2889239                6.2038080
    2.2889239                6.7557894
    2.2889239                7.3252222
    2.1009600                7.0259068
    2.2889239                7.5956216
    2.2889239                7.3917881
    2.2889239                6.8568140
    2.2527073                6.7142439
    2.2889239                6.4432129
    2.2889239                5.8432328
    2.2889239                5.7255467
    2.2889239                5.9246544
    2.2889239                6.2086460
    2.2889239                6.0489563
    2.2889239                6.5655436
    2.2889239                8.1530033
    2.2889239                6.1955008
    2.2889239                6.1092143
    2.2889239                6.9288300
    2.1009600                7.2738814
    2.2889239                6.4650419
    2.1009600                6.5475775
    2.1009600                6.4556115
    2.1009600                7.0111260
    2.1009600                6.5439512
    2.1009600                6.6913700
    2.1009600                5.4295865
    2.1009600                6.0118917
    2.1009600                5.7679768
    2.1009600                6.9945318
    2.1009600                6.0524023
    2.1009600                6.0850614
    2.1009600                6.7315874
    2.1009600                6.3174597
    2.1009600                7.0651367
    2.1009600                5.4837006
    2.1009600                6.1255921
    2.1009600                5.5898832
    2.1009600                5.7268827
    2.1009600                5.4802728
    2.1009600                5.9037916
    2.1009600                6.1385961
    2.1009600                5.1715212
    2.1009600                4.9975708
    2.1009600                5.4570563
    2.1009600                5.7571524
    2.1009600                5.9299395
    2.1009600                6.5875171
    2.1009600                5.4598679
    2.1009600                6.9366402
    2.1009600                6.5549967
    2.1009600                6.5713004
    2.1009600                5.4141420
    2.1009600                5.5241791
    2.1009600                5.4018522
    2.1009600                6.4695886
    2.1009600                5.8856901
    2.1009600                5.3289670
    2.1009600                4.7539344
    2.1009600                5.6579441
    2.1009600                6.0455522
    2.1009600                6.2335762
    2.1009600                6.3064250
    2.1009600                4.8246844
    2.1009600                5.6785401
    2.1009600                5.9667180
    2.1009600                5.0244999
    2.1009600                6.6076170
    2.1009600                6.3965100
    2.1009600                5.0058975
    2.1009600                6.1504410
    2.1009600                5.6286880
    2.1009600                5.5553119
    2.1009600                6.8062463
    2.1009600                6.1259506
    2.1009600                6.7076053
    2.1009600                5.6049402
    2.1009600                5.8149447
    2.1009600                6.0017528
    2.1009600                5.9560163
    2.1009600                5.6264730
    2.1009600                7.0175315
    2.1009600                7.1272289
    2.1009600                5.0518723
    2.1009600                7.0891683
    2.1009600                6.7835152
    2.1009600                5.8872793
    2.1009600                5.7308242
    2.1009600                5.4792468
    2.1009600                6.9159713
    2.1009600                6.9886307
    2.1009600                5.3398352
    2.1009600                5.8836803
    2.1009600                6.0844578
    2.1009600                5.8228295
    2.1009600                5.9619515
    2.1009600                5.7460671
    2.1009600                6.4374618
    2.1009600                6.2589242
    2.1009600                5.4232640
    2.1009600                5.5746667
    2.1009600                5.7019915
    2.1009600                6.0806980
    2.1009600                5.3446663
    2.1009600                4.4521559
    2.1009600                5.6562409
    2.1009600                4.9419918
    2.1009600                5.7420395
    2.1009600                6.4396434
    2.1009600                6.1860652
    2.1009600                5.2318885
    2.1009600                6.3600383
    2.1009600                6.8308395
    2.1009600                6.1871177
    2.1009600                6.1937294
    2.1009600                6.4442684
    2.1009600                7.4858045
    2.1009600                6.5892019
    2.1009600                5.6356025
    2.1009600                7.2894579
    2.1009600                5.8530393
    2.1009600                6.5247369
    2.1009600                6.3115069
    2.1009600                5.3121864
    2.1009600                5.8984462
    2.1009600                7.1734984
    2.1009600                6.3343825
    2.1009600                6.2345447
    2.1009600                7.0333283
    2.1009600                6.5501718
    2.1009600                6.9206791
    2.1009600                6.6391624
    2.1009600                6.1990628
    2.1009600                5.8287822
    2.1009600                5.3507404
    2.1009600                6.3110772
    2.1009600                6.7543116
    2.1009600                5.4283074
    2.1009600                5.9204357
    2.1009600                5.6588890
    2.1009600                7.5209957
    2.1009600                6.1746573
    2.1009600                6.1537349
    2.1009600                6.0308610
    2.1009600                5.4541891
    2.1009600                6.3899992
    2.1009600                6.7549536
    2.1009600                5.6901597
    2.1009600                6.3092869
    2.1009600                5.6760385
    2.1009600                6.1508434
    2.1009600                7.4547413
    2.1009600                6.5927652
    2.1009600                5.7251519
    2.1009600                6.5779597
    2.1009600                6.6748967
    2.1009600                6.2778505
    2.1009600                5.9428904
    2.1009600                6.6844391
    2.1009600                6.7658015
    2.1009600                5.8347796
    2.1009600                5.5577648
    2.1009600                5.6879851
    2.1009600                7.3473868
    2.1009600                6.5954684
    2.1009600                5.2127562
    2.1009600                5.9427504
    2.1009600                5.0690201
    2.1009600                4.5171986
    2.1009600                5.9051851
    2.1009600                6.8272314
    2.1009600                6.8167976
    2.1009600                5.9304292
    2.1009600                6.0085840
    2.1009600                6.5065081
    2.1009600                7.1688975
    2.1009600                6.4796502
    2.1009600                6.0038150
    2.1009600                5.9990710
    2.1009600                5.2437746
    2.1009600                6.2059494
    2.1009600                6.3278063
    2.1009600                6.9155430
    2.1009600                6.0906086
    2.1009600                6.4550436
    2.1009600                5.8152438
    2.1009600                6.1787799
    2.1009600                6.7566164
    2.1009600                5.7459292
    2.1009600                5.9046600
    2.1009600                6.2107052
    2.1009600                6.4264979
    2.1009600                5.7841197
    2.1009600                5.6579633
    2.1009600                5.9777697
    2.1009600                6.1572598
    2.1009600                5.6164328
    2.1009600                6.4426487
    2.1009600                7.1923978
    2.1009600                5.4757341
    2.1009600                5.6621564
    2.1009600                5.9074556
    2.1009600                6.7863539
    2.1009600                6.8272707
    2.1009600                6.0117807
    2.1009600                5.5409895
    2.1009600                6.0799448
    2.1009600                5.4835630
    2.1009600                5.6359588
    2.1009600                5.7967040
    2.1009600                5.6846080
    2.1009600                5.9550193
    2.1009600                5.7262401
    2.1009600                6.2189709
    2.1009600                6.1625573
    2.1009600                6.5466582
    2.1009600                6.4304124
    2.1009600                6.3885430
    2.1009600                6.9037684
    2.1009600                6.4115902
    2.1009600                7.9707002
    2.1009600                6.2300000
    2.1009600                5.9503817
    2.1009600                6.7356964
    2.1009600                6.2232548
    2.1009600                5.7507719
    2.1009600                5.3345147
    2.1009600                5.2063824
    2.1009600                4.8871621
    2.1009600                5.4995360
    2.1009600                6.3968003
    2.1009600                6.4750619
    2.1009600                6.5565811
    2.1009600                6.2555667
    2.1009600                6.2132610
    2.1009600                6.4683411
    2.1009600                6.5459984
    2.1009600                6.1683481
    2.1009600                5.2227351
    2.1009600                6.3356484
    2.1009600                5.3868438
    2.1009600                5.0953423
    2.1009600                5.7207468
    2.1009600                6.8125727
    2.1009600                6.2354782
    2.1009600                5.2186122
    2.1009600                7.1033730
    2.1009600                7.3123261
    2.1009600                7.8910864
    2.1009600                6.7478128
    2.1009600                6.2409431
    2.1009600                5.9497281
    2.1009600                5.9054147
    2.1009600                6.0588703
    2.1009600                5.7892505
    2.1009600                6.8909654
    2.1009600                6.3476239
    2.1009600                6.0374615
    2.1009600                5.9844003
    2.1009600                6.6745800
    2.1009600                5.6517524
    2.1009600                5.0941661
    2.1009600                5.1970000
    2.1009600                7.1858365
    2.1009600                5.6797258
    2.1009600                7.1318286
    2.1009600                8.3776628
    2.1009600                7.1988210
    2.1009600                6.9240708
    2.1009600                5.4747016
    2.1009600                5.5124169
    2.1009600                6.4065502
    2.1009600                6.1943900
    2.1009600                5.6052059
    2.1009600                5.5767854
    2.1009600                6.3010574
    2.1009600                6.4837335
    2.1009600                5.9944931
    2.1009600                6.4592590
    2.1009600                6.7797640
    2.1009600                6.1654982
    2.1009600                6.5810059
    2.1009600                7.3859817
    2.1009600                7.2534714
    2.1009600                6.8106702
    2.1009600                7.4978231
    2.1009600                6.4777446
    2.1009600                5.3283647
    2.1009600                6.0085991
    2.1009600                6.3725219
    2.1009600                6.2539741
    2.1009600                6.7867346
    2.1009600                5.9219921
    2.1009600                5.5053549
    2.1009600                5.9462020
    2.1009600                6.5091829
    2.1009600                5.9993582
    2.1009600                5.4120272
    2.1009600                5.9543843
    2.1009600                7.2892596
    2.1009600                6.5136771
    2.1009600                5.9385349
    2.1009600                6.4893523
    2.1009600                6.8593264
    2.1009600                5.8722627
    2.1009600                5.3191921
    2.1009600                6.0471641
    2.1009600                4.9935734
    2.1009600                6.4366522
    2.1009600                5.2357847
    2.1009600                4.9647656
    2.1009600                6.5923927
    2.1009600                6.7566974
    2.1009600                6.6271278
    2.1009600                6.2879306
    2.1009600                5.6959999
    2.1009600                6.2770541
    2.1009600                6.0572380
    2.1009600                6.7440405
    2.1009600                6.1696204
    2.1009600                5.5882130
    2.1009600                5.4648282
    2.1009600                6.1542360
    2.1009600                6.5861456
    2.1009600                6.6400950
    2.1009600                5.9370369
    2.1009600                6.4726738
    2.1009600                6.6146681
    2.1009600                6.0898577
    2.1009600                6.5161776
    2.1009600                7.0761582
    2.1009600                7.1803585
    2.1009600                7.0014123
    2.1009600                6.2356917
    2.1009600                5.9406925
    2.1009600                6.3141163
    2.1009600                5.7640945
    2.1009600                5.8565621
    2.1009600                5.4657145
    2.1009600                6.5567330
    2.1009600                5.6578105
    2.1009600                6.7286524
    2.1009600                5.6080494
    2.1009600                5.3893967
    2.1009600                5.2864220
    2.1009600                6.2258771
    2.1009600                5.6585019
    2.1009600                6.4566960
    2.1009600                6.6762821
    2.1009600                6.1244082
    2.1009600                5.8307493
    2.1009600                5.9177492
    2.1009600                5.9448825
    2.1009600                6.0401903
    2.1009600                4.9383101
    2.1009600                6.2261137
    2.1009600                5.7901558
    2.1009600                5.9481455
    2.1009600                6.0203357
    2.1009600                7.0864396
    2.1009600                5.8179736
    2.1009600                5.6390085
    2.1009600                6.4342240
    2.1009600                6.5776625
    2.1009600                5.7545922
    2.1009600                5.5589800
    2.1009600                6.1843469
    2.1009600                4.6988356
    2.1009600                5.7124969
    2.1009600                5.7348938
    2.1009600                5.9302578
    2.1009600                6.5378110
    2.1009600                7.1635757
    2.1009600                6.5259841
    2.1009600                5.7803427
    2.1009600                6.3361087
    2.1009600                6.5923442
    2.1009600                6.8072451
    2.1009600                6.4221308
    2.1009600                6.1545412
    2.1009600                5.6090419
    2.1009600                5.7325915
    2.1009600                6.2799599
    2.1009600                5.9720543
    2.1009600                5.6813091
    2.1009600                7.0047031
    2.1009600                6.9357505
    2.1009600                6.8503896
    2.1009600                6.8965859
    2.1009600                7.2083845
    2.1009600                6.1022713
    2.1009600                6.0854699
    2.1009600                6.5837602
    2.1009600                5.5662483
    2.1009600                6.5062250
    2.1009600                6.1920877
    2.1009600                7.3626418
    2.1009600                6.6289640
    2.1009600                6.4895233
    2.1009600                7.0562171
    2.1009600                7.3083681
    2.1009600                7.0322291
    2.1009600                6.3626183
    2.1009600                6.9717583
    2.1009600                5.8492530
    2.1009600                6.1191710
    2.1009600                6.5089081
    2.1009600                6.0857095
    2.1009600                5.3222206
    2.1009600                5.6776642
    2.1009600                6.0402284
    2.1009600                6.3539757
    2.1009600                6.0927764
    2.1009600                7.2982241
