--------------------------------------------------
SIMULATED ANNEALING
--------------------------------------------------
 BETA:            MU:         SIGMA:                <H>:                ERR:         ACC_X:     ACC_BOLTZ:
3430.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53449        0.00000
3430.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50898        0.00000
3440.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53400        0.01256
3440.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50015        0.00000
3450.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51337        0.00000
3450.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53088        0.00000
3460.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50101        0.00000
3460.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54063        0.00000
3470.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52168        0.00000
3470.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54471        0.00000
3480.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52061        0.00000
3480.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50162        0.00000
3490.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51036        0.00000
3490.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53529        0.00000
3500.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50815        0.00000
3500.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51564        0.00000
3510.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51780        0.00000
3510.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52097        0.00003
3520.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51740        0.00000
3520.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51365        0.00000
3530.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50839        0.00000
3530.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52131        0.00000
3540.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53651        0.00000
3540.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51894        0.00000
3550.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51629        0.00000
3550.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53248        0.00000
3560.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50257        0.00000
3560.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50516        0.00000
3570.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52441        0.00000
3570.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50861        0.00000
3580.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51876        0.00000
3580.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.49848        0.00000
3590.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51865        0.00000
3590.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50939        0.00000
3600.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54210        0.00000
3600.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52743        0.00047
3610.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52579        0.00002
3610.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50722        0.00000
3620.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52477        0.00000
3620.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50623        0.00000
3630.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50097        0.00000
3630.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51820        0.00000
3640.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52888        0.00000
3640.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54236        0.00000
3650.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52445        0.00000
3650.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51174        0.00000
3660.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53055        0.00000
3660.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53031        0.00004
3670.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53310        0.00006
3670.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54407        0.00000
3680.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51753        0.00000
3680.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50622        0.00000
3690.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51147        0.00000
3690.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52398        0.00000
3700.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50386        0.00000
3700.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51862        0.00000
3710.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54132        0.00000
3710.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53080        0.00000
3720.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53441        0.00336
3720.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50370        0.00000
3730.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52386        0.00000
3730.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51961        0.00000
3740.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52459        0.00000
3740.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50867        0.00000
3750.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53850        0.00000
3750.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51217        0.00000
3760.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51236        0.00000
3760.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51474        0.00000
3770.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51968        0.00000
3770.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52223        0.00000
3780.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50330        0.00000
3780.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52538        0.00175
3790.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51347        0.00000
3790.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54141        0.00000
3800.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51327        0.00000
3800.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50761        0.00000
3810.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53862        0.00000
3810.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.49940        0.00000
3820.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52968        0.00132
3820.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51937        0.00000
3830.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51840        0.00000
3830.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50292        0.00000
3840.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53773        0.00000
3840.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53508        0.00000
3850.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52128        0.00000
3850.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52441        0.00000
3860.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54096        0.00000
3860.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51569        0.00000
3870.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50969        0.00000
3870.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50669        0.00000
3880.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52287        0.00000
3880.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54731        0.00000
3890.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50794        0.00000
3890.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52810        0.97989
3900.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52940        0.00000
3900.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52756        0.00000
3910.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51227        0.00000
3910.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52493        0.00000
3920.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52908        0.00001
3920.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51685        0.00000
3930.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52717        0.00368
3930.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51930        0.00000
3940.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52633        0.00000
3940.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51055        0.00000
3950.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53291        0.00000
3950.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52245        0.00000
3960.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52587        0.00000
3960.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52061        0.00000
3970.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54586        0.00000
3970.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54509        0.00000
3980.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51076        0.00000
3980.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51853        0.00000
3990.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54156        0.00000
3990.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50761        0.00000
4000.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52920        0.00009
4000.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52335        0.00000
4010.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52901        0.00000
4010.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54139        0.00000
4020.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53903        0.00000
4020.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52750        0.00165
4030.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51804        0.00000
4030.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53037        0.00001
4040.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53035        0.00209
4040.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51829        0.00000
4050.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52122        0.00000
4050.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52492        0.00000
4060.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52760        0.00000
4060.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51350        0.00000
4070.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54080        0.00000
4070.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54279        0.00000
4080.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52263        0.00000
4080.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52723        0.10329
4090.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51633        0.00000
4090.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52756        0.00219
4100.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51836        0.00000
4100.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50950        0.00000
4110.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53239        0.00177
4110.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53989        0.00000
4120.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51288        0.00000
4120.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53303        0.00001
4130.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50475        0.00000
4130.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53469        0.00010
4140.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51983        0.00000
4140.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54324        0.00000
4150.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50626        0.00000
4150.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53505        0.00000
4160.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52954        0.00000
4160.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50428        0.00000
4170.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51736        0.00000
4170.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53221        0.00000
4180.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54092        0.00000
4180.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51716        0.00000
4190.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53352        0.00000
4190.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52700        0.00000
4200.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54731        0.00000
4200.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53428        0.00000
4210.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52353        0.00000
4210.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52839        0.03444
4220.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51769        0.00000
4220.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53918        0.00000
4230.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53819        0.00000
4230.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54006        0.00000
4240.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51271        0.00000
4240.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52479        0.00000
4250.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53440        0.00000
4250.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52450        0.00000
4260.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51191        0.00000
4260.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53148        0.00000
4270.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.55215        0.00000
4270.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52539        0.00000
4280.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52267        0.00474
4280.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51704        0.00000
4290.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50418        0.00000
4290.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53729        0.00000
4300.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51483        0.00000
4300.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54085        0.00000
4310.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53911        0.00000
4310.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53383        0.00000
4320.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51048        0.00000
4320.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50705        0.00000
4330.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52475        0.00000
4330.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51972        0.00336
4340.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52434        0.00001
4340.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53877        0.00000
4350.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51094        0.00000
4350.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54227        0.00000
4360.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52900        0.00195
4360.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51560        0.00000
4370.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52792        0.00000
4370.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51575        0.00000
4380.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51547        0.00000
4380.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53077        0.00000
4390.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53362        0.00000
4390.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52291        0.00000
4400.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53594        0.00000
4400.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52280        0.00003
4410.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54733        0.00000
4410.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52015        0.00001
4420.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51606        0.00000
4420.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53791        0.00000
4430.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51625        0.00000
4430.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50994        0.00000
4440.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50722        0.00000
4440.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52062        0.00000
4450.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53372        0.00000
4450.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51833        0.00000
4460.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50411        0.00000
4460.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54123        0.00000
4470.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53866        0.00000
4470.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51777        0.00000
4480.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51808        0.00000
4480.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54480        0.00000
4490.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50872        0.00000
4490.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53962        0.00000
4500.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52981        0.00000
4500.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54160        0.00000
4510.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52428        0.00000
4510.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54036        0.00000
4520.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52063        0.00000
4520.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54721        0.00000
4530.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51969        0.00000
4530.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52396        0.00000
4540.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52063        0.00000
4540.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53683        0.00000
4550.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53701        0.00000
4550.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.55402        0.00000
4560.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52475        0.00000
4560.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51946        0.00000
4570.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52384        0.00000
4570.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54786        0.00000
4580.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52523        0.00001
4580.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53318        0.00000
4590.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52273        0.00000
4590.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50372        0.00000
4600.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51397        0.00000
4600.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52341        0.00000
4610.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53425        0.00000
4610.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.55116        0.00000
4620.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54483        0.00000
4620.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52879        0.00000
4630.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52398        0.00000
4630.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53554        0.00000
4640.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54894        0.00000
4640.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.55380        0.00000
4650.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52643        0.00000
4650.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52387        0.00000
4660.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52652        0.00000
4660.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54811        0.00000
4670.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53734        0.00000
4670.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52496        0.00001
4680.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50781        0.00000
4680.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50942        0.00000
4690.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51336        0.00000
4690.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54201        0.00000
4700.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52601        0.03196
4700.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54214        0.00000
4710.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52097        0.00000
4710.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53782        0.00000
4720.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54259        0.00000
4720.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54779        0.00000
4730.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54529        0.00000
4730.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53426        0.00000
4740.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52944        0.00000
4740.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.55057        0.00000
4750.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51382        0.00000
4750.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54577        0.00000
4760.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52562        0.00000
4760.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52488        0.00000
4770.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50948        0.00000
4770.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51636        0.00000
4780.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52581        0.00000
4780.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51291        0.00000
4790.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53064        0.00000
4790.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53555        0.00000
4800.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52770        0.00000
4800.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52466        0.00000
4810.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51970        0.00000
4810.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52824        0.01830
4820.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52384        0.00398
4820.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52107        0.00001
4830.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51501        0.00000
4830.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52040        0.00000
4840.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50677        0.00000
4840.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53171        0.00000
4850.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52955        0.00000
4850.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51145        0.00000
4860.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53854        0.00000
4860.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51440        0.00000
4870.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52995        0.00002
4870.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53862        0.00000
4880.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51710        0.00000
4880.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52876        0.00000
4890.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50560        0.00000
4890.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52794        0.00000
4900.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53991        0.00000
4900.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52717        0.00000
4910.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53919        0.00000
4910.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52639        0.05582
4920.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51618        0.00000
4920.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50811        0.00000
4930.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52046        0.00000
4930.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52748        0.02801
4940.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50785        0.00000
4940.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.52204        0.00034
4950.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51524        0.00000
4950.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51186        0.00000
4960.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50347        0.00000
4960.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50626        0.00000
4970.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.50909        0.00000
4970.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53538        0.00000
4980.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51353        0.00000
4980.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53645        0.00000
4990.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.51130        0.00000
4990.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.53047        0.00000
5000.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54173        0.00000
5000.0        0.80132        0.61923       -0.4454934519        0.0008745200        0.54248        0.00000
