--------------------------------------------------
SIMULATED ANNEALING
--------------------------------------------------
 BETA:            MU:         SIGMA:                <H>:                ERR:         ACC_X:     ACC_BOLTZ:
1690.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.51008        0.00000
1690.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.53827        0.00022
1700.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.54940        0.00000
1700.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.51848        0.00000
1710.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.51005        0.00000
1710.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.53159        0.00000
1720.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.52016        0.00000
1720.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.53858        0.00000
1730.0        0.81904        0.62189       -0.4436142854        0.0007049661        0.53979        0.00000
1730.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.52060        1.00000
1740.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.50296        0.00000
1740.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.51111        0.00000
1750.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.49943        0.00000
1750.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.50059        0.00000
1760.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.50852        0.00000
1760.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.52918        0.04186
1770.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.52505        0.00194
1770.0        0.78183        0.61068       -0.4440815695        0.0006781454        0.51352        0.00000
1780.0        0.79330        0.60089       -0.4432086420        0.0006346135        0.51960        0.21144
1780.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52530        1.00000
1790.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52419        0.00000
1790.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50077        0.00000
1800.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50821        0.00000
1800.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50381        0.00000
1810.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53323        0.00210
1810.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.49630        0.00000
1820.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53976        0.00000
1820.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52248        0.00006
1830.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50055        0.00000
1830.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54079        0.00000
1840.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52145        0.00001
1840.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50042        0.00000
1850.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51145        0.00000
1850.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52023        0.00000
1860.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52074        0.00000
1860.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53517        0.00027
1870.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53813        0.00003
1870.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52750        0.00615
1880.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51963        0.00003
1880.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54346        0.00000
1890.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50912        0.00000
1890.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51058        0.00000
1900.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51553        0.00000
1900.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54563        0.00000
1910.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.49679        0.00000
1910.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50087        0.00000
1920.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51034        0.00000
1920.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52123        0.00000
1930.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52899        0.03300
1930.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50142        0.00000
1940.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51213        0.00000
1940.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52715        0.00000
1950.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50302        0.00000
1950.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52903        0.00000
1960.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51484        0.00000
1960.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53009        0.01082
1970.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54951        0.00000
1970.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51808        0.00000
1980.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52417        0.00000
1980.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51520        0.00000
1990.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53234        0.00000
1990.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52065        0.00018
2000.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51240        0.00000
2000.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53030        0.05309
2010.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53235        0.00543
2010.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52256        0.01007
2020.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54826        0.00000
2020.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53187        0.00110
2030.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52450        0.00000
2030.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51657        0.00000
2040.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.49990        0.00000
2040.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54111        0.00000
2050.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51002        0.00000
2050.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53474        0.00272
2060.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52692        0.28608
2060.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50705        0.00000
2070.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51849        0.00110
2070.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52417        0.00000
2080.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51277        0.00000
2080.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54598        0.00000
2090.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53050        0.00000
2090.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50250        0.00000
2100.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52079        0.06801
2100.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50506        0.00000
2110.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53426        0.00118
2110.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52924        0.00001
2120.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52735        0.00007
2120.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52427        0.00040
2130.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50447        0.00000
2130.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52305        0.00000
2140.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52171        0.00000
2140.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52287        0.01098
2150.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51753        0.00000
2150.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52359        0.00274
2160.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51012        0.00000
2160.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54499        0.00000
2170.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54057        0.00000
2170.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51090        0.00000
2180.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53784        0.00000
2180.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52040        0.01300
2190.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52874        0.00000
2190.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53088        0.00000
2200.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53809        0.00000
2200.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52385        0.00427
2210.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50115        0.00000
2210.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52700        0.00000
2220.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54869        0.00000
2220.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52375        0.00005
2230.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51735        0.00000
2230.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50297        0.00000
2240.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50219        0.00000
2240.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.55060        0.00000
2250.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51913        0.00055
2250.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51640        0.00007
2260.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54154        0.00000
2260.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53760        0.00000
2270.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54329        0.00000
2270.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53834        0.00000
2280.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52189        0.00000
2280.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54603        0.00000
2290.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53709        0.00002
2290.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54090        0.00000
2300.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52986        0.00000
2300.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50306        0.00000
2310.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52043        0.00000
2310.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50516        0.00000
2320.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54133        0.00000
2320.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50231        0.00000
2330.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53247        0.00000
2330.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50698        0.00000
2340.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54763        0.00000
2340.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51355        0.00000
2350.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53197        0.00000
2350.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53275        0.00083
2360.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50925        0.00000
2360.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54028        0.00000
2370.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52877        0.00001
2370.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50058        0.00000
2380.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51341        0.00000
2380.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52038        0.00000
2390.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52910        0.00000
2390.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53672        0.00001
2400.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50343        0.00000
2400.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52435        0.00055
2410.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54207        0.00000
2410.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54405        0.00000
2420.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50415        0.00000
2420.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53010        0.00000
2430.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51066        0.00000
2430.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52424        0.00000
2440.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51966        0.00000
2440.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52530        0.25537
2450.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.54217        0.00000
2450.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52818        0.00000
2460.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53973        0.00000
2460.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53141        0.00000
2470.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52003        0.00053
2470.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51648        0.00000
2480.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50191        0.00000
2480.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52598        0.00067
2490.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51979        0.00000
2490.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51401        0.00000
2500.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.51787        0.00001
2500.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53100        0.00000
2510.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52205        0.00000
2510.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.53666        0.00000
2520.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50957        0.00000
2520.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.50565        0.00000
2530.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52895        0.00000
2530.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52754        0.00046
2540.0        0.80744        0.60831       -0.4453342634        0.0007345915        0.52214        0.00000
2540.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52772        0.91502
2550.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53733        0.00000
2550.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.50660        0.00000
2560.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53536        0.00000
2560.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51589        0.00000
2570.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53926        0.00000
2570.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54539        0.00000
2580.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52932        0.00000
2580.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51120        0.00000
2590.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52694        0.00000
2590.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51213        0.00000
2600.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54318        0.00000
2600.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53813        0.00000
2610.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53155        0.02138
2610.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54701        0.00000
2620.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52820        0.00014
2620.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52591        0.00046
2630.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54932        0.00000
2630.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53360        0.00002
2640.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.50730        0.00000
2640.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51901        0.00001
2650.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51694        0.00000
2650.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.50121        0.00000
2660.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52302        0.00000
2660.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52518        0.00000
2670.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54254        0.00000
2670.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51999        0.00029
2680.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51558        0.00000
2680.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.54262        0.00000
2690.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.52788        0.00000
2690.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53970        0.00000
2700.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53413        0.00000
2700.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53400        0.00000
2710.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51250        0.00000
2710.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.53207        0.00000
2720.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.51939        0.00000
2720.0        0.80078        0.61778       -0.4452992982        0.0007086522        0.50643        0.00000
2730.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52337        0.86362
2730.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50300        0.00000
2740.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54612        0.00000
2740.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52552        0.00024
2750.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50919        0.00000
2750.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52146        0.00012
2760.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52680        0.00000
2760.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52741        0.00000
2770.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53121        0.00087
2770.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.49495        0.00000
2780.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51801        0.00000
2780.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51469        0.00000
2790.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50754        0.00000
2790.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52646        0.05227
2800.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52909        0.00000
2800.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54342        0.00000
2810.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50725        0.00000
2810.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50204        0.00000
2820.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51787        0.00038
2820.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50971        0.00000
2830.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51571        0.00000
2830.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51910        0.00000
2840.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51282        0.00000
2840.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51100        0.00000
2850.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53306        0.00163
2850.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52718        0.00000
2860.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52893        0.00879
2860.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53811        0.00000
2870.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54141        0.00000
2870.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51610        0.00000
2880.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52793        0.00000
2880.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52725        0.01648
2890.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54856        0.00000
2890.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52229        0.00027
2900.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51436        0.00000
2900.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54185        0.00000
2910.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51765        0.00000
2910.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52890        0.00000
2920.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53595        0.00112
2920.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51973        0.00000
2930.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50270        0.00000
2930.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50870        0.00000
2940.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51289        0.00000
2940.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54344        0.00000
2950.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50690        0.00000
2950.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50953        0.00000
2960.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52822        0.00445
2960.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53787        0.00000
2970.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50487        0.00000
2970.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52362        0.00018
2980.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51598        0.00000
2980.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51568        0.00000
2990.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51097        0.00000
2990.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50534        0.00000
3000.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53551        0.00000
3000.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50308        0.00000
3010.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52598        0.00000
3010.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52498        0.00000
3020.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.49749        0.00000
3020.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.54302        0.00000
3030.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52271        0.00001
3030.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53627        0.00000
3040.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52154        0.00037
3040.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52148        0.00000
3050.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51452        0.00000
3050.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51748        0.00000
3060.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51895        0.00006
3060.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50750        0.00000
3070.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53561        0.00011
3070.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.49561        0.00000
3080.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50916        0.00000
3080.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53140        0.00001
3090.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51122        0.00000
3090.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52591        0.00543
3100.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.50230        0.00000
3100.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.49518        0.00000
3110.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.52111        0.00000
3110.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.53955        0.00000
3120.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51973        0.00000
3120.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51649        0.00000
3130.0        0.78999        0.61234       -0.4452455907        0.0008322718        0.51829        0.00000
3130.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52405        1.00000
3140.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52128        0.00000
3140.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51361        0.00000
3150.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54474        0.00000
3150.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51831        0.00000
3160.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52515        0.00000
3160.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51796        0.00000
3170.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51462        0.00000
3170.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54078        0.00000
3180.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52233        0.03028
3180.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53409        0.00006
3190.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51047        0.00000
3190.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51432        0.00000
3200.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51588        0.00000
3200.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52172        0.00004
3210.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53472        0.00000
3210.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52848        0.00089
3220.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52532        0.00000
3220.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51688        0.00000
3230.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51863        0.00000
3230.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50452        0.00000
3240.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50184        0.00000
3240.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51796        0.00000
3250.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53056        0.00000
3250.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50676        0.00000
3260.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51301        0.00000
3260.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51392        0.00000
3270.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50669        0.00000
3270.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52044        0.00000
3280.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51039        0.00000
3280.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53615        0.00000
3290.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50797        0.00000
3290.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51375        0.00000
3300.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53353        0.00003
3300.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54698        0.00000
3310.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50751        0.00000
3310.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51585        0.00000
3320.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52091        0.00054
3320.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53084        0.00000
3330.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54151        0.00000
3330.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.54151        0.00000
3340.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51786        0.00000
3340.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51612        0.00000
3350.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50940        0.00000
3350.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50774        0.00000
3360.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53611        0.00000
3360.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51801        0.00000
3370.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53882        0.00000
3370.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.53276        0.00000
3380.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51760        0.00000
3380.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52109        0.00000
3390.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.52987        0.00000
3390.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51998        0.00000
3400.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51876        0.00000
3400.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51998        0.00000
3410.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51812        0.00000
3410.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.50390        0.00000
3420.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51467        0.00000
3420.0        0.79848        0.60906       -0.4454986735        0.0007249697        0.51658        0.00000
