#BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
   1498       1.0270115e+00       9.7087616e-01       5.7888323e-04
   1499       1.0272704e+00       9.7091378e-01       5.7971826e-04
   1500       1.0275300e+00       9.7095152e-01       5.8055920e-04
   1501       1.0277902e+00       9.7098939e-01       5.8140606e-04
   1502       1.0280511e+00       9.7102738e-01       5.8225884e-04
   1503       1.0283125e+00       9.7106549e-01       5.8311755e-04
   1504       1.0285746e+00       9.7110373e-01       5.8398218e-04
   1505       1.0288372e+00       9.7114209e-01       5.8485275e-04
   1506       1.0291005e+00       9.7118058e-01       5.8572924e-04
   1507       1.0293644e+00       9.7121919e-01       5.8661167e-04
   1508       1.0296288e+00       9.7125792e-01       5.8750003e-04
   1509       1.0298938e+00       9.7129678e-01       5.8839432e-04
   1510       1.0301594e+00       9.7133576e-01       5.8929454e-04
   1511       1.0304254e+00       9.7137486e-01       5.9020068e-04
   1512       1.0306920e+00       9.7141410e-01       5.9111275e-04
   1513       1.0309590e+00       9.7145345e-01       5.9203073e-04
   1514       1.0312265e+00       9.7149293e-01       5.9295462e-04
   1515       1.0314944e+00       9.7153254e-01       5.9388442e-04
   1516       1.0317627e+00       9.7157227e-01       5.9482011e-04
   1517       1.0320313e+00       9.7161212e-01       5.9576168e-04
   1518       1.0323002e+00       9.7165210e-01       5.9670911e-04
   1519       1.0325694e+00       9.7169220e-01       5.9766240e-04
   1520       1.0328389e+00       9.7173243e-01       5.9862153e-04
   1521       1.0331085e+00       9.7177278e-01       5.9958647e-04
   1522       1.0333782e+00       9.7181326e-01       6.0055721e-04
   1523       1.0336480e+00       9.7185386e-01       6.0153372e-04
   1524       1.0339179e+00       9.7189458e-01       6.0251598e-04
   1525       1.0341877e+00       9.7193543e-01       6.0350395e-04
   1526       1.0344575e+00       9.7197640e-01       6.0449762e-04
   1527       1.0347271e+00       9.7201750e-01       6.0549693e-04
   1528       1.0349966e+00       9.7205871e-01       6.0650187e-04
   1529       1.0352658e+00       9.7210005e-01       6.0751239e-04
   1530       1.0355347e+00       9.7214151e-01       6.0852844e-04
   1531       1.0358032e+00       9.7218310e-01       6.0954999e-04
   1532       1.0360713e+00       9.7222480e-01       6.1057698e-04
   1533       1.0363388e+00       9.7226662e-01       6.1160938e-04
   1534       1.0366058e+00       9.7230856e-01       6.1264711e-04
   1535       1.0368722e+00       9.7235062e-01       6.1369013e-04
   1536       1.0371378e+00       9.7239280e-01       6.1473838e-04
   1537       1.0374027e+00       9.7243510e-01       6.1579180e-04
   1538       1.0376667e+00       9.7247751e-01       6.1685031e-04
   1539       1.0379297e+00       9.7252004e-01       6.1791385e-04
   1540       1.0381917e+00       9.7256269e-01       6.1898234e-04
   1541       1.0384526e+00       9.7260544e-01       6.2005572e-04
   1542       1.0387124e+00       9.7264831e-01       6.2113390e-04
   1543       1.0389709e+00       9.7269130e-01       6.2221679e-04
   1544       1.0392281e+00       9.7273439e-01       6.2330432e-04
   1545       1.0394839e+00       9.7277759e-01       6.2439639e-04
   1546       1.0397381e+00       9.7282091e-01       6.2549291e-04
   1547       1.0399908e+00       9.7286433e-01       6.2659379e-04
   1548       1.0402419e+00       9.7290785e-01       6.2769891e-04
   1549       1.0404912e+00       9.7295148e-01       6.2880819e-04
   1550       1.0407387e+00       9.7299522e-01       6.2992152e-04
   1551       1.0409843e+00       9.7303905e-01       6.3103878e-04
   1552       1.0412280e+00       9.7308299e-01       6.3215986e-04
   1553       1.0414696e+00       9.7312702e-01       6.3328465e-04
   1554       1.0417090e+00       9.7317116e-01       6.3441303e-04
   1555       1.0419462e+00       9.7321538e-01       6.3554488e-04
   1556       1.0421811e+00       9.7325971e-01       6.3668006e-04
   1557       1.0424137e+00       9.7330412e-01       6.3781846e-04
   1558       1.0426437e+00       9.7334863e-01       6.3895994e-04
   1559       1.0428713e+00       9.7339322e-01       6.4010436e-04
   1560       1.0430962e+00       9.7343790e-01       6.4125160e-04
   1561       1.0433185e+00       9.7348267e-01       6.4240150e-04
   1562       1.0435380e+00       9.7352752e-01       6.4355394e-04
   1563       1.0437546e+00       9.7357245e-01       6.4470876e-04
   1564       1.0439684e+00       9.7361746e-01       6.4586582e-04
   1565       1.0441791e+00       9.7366255e-01       6.4702496e-04
   1566       1.0443868e+00       9.7370771e-01       6.4818604e-04
   1567       1.0445914e+00       9.7375295e-01       6.4934891e-04
   1568       1.0447928e+00       9.7379825e-01       6.5051339e-04
   1569       1.0449909e+00       9.7384363e-01       6.5167935e-04
   1570       1.0451858e+00       9.7388907e-01       6.5284662e-04
   1571       1.0453772e+00       9.7393457e-01       6.5401503e-04
   1572       1.0455652e+00       9.7398014e-01       6.5518442e-04
   1573       1.0457497e+00       9.7402576e-01       6.5635464e-04
   1574       1.0459307e+00       9.7407145e-01       6.5752551e-04
   1575       1.0461080e+00       9.7411718e-01       6.5869686e-04
   1576       1.0462817e+00       9.7416297e-01       6.5986853e-04
   1577       1.0464516e+00       9.7420881e-01       6.6104035e-04
   1578       1.0466178e+00       9.7425470e-01       6.6221215e-04
   1579       1.0467801e+00       9.7430063e-01       6.6338375e-04
   1580       1.0469386e+00       9.7434660e-01       6.6455499e-04
   1581       1.0470932e+00       9.7439262e-01       6.6572569e-04
   1582       1.0472438e+00       9.7443867e-01       6.6689568e-04
   1583       1.0473905e+00       9.7448475e-01       6.6806479e-04
   1584       1.0475331e+00       9.7453087e-01       6.6923284e-04
   1585       1.0476716e+00       9.7457701e-01       6.7039966e-04
   1586       1.0478060e+00       9.7462319e-01       6.7156507e-04
   1587       1.0479363e+00       9.7466938e-01       6.7272891e-04
   1588       1.0480624e+00       9.7471560e-01       6.7389100e-04
   1589       1.0481843e+00       9.7476184e-01       6.7505116e-04
   1590       1.0483020e+00       9.7480809e-01       6.7620923e-04
   1591       1.0484154e+00       9.7485435e-01       6.7736503e-04
   1592       1.0485246e+00       9.7490063e-01       6.7851839e-04
   1593       1.0486294e+00       9.7494691e-01       6.7966914e-04
   1594       1.0487299e+00       9.7499320e-01       6.8081711e-04
   1595       1.0488262e+00       9.7503949e-01       6.8196214e-04
   1596       1.0489180e+00       9.7508578e-01       6.8310406e-04
   1597       1.0490055e+00       9.7513206e-01       6.8424269e-04
   1598       1.0490886e+00       9.7517835e-01       6.8537788e-04
   1599       1.0491674e+00       9.7522462e-01       6.8650946e-04
   1600       1.0492417e+00       9.7527088e-01       6.8763727e-04
   1601       1.0493116e+00       9.7531712e-01       6.8876115e-04
   1602       1.0493772e+00       9.7536335e-01       6.8988094e-04
   1603       1.0494383e+00       9.7540956e-01       6.9099648e-04
   1604       1.0494950e+00       9.7545575e-01       6.9210762e-04
   1605       1.0495473e+00       9.7550192e-01       6.9321421e-04
   1606       1.0495953e+00       9.7554805e-01       6.9431609e-04
   1607       1.0496388e+00       9.7559416e-01       6.9541311e-04
   1608       1.0496779e+00       9.7564023e-01       6.9650513e-04
   1609       1.0497126e+00       9.7568626e-01       6.9759201e-04
   1610       1.0497430e+00       9.7573226e-01       6.9867359e-04
   1611       1.0497690e+00       9.7577822e-01       6.9974973e-04
   1612       1.0497907e+00       9.7582413e-01       7.0082031e-04
   1613       1.0498080e+00       9.7587000e-01       7.0188518e-04
   1614       1.0498210e+00       9.7591582e-01       7.0294422e-04
   1615       1.0498298e+00       9.7596159e-01       7.0399728e-04
   1616       1.0498342e+00       9.7600730e-01       7.0504425e-04
   1617       1.0498344e+00       9.7605296e-01       7.0608499e-04
   1618       1.0498304e+00       9.7609855e-01       7.0711938e-04
   1619       1.0498222e+00       9.7614409e-01       7.0814731e-04
   1620       1.0498098e+00       9.7618956e-01       7.0916866e-04
   1621       1.0497932e+00       9.7623497e-01       7.1018332e-04
   1622       1.0497726e+00       9.7628031e-01       7.1119116e-04
   1623       1.0497479e+00       9.7632557e-01       7.1219209e-04
   1624       1.0497191e+00       9.7637077e-01       7.1318600e-04
   1625       1.0496863e+00       9.7641588e-01       7.1417278e-04
   1626       1.0496496e+00       9.7646092e-01       7.1515234e-04
   1627       1.0496089e+00       9.7650588e-01       7.1612459e-04
   1628       1.0495643e+00       9.7655076e-01       7.1708942e-04
   1629       1.0495159e+00       9.7659555e-01       7.1804675e-04
   1630       1.0494637e+00       9.7664025e-01       7.1899650e-04
   1631       1.0494078e+00       9.7668487e-01       7.1993857e-04
   1632       1.0493481e+00       9.7672939e-01       7.2087289e-04
   1633       1.0492848e+00       9.7677382e-01       7.2179939e-04
   1634       1.0492179e+00       9.7681816e-01       7.2271799e-04
   1635       1.0491474e+00       9.7686240e-01       7.2362861e-04
   1636       1.0490734e+00       9.7690654e-01       7.2453120e-04
   1637       1.0489960e+00       9.7695057e-01       7.2542569e-04
   1638       1.0489152e+00       9.7699451e-01       7.2631201e-04
   1639       1.0488311e+00       9.7703834e-01       7.2719012e-04
   1640       1.0487437e+00       9.7708206e-01       7.2805995e-04
   1641       1.0486531e+00       9.7712567e-01       7.2892147e-04
   1642       1.0485594e+00       9.7716918e-01       7.2977461e-04
   1643       1.0484626e+00       9.7721257e-01       7.3061935e-04
   1644       1.0483628e+00       9.7725585e-01       7.3145563e-04
   1645       1.0482601e+00       9.7729901e-01       7.3228343e-04
   1646       1.0481544e+00       9.7734206e-01       7.3310270e-04
   1647       1.0480460e+00       9.7738499e-01       7.3391343e-04
   1648       1.0479349e+00       9.7742780e-01       7.3471557e-04
   1649       1.0478211e+00       9.7747049e-01       7.3550912e-04
   1650       1.0477048e+00       9.7751305e-01       7.3629405e-04
   1651       1.0475859e+00       9.7755550e-01       7.3707034e-04
   1652       1.0474646e+00       9.7759781e-01       7.3783798e-04
   1653       1.0473410e+00       9.7764001e-01       7.3859696e-04
   1654       1.0472151e+00       9.7768207e-01       7.3934728e-04
   1655       1.0470870e+00       9.7772401e-01       7.4008893e-04
   1656       1.0469569e+00       9.7776581e-01       7.4082191e-04
   1657       1.0468247e+00       9.7780749e-01       7.4154623e-04
   1658       1.0466906e+00       9.7784904e-01       7.4226189e-04
   1659       1.0465547e+00       9.7789045e-01       7.4296891e-04
   1660       1.0464171e+00       9.7793173e-01       7.4366729e-04
   1661       1.0462778e+00       9.7797288e-01       7.4435706e-04
   1662       1.0461370e+00       9.7801389e-01       7.4503822e-04
   1663       1.0459947e+00       9.7805477e-01       7.4571082e-04
   1664       1.0458511e+00       9.7809551e-01       7.4637487e-04
   1665       1.0457062e+00       9.7813612e-01       7.4703041e-04
   1666       1.0455602e+00       9.7817659e-01       7.4767746e-04
   1667       1.0454132e+00       9.7821693e-01       7.4831607e-04
   1668       1.0452652e+00       9.7825712e-01       7.4894628e-04
   1669       1.0451165e+00       9.7829718e-01       7.4956812e-04
   1670       1.0449671e+00       9.7833710e-01       7.5018165e-04
   1671       1.0448170e+00       9.7837689e-01       7.5078692e-04
   1672       1.0446666e+00       9.7841654e-01       7.5138398e-04
   1673       1.0445158e+00       9.7845605e-01       7.5197289e-04
   1674       1.0443649e+00       9.7849542e-01       7.5255370e-04
   1675       1.0442139e+00       9.7853465e-01       7.5312649e-04
   1676       1.0440630e+00       9.7857375e-01       7.5369132e-04
   1677       1.0439123e+00       9.7861271e-01       7.5424827e-04
   1678       1.0437620e+00       9.7865154e-01       7.5479741e-04
   1679       1.0436123e+00       9.7869023e-01       7.5533881e-04
   1680       1.0434632e+00       9.7872878e-01       7.5587257e-04
   1681       1.0433150e+00       9.7876720e-01       7.5639877e-04
   1682       1.0431678e+00       9.7880549e-01       7.5691750e-04
   1683       1.0430218e+00       9.7884365e-01       7.5742886e-04
   1684       1.0428772e+00       9.7888167e-01       7.5793294e-04
   1685       1.0427341e+00       9.7891957e-01       7.5842985e-04
   1686       1.0425927e+00       9.7895733e-01       7.5891970e-04
   1687       1.0424533e+00       9.7899497e-01       7.5940259e-04
   1688       1.0423161e+00       9.7903248e-01       7.5987865e-04
   1689       1.0421811e+00       9.7906987e-01       7.6034800e-04
   1690       1.0420487e+00       9.7910714e-01       7.6081076e-04
   1691       1.0419191e+00       9.7914428e-01       7.6126706e-04
   1692       1.0417924e+00       9.7918131e-01       7.6171703e-04
   1693       1.0416689e+00       9.7921822e-01       7.6216082e-04
   1694       1.0415489e+00       9.7925501e-01       7.6259856e-04
   1695       1.0414326e+00       9.7929170e-01       7.6303041e-04
   1696       1.0413201e+00       9.7932827e-01       7.6345652e-04
   1697       1.0412118e+00       9.7936474e-01       7.6387705e-04
   1698       1.0411079e+00       9.7940110e-01       7.6429215e-04
   1699       1.0410086e+00       9.7943736e-01       7.6470200e-04
   1700       1.0409142e+00       9.7947352e-01       7.6510677e-04
   1701       1.0408249e+00       9.7950959e-01       7.6550664e-04
   1702       1.0407410e+00       9.7954557e-01       7.6590178e-04
   1703       1.0406628e+00       9.7958145e-01       7.6629238e-04
   1704       1.0405905e+00       9.7961726e-01       7.6667865e-04
   1705       1.0405243e+00       9.7965298e-01       7.6706076e-04
   1706       1.0404645e+00       9.7968863e-01       7.6743892e-04
   1707       1.0404114e+00       9.7972420e-01       7.6781334e-04
   1708       1.0403651e+00       9.7975970e-01       7.6818422e-04
   1709       1.0403260e+00       9.7979514e-01       7.6855179e-04
   1710       1.0402943e+00       9.7983052e-01       7.6891624e-04
   1711       1.0402702e+00       9.7986585e-01       7.6927782e-04
   1712       1.0402539e+00       9.7990112e-01       7.6963674e-04
   1713       1.0402457e+00       9.7993635e-01       7.6999323e-04
   1714       1.0402458e+00       9.7997153e-01       7.7034753e-04
   1715       1.0402543e+00       9.8000668e-01       7.7069987e-04
   1716       1.0402715e+00       9.8004180e-01       7.7105049e-04
   1717       1.0402975e+00       9.8007690e-01       7.7139963e-04
   1718       1.0403325e+00       9.8011197e-01       7.7174755e-04
   1719       1.0403767e+00       9.8014703e-01       7.7209447e-04
   1720       1.0404303e+00       9.8018208e-01       7.7244066e-04
   1721       1.0404932e+00       9.8021712e-01       7.7278637e-04
   1722       1.0405657e+00       9.8025217e-01       7.7313184e-04
   1723       1.0406479e+00       9.8028722e-01       7.7347734e-04
   1724       1.0407398e+00       9.8032228e-01       7.7382311e-04
   1725       1.0408415e+00       9.8035737e-01       7.7416942e-04
   1726       1.0409530e+00       9.8039247e-01       7.7451652e-04
   1727       1.0410744e+00       9.8042761e-01       7.7486466e-04
   1728       1.0412057e+00       9.8046278e-01       7.7521410e-04
   1729       1.0413469e+00       9.8049800e-01       7.7556511e-04
   1730       1.0414980e+00       9.8053326e-01       7.7591792e-04
   1731       1.0416589e+00       9.8056857e-01       7.7627279e-04
   1732       1.0418295e+00       9.8060394e-01       7.7662998e-04
   1733       1.0420099e+00       9.8063937e-01       7.7698973e-04
   1734       1.0421998e+00       9.8067488e-01       7.7735229e-04
   1735       1.0423992e+00       9.8071045e-01       7.7771790e-04
   1736       1.0426079e+00       9.8074611e-01       7.7808680e-04
   1737       1.0428259e+00       9.8078185e-01       7.7845923e-04
   1738       1.0430528e+00       9.8081768e-01       7.7883542e-04
   1739       1.0432886e+00       9.8085360e-01       7.7921559e-04
   1740       1.0435330e+00       9.8088962e-01       7.7959997e-04
   1741       1.0437858e+00       9.8092575e-01       7.7998878e-04
   1742       1.0440469e+00       9.8096198e-01       7.8038223e-04
   1743       1.0443159e+00       9.8099833e-01       7.8078052e-04
   1744       1.0445925e+00       9.8103480e-01       7.8118386e-04
   1745       1.0448766e+00       9.8107138e-01       7.8159243e-04
   1746       1.0451679e+00       9.8110809e-01       7.8200643e-04
   1747       1.0454660e+00       9.8114493e-01       7.8242604e-04
   1748       1.0457706e+00       9.8118190e-01       7.8285142e-04
   1749       1.0460815e+00       9.8121901e-01       7.8328275e-04
   1750       1.0463984e+00       9.8125625e-01       7.8372017e-04
   1751       1.0467208e+00       9.8129364e-01       7.8416385e-04
   1752       1.0470486e+00       9.8133117e-01       7.8461390e-04
   1753       1.0473812e+00       9.8136885e-01       7.8507048e-04
   1754       1.0477185e+00       9.8140668e-01       7.8553370e-04
   1755       1.0480601e+00       9.8144466e-01       7.8600368e-04
   1756       1.0484056e+00       9.8148279e-01       7.8648052e-04
   1757       1.0487547e+00       9.8152108e-01       7.8696433e-04
   1758       1.0491071e+00       9.8155952e-01       7.8745517e-04
   1759       1.0494624e+00       9.8159813e-01       7.8795315e-04
   1760       1.0498203e+00       9.8163689e-01       7.8845831e-04
   1761       1.0501805e+00       9.8167581e-01       7.8897074e-04
   1762       1.0505425e+00       9.8171490e-01       7.8949046e-04
   1763       1.0509062e+00       9.8175414e-01       7.9001754e-04
   1764       1.0512711e+00       9.8179355e-01       7.9055199e-04
   1765       1.0516370e+00       9.8183312e-01       7.9109384e-04
   1766       1.0520036e+00       9.8187286e-01       7.9164312e-04
   1767       1.0523705e+00       9.8191275e-01       7.9219981e-04
   1768       1.0527374e+00       9.8195281e-01       7.9276392e-04
   1769       1.0531041e+00       9.8199303e-01       7.9333544e-04
   1770       1.0534703e+00       9.8203342e-01       7.9391435e-04
   1771       1.0538357e+00       9.8207396e-01       7.9450062e-04
   1772       1.0542000e+00       9.8211466e-01       7.9509421e-04
   1773       1.0545630e+00       9.8215552e-01       7.9569508e-04
   1774       1.0549245e+00       9.8219654e-01       7.9630317e-04
   1775       1.0552841e+00       9.8223772e-01       7.9691842e-04
   1776       1.0556417e+00       9.8227905e-01       7.9754078e-04
   1777       1.0559971e+00       9.8232054e-01       7.9817016e-04
   1778       1.0563500e+00       9.8236217e-01       7.9880648e-04
   1779       1.0567002e+00       9.8240396e-01       7.9944966e-04
   1780       1.0570475e+00       9.8244589e-01       8.0009960e-04
   1781       1.0573918e+00       9.8248797e-01       8.0075620e-04
   1782       1.0577329e+00       9.8253020e-01       8.0141936e-04
   1783       1.0580705e+00       9.8257257e-01       8.0208896e-04
   1784       1.0584047e+00       9.8261507e-01       8.0276490e-04
   1785       1.0587351e+00       9.8265772e-01       8.0344704e-04
   1786       1.0590616e+00       9.8270050e-01       8.0413526e-04
   1787       1.0593842e+00       9.8274341e-01       8.0482944e-04
   1788       1.0597027e+00       9.8278645e-01       8.0552942e-04
   1789       1.0600169e+00       9.8282962e-01       8.0623509e-04
   1790       1.0603268e+00       9.8287292e-01       8.0694629e-04
   1791       1.0606322e+00       9.8291633e-01       8.0766288e-04
   1792       1.0609331e+00       9.8295987e-01       8.0838470e-04
   1793       1.0612293e+00       9.8300352e-01       8.0911162e-04
   1794       1.0615208e+00       9.8304729e-01       8.0984346e-04
   1795       1.0618075e+00       9.8309116e-01       8.1058007e-04
   1796       1.0620893e+00       9.8313515e-01       8.1132129e-04
   1797       1.0623662e+00       9.8317924e-01       8.1206696e-04
   1798       1.0626381e+00       9.8322343e-01       8.1281692e-04
   1799       1.0629049e+00       9.8326773e-01       8.1357099e-04
   1800       1.0631666e+00       9.8331211e-01       8.1432902e-04
   1801       1.0634232e+00       9.8335660e-01       8.1509082e-04
   1802       1.0636745e+00       9.8340117e-01       8.1585623e-04
   1803       1.0639206e+00       9.8344583e-01       8.1662509e-04
   1804       1.0641615e+00       9.8349057e-01       8.1739721e-04
   1805       1.0643970e+00       9.8353539e-01       8.1817243e-04
   1806       1.0646272e+00       9.8358029e-01       8.1895056e-04
   1807       1.0648521e+00       9.8362527e-01       8.1973145e-04
   1808       1.0650716e+00       9.8367032e-01       8.2051491e-04
   1809       1.0652858e+00       9.8371543e-01       8.2130077e-04
   1810       1.0654946e+00       9.8376062e-01       8.2208885e-04
   1811       1.0656979e+00       9.8380586e-01       8.2287899e-04
   1812       1.0658960e+00       9.8385116e-01       8.2367102e-04
   1813       1.0660886e+00       9.8389652e-01       8.2446475e-04
   1814       1.0662758e+00       9.8394194e-01       8.2526002e-04
   1815       1.0664577e+00       9.8398740e-01       8.2605666e-04
   1816       1.0666342e+00       9.8403291e-01       8.2685449e-04
   1817       1.0668054e+00       9.8407846e-01       8.2765336e-04
   1818       1.0669712e+00       9.8412406e-01       8.2845308e-04
   1819       1.0671318e+00       9.8416969e-01       8.2925351e-04
   1820       1.0672870e+00       9.8421536e-01       8.3005447e-04
   1821       1.0674370e+00       9.8426106e-01       8.3085579e-04
   1822       1.0675818e+00       9.8430679e-01       8.3165733e-04
   1823       1.0677213e+00       9.8435255e-01       8.3245891e-04
   1824       1.0678557e+00       9.8439833e-01       8.3326039e-04
   1825       1.0679850e+00       9.8444413e-01       8.3406160e-04
   1826       1.0681092e+00       9.8448995e-01       8.3486240e-04
   1827       1.0682283e+00       9.8453578e-01       8.3566263e-04
   1828       1.0683425e+00       9.8458163e-01       8.3646214e-04
   1829       1.0684517e+00       9.8462749e-01       8.3726079e-04
   1830       1.0685560e+00       9.8467335e-01       8.3805844e-04
   1831       1.0686554e+00       9.8471922e-01       8.3885493e-04
   1832       1.0687501e+00       9.8476508e-01       8.3965014e-04
   1833       1.0688401e+00       9.8481095e-01       8.4044393e-04
   1834       1.0689254e+00       9.8485682e-01       8.4123616e-04
   1835       1.0690061e+00       9.8490267e-01       8.4202671e-04
   1836       1.0690823e+00       9.8494852e-01       8.4281545e-04
   1837       1.0691540e+00       9.8499436e-01       8.4360225e-04
   1838       1.0692214e+00       9.8504019e-01       8.4438700e-04
   1839       1.0692845e+00       9.8508600e-01       8.4516957e-04
   1840       1.0693434e+00       9.8513179e-01       8.4594986e-04
   1841       1.0693982e+00       9.8517756e-01       8.4672775e-04
   1842       1.0694489e+00       9.8522331e-01       8.4750314e-04
   1843       1.0694957e+00       9.8526904e-01       8.4827591e-04
   1844       1.0695386e+00       9.8531474e-01       8.4904599e-04
   1845       1.0695778e+00       9.8536041e-01       8.4981326e-04
   1846       1.0696133e+00       9.8540605e-01       8.5057763e-04
   1847       1.0696453e+00       9.8545166e-01       8.5133902e-04
   1848       1.0696738e+00       9.8549723e-01       8.5209734e-04
   1849       1.0696989e+00       9.8554277e-01       8.5285251e-04
   1850       1.0697209e+00       9.8558827e-01       8.5360446e-04
   1851       1.0697397e+00       9.8563373e-01       8.5435311e-04
   1852       1.0697555e+00       9.8567916e-01       8.5509839e-04
   1853       1.0697684e+00       9.8572454e-01       8.5584023e-04
   1854       1.0697785e+00       9.8576987e-01       8.5657858e-04
   1855       1.0697860e+00       9.8581516e-01       8.5731338e-04
   1856       1.0697909e+00       9.8586041e-01       8.5804457e-04
   1857       1.0697934e+00       9.8590561e-01       8.5877211e-04
   1858       1.0697936e+00       9.8595076e-01       8.5949595e-04
   1859       1.0697916e+00       9.8599586e-01       8.6021605e-04
   1860       1.0697876e+00       9.8604091e-01       8.6093238e-04
   1861       1.0697817e+00       9.8608590e-01       8.6164489e-04
   1862       1.0697739e+00       9.8613085e-01       8.6235356e-04
   1863       1.0697645e+00       9.8617574e-01       8.6305836e-04
   1864       1.0697535e+00       9.8622058e-01       8.6375928e-04
   1865       1.0697411e+00       9.8626536e-01       8.6445629e-04
   1866       1.0697274e+00       9.8631009e-01       8.6514937e-04
   1867       1.0697125e+00       9.8635476e-01       8.6583853e-04
   1868       1.0696965e+00       9.8639938e-01       8.6652374e-04
   1869       1.0696796e+00       9.8644394e-01       8.6720502e-04
   1870       1.0696619e+00       9.8648844e-01       8.6788234e-04
   1871       1.0696435e+00       9.8653288e-01       8.6855573e-04
   1872       1.0696244e+00       9.8657727e-01       8.6922518e-04
   1873       1.0696049e+00       9.8662160e-01       8.6989070e-04
   1874       1.0695850e+00       9.8666587e-01       8.7055230e-04
   1875       1.0695649e+00       9.8671008e-01       8.7121000e-04
   1876       1.0695445e+00       9.8675424e-01       8.7186382e-04
   1877       1.0695241e+00       9.8679833e-01       8.7251377e-04
   1878       1.0695037e+00       9.8684237e-01       8.7315987e-04
   1879       1.0694835e+00       9.8688635e-01       8.7380216e-04
   1880       1.0694634e+00       9.8693028e-01       8.7444065e-04
   1881       1.0694436e+00       9.8697414e-01       8.7507537e-04
   1882       1.0694242e+00       9.8701795e-01       8.7570636e-04
   1883       1.0694052e+00       9.8706171e-01       8.7633365e-04
   1884       1.0693867e+00       9.8710540e-01       8.7695727e-04
   1885       1.0693688e+00       9.8714905e-01       8.7757725e-04
   1886       1.0693515e+00       9.8719263e-01       8.7819362e-04
   1887       1.0693348e+00       9.8723616e-01       8.7880644e-04
   1888       1.0693189e+00       9.8727964e-01       8.7941573e-04
   1889       1.0693037e+00       9.8732306e-01       8.8002153e-04
   1890       1.0692894e+00       9.8736643e-01       8.8062388e-04
   1891       1.0692758e+00       9.8740974e-01       8.8122283e-04
   1892       1.0692631e+00       9.8745301e-01       8.8181840e-04
   1893       1.0692513e+00       9.8749622e-01       8.8241065e-04
   1894       1.0692403e+00       9.8753938e-01       8.8299960e-04
   1895       1.0692302e+00       9.8758249e-01       8.8358531e-04
   1896       1.0692211e+00       9.8762554e-01       8.8416781e-04
   1897       1.0692128e+00       9.8766855e-01       8.8474713e-04
   1898       1.0692054e+00       9.8771151e-01       8.8532333e-04
   1899       1.0691988e+00       9.8775442e-01       8.8589643e-04
   1900       1.0691931e+00       9.8779728e-01       8.8646647e-04
   1901       1.0691883e+00       9.8784010e-01       8.8703349e-04
   1902       1.0691842e+00       9.8788287e-01       8.8759753e-04
   1903       1.0691810e+00       9.8792559e-01       8.8815862e-04
   1904       1.0691784e+00       9.8796826e-01       8.8871679e-04
   1905       1.0691766e+00       9.8801089e-01       8.8927208e-04
   1906       1.0691754e+00       9.8805348e-01       8.8982451e-04
   1907       1.0691749e+00       9.8809601e-01       8.9037412e-04
   1908       1.0691749e+00       9.8813851e-01       8.9092094e-04
   1909       1.0691755e+00       9.8818096e-01       8.9146498e-04
   1910       1.0691766e+00       9.8822336e-01       8.9200628e-04
   1911       1.0691780e+00       9.8826573e-01       8.9254486e-04
   1912       1.0691799e+00       9.8830805e-01       8.9308075e-04
   1913       1.0691821e+00       9.8835032e-01       8.9361396e-04
   1914       1.0691846e+00       9.8839256e-01       8.9414451e-04
   1915       1.0691873e+00       9.8843475e-01       8.9467242e-04
   1916       1.0691902e+00       9.8847689e-01       8.9519772e-04
   1917       1.0691933e+00       9.8851900e-01       8.9572041e-04
   1918       1.0691964e+00       9.8856106e-01       8.9624051e-04
   1919       1.0691995e+00       9.8860308e-01       8.9675803e-04
   1920       1.0692027e+00       9.8864506e-01       8.9727299e-04
   1921       1.0692058e+00       9.8868700e-01       8.9778540e-04
   1922       1.0692089e+00       9.8872889e-01       8.9829526e-04
   1923       1.0692118e+00       9.8877075e-01       8.9880259e-04
   1924       1.0692146e+00       9.8881256e-01       8.9930739e-04
   1925       1.0692172e+00       9.8885433e-01       8.9980968e-04
   1926       1.0692197e+00       9.8889605e-01       9.0030945e-04
   1927       1.0692219e+00       9.8893774e-01       9.0080672e-04
   1928       1.0692240e+00       9.8897938e-01       9.0130150e-04
   1929       1.0692258e+00       9.8902098e-01       9.0179378e-04
   1930       1.0692274e+00       9.8906254e-01       9.0228359e-04
   1931       1.0692288e+00       9.8910405e-01       9.0277091e-04
   1932       1.0692300e+00       9.8914553e-01       9.0325577e-04
   1933       1.0692310e+00       9.8918696e-01       9.0373816e-04
   1934       1.0692319e+00       9.8922835e-01       9.0421810e-04
   1935       1.0692327e+00       9.8926969e-01       9.0469559e-04
   1936       1.0692334e+00       9.8931099e-01       9.0517065e-04
   1937       1.0692340e+00       9.8935226e-01       9.0564328e-04
   1938       1.0692347e+00       9.8939347e-01       9.0611350e-04
   1939       1.0692354e+00       9.8943465e-01       9.0658131e-04
   1940       1.0692363e+00       9.8947579e-01       9.0704674e-04
   1941       1.0692373e+00       9.8951688e-01       9.0750980e-04
   1942       1.0692387e+00       9.8955793e-01       9.0797050e-04
   1943       1.0692405e+00       9.8959894e-01       9.0842887e-04
   1944       1.0692427e+00       9.8963991e-01       9.0888493e-04
   1945       1.0692454e+00       9.8968084e-01       9.0933869e-04
   1946       1.0692489e+00       9.8972173e-01       9.0979020e-04
   1947       1.0692531e+00       9.8976257e-01       9.1023947e-04
