--------------------------------------------------
SIMULATED ANNEALING
--------------------------------------------------
 BETA:            MU:         SIGMA:                <H>:                ERR:         ACC_X:     ACC_BOLTZ:
3410.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.51596        0.00000
3410.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52525        0.00000
3410.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52311        0.00000
3410.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52786        0.00000
3410.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52830        0.00001
3460.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.51901        0.00006
3460.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.51881        0.00000
3460.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52179        0.00002
3460.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.51694        0.00000
3460.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.51689        0.00000
3510.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52025        0.00012
3510.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52850        0.00337
3510.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52771        0.03030
3510.0        0.79360        0.61423       -0.4459154761        0.0006284599        0.52231        0.00010
3510.0        0.79819        0.61031       -0.4451345827        0.0006859227        0.52448        0.06451
3560.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52660        1.00000
3560.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52696        0.00002
3560.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51782        0.00000
3560.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52138        0.00005
3560.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51977        0.00000
3610.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53023        0.00121
3610.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51540        0.00000
3610.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53282        0.00000
3610.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52575        0.00095
3610.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51879        0.00000
3660.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53336        0.00422
3660.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52612        0.00348
3660.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52100        0.00000
3660.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52237        0.00000
3660.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52590        0.00001
3710.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52536        0.00004
3710.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53091        0.00261
3710.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53181        0.00537
3710.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52804        0.00096
3710.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52448        0.00081
3760.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53421        0.00000
3760.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52082        0.00013
3760.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52232        0.00000
3760.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52250        0.00300
3760.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.53499        0.00000
3810.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51588        0.00000
3810.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.51787        0.00000
3810.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52056        0.00027
3810.0        0.80385        0.61328       -0.4451964099        0.0006895941        0.52717        0.00000
3810.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52808        0.52200
3860.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.51997        0.00020
3860.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52298        0.00005
3860.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53004        0.00010
3860.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52186        0.00000
3860.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53186        0.00001
3910.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52550        0.00074
3910.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53007        0.00043
3910.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53781        0.00000
3910.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52687        0.00021
3910.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52938        0.00000
3960.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52476        0.00554
3960.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53214        0.00209
3960.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52676        0.15615
3960.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.52412        0.00002
3960.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53033        0.00293
4010.0        0.80774        0.61511       -0.4450257847        0.0009520990        0.53097        0.00096
4010.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52724        1.00000
4010.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53622        0.00000
4010.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53063        0.01298
4010.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52787        0.00000
4060.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52490        0.00003
4060.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52275        0.00177
4060.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53479        0.00448
4060.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52529        0.00000
4060.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53078        0.00366
4110.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52794        0.07822
4110.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52104        0.00107
4110.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52431        0.01106
4110.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52866        0.00008
4110.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52636        0.00030
4160.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53584        0.00000
4160.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53115        0.00009
4160.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.51882        0.00003
4160.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52556        0.06734
4160.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52070        0.00001
4210.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.53071        0.02413
4210.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52920        0.00010
4210.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52792        0.00000
4210.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52650        0.00000
4210.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52238        0.00000
4260.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52644        0.00000
4260.0        0.79595        0.61946       -0.4450388377        0.0006988287        0.52830        0.05748
4260.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52698        0.57267
4260.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52309        0.00000
4260.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52602        0.00140
4310.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52036        0.00178
4310.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.53468        0.00000
4310.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.53263        0.00003
4310.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52070        0.00000
4310.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.53200        0.00000
4360.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52439        0.00743
4360.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52851        0.00000
4360.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.52968        0.00000
4360.0        0.79541        0.61738       -0.4449079802        0.0011124717        0.53134        0.15313
4360.0        0.79839        0.61583       -0.4443724480        0.0007946576        0.52610        0.09682
4410.0        0.79839        0.61583       -0.4443724480        0.0007946576        0.51870        0.00000
4410.0        0.79839        0.61583       -0.4443724480        0.0007946576        0.52833        0.00000
4410.0        0.79839        0.61583       -0.4443724480        0.0007946576        0.53587        0.00000
4410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52680        1.00000
4410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52414        0.01810
4460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51784        0.00001
4460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51991        0.00000
4460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53665        0.00000
4460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52409        0.00212
4460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52317        0.00028
4510.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53315        0.00032
4510.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53191        0.00081
4510.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53400        0.00000
4510.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53255        0.00034
4510.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52690        0.00000
4560.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53508        0.00000
4560.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53156        0.00165
4560.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53389        0.00004
4560.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52991        0.00000
4560.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51881        0.00000
4610.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52534        0.00003
4610.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51926        0.00000
4610.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53308        0.00002
4610.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51769        0.00000
4610.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53104        0.00004
4660.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52028        0.00000
4660.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53605        0.00000
4660.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52259        0.00008
4660.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53020        0.00002
4660.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53036        0.00055
4710.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52174        0.00000
4710.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53283        0.00282
4710.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52881        0.00209
4710.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51708        0.00000
4710.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52429        0.00000
4760.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52562        0.00000
4760.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52992        0.00000
4760.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53178        0.00020
4760.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51796        0.00000
4760.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52690        0.00009
4810.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53367        0.00051
4810.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53477        0.00000
4810.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51975        0.00000
4810.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52882        0.00043
4810.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52268        0.00000
4860.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52698        0.00000
4860.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52480        0.00668
4860.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52689        0.00149
4860.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53338        0.00027
4860.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52882        0.00034
4910.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53217        0.00037
4910.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52982        0.00003
4910.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52436        0.00003
4910.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52361        0.00660
4910.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51972        0.00000
4960.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52766        0.37212
4960.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52451        0.00001
4960.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52450        0.00000
4960.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52396        0.00001
4960.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53001        0.00003
5010.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52601        0.00000
5010.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53133        0.00000
5010.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52036        0.00002
5010.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51968        0.00000
5010.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52820        0.00000
5060.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52760        0.05126
5060.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52593        0.00000
5060.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52771        0.00384
5060.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53064        0.00000
5060.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51821        0.00000
5110.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53212        0.00000
5110.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52286        0.00000
5110.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53153        0.00023
5110.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53359        0.00000
5110.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52698        0.00030
5160.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52043        0.00000
5160.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52928        0.00000
5160.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52103        0.00000
5160.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53337        0.00000
5160.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53072        0.00001
5210.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52854        0.00527
5210.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53443        0.00000
5210.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52734        0.00375
5210.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52572        0.00005
5210.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53527        0.00000
5260.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52994        0.00012
5260.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51868        0.00000
5260.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52329        0.00676
5260.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52203        0.00000
5260.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51626        0.00000
5310.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52513        0.00000
5310.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52565        0.00000
5310.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53429        0.00001
5310.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52351        0.00000
5310.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52212        0.00003
5360.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53254        0.00152
5360.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52762        0.00012
5360.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53126        0.00006
5360.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52986        0.00000
5360.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53027        0.00017
5410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52183        0.00000
5410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52974        0.00008
5410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52349        0.00000
5410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51861        0.00000
5410.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52475        0.08718
5460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.51910        0.00000
5460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.53667        0.00000
5460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52754        0.00152
5460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52236        0.00000
5460.0        0.80557        0.61223       -0.4454292231        0.0008106302        0.52727        0.00340
5510.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.52933        0.35627
5510.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.53177        0.00000
5510.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.53250        0.00000
5510.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.51803        0.00000
5510.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.52754        0.00007
5560.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.52625        0.00000
5560.0        0.79928        0.62248       -0.4452419153        0.0009237361        0.52355        0.00000
5560.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.53032        1.00000
5560.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.53337        0.00000
5560.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.53924        0.00000
5610.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.52511        0.00000
5610.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.52304        0.00000
5610.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.52855        0.03207
5610.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.52633        0.00000
5610.0        0.80926        0.62076       -0.4455902439        0.0007942482        0.52792        0.01136
5660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52996        1.00000
5660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52618        0.00000
5660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52542        0.02486
5660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53396        0.00003
5660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53162        0.00047
5710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53241        0.00000
5710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53540        0.00000
5710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53667        0.00000
5710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52878        0.00000
5710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53162        0.00000
5760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53151        0.00000
5760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53990        0.00000
5760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52987        0.00102
5760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52757        0.00000
5760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53723        0.00000
5810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52824        0.00000
5810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53269        0.00000
5810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53479        0.00001
5810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52866        0.00000
5810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52116        0.00000
5860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52458        0.00002
5860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52564        0.00000
5860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53796        0.00000
5860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52350        0.00000
5860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52424        0.00000
5910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53184        0.05875
5910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53527        0.00000
5910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52412        0.00000
5910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53031        0.00000
5910.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52700        0.00000
5960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52839        0.00000
5960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52510        0.00000
5960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52275        0.00000
5960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53461        0.00000
5960.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52495        0.00000
6010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53297        0.00000
6010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53109        0.00000
6010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52047        0.00000
6010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53739        0.00000
6010.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52983        0.00000
6060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53492        0.00000
6060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52894        0.00000
6060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53014        0.00000
6060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52689        0.00010
6060.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52751        0.00000
6110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52785        0.00000
6110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52443        0.00000
6110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53428        0.00000
6110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.51913        0.00000
6110.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52410        0.00000
6160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53304        0.00000
6160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52605        0.00000
6160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53062        0.00000
6160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52444        0.00000
6160.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.51882        0.00000
6210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53014        0.00000
6210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53595        0.00000
6210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53015        0.00000
6210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52939        0.00000
6210.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52847        0.00000
6260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52994        0.00175
6260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52894        0.00000
6260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52664        0.00000
6260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53823        0.00000
6260.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52697        0.00000
6310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53126        0.00024
6310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52664        0.00000
6310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52614        0.00000
6310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53576        0.00000
6310.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52912        0.00000
6360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53327        0.00000
6360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52602        0.00000
6360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52613        0.01436
6360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52854        0.00000
6360.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52864        0.00000
6410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53356        0.00000
6410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53202        0.00000
6410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53122        0.00000
6410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52954        0.00000
6410.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52994        0.00063
6460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52399        0.00000
6460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52285        0.00200
6460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52710        0.00000
6460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53290        0.00000
6460.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52659        0.00000
6510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52758        0.00000
6510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52521        0.00000
6510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52337        0.00010
6510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52828        0.00000
6510.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52366        0.00005
6560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53509        0.00000
6560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52320        0.00000
6560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52644        0.00037
6560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53350        0.00000
6560.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53883        0.00000
6610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52401        0.00002
6610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52796        0.00000
6610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52798        0.00000
6610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53374        0.00000
6610.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53673        0.00000
6660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53688        0.00000
6660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52736        0.00000
6660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52642        0.00000
6660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52425        0.00000
6660.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52681        0.00000
6710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53447        0.00000
6710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52694        0.00000
6710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53528        0.00000
6710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53388        0.00000
6710.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52717        0.00580
6760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52997        0.00000
6760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53165        0.00000
6760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52840        0.00000
6760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52791        0.00002
6760.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52754        0.00000
6810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52717        0.00002
6810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52374        0.00000
6810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52567        0.00004
6810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52615        0.00000
6810.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53361        0.00000
6860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52650        0.00000
6860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.53372        0.00000
6860.0        0.79839        0.62399       -0.4459057608        0.0008210266        0.52191        0.00000
