            MU:         SIGMA:                <H>:              ERROR:
      0.5400000      0.8240000          -0.2906173           0.0016591
      0.5400000      0.8400000          -0.2854651           0.0023131
      0.5400000      0.8560000          -0.2821040           0.0026268
      0.5400000      0.8720000          -0.2783903           0.0020041
      0.5400000      0.8880000          -0.2692526           0.0020784
      0.5400000      0.9040000          -0.2653104           0.0034543
      0.5400000      0.9200000          -0.2523745           0.0042742
      0.5400000      0.9360000          -0.2437099           0.0034516
      0.5400000      0.9520000          -0.2267665           0.0033584
      0.5400000      0.9680000          -0.2155831           0.0035758
      0.5400000      0.9840000          -0.1943374           0.0028702
      0.5400000      1.0000000          -0.1851218           0.0038477
      0.5600000      0.2000000           5.5137922           0.0340738
      0.5600000      0.2160000           4.5719910           0.0267442
      0.5600000      0.2320000           3.7929592           0.0125387
      0.5600000      0.2480000           3.0959671           0.0121377
      0.5600000      0.2640000           2.5259729           0.0144310
      0.5600000      0.2800000           2.0462928           0.0144958
      0.5600000      0.2960000           1.6243330           0.0152084
      0.5600000      0.3120000           1.2446895           0.0069505
      0.5600000      0.3280000           0.9408763           0.0035988
      0.5600000      0.3440000           0.7083708           0.0057363
      0.5600000      0.3600000           0.5068310           0.0046188
      0.5600000      0.3760000           0.3337460           0.0055384
      0.5600000      0.3920000           0.2114606           0.0040510
      0.5600000      0.4080000           0.1015538           0.0030619
      0.5600000      0.4240000           0.0316398           0.0029478
      0.5600000      0.4400000          -0.0332023           0.0026396
      0.5600000      0.4560000          -0.0847308           0.0015968
      0.5600000      0.4720000          -0.1242886           0.0011701
      0.5600000      0.4880000          -0.1528772           0.0015602
      0.5600000      0.5040000          -0.1783288           0.0020502
      0.5600000      0.5200000          -0.2000562           0.0013089
      0.5600000      0.5360000          -0.2149213           0.0013548
      0.5600000      0.5520000          -0.2280956           0.0012195
      0.5600000      0.5680000          -0.2403373           0.0009386
      0.5600000      0.5840000          -0.2508203           0.0017502
      0.5600000      0.6000000          -0.2578742           0.0009912
      0.5600000      0.6160000          -0.2670895           0.0007264
      0.5600000      0.6320000          -0.2729111           0.0011979
      0.5600000      0.6480000          -0.2788126           0.0009965
      0.5600000      0.6640000          -0.2854689           0.0011416
      0.5600000      0.6800000          -0.2921886           0.0009658
      0.5600000      0.6960000          -0.2922514           0.0015380
      0.5600000      0.7120000          -0.2955082           0.0017155
      0.5600000      0.7280000          -0.2999297           0.0009877
      0.5600000      0.7440000          -0.3005872           0.0018839
      0.5600000      0.7600000          -0.3009175           0.0018006
      0.5600000      0.7760000          -0.3006842           0.0018690
      0.5600000      0.7920000          -0.3006402           0.0012743
      0.5600000      0.8080000          -0.2989917           0.0015654
      0.5600000      0.8240000          -0.2926574           0.0020371
      0.5600000      0.8400000          -0.2891338           0.0021660
      0.5600000      0.8560000          -0.2817505           0.0019456
      0.5600000      0.8720000          -0.2789453           0.0021256
      0.5600000      0.8880000          -0.2755415           0.0015624
      0.5600000      0.9040000          -0.2592556           0.0032380
      0.5600000      0.9200000          -0.2497848           0.0031511
      0.5600000      0.9360000          -0.2405079           0.0028471
      0.5600000      0.9520000          -0.2207800           0.0040298
      0.5600000      0.9680000          -0.1980335           0.0035631
      0.5600000      0.9840000          -0.1932049           0.0038697
      0.5600000      1.0000000          -0.1644259           0.0040045
      0.5800000      0.2000000           5.4873471           0.0393398
      0.5800000      0.2160000           4.5750175           0.0249802
      0.5800000      0.2320000           3.8243490           0.0264764
      0.5800000      0.2480000           3.1559990           0.0095595
      0.5800000      0.2640000           2.5834280           0.0136247
      0.5800000      0.2800000           2.0775021           0.0198013
      0.5800000      0.2960000           1.6638022           0.0091443
      0.5800000      0.3120000           1.2881899           0.0118949
      0.5800000      0.3280000           0.9991524           0.0061308
      0.5800000      0.3440000           0.7406238           0.0069816
      0.5800000      0.3600000           0.5111751           0.0054456
      0.5800000      0.3760000           0.3621665           0.0053396
      0.5800000      0.3920000           0.2268355           0.0027973
      0.5800000      0.4080000           0.1153608           0.0038019
      0.5800000      0.4240000           0.0217384           0.0042760
      0.5800000      0.4400000          -0.0441271           0.0026168
      0.5800000      0.4560000          -0.1050952           0.0016394
      0.5800000      0.4720000          -0.1430103           0.0020143
      0.5800000      0.4880000          -0.1790648           0.0017223
      0.5800000      0.5040000          -0.2036241           0.0018516
      0.5800000      0.5200000          -0.2266689           0.0015091
      0.5800000      0.5360000          -0.2438726           0.0016246
      0.5800000      0.5520000          -0.2563953           0.0013280
      0.5800000      0.5680000          -0.2696794           0.0007620
      0.5800000      0.5840000          -0.2798248           0.0013095
      0.5800000      0.6000000          -0.2886464           0.0009588
      0.5800000      0.6160000          -0.2945863           0.0007992
      0.5800000      0.6320000          -0.2983954           0.0012678
      0.5800000      0.6480000          -0.3020362           0.0005753
      0.5800000      0.6640000          -0.3063050           0.0007713
      0.5800000      0.6800000          -0.3090898           0.0008061
      0.5800000      0.6960000          -0.3113674           0.0012231
      0.5800000      0.7120000          -0.3117207           0.0014750
      0.5800000      0.7280000          -0.3151449           0.0016521
      0.5800000      0.7440000          -0.3128335           0.0016185
      0.5800000      0.7600000          -0.3094397           0.0014469
      0.5800000      0.7760000          -0.3098916           0.0010565
      0.5800000      0.7920000          -0.3088863           0.0013519
      0.5800000      0.8080000          -0.3011360           0.0019221
      0.5800000      0.8240000          -0.2987925           0.0018811
      0.5800000      0.8400000          -0.2933427           0.0014683
      0.5800000      0.8560000          -0.2888519           0.0026851
      0.5800000      0.8720000          -0.2769327           0.0025907
      0.5800000      0.8880000          -0.2668395           0.0013533
      0.5800000      0.9040000          -0.2585126           0.0026688
      0.5800000      0.9200000          -0.2433632           0.0025175
      0.5800000      0.9360000          -0.2288592           0.0038940
      0.5800000      0.9520000          -0.2116408           0.0036383
      0.5800000      0.9680000          -0.1934040           0.0048264
      0.5800000      0.9840000          -0.1833674           0.0046619
      0.5800000      1.0000000          -0.1601503           0.0044155
      0.6000000      0.2000000           5.4563279           0.0234728
      0.6000000      0.2160000           4.5692064           0.0170909
      0.6000000      0.2320000           3.7903162           0.0234836
      0.6000000      0.2480000           3.1386995           0.0099111
      0.6000000      0.2640000           2.5995558           0.0157401
      0.6000000      0.2800000           2.1625759           0.0110985
      0.6000000      0.2960000           1.6997246           0.0110516
      0.6000000      0.3120000           1.3433809           0.0048648
      0.6000000      0.3280000           1.0283317           0.0086377
      0.6000000      0.3440000           0.7824568           0.0095919
      0.6000000      0.3600000           0.5611449           0.0066190
      0.6000000      0.3760000           0.3765321           0.0066212
      0.6000000      0.3920000           0.2329457           0.0055287
      0.6000000      0.4080000           0.1188622           0.0040270
      0.6000000      0.4240000           0.0251987           0.0011725
      0.6000000      0.4400000          -0.0540839           0.0028674
      0.6000000      0.4560000          -0.1148707           0.0018403
      0.6000000      0.4720000          -0.1641748           0.0022717
      0.6000000      0.4880000          -0.1983260           0.0020293
      0.6000000      0.5040000          -0.2294210           0.0018289
      0.6000000      0.5200000          -0.2510719           0.0006259
      0.6000000      0.5360000          -0.2692559           0.0018501
      0.6000000      0.5520000          -0.2819532           0.0015013
      0.6000000      0.5680000          -0.2950820           0.0009496
      0.6000000      0.5840000          -0.3049477           0.0012605
      0.6000000      0.6000000          -0.3107734           0.0008390
      0.6000000      0.6160000          -0.3167229           0.0012505
      0.6000000      0.6320000          -0.3199303           0.0013339
      0.6000000      0.6480000          -0.3239613           0.0012325
      0.6000000      0.6640000          -0.3264031           0.0009897
      0.6000000      0.6800000          -0.3280216           0.0009486
      0.6000000      0.6960000          -0.3274184           0.0007241
      0.6000000      0.7120000          -0.3251383           0.0014950
      0.6000000      0.7280000          -0.3275013           0.0020031
      0.6000000      0.7440000          -0.3236814           0.0008809
      0.6000000      0.7600000          -0.3208498           0.0017926
      0.6000000      0.7760000          -0.3165253           0.0010858
      0.6000000      0.7920000          -0.3150205           0.0013419
      0.6000000      0.8080000          -0.3113218           0.0017325
      0.6000000      0.8240000          -0.3038350           0.0023775
      0.6000000      0.8400000          -0.2978246           0.0017986
      0.6000000      0.8560000          -0.2844271           0.0025513
      0.6000000      0.8720000          -0.2792227           0.0019807
      0.6000000      0.8880000          -0.2648325           0.0040895
      0.6000000      0.9040000          -0.2527754           0.0018749
      0.6000000      0.9200000          -0.2389677           0.0030188
      0.6000000      0.9360000          -0.2188484           0.0034568
      0.6000000      0.9520000          -0.2053618           0.0030472
      0.6000000      0.9680000          -0.1873860           0.0032049
      0.6000000      0.9840000          -0.1680676           0.0021939
      0.6000000      1.0000000          -0.1432238           0.0067167
      0.6200000      0.2000000           5.4233337           0.0262953
      0.6200000      0.2160000           4.5140857           0.0294413
      0.6200000      0.2320000           3.8056565           0.0230998
      0.6200000      0.2480000           3.1226408           0.0151654
      0.6200000      0.2640000           2.5989911           0.0146659
      0.6200000      0.2800000           2.1338270           0.0057865
      0.6200000      0.2960000           1.7211252           0.0109370
      0.6200000      0.3120000           1.3837652           0.0086953
      0.6200000      0.3280000           1.0738134           0.0082731
      0.6200000      0.3440000           0.8041322           0.0074729
      0.6200000      0.3600000           0.5950811           0.0056012
      0.6200000      0.3760000           0.3979581           0.0071777
      0.6200000      0.3920000           0.2500659           0.0051504
      0.6200000      0.4080000           0.1211746           0.0052493
      0.6200000      0.4240000           0.0173561           0.0026188
      0.6200000      0.4400000          -0.0648951           0.0029905
      0.6200000      0.4560000          -0.1252322           0.0027560
      0.6200000      0.4720000          -0.1772241           0.0020461
      0.6200000      0.4880000          -0.2148642           0.0012311
      0.6200000      0.5040000          -0.2449077           0.0013240
      0.6200000      0.5200000          -0.2749046           0.0007801
      0.6200000      0.5360000          -0.2914524           0.0008149
      0.6200000      0.5520000          -0.3079027           0.0011104
      0.6200000      0.5680000          -0.3197742           0.0011966
      0.6200000      0.5840000          -0.3279146           0.0005256
      0.6200000      0.6000000          -0.3324029           0.0009551
      0.6200000      0.6160000          -0.3381019           0.0008551
      0.6200000      0.6320000          -0.3419163           0.0008864
      0.6200000      0.6480000          -0.3446497           0.0007467
      0.6200000      0.6640000          -0.3447649           0.0006733
      0.6200000      0.6800000          -0.3466653           0.0007522
      0.6200000      0.6960000          -0.3405407           0.0011768
      0.6200000      0.7120000          -0.3434169           0.0012322
      0.6200000      0.7280000          -0.3399621           0.0012162
      0.6200000      0.7440000          -0.3357268           0.0014098
      0.6200000      0.7600000          -0.3316944           0.0017193
      0.6200000      0.7760000          -0.3265605           0.0009795
      0.6200000      0.7920000          -0.3188925           0.0014577
      0.6200000      0.8080000          -0.3100674           0.0015848
      0.6200000      0.8240000          -0.2983595           0.0025825
      0.6200000      0.8400000          -0.2936802           0.0019836
      0.6200000      0.8560000          -0.2859216           0.0022967
      0.6200000      0.8720000          -0.2761855           0.0032472
      0.6200000      0.8880000          -0.2652891           0.0029376
      0.6200000      0.9040000          -0.2482962           0.0028141
      0.6200000      0.9200000          -0.2247227           0.0039112
      0.6200000      0.9360000          -0.2089662           0.0068077
      0.6200000      0.9520000          -0.1972923           0.0028418
      0.6200000      0.9680000          -0.1755146           0.0032814
      0.6200000      0.9840000          -0.1543289           0.0046325
      0.6200000      1.0000000          -0.1332866           0.0064182
      0.6400000      0.2000000           5.3927544           0.0266952
      0.6400000      0.2160000           4.5133859           0.0166634
      0.6400000      0.2320000           3.7467351           0.0162182
      0.6400000      0.2480000           3.1577548           0.0170814
      0.6400000      0.2640000           2.6166114           0.0086597
      0.6400000      0.2800000           2.1401892           0.0096122
      0.6400000      0.2960000           1.7549869           0.0126921
      0.6400000      0.3120000           1.4064940           0.0103871
      0.6400000      0.3280000           1.1052994           0.0071651
      0.6400000      0.3440000           0.8470648           0.0039002
      0.6400000      0.3600000           0.6121347           0.0042315
      0.6400000      0.3760000           0.4182604           0.0050377
      0.6400000      0.3920000           0.2688758           0.0039893
      0.6400000      0.4080000           0.1328424           0.0029490
      0.6400000      0.4240000           0.0223351           0.0033993
      0.6400000      0.4400000          -0.0643477           0.0031967
      0.6400000      0.4560000          -0.1330011           0.0017133
      0.6400000      0.4720000          -0.1904846           0.0024114
      0.6400000      0.4880000          -0.2296592           0.0015211
      0.6400000      0.5040000          -0.2645273           0.0016108
      0.6400000      0.5200000          -0.2952808           0.0012485
      0.6400000      0.5360000          -0.3130778           0.0011782
      0.6400000      0.5520000          -0.3278778           0.0010223
      0.6400000      0.5680000          -0.3390405           0.0012019
      0.6400000      0.5840000          -0.3484275           0.0011898
      0.6400000      0.6000000          -0.3564167           0.0008419
      0.6400000      0.6160000          -0.3594484           0.0009745
      0.6400000      0.6320000          -0.3598002           0.0008279
      0.6400000      0.6480000          -0.3628409           0.0009479
      0.6400000      0.6640000          -0.3610516           0.0009567
      0.6400000      0.6800000          -0.3585030           0.0011618
      0.6400000      0.6960000          -0.3582416           0.0014216
      0.6400000      0.7120000          -0.3543807           0.0013880
      0.6400000      0.7280000          -0.3519279           0.0012654
      0.6400000      0.7440000          -0.3447097           0.0009430
      0.6400000      0.7600000          -0.3377247           0.0020553
      0.6400000      0.7760000          -0.3324333           0.0023244
      0.6400000      0.7920000          -0.3224625           0.0023484
      0.6400000      0.8080000          -0.3187257           0.0022560
      0.6400000      0.8240000          -0.3063820           0.0027434
      0.6400000      0.8400000          -0.2901946           0.0029996
      0.6400000      0.8560000          -0.2866015           0.0027200
      0.6400000      0.8720000          -0.2685330           0.0030524
      0.6400000      0.8880000          -0.2561146           0.0042005
      0.6400000      0.9040000          -0.2380183           0.0033658
      0.6400000      0.9200000          -0.2174181           0.0018918
      0.6400000      0.9360000          -0.2029225           0.0042150
      0.6400000      0.9520000          -0.1794909           0.0036964
      0.6400000      0.9680000          -0.1648885           0.0062945
      0.6400000      0.9840000          -0.1354536           0.0044490
      0.6400000      1.0000000          -0.1070909           0.0055799
      0.6600000      0.2000000           5.3728228           0.0281581
      0.6600000      0.2160000           4.4756707           0.0198004
      0.6600000      0.2320000           3.7116541           0.0107049
      0.6600000      0.2480000           3.1355565           0.0172383
      0.6600000      0.2640000           2.6035259           0.0148831
      0.6600000      0.2800000           2.1591025           0.0075611
      0.6600000      0.2960000           1.8041778           0.0136554
      0.6600000      0.3120000           1.4306231           0.0066488
      0.6600000      0.3280000           1.1320810           0.0111066
      0.6600000      0.3440000           0.8534039           0.0067644
      0.6600000      0.3600000           0.6438397           0.0056185
      0.6600000      0.3760000           0.4374287           0.0056399
      0.6600000      0.3920000           0.2859480           0.0041883
      0.6600000      0.4080000           0.1533047           0.0040230
      0.6600000      0.4240000           0.0313785           0.0040014
      0.6600000      0.4400000          -0.0672073           0.0029322
      0.6600000      0.4560000          -0.1327857           0.0017632
      0.6600000      0.4720000          -0.1910807           0.0024148
      0.6600000      0.4880000          -0.2458450           0.0024938
      0.6600000      0.5040000          -0.2815344           0.0017341
      0.6600000      0.5200000          -0.3091614           0.0015145
      0.6600000      0.5360000          -0.3316214           0.0008134
      0.6600000      0.5520000          -0.3476044           0.0013178
      0.6600000      0.5680000          -0.3607407           0.0010798
      0.6600000      0.5840000          -0.3683844           0.0009429
      0.6600000      0.6000000          -0.3751609           0.0007597
      0.6600000      0.6160000          -0.3779899           0.0007279
      0.6600000      0.6320000          -0.3791768           0.0005653
      0.6600000      0.6480000          -0.3812526           0.0012016
      0.6600000      0.6640000          -0.3780044           0.0005977
      0.6600000      0.6800000          -0.3764319           0.0010452
      0.6600000      0.6960000          -0.3696778           0.0012476
      0.6600000      0.7120000          -0.3636346           0.0012666
      0.6600000      0.7280000          -0.3599143           0.0011244
      0.6600000      0.7440000          -0.3539584           0.0021845
      0.6600000      0.7600000          -0.3439487           0.0011277
      0.6600000      0.7760000          -0.3346328           0.0010683
      0.6600000      0.7920000          -0.3293046           0.0009099
      0.6600000      0.8080000          -0.3136658           0.0016942
      0.6600000      0.8240000          -0.3082695           0.0025518
      0.6600000      0.8400000          -0.2942522           0.0031365
      0.6600000      0.8560000          -0.2785600           0.0032427
      0.6600000      0.8720000          -0.2624754           0.0054343
      0.6600000      0.8880000          -0.2541170           0.0024192
      0.6600000      0.9040000          -0.2269166           0.0043403
      0.6600000      0.9200000          -0.2078728           0.0055167
      0.6600000      0.9360000          -0.1873965           0.0031206
      0.6600000      0.9520000          -0.1672715           0.0047761
      0.6600000      0.9680000          -0.1381157           0.0053786
      0.6600000      0.9840000          -0.1143658           0.0032459
      0.6600000      1.0000000          -0.0826750           0.0047664
      0.6800000      0.2000000           5.3382520           0.0182580
      0.6800000      0.2160000           4.4080968           0.0154922
      0.6800000      0.2320000           3.6914857           0.0170318
      0.6800000      0.2480000           3.0907489           0.0112467
      0.6800000      0.2640000           2.5992965           0.0121650
      0.6800000      0.2800000           2.1672510           0.0117578
      0.6800000      0.2960000           1.7814669           0.0066791
      0.6800000      0.3120000           1.4462984           0.0063082
      0.6800000      0.3280000           1.1508733           0.0084208
      0.6800000      0.3440000           0.8964872           0.0055413
      0.6800000      0.3600000           0.6590990           0.0075379
      0.6800000      0.3760000           0.4584996           0.0062619
      0.6800000      0.3920000           0.2905250           0.0051718
      0.6800000      0.4080000           0.1528653           0.0041079
      0.6800000      0.4240000           0.0432104           0.0042128
      0.6800000      0.4400000          -0.0546870           0.0025352
      0.6800000      0.4560000          -0.1394316           0.0025427
      0.6800000      0.4720000          -0.2021285           0.0027762
      0.6800000      0.4880000          -0.2547304           0.0023196
      0.6800000      0.5040000          -0.2908758           0.0016211
      0.6800000      0.5200000          -0.3197497           0.0011591
      0.6800000      0.5360000          -0.3456951           0.0011826
      0.6800000      0.5520000          -0.3663056           0.0014986
      0.6800000      0.5680000          -0.3767177           0.0008070
      0.6800000      0.5840000          -0.3868175           0.0007128
      0.6800000      0.6000000          -0.3932215           0.0004101
      0.6800000      0.6160000          -0.3929421           0.0008773
      0.6800000      0.6320000          -0.3955973           0.0007176
      0.6800000      0.6480000          -0.3952196           0.0006345
      0.6800000      0.6640000          -0.3917225           0.0006900
      0.6800000      0.6800000          -0.3875207           0.0011434
      0.6800000      0.6960000          -0.3816740           0.0011843
      0.6800000      0.7120000          -0.3773110           0.0012232
      0.6800000      0.7280000          -0.3682130           0.0016783
      0.6800000      0.7440000          -0.3608466           0.0014193
      0.6800000      0.7600000          -0.3482633           0.0021631
      0.6800000      0.7760000          -0.3423095           0.0017865
      0.6800000      0.7920000          -0.3278199           0.0034763
      0.6800000      0.8080000          -0.3124673           0.0026969
      0.6800000      0.8240000          -0.3037884           0.0036918
      0.6800000      0.8400000          -0.2878323           0.0028932
      0.6800000      0.8560000          -0.2735325           0.0032035
      0.6800000      0.8720000          -0.2611045           0.0028229
      0.6800000      0.8880000          -0.2387992           0.0042987
      0.6800000      0.9040000          -0.2183618           0.0044272
      0.6800000      0.9200000          -0.1928749           0.0043053
      0.6800000      0.9360000          -0.1732448           0.0041577
      0.6800000      0.9520000          -0.1500490           0.0042581
      0.6800000      0.9680000          -0.1178169           0.0050729
      0.6800000      0.9840000          -0.0920750           0.0040307
      0.6800000      1.0000000          -0.0690180           0.0056712
      0.7000000      0.2000000           5.2682818           0.0207027
      0.7000000      0.2160000           4.3679190           0.0251098
      0.7000000      0.2320000           3.6750810           0.0160009
      0.7000000      0.2480000           3.0935509           0.0222812
      0.7000000      0.2640000           2.5896692           0.0126590
      0.7000000      0.2800000           2.1280209           0.0091491
      0.7000000      0.2960000           1.7889198           0.0115636
      0.7000000      0.3120000           1.4310271           0.0101315
      0.7000000      0.3280000           1.1815109           0.0085349
      0.7000000      0.3440000           0.9057054           0.0064745
      0.7000000      0.3600000           0.6807000           0.0052427
      0.7000000      0.3760000           0.4723718           0.0048589
      0.7000000      0.3920000           0.3148629           0.0033017
      0.7000000      0.4080000           0.1693455           0.0045114
      0.7000000      0.4240000           0.0472929           0.0035836
      0.7000000      0.4400000          -0.0550638           0.0025832
      0.7000000      0.4560000          -0.1369003           0.0024802
      0.7000000      0.4720000          -0.2021923           0.0017675
      0.7000000      0.4880000          -0.2571833           0.0022155
      0.7000000      0.5040000          -0.3031703           0.0014952
      0.7000000      0.5200000          -0.3346974           0.0014912
      0.7000000      0.5360000          -0.3637433           0.0016001
      0.7000000      0.5520000          -0.3784274           0.0011226
      0.7000000      0.5680000          -0.3929807           0.0010095
      0.7000000      0.5840000          -0.4021593           0.0011696
      0.7000000      0.6000000          -0.4060026           0.0008229
      0.7000000      0.6160000          -0.4071490           0.0008233
      0.7000000      0.6320000          -0.4093317           0.0006418
      0.7000000      0.6480000          -0.4074018           0.0005068
      0.7000000      0.6640000          -0.4044376           0.0009441
      0.7000000      0.6800000          -0.3974136           0.0007565
      0.7000000      0.6960000          -0.3939315           0.0008615
      0.7000000      0.7120000          -0.3852033           0.0010763
      0.7000000      0.7280000          -0.3775002           0.0012900
      0.7000000      0.7440000          -0.3654880           0.0028565
      0.7000000      0.7600000          -0.3549651           0.0019630
      0.7000000      0.7760000          -0.3373708           0.0028039
      0.7000000      0.7920000          -0.3271190           0.0021577
      0.7000000      0.8080000          -0.3165492           0.0019366
      0.7000000      0.8240000          -0.3006145           0.0023810
      0.7000000      0.8400000          -0.2851976           0.0042484
      0.7000000      0.8560000          -0.2676712           0.0026775
      0.7000000      0.8720000          -0.2455905           0.0029162
      0.7000000      0.8880000          -0.2305750           0.0050326
      0.7000000      0.9040000          -0.2081973           0.0037475
      0.7000000      0.9200000          -0.1865765           0.0042586
      0.7000000      0.9360000          -0.1532508           0.0029971
      0.7000000      0.9520000          -0.1340224           0.0039172
      0.7000000      0.9680000          -0.1116371           0.0067779
      0.7000000      0.9840000          -0.0855256           0.0046830
      0.7000000      1.0000000          -0.0431242           0.0074671
      0.7200000      0.2000000           5.2081080           0.0290710
      0.7200000      0.2160000           4.3621984           0.0165036
      0.7200000      0.2320000           3.6446689           0.0182627
      0.7200000      0.2480000           3.0649361           0.0103079
      0.7200000      0.2640000           2.5666170           0.0098859
      0.7200000      0.2800000           2.1159287           0.0088114
      0.7200000      0.2960000           1.7569688           0.0092625
      0.7200000      0.3120000           1.4584684           0.0075685
      0.7200000      0.3280000           1.1777504           0.0075467
      0.7200000      0.3440000           0.9055064           0.0048379
      0.7200000      0.3600000           0.7032973           0.0070020
      0.7200000      0.3760000           0.4898580           0.0048526
      0.7200000      0.3920000           0.3207384           0.0052419
      0.7200000      0.4080000           0.1787581           0.0048594
      0.7200000      0.4240000           0.0574980           0.0045364
      0.7200000      0.4400000          -0.0464681           0.0042124
      0.7200000      0.4560000          -0.1340212           0.0025536
      0.7200000      0.4720000          -0.2025372           0.0023735
      0.7200000      0.4880000          -0.2624609           0.0021604
      0.7200000      0.5040000          -0.3099128           0.0017039
      0.7200000      0.5200000          -0.3416625           0.0012136
      0.7200000      0.5360000          -0.3687346           0.0013798
      0.7200000      0.5520000          -0.3892547           0.0015652
      0.7200000      0.5680000          -0.4043062           0.0011616
      0.7200000      0.5840000          -0.4145496           0.0009813
      0.7200000      0.6000000          -0.4203638           0.0007904
      0.7200000      0.6160000          -0.4211108           0.0006030
      0.7200000      0.6320000          -0.4205918           0.0007444
      0.7200000      0.6480000          -0.4178280           0.0012535
      0.7200000      0.6640000          -0.4129480           0.0009211
      0.7200000      0.6800000          -0.4073886           0.0010210
      0.7200000      0.6960000          -0.3996129           0.0009738
      0.7200000      0.7120000          -0.3912938           0.0014194
      0.7200000      0.7280000          -0.3773731           0.0011007
      0.7200000      0.7440000          -0.3692641           0.0019825
      0.7200000      0.7600000          -0.3574591           0.0013468
      0.7200000      0.7760000          -0.3397242           0.0017333
      0.7200000      0.7920000          -0.3241433           0.0017251
      0.7200000      0.8080000          -0.3032145           0.0032345
      0.7200000      0.8240000          -0.2961118           0.0024316
      0.7200000      0.8400000          -0.2753498           0.0031407
      0.7200000      0.8560000          -0.2576069           0.0029011
      0.7200000      0.8720000          -0.2372552           0.0049376
      0.7200000      0.8880000          -0.2136001           0.0022755
      0.7200000      0.9040000          -0.1906454           0.0047869
      0.7200000      0.9200000          -0.1682957           0.0054626
      0.7200000      0.9360000          -0.1370258           0.0049076
      0.7200000      0.9520000          -0.1107274           0.0052747
      0.7200000      0.9680000          -0.0827348           0.0044825
      0.7200000      0.9840000          -0.0425739           0.0078249
      0.7200000      1.0000000          -0.0188791           0.0045320
      0.7400000      0.2000000           5.1447915           0.0161857
      0.7400000      0.2160000           4.3241525           0.0202940
      0.7400000      0.2320000           3.5742162           0.0150319
      0.7400000      0.2480000           3.0128435           0.0158711
      0.7400000      0.2640000           2.5388486           0.0155793
      0.7400000      0.2800000           2.1051286           0.0115518
      0.7400000      0.2960000           1.7549308           0.0108509
      0.7400000      0.3120000           1.4334145           0.0056220
      0.7400000      0.3280000           1.1677262           0.0063695
      0.7400000      0.3440000           0.9085739           0.0079548
      0.7400000      0.3600000           0.7064241           0.0056178
      0.7400000      0.3760000           0.5072318           0.0042758
      0.7400000      0.3920000           0.3429201           0.0033556
      0.7400000      0.4080000           0.1901471           0.0052350
      0.7400000      0.4240000           0.0703933           0.0030674
      0.7400000      0.4400000          -0.0333042           0.0027697
      0.7400000      0.4560000          -0.1296533           0.0026726
      0.7400000      0.4720000          -0.2019681           0.0033426
      0.7400000      0.4880000          -0.2592473           0.0012290
      0.7400000      0.5040000          -0.3118586           0.0017592
      0.7400000      0.5200000          -0.3467275           0.0017018
      0.7400000      0.5360000          -0.3760305           0.0013739
      0.7400000      0.5520000          -0.3981081           0.0014628
      0.7400000      0.5680000          -0.4108055           0.0011447
      0.7400000      0.5840000          -0.4240852           0.0006637
      0.7400000      0.6000000          -0.4299573           0.0007723
      0.7400000      0.6160000          -0.4313464           0.0004748
      0.7400000      0.6320000          -0.4310264           0.0005859
      0.7400000      0.6480000          -0.4291998           0.0007761
      0.7400000      0.6640000          -0.4212284           0.0006662
      0.7400000      0.6800000          -0.4134416           0.0011153
      0.7400000      0.6960000          -0.4038885           0.0010847
      0.7400000      0.7120000          -0.3936179           0.0013188
      0.7400000      0.7280000          -0.3834549           0.0017949
      0.7400000      0.7440000          -0.3692069           0.0015347
      0.7400000      0.7600000          -0.3527214           0.0018014
      0.7400000      0.7760000          -0.3366024           0.0021882
      0.7400000      0.7920000          -0.3217765           0.0016231
      0.7400000      0.8080000          -0.3033745           0.0023331
      0.7400000      0.8240000          -0.2891056           0.0016869
      0.7400000      0.8400000          -0.2743798           0.0030444
      0.7400000      0.8560000          -0.2415169           0.0052252
      0.7400000      0.8720000          -0.2195866           0.0032994
      0.7400000      0.8880000          -0.1974930           0.0040297
      0.7400000      0.9040000          -0.1706099           0.0053378
      0.7400000      0.9200000          -0.1435657           0.0077696
      0.7400000      0.9360000          -0.1279368           0.0052042
      0.7400000      0.9520000          -0.0849570           0.0064961
      0.7400000      0.9680000          -0.0506100           0.0065052
      0.7400000      0.9840000          -0.0206382           0.0035919
      0.7400000      1.0000000           0.0046872           0.0067953
      0.7600000      0.2000000           5.1641608           0.0264226
      0.7600000      0.2160000           4.3122077           0.0136591
      0.7600000      0.2320000           3.5846783           0.0154063
      0.7600000      0.2480000           2.9991119           0.0193738
      0.7600000      0.2640000           2.4796098           0.0099767
      0.7600000      0.2800000           2.0826077           0.0109318
      0.7600000      0.2960000           1.7489241           0.0097895
      0.7600000      0.3120000           1.4240654           0.0054632
      0.7600000      0.3280000           1.1496842           0.0065957
      0.7600000      0.3440000           0.9127823           0.0072105
      0.7600000      0.3600000           0.7086134           0.0064978
      0.7600000      0.3760000           0.5226321           0.0039062
      0.7600000      0.3920000           0.3526486           0.0051605
      0.7600000      0.4080000           0.2027685           0.0049855
      0.7600000      0.4240000           0.0773783           0.0034750
      0.7600000      0.4400000          -0.0291967           0.0041484
      0.7600000      0.4560000          -0.1194955           0.0031858
      0.7600000      0.4720000          -0.1967352           0.0033192
      0.7600000      0.4880000          -0.2577901           0.0026639
      0.7600000      0.5040000          -0.3089154           0.0014421
      0.7600000      0.5200000          -0.3478895           0.0021255
