            MU:         SIGMA:                <H>:              ERROR:
      1.0600000      0.4880000          -0.0294239           0.0017731
      1.0600000      0.5040000          -0.0732364           0.0017170
      1.0600000      0.5200000          -0.1038665           0.0020397
      1.0600000      0.5360000          -0.1267146           0.0015848
      1.0600000      0.5520000          -0.1474290           0.0012981
      1.0600000      0.5680000          -0.1582237           0.0012419
      1.0600000      0.5840000          -0.1593509           0.0015246
      1.0600000      0.6000000          -0.1590884           0.0020925
      1.0600000      0.6160000          -0.1557162           0.0022544
      1.0600000      0.6320000          -0.1419409           0.0027730
      1.0600000      0.6480000          -0.1220759           0.0035853
      1.0600000      0.6640000          -0.1054090           0.0020950
      1.0600000      0.6800000          -0.0758144           0.0025778
      1.0600000      0.6960000          -0.0503660           0.0047127
      1.0600000      0.7120000          -0.0152437           0.0034617
      1.0600000      0.7280000           0.0225515           0.0043127
      1.0600000      0.7440000           0.0514868           0.0049240
      1.0600000      0.7600000           0.1007069           0.0055385
      1.0600000      0.7760000           0.1456444           0.0071626
      1.0600000      0.7920000           0.1785654           0.0076105
      1.0600000      0.8080000           0.2357235           0.0056573
      1.0600000      0.8240000           0.2876130           0.0072900
      1.0600000      0.8400000           0.3377124           0.0109939
      1.0600000      0.8560000           0.4156219           0.0099091
      1.0600000      0.8720000           0.4717959           0.0127821
      1.0600000      0.8880000           0.5188549           0.0092489
      1.0600000      0.9040000           0.5871206           0.0063313
      1.0600000      0.9200000           0.6621258           0.0118887
      1.0600000      0.9360000           0.7055429           0.0080928
      1.0600000      0.9520000           0.7660889           0.0080737
      1.0600000      0.9680000           0.8602072           0.0105570
      1.0600000      0.9840000           0.9228788           0.0131159
      1.0600000      1.0000000           1.0047499           0.0143576
      1.0800000      0.2000000           4.7794544           0.0297032
      1.0800000      0.2160000           3.9529589           0.0250874
      1.0800000      0.2320000           3.2325505           0.0276752
      1.0800000      0.2480000           2.6468800           0.0197502
      1.0800000      0.2640000           2.1809997           0.0100438
      1.0800000      0.2800000           1.8146433           0.0113182
      1.0800000      0.2960000           1.5011946           0.0136240
      1.0800000      0.3120000           1.2497672           0.0105826
      1.0800000      0.3280000           1.0101060           0.0079408
      1.0800000      0.3440000           0.8254488           0.0043772
      1.0800000      0.3600000           0.6709868           0.0063662
      1.0800000      0.3760000           0.5425950           0.0051393
      1.0800000      0.3920000           0.4142889           0.0034266
      1.0800000      0.4080000           0.3126955           0.0026192
      1.0800000      0.4240000           0.2359733           0.0033672
      1.0800000      0.4400000           0.1619178           0.0024755
      1.0800000      0.4560000           0.1011913           0.0025450
      1.0800000      0.4720000           0.0451178           0.0014366
      1.0800000      0.4880000           0.0013741           0.0008676
      1.0800000      0.5040000          -0.0388316           0.0011674
      1.0800000      0.5200000          -0.0662914           0.0015517
      1.0800000      0.5360000          -0.0884592           0.0013996
      1.0800000      0.5520000          -0.1033415           0.0013958
      1.0800000      0.5680000          -0.1166462           0.0012828
      1.0800000      0.5840000          -0.1150062           0.0015789
      1.0800000      0.6000000          -0.1127192           0.0028544
      1.0800000      0.6160000          -0.1004648           0.0023407
      1.0800000      0.6320000          -0.0898438           0.0028118
      1.0800000      0.6480000          -0.0712275           0.0030137
      1.0800000      0.6640000          -0.0533301           0.0041151
      1.0800000      0.6800000          -0.0083028           0.0028750
      1.0800000      0.6960000           0.0067361           0.0041303
      1.0800000      0.7120000           0.0451322           0.0036367
      1.0800000      0.7280000           0.0859686           0.0038290
      1.0800000      0.7440000           0.1156852           0.0048507
      1.0800000      0.7600000           0.1778846           0.0044633
      1.0800000      0.7760000           0.2199711           0.0044179
      1.0800000      0.7920000           0.2631114           0.0044751
      1.0800000      0.8080000           0.3077900           0.0058557
      1.0800000      0.8240000           0.3532602           0.0060456
      1.0800000      0.8400000           0.4134678           0.0143299
      1.0800000      0.8560000           0.4974644           0.0074696
      1.0800000      0.8720000           0.5515824           0.0086026
      1.0800000      0.8880000           0.6120114           0.0113809
      1.0800000      0.9040000           0.6918717           0.0114266
      1.0800000      0.9200000           0.7603520           0.0100391
      1.0800000      0.9360000           0.7915920           0.0098728
      1.0800000      0.9520000           0.8653624           0.0082543
      1.0800000      0.9680000           0.9199129           0.0163388
      1.0800000      0.9840000           1.0488974           0.0126045
      1.0800000      1.0000000           1.0922296           0.0102866
      1.1000000      0.2000000           4.7705359           0.0272748
      1.1000000      0.2160000           3.8991510           0.0164424
      1.1000000      0.2320000           3.2310836           0.0248272
      1.1000000      0.2480000           2.6335466           0.0218625
      1.1000000      0.2640000           2.2024435           0.0128550
      1.1000000      0.2800000           1.8010619           0.0118037
      1.1000000      0.2960000           1.5225476           0.0102621
      1.1000000      0.3120000           1.2519318           0.0093568
      1.1000000      0.3280000           1.0300506           0.0089163
      1.1000000      0.3440000           0.8411064           0.0057943
      1.1000000      0.3600000           0.6847132           0.0077147
      1.1000000      0.3760000           0.5502001           0.0057980
      1.1000000      0.3920000           0.4394559           0.0028509
      1.1000000      0.4080000           0.3373790           0.0021969
      1.1000000      0.4240000           0.2632367           0.0025794
      1.1000000      0.4400000           0.1903546           0.0023693
      1.1000000      0.4560000           0.1301084           0.0024228
      1.1000000      0.4720000           0.0787018           0.0018780
      1.1000000      0.4880000           0.0364670           0.0015330
      1.1000000      0.5040000          -0.0007787           0.0017564
      1.1000000      0.5200000          -0.0244749           0.0007345
      1.1000000      0.5360000          -0.0427028           0.0017431
      1.1000000      0.5520000          -0.0547128           0.0018060
      1.1000000      0.5680000          -0.0662198           0.0018021
      1.1000000      0.5840000          -0.0632323           0.0028248
      1.1000000      0.6000000          -0.0608870           0.0030827
      1.1000000      0.6160000          -0.0508129           0.0023128
      1.1000000      0.6320000          -0.0347427           0.0028321
      1.1000000      0.6480000          -0.0092053           0.0046110
      1.1000000      0.6640000           0.0106282           0.0034182
      1.1000000      0.6800000           0.0355192           0.0031134
      1.1000000      0.6960000           0.0725437           0.0035192
      1.1000000      0.7120000           0.1126927           0.0032292
      1.1000000      0.7280000           0.1436064           0.0062419
      1.1000000      0.7440000           0.1878960           0.0067637
      1.1000000      0.7600000           0.2354176           0.0058811
      1.1000000      0.7760000           0.2923210           0.0078181
      1.1000000      0.7920000           0.3449977           0.0067310
      1.1000000      0.8080000           0.3829171           0.0087044
      1.1000000      0.8240000           0.4517079           0.0079840
      1.1000000      0.8400000           0.5033663           0.0086235
      1.1000000      0.8560000           0.5663616           0.0065034
      1.1000000      0.8720000           0.6275648           0.0112016
      1.1000000      0.8880000           0.6996433           0.0095920
      1.1000000      0.9040000           0.7414843           0.0105984
      1.1000000      0.9200000           0.8181137           0.0128632
      1.1000000      0.9360000           0.9071986           0.0104081
      1.1000000      0.9520000           0.9805594           0.0181902
      1.1000000      0.9680000           1.0503350           0.0146254
      1.1000000      0.9840000           1.1377908           0.0174206
      1.1000000      1.0000000           1.2052268           0.0175452
      1.1200000      0.2000000           4.7717084           0.0319049
      1.1200000      0.2160000           3.8642532           0.0119835
      1.1200000      0.2320000           3.2270823           0.0120302
      1.1200000      0.2480000           2.6469177           0.0144656
      1.1200000      0.2640000           2.2184649           0.0146862
      1.1200000      0.2800000           1.8357416           0.0065467
      1.1200000      0.2960000           1.5230062           0.0085299
      1.1200000      0.3120000           1.2466148           0.0120561
      1.1200000      0.3280000           1.0526569           0.0091362
      1.1200000      0.3440000           0.8686119           0.0098498
      1.1200000      0.3600000           0.7069228           0.0053286
      1.1200000      0.3760000           0.5805601           0.0039234
      1.1200000      0.3920000           0.4524489           0.0041805
      1.1200000      0.4080000           0.3705336           0.0022996
      1.1200000      0.4240000           0.2892088           0.0024340
      1.1200000      0.4400000           0.2184698           0.0011944
      1.1200000      0.4560000           0.1601040           0.0022734
      1.1200000      0.4720000           0.1147755           0.0015428
      1.1200000      0.4880000           0.0796247           0.0014757
      1.1200000      0.5040000           0.0417412           0.0011542
      1.1200000      0.5200000           0.0198242           0.0012195
      1.1200000      0.5360000           0.0056030           0.0010553
      1.1200000      0.5520000          -0.0110804           0.0025560
      1.1200000      0.5680000          -0.0134565           0.0022217
      1.1200000      0.5840000          -0.0157703           0.0026456
      1.1200000      0.6000000          -0.0042942           0.0024251
      1.1200000      0.6160000           0.0112417           0.0033021
      1.1200000      0.6320000           0.0213806           0.0033274
      1.1200000      0.6480000           0.0463574           0.0023447
      1.1200000      0.6640000           0.0775901           0.0032432
      1.1200000      0.6800000           0.1072920           0.0059941
      1.1200000      0.6960000           0.1482599           0.0044995
      1.1200000      0.7120000           0.1769579           0.0065040
      1.1200000      0.7280000           0.2262370           0.0046986
      1.1200000      0.7440000           0.2617093           0.0060439
      1.1200000      0.7600000           0.3255571           0.0047334
      1.1200000      0.7760000           0.3856746           0.0066111
      1.1200000      0.7920000           0.4300193           0.0088631
      1.1200000      0.8080000           0.4783574           0.0095051
      1.1200000      0.8240000           0.5306182           0.0084933
      1.1200000      0.8400000           0.6165432           0.0077027
      1.1200000      0.8560000           0.6624633           0.0112277
      1.1200000      0.8720000           0.7199344           0.0096101
      1.1200000      0.8880000           0.7813674           0.0118682
      1.1200000      0.9040000           0.8511343           0.0135293
      1.1200000      0.9200000           0.9299681           0.0098078
      1.1200000      0.9360000           0.9757949           0.0103518
      1.1200000      0.9520000           1.1024818           0.0106269
      1.1200000      0.9680000           1.1419250           0.0123822
      1.1200000      0.9840000           1.2534627           0.0115657
      1.1200000      1.0000000           1.3408943           0.0165741
      1.1400000      0.2000000           4.8436136           0.0284836
      1.1400000      0.2160000           3.9516767           0.0241729
      1.1400000      0.2320000           3.1710620           0.0210108
      1.1400000      0.2480000           2.6444889           0.0145897
      1.1400000      0.2640000           2.2169808           0.0135872
      1.1400000      0.2800000           1.8455070           0.0148483
      1.1400000      0.2960000           1.5351560           0.0113944
      1.1400000      0.3120000           1.2741622           0.0132870
      1.1400000      0.3280000           1.0603342           0.0089328
      1.1400000      0.3440000           0.8706007           0.0069675
      1.1400000      0.3600000           0.7129386           0.0088376
      1.1400000      0.3760000           0.5997030           0.0036811
      1.1400000      0.3920000           0.4916467           0.0043500
      1.1400000      0.4080000           0.3920802           0.0041387
      1.1400000      0.4240000           0.3199961           0.0031490
      1.1400000      0.4400000           0.2515381           0.0023530
      1.1400000      0.4560000           0.1995441           0.0017687
      1.1400000      0.4720000           0.1543308           0.0011565
      1.1400000      0.4880000           0.1163072           0.0016053
      1.1400000      0.5040000           0.0847461           0.0022396
      1.1400000      0.5200000           0.0678309           0.0010298
      1.1400000      0.5360000           0.0489379           0.0017459
      1.1400000      0.5520000           0.0467631           0.0013622
      1.1400000      0.5680000           0.0414626           0.0020411
      1.1400000      0.5840000           0.0488752           0.0029089
      1.1400000      0.6000000           0.0571999           0.0021187
      1.1400000      0.6160000           0.0664544           0.0039438
      1.1400000      0.6320000           0.0909298           0.0042924
      1.1400000      0.6480000           0.1208429           0.0037710
      1.1400000      0.6640000           0.1426007           0.0055895
      1.1400000      0.6800000           0.1783025           0.0028825
      1.1400000      0.6960000           0.2184365           0.0038413
      1.1400000      0.7120000           0.2572161           0.0076995
      1.1400000      0.7280000           0.3106493           0.0069632
      1.1400000      0.7440000           0.3545480           0.0062739
      1.1400000      0.7600000           0.4105519           0.0087160
      1.1400000      0.7760000           0.4704255           0.0068603
      1.1400000      0.7920000           0.5097160           0.0072902
      1.1400000      0.8080000           0.5624798           0.0081409
      1.1400000      0.8240000           0.6413170           0.0083552
      1.1400000      0.8400000           0.6967495           0.0074552
      1.1400000      0.8560000           0.7471099           0.0094494
      1.1400000      0.8720000           0.8387645           0.0127636
      1.1400000      0.8880000           0.9098918           0.0097112
      1.1400000      0.9040000           0.9767527           0.0129570
      1.1400000      0.9200000           1.0623856           0.0100295
      1.1400000      0.9360000           1.1532249           0.0130115
      1.1400000      0.9520000           1.2155964           0.0157098
      1.1400000      0.9680000           1.2945862           0.0154363
      1.1400000      0.9840000           1.3517737           0.0153345
      1.1400000      1.0000000           1.4653082           0.0185041
      1.1600000      0.2000000           4.8054283           0.0368687
      1.1600000      0.2160000           3.9286037           0.0180451
      1.1600000      0.2320000           3.2094721           0.0166276
      1.1600000      0.2480000           2.6887154           0.0177241
      1.1600000      0.2640000           2.2386342           0.0193134
      1.1600000      0.2800000           1.8495822           0.0096873
      1.1600000      0.2960000           1.5725059           0.0131259
      1.1600000      0.3120000           1.2857253           0.0049475
      1.1600000      0.3280000           1.0841598           0.0057669
      1.1600000      0.3440000           0.9026465           0.0054747
      1.1600000      0.3600000           0.7521137           0.0040064
      1.1600000      0.3760000           0.6236888           0.0050099
      1.1600000      0.3920000           0.5114493           0.0043819
      1.1600000      0.4080000           0.4237358           0.0033759
      1.1600000      0.4240000           0.3503498           0.0030286
      1.1600000      0.4400000           0.2932009           0.0016244
      1.1600000      0.4560000           0.2387740           0.0024099
      1.1600000      0.4720000           0.1938270           0.0011176
      1.1600000      0.4880000           0.1639912           0.0013008
      1.1600000      0.5040000           0.1378335           0.0015385
      1.1600000      0.5200000           0.1193876           0.0013166
      1.1600000      0.5360000           0.1119785           0.0028282
      1.1600000      0.5520000           0.1022756           0.0020059
      1.1600000      0.5680000           0.1038802           0.0028889
      1.1600000      0.5840000           0.1093916           0.0031787
      1.1600000      0.6000000           0.1268778           0.0035023
      1.1600000      0.6160000           0.1467973           0.0049740
      1.1600000      0.6320000           0.1702418           0.0035994
      1.1600000      0.6480000           0.1965872           0.0040205
      1.1600000      0.6640000           0.2268111           0.0036284
      1.1600000      0.6800000           0.2478027           0.0029457
      1.1600000      0.6960000           0.2954104           0.0055458
      1.1600000      0.7120000           0.3477885           0.0037308
      1.1600000      0.7280000           0.3819030           0.0074223
      1.1600000      0.7440000           0.4338410           0.0049330
      1.1600000      0.7600000           0.4987079           0.0105037
      1.1600000      0.7760000           0.5294013           0.0063317
      1.1600000      0.7920000           0.6115879           0.0056935
      1.1600000      0.8080000           0.6725268           0.0083771
      1.1600000      0.8240000           0.7315931           0.0109057
      1.1600000      0.8400000           0.8010744           0.0070739
      1.1600000      0.8560000           0.8462554           0.0083975
      1.1600000      0.8720000           0.9361378           0.0137939
      1.1600000      0.8880000           1.0122147           0.0142343
      1.1600000      0.9040000           1.0632583           0.0078806
      1.1600000      0.9200000           1.1553940           0.0154723
      1.1600000      0.9360000           1.2358221           0.0123030
      1.1600000      0.9520000           1.3368883           0.0091006
      1.1600000      0.9680000           1.4173891           0.0162784
      1.1600000      0.9840000           1.4880413           0.0182980
      1.1600000      1.0000000           1.5640465           0.0173117
      1.1800000      0.2000000           4.8585460           0.0260023
      1.1800000      0.2160000           3.9528482           0.0262571
      1.1800000      0.2320000           3.2737597           0.0290558
      1.1800000      0.2480000           2.6739740           0.0147640
      1.1800000      0.2640000           2.2492444           0.0158874
      1.1800000      0.2800000           1.8952247           0.0125025
      1.1800000      0.2960000           1.5833222           0.0093729
      1.1800000      0.3120000           1.3278161           0.0055881
      1.1800000      0.3280000           1.1088719           0.0069932
      1.1800000      0.3440000           0.9346787           0.0063660
      1.1800000      0.3600000           0.7785590           0.0048636
      1.1800000      0.3760000           0.6434521           0.0048954
      1.1800000      0.3920000           0.5475198           0.0031218
      1.1800000      0.4080000           0.4615581           0.0034309
      1.1800000      0.4240000           0.3921831           0.0029123
      1.1800000      0.4400000           0.3324817           0.0015972
      1.1800000      0.4560000           0.2822266           0.0022095
      1.1800000      0.4720000           0.2437220           0.0024743
      1.1800000      0.4880000           0.2139473           0.0020416
      1.1800000      0.5040000           0.1947612           0.0013782
      1.1800000      0.5200000           0.1740182           0.0017431
      1.1800000      0.5360000           0.1715424           0.0017743
      1.1800000      0.5520000           0.1688932           0.0017211
      1.1800000      0.5680000           0.1716937           0.0027548
      1.1800000      0.5840000           0.1750189           0.0020038
      1.1800000      0.6000000           0.1984596           0.0034469
      1.1800000      0.6160000           0.2121760           0.0044787
      1.1800000      0.6320000           0.2331054           0.0030789
      1.1800000      0.6480000           0.2630654           0.0052508
      1.1800000      0.6640000           0.2971556           0.0048711
      1.1800000      0.6800000           0.3372608           0.0052476
      1.1800000      0.6960000           0.3898116           0.0050959
      1.1800000      0.7120000           0.4286210           0.0047536
      1.1800000      0.7280000           0.4799723           0.0069815
      1.1800000      0.7440000           0.5312461           0.0065020
      1.1800000      0.7600000           0.5843298           0.0097278
      1.1800000      0.7760000           0.6516021           0.0063703
      1.1800000      0.7920000           0.7212040           0.0059819
      1.1800000      0.8080000           0.7853144           0.0040044
      1.1800000      0.8240000           0.8273259           0.0074722
      1.1800000      0.8400000           0.9063289           0.0094293
      1.1800000      0.8560000           0.9864522           0.0059815
      1.1800000      0.8720000           1.0375819           0.0099097
      1.1800000      0.8880000           1.1223233           0.0082299
      1.1800000      0.9040000           1.2076858           0.0163587
      1.1800000      0.9200000           1.2810736           0.0144186
      1.1800000      0.9360000           1.3739514           0.0114727
      1.1800000      0.9520000           1.4615102           0.0176859
      1.1800000      0.9680000           1.5192598           0.0109158
      1.1800000      0.9840000           1.6082344           0.0237724
      1.1800000      1.0000000           1.7384704           0.0161339
      1.2000000      0.2000000           4.8400927           0.0233844
      1.2000000      0.2160000           3.9206446           0.0263946
      1.2000000      0.2320000           3.2593566           0.0233322
      1.2000000      0.2480000           2.7387502           0.0219330
      1.2000000      0.2640000           2.2795009           0.0174682
      1.2000000      0.2800000           1.8949851           0.0146636
      1.2000000      0.2960000           1.5837599           0.0104417
      1.2000000      0.3120000           1.3395347           0.0084022
      1.2000000      0.3280000           1.1436915           0.0092015
      1.2000000      0.3440000           0.9604779           0.0040107
      1.2000000      0.3600000           0.8162330           0.0035082
      1.2000000      0.3760000           0.6908447           0.0049255
      1.2000000      0.3920000           0.5834877           0.0041011
      1.2000000      0.4080000           0.5039016           0.0024974
      1.2000000      0.4240000           0.4331531           0.0029909
      1.2000000      0.4400000           0.3772606           0.0022174
      1.2000000      0.4560000           0.3300711           0.0027173
      1.2000000      0.4720000           0.2961630           0.0016643
      1.2000000      0.4880000           0.2686036           0.0019815
      1.2000000      0.5040000           0.2510466           0.0019442
      1.2000000      0.5200000           0.2367527           0.0014524
      1.2000000      0.5360000           0.2351318           0.0016486
      1.2000000      0.5520000           0.2391501           0.0027718
      1.2000000      0.5680000           0.2348068           0.0027389
      1.2000000      0.5840000           0.2539911           0.0036416
      1.2000000      0.6000000           0.2762079           0.0043389
      1.2000000      0.6160000           0.2901223           0.0047282
      1.2000000      0.6320000           0.3277636           0.0042941
      1.2000000      0.6480000           0.3548790           0.0053649
      1.2000000      0.6640000           0.3948253           0.0049523
      1.2000000      0.6800000           0.4351451           0.0054242
      1.2000000      0.6960000           0.4693785           0.0077087
      1.2000000      0.7120000           0.5278241           0.0075678
      1.2000000      0.7280000           0.5803722           0.0066351
      1.2000000      0.7440000           0.6352836           0.0044657
      1.2000000      0.7600000           0.6920004           0.0073136
      1.2000000      0.7760000           0.7670397           0.0107524
      1.2000000      0.7920000           0.8138660           0.0136155
      1.2000000      0.8080000           0.8829626           0.0074853
      1.2000000      0.8240000           0.9568556           0.0081470
      1.2000000      0.8400000           1.0049264           0.0153690
      1.2000000      0.8560000           1.0914754           0.0090491
      1.2000000      0.8720000           1.1799637           0.0140438
      1.2000000      0.8880000           1.2618562           0.0083512
      1.2000000      0.9040000           1.3348969           0.0152594
      1.2000000      0.9200000           1.4111964           0.0097362
      1.2000000      0.9360000           1.4757783           0.0094902
      1.2000000      0.9520000           1.5982028           0.0152466
      1.2000000      0.9680000           1.6946485           0.0104788
      1.2000000      0.9840000           1.8066622           0.0107840
      1.2000000      1.0000000           1.8660679           0.0216839
      1.2200000      0.2000000           4.8483996           0.0309811
      1.2200000      0.2160000           3.9793902           0.0209919
      1.2200000      0.2320000           3.2923424           0.0203408
      1.2200000      0.2480000           2.7801226           0.0139954
      1.2200000      0.2640000           2.3169092           0.0153210
      1.2200000      0.2800000           1.9438448           0.0120929
      1.2200000      0.2960000           1.6223769           0.0059928
      1.2200000      0.3120000           1.3727986           0.0141541
      1.2200000      0.3280000           1.1730687           0.0077329
      1.2200000      0.3440000           0.9987638           0.0047110
      1.2200000      0.3600000           0.8556637           0.0062339
      1.2200000      0.3760000           0.7327787           0.0034718
      1.2200000      0.3920000           0.6329918           0.0034442
      1.2200000      0.4080000           0.5474302           0.0018721
      1.2200000      0.4240000           0.4767981           0.0029763
      1.2200000      0.4400000           0.4225537           0.0018723
      1.2200000      0.4560000           0.3910813           0.0015485
      1.2200000      0.4720000           0.3529581           0.0024288
      1.2200000      0.4880000           0.3302638           0.0022491
      1.2200000      0.5040000           0.3128165           0.0011716
      1.2200000      0.5200000           0.3020995           0.0030165
      1.2200000      0.5360000           0.3010095           0.0028218
      1.2200000      0.5520000           0.2992257           0.0034622
      1.2200000      0.5680000           0.3123591           0.0037734
      1.2200000      0.5840000           0.3387681           0.0033922
      1.2200000      0.6000000           0.3515017           0.0031142
      1.2200000      0.6160000           0.3776474           0.0035367
      1.2200000      0.6320000           0.4103472           0.0050966
      1.2200000      0.6480000           0.4446417           0.0053557
      1.2200000      0.6640000           0.4902281           0.0041846
      1.2200000      0.6800000           0.5286269           0.0060614
      1.2200000      0.6960000           0.5710059           0.0045863
      1.2200000      0.7120000           0.6300148           0.0067792
      1.2200000      0.7280000           0.6729373           0.0050170
      1.2200000      0.7440000           0.7363729           0.0046788
      1.2200000      0.7600000           0.7973760           0.0077972
      1.2200000      0.7760000           0.8726527           0.0069534
      1.2200000      0.7920000           0.9335458           0.0114656
      1.2200000      0.8080000           1.0015120           0.0121819
      1.2200000      0.8240000           1.0922463           0.0106530
      1.2200000      0.8400000           1.1532582           0.0119802
      1.2200000      0.8560000           1.2357874           0.0109164
      1.2200000      0.8720000           1.3075453           0.0151123
      1.2200000      0.8880000           1.3713143           0.0106478
      1.2200000      0.9040000           1.5081509           0.0186743
      1.2200000      0.9200000           1.5580665           0.0140215
      1.2200000      0.9360000           1.6447022           0.0177206
      1.2200000      0.9520000           1.7256422           0.0136007
      1.2200000      0.9680000           1.8165286           0.0226531
      1.2200000      0.9840000           1.9331658           0.0181665
      1.2200000      1.0000000           2.0177580           0.0164827
      1.2400000      0.2000000           4.8805872           0.0333578
      1.2400000      0.2160000           3.9928700           0.0234650
      1.2400000      0.2320000           3.3411515           0.0229863
      1.2400000      0.2480000           2.8062907           0.0192857
      1.2400000      0.2640000           2.3229163           0.0164450
      1.2400000      0.2800000           1.9763837           0.0144599
      1.2400000      0.2960000           1.6699161           0.0129151
      1.2400000      0.3120000           1.4182898           0.0034792
      1.2400000      0.3280000           1.2068375           0.0079745
      1.2400000      0.3440000           1.0374260           0.0067187
      1.2400000      0.3600000           0.9072167           0.0037039
      1.2400000      0.3760000           0.7855957           0.0044921
      1.2400000      0.3920000           0.6819059           0.0033641
      1.2400000      0.4080000           0.6002619           0.0043071
      1.2400000      0.4240000           0.5341181           0.0033777
      1.2400000      0.4400000           0.4888669           0.0022685
      1.2400000      0.4560000           0.4440870           0.0024954
      1.2400000      0.4720000           0.4169518           0.0021436
      1.2400000      0.4880000           0.3899856           0.0019322
      1.2400000      0.5040000           0.3818290           0.0019641
      1.2400000      0.5200000           0.3752361           0.0032169
      1.2400000      0.5360000           0.3779322           0.0028236
      1.2400000      0.5520000           0.3810311           0.0037612
      1.2400000      0.5680000           0.3987638           0.0036213
      1.2400000      0.5840000           0.4156941           0.0048634
      1.2400000      0.6000000           0.4445460           0.0043309
      1.2400000      0.6160000           0.4685789           0.0025395
      1.2400000      0.6320000           0.4954581           0.0054825
      1.2400000      0.6480000           0.5334566           0.0035398
      1.2400000      0.6640000           0.5784611           0.0077681
      1.2400000      0.6800000           0.6261393           0.0071099
      1.2400000      0.6960000           0.6694665           0.0065625
      1.2400000      0.7120000           0.7246033           0.0054650
      1.2400000      0.7280000           0.7827474           0.0074347
      1.2400000      0.7440000           0.8576759           0.0067965
      1.2400000      0.7600000           0.9210856           0.0092496
      1.2400000      0.7760000           0.9975539           0.0085222
      1.2400000      0.7920000           1.0461078           0.0128971
      1.2400000      0.8080000           1.1359249           0.0067090
      1.2400000      0.8240000           1.1980658           0.0145226
      1.2400000      0.8400000           1.2777335           0.0117035
      1.2400000      0.8560000           1.3931081           0.0079634
      1.2400000      0.8720000           1.4218797           0.0119219
      1.2400000      0.8880000           1.5290261           0.0142581
      1.2400000      0.9040000           1.6280444           0.0151150
      1.2400000      0.9200000           1.6985718           0.0124794
      1.2400000      0.9360000           1.7671318           0.0178550
      1.2400000      0.9520000           1.9047316           0.0170602
      1.2400000      0.9680000           1.9706024           0.0090825
      1.2400000      0.9840000           2.0949646           0.0227984
      1.2400000      1.0000000           2.1609486           0.0195670
      1.2600000      0.2000000           4.9647144           0.0414897
      1.2600000      0.2160000           4.0518545           0.0333425
      1.2600000      0.2320000           3.3449206           0.0205712
      1.2600000      0.2480000           2.8934003           0.0188322
      1.2600000      0.2640000           2.3696016           0.0127735
      1.2600000      0.2800000           2.0176162           0.0124279
      1.2600000      0.2960000           1.7193847           0.0083214
      1.2600000      0.3120000           1.4709204           0.0089166
      1.2600000      0.3280000           1.2818636           0.0076080
      1.2600000      0.3440000           1.0869339           0.0084382
      1.2600000      0.3600000           0.9497604           0.0046751
      1.2600000      0.3760000           0.8291447           0.0044149
      1.2600000      0.3920000           0.7416694           0.0037051
      1.2600000      0.4080000           0.6590592           0.0036630
      1.2600000      0.4240000           0.5922524           0.0025050
      1.2600000      0.4400000           0.5447715           0.0020334
      1.2600000      0.4560000           0.5108971           0.0026092
      1.2600000      0.4720000           0.4785267           0.0028511
      1.2600000      0.4880000           0.4646048           0.0025483
      1.2600000      0.5040000           0.4478515           0.0020027
      1.2600000      0.5200000           0.4478746           0.0021261
      1.2600000      0.5360000           0.4539307           0.0032283
      1.2600000      0.5520000           0.4692960           0.0044834
      1.2600000      0.5680000           0.4852719           0.0042811
      1.2600000      0.5840000           0.5063556           0.0039170
      1.2600000      0.6000000           0.5271805           0.0037292
      1.2600000      0.6160000           0.5537882           0.0055147
      1.2600000      0.6320000           0.6025978           0.0046130
      1.2600000      0.6480000           0.6427863           0.0051899
      1.2600000      0.6640000           0.6910532           0.0051243
      1.2600000      0.6800000           0.7399932           0.0061535
      1.2600000      0.6960000           0.7847228           0.0072486
      1.2600000      0.7120000           0.8522743           0.0053702
      1.2600000      0.7280000           0.9213605           0.0067326
      1.2600000      0.7440000           0.9714428           0.0067112
      1.2600000      0.7600000           1.0467264           0.0116874
      1.2600000      0.7760000           1.1087541           0.0105221
      1.2600000      0.7920000           1.2010140           0.0113711
      1.2600000      0.8080000           1.2643058           0.0114636
      1.2600000      0.8240000           1.3649436           0.0121406
      1.2600000      0.8400000           1.4306591           0.0133902
      1.2600000      0.8560000           1.4992736           0.0159181
      1.2600000      0.8720000           1.5911048           0.0114873
      1.2600000      0.8880000           1.6910876           0.0116621
      1.2600000      0.9040000           1.7581807           0.0186507
      1.2600000      0.9200000           1.8454386           0.0143887
      1.2600000      0.9360000           1.9629623           0.0119110
      1.2600000      0.9520000           2.0718431           0.0146629
      1.2600000      0.9680000           2.1727073           0.0176025
      1.2600000      0.9840000           2.2496054           0.0184432
      1.2600000      1.0000000           2.3894739           0.0240569
      1.2800000      0.2000000           4.9619009           0.0392783
      1.2800000      0.2160000           4.1178819           0.0275621
      1.2800000      0.2320000           3.4128038           0.0278687
      1.2800000      0.2480000           2.9137785           0.0183848
      1.2800000      0.2640000           2.4113550           0.0105103
      1.2800000      0.2800000           2.0815199           0.0145830
      1.2800000      0.2960000           1.7785569           0.0090039
      1.2800000      0.3120000           1.5122345           0.0090715
      1.2800000      0.3280000           1.3246939           0.0084875
      1.2800000      0.3440000           1.1337920           0.0053382
      1.2800000      0.3600000           1.0106150           0.0058711
      1.2800000      0.3760000           0.8877231           0.0056945
      1.2800000      0.3920000           0.8026982           0.0067392
      1.2800000      0.4080000           0.7170187           0.0049143
