            MU:         SIGMA:                <H>:              ERROR:
      0.7300000      0.4300000           0.0171707           0.0034055
      0.7300000      0.4400000          -0.0429772           0.0055458
      0.7300000      0.4500000          -0.1043538           0.0030916
      0.7300000      0.4600000          -0.1475905           0.0037338
      0.7300000      0.4700000          -0.1954132           0.0024992
      0.7300000      0.4800000          -0.2352107           0.0023661
      0.7300000      0.4900000          -0.2644678           0.0025614
      0.7300000      0.5000000          -0.2968299           0.0019511
      0.7300000      0.5100000          -0.3234620           0.0025718
      0.7300000      0.5200000          -0.3438398           0.0015659
      0.7300000      0.5300000          -0.3633974           0.0011554
      0.7300000      0.5400000          -0.3772384           0.0016635
      0.7300000      0.5500000          -0.3896272           0.0015039
      0.7300000      0.5600000          -0.4008816           0.0005969
      0.7300000      0.5700000          -0.4109624           0.0016520
      0.7300000      0.5800000          -0.4176571           0.0004267
      0.7300000      0.5900000          -0.4208414           0.0008769
      0.7300000      0.6000000          -0.4253500           0.0005902
      0.7300000      0.6100000          -0.4252804           0.0005481
      0.7300000      0.6200000          -0.4258948           0.0007618
      0.7300000      0.6300000          -0.4262437           0.0006016
      0.7300000      0.6400000          -0.4255409           0.0006775
      0.7300000      0.6500000          -0.4232758           0.0005958
      0.7300000      0.6600000          -0.4196615           0.0005188
      0.7300000      0.6700000          -0.4144790           0.0008664
      0.7300000      0.6800000          -0.4126348           0.0014320
      0.7300000      0.6900000          -0.4076533           0.0005867
      0.7300000      0.7000000          -0.4016731           0.0010652
      0.7300000      0.7100000          -0.3976499           0.0009402
      0.7300000      0.7200000          -0.3869614           0.0014750
      0.7300000      0.7300000          -0.3811432           0.0015232
      0.7300000      0.7400000          -0.3719189           0.0017347
      0.7300000      0.7500000          -0.3610640           0.0017401
      0.7300000      0.7600000          -0.3545510           0.0011202
      0.7300000      0.7700000          -0.3406817           0.0012916
      0.7300000      0.7800000          -0.3384121           0.0030154
      0.7300000      0.7900000          -0.3223657           0.0021159
      0.7300000      0.8000000          -0.3193400           0.0028101
      0.7400000      0.4000000           0.2608353           0.0039385
      0.7400000      0.4100000           0.1735135           0.0053084
      0.7400000      0.4200000           0.0938070           0.0031459
      0.7400000      0.4300000           0.0238557           0.0033705
      0.7400000      0.4400000          -0.0382760           0.0016868
      0.7400000      0.4500000          -0.0961030           0.0043330
      0.7400000      0.4600000          -0.1482249           0.0020433
      0.7400000      0.4700000          -0.1962347           0.0023035
      0.7400000      0.4800000          -0.2342155           0.0021700
      0.7400000      0.4900000          -0.2626756           0.0020981
      0.7400000      0.5000000          -0.2968711           0.0019277
      0.7400000      0.5100000          -0.3251514           0.0021649
      0.7400000      0.5200000          -0.3482863           0.0020192
      0.7400000      0.5300000          -0.3655040           0.0015352
      0.7400000      0.5400000          -0.3804964           0.0016507
      0.7400000      0.5500000          -0.3954358           0.0011433
      0.7400000      0.5600000          -0.4066874           0.0009659
      0.7400000      0.5700000          -0.4153655           0.0006688
      0.7400000      0.5800000          -0.4205774           0.0009462
      0.7400000      0.5900000          -0.4251095           0.0005440
      0.7400000      0.6000000          -0.4295770           0.0007130
      0.7400000      0.6100000          -0.4317373           0.0009737
      0.7400000      0.6200000          -0.4310312           0.0004891
      0.7400000      0.6300000          -0.4321833           0.0008132
      0.7400000      0.6400000          -0.4287398           0.0009033
      0.7400000      0.6500000          -0.4271058           0.0006062
      0.7400000      0.6600000          -0.4227757           0.0009862
      0.7400000      0.6700000          -0.4184571           0.0013039
      0.7400000      0.6800000          -0.4133749           0.0009700
      0.7400000      0.6900000          -0.4073976           0.0016654
      0.7400000      0.7000000          -0.4015056           0.0013836
      0.7400000      0.7100000          -0.3935324           0.0014320
      0.7400000      0.7200000          -0.3868842           0.0013987
      0.7400000      0.7300000          -0.3823389           0.0018085
      0.7400000      0.7400000          -0.3724382           0.0026326
      0.7400000      0.7500000          -0.3662042           0.0018383
      0.7400000      0.7600000          -0.3561234           0.0020676
      0.7400000      0.7700000          -0.3461965           0.0026558
      0.7400000      0.7800000          -0.3332826           0.0019203
      0.7400000      0.7900000          -0.3265669           0.0036698
      0.7400000      0.8000000          -0.3099684           0.0039741
      0.7500000      0.4000000           0.2730754           0.0059562
      0.7500000      0.4100000           0.1778677           0.0039301
      0.7500000      0.4200000           0.0948315           0.0024898
      0.7500000      0.4300000           0.0271580           0.0044744
      0.7500000      0.4400000          -0.0305915           0.0032824
      0.7500000      0.4500000          -0.0959929           0.0036463
      0.7500000      0.4600000          -0.1446613           0.0021262
      0.7500000      0.4700000          -0.1891859           0.0021751
      0.7500000      0.4800000          -0.2319093           0.0015603
      0.7500000      0.4900000          -0.2648336           0.0016691
      0.7500000      0.5000000          -0.3007586           0.0020194
      0.7500000      0.5100000          -0.3237600           0.0013904
      0.7500000      0.5200000          -0.3481781           0.0013621
      0.7500000      0.5300000          -0.3685502           0.0009960
      0.7500000      0.5400000          -0.3838977           0.0014176
      0.7500000      0.5500000          -0.3984478           0.0012495
      0.7500000      0.5600000          -0.4084429           0.0014576
      0.7500000      0.5700000          -0.4193730           0.0011421
      0.7500000      0.5800000          -0.4241026           0.0007639
      0.7500000      0.5900000          -0.4311267           0.0007213
      0.7500000      0.6000000          -0.4331249           0.0007358
      0.7500000      0.6100000          -0.4351671           0.0007509
      0.7500000      0.6200000          -0.4368022           0.0005792
      0.7500000      0.6300000          -0.4350036           0.0005677
      0.7500000      0.6400000          -0.4315596           0.0009477
      0.7500000      0.6500000          -0.4304908           0.0009194
      0.7500000      0.6600000          -0.4265561           0.0011076
      0.7500000      0.6700000          -0.4238386           0.0011393
      0.7500000      0.6800000          -0.4151087           0.0012328
      0.7500000      0.6900000          -0.4115711           0.0008504
      0.7500000      0.7000000          -0.4033600           0.0013324
      0.7500000      0.7100000          -0.3981077           0.0011270
      0.7500000      0.7200000          -0.3897246           0.0014606
      0.7500000      0.7300000          -0.3797131           0.0026685
      0.7500000      0.7400000          -0.3743480           0.0011792
      0.7500000      0.7500000          -0.3635301           0.0018825
      0.7500000      0.7600000          -0.3537259           0.0014821
      0.7500000      0.7700000          -0.3438696           0.0029695
      0.7500000      0.7800000          -0.3325017           0.0014884
      0.7500000      0.7900000          -0.3199673           0.0029278
      0.7500000      0.8000000          -0.3093602           0.0020597
      0.7600000      0.4000000           0.2732303           0.0059982
      0.7600000      0.4100000           0.1842362           0.0045981
      0.7600000      0.4200000           0.0984523           0.0049406
      0.7600000      0.4300000           0.0330955           0.0041901
      0.7600000      0.4400000          -0.0319691           0.0026152
      0.7600000      0.4500000          -0.0851166           0.0037026
      0.7600000      0.4600000          -0.1411595           0.0039324
      0.7600000      0.4700000          -0.1920499           0.0024359
      0.7600000      0.4800000          -0.2307024           0.0017133
      0.7600000      0.4900000          -0.2667750           0.0034229
      0.7600000      0.5000000          -0.2985560           0.0029586
      0.7600000      0.5100000          -0.3263408           0.0014928
      0.7600000      0.5200000          -0.3466278           0.0020546
      0.7600000      0.5300000          -0.3689266           0.0010554
      0.7600000      0.5400000          -0.3879458           0.0013262
      0.7600000      0.5500000          -0.4013881           0.0011214
      0.7600000      0.5600000          -0.4132578           0.0009629
      0.7600000      0.5700000          -0.4196889           0.0012273
      0.7600000      0.5800000          -0.4275625           0.0006775
      0.7600000      0.5900000          -0.4334298           0.0008610
      0.7600000      0.6000000          -0.4364773           0.0008166
      0.7600000      0.6100000          -0.4381016           0.0008384
      0.7600000      0.6200000          -0.4387837           0.0006304
      0.7600000      0.6300000          -0.4373684           0.0009377
      0.7600000      0.6400000          -0.4353083           0.0006841
      0.7600000      0.6500000          -0.4318929           0.0010595
      0.7600000      0.6600000          -0.4291426           0.0008107
      0.7600000      0.6700000          -0.4241384           0.0013731
      0.7600000      0.6800000          -0.4184920           0.0011961
      0.7600000      0.6900000          -0.4127864           0.0009776
      0.7600000      0.7000000          -0.4055365           0.0013530
      0.7600000      0.7100000          -0.3973131           0.0016377
      0.7600000      0.7200000          -0.3902441           0.0017386
      0.7600000      0.7300000          -0.3815686           0.0022944
      0.7600000      0.7400000          -0.3728620           0.0016101
      0.7600000      0.7500000          -0.3640598           0.0017415
      0.7600000      0.7600000          -0.3544844           0.0023499
      0.7600000      0.7700000          -0.3425293           0.0024906
      0.7600000      0.7800000          -0.3271875           0.0013690
      0.7600000      0.7900000          -0.3175095           0.0021367
      0.7600000      0.8000000          -0.3107548           0.0026873
      0.7700000      0.4000000           0.2793224           0.0040161
      0.7700000      0.4100000           0.1893059           0.0046858
      0.7700000      0.4200000           0.1099047           0.0026370
      0.7700000      0.4300000           0.0391266           0.0043600
      0.7700000      0.4400000          -0.0247316           0.0043598
      0.7700000      0.4500000          -0.0875898           0.0029138
      0.7700000      0.4600000          -0.1383573           0.0023078
      0.7700000      0.4700000          -0.1858478           0.0032717
      0.7700000      0.4800000          -0.2258334           0.0021053
      0.7700000      0.4900000          -0.2620843           0.0027547
      0.7700000      0.5000000          -0.2979033           0.0020651
      0.7700000      0.5100000          -0.3266290           0.0018159
      0.7700000      0.5200000          -0.3506789           0.0015189
      0.7700000      0.5300000          -0.3733295           0.0016255
      0.7700000      0.5400000          -0.3889412           0.0014119
      0.7700000      0.5500000          -0.4024917           0.0007836
      0.7700000      0.5600000          -0.4132469           0.0012913
      0.7700000      0.5700000          -0.4217405           0.0011502
      0.7700000      0.5800000          -0.4295557           0.0008589
      0.7700000      0.5900000          -0.4350850           0.0009177
      0.7700000      0.6000000          -0.4385347           0.0007051
      0.7700000      0.6100000          -0.4415730           0.0006684
      0.7700000      0.6200000          -0.4406675           0.0007950
      0.7700000      0.6300000          -0.4403612           0.0008966
      0.7700000      0.6400000          -0.4377677           0.0007588
      0.7700000      0.6500000          -0.4353267           0.0003940
      0.7700000      0.6600000          -0.4296234           0.0008293
      0.7700000      0.6700000          -0.4260592           0.0006835
      0.7700000      0.6800000          -0.4185783           0.0010915
      0.7700000      0.6900000          -0.4128934           0.0010999
      0.7700000      0.7000000          -0.4036834           0.0010984
      0.7700000      0.7100000          -0.3978976           0.0019116
      0.7700000      0.7200000          -0.3902716           0.0011661
      0.7700000      0.7300000          -0.3792386           0.0023240
      0.7700000      0.7400000          -0.3707446           0.0016985
      0.7700000      0.7500000          -0.3597712           0.0013785
      0.7700000      0.7600000          -0.3457194           0.0026014
      0.7700000      0.7700000          -0.3369868           0.0014817
      0.7700000      0.7800000          -0.3266722           0.0021139
      0.7700000      0.7900000          -0.3093720           0.0046377
      0.7700000      0.8000000          -0.3047516           0.0032684
      0.7800000      0.4000000           0.2788013           0.0050375
      0.7800000      0.4100000           0.1977499           0.0039604
      0.7800000      0.4200000           0.1152497           0.0047607
      0.7800000      0.4300000           0.0399276           0.0034683
      0.7800000      0.4400000          -0.0218493           0.0028511
      0.7800000      0.4500000          -0.0792888           0.0044892
      0.7800000      0.4600000          -0.1402477           0.0036836
      0.7800000      0.4700000          -0.1858007           0.0030849
      0.7800000      0.4800000          -0.2272720           0.0024693
      0.7800000      0.4900000          -0.2636700           0.0020358
      0.7800000      0.5000000          -0.2988206           0.0024799
      0.7800000      0.5100000          -0.3238167           0.0016100
      0.7800000      0.5200000          -0.3498077           0.0013497
      0.7800000      0.5300000          -0.3690438           0.0012682
      0.7800000      0.5400000          -0.3892478           0.0013506
      0.7800000      0.5500000          -0.4018122           0.0011619
      0.7800000      0.5600000          -0.4136875           0.0006967
      0.7800000      0.5700000          -0.4249732           0.0011072
      0.7800000      0.5800000          -0.4325807           0.0011532
      0.7800000      0.5900000          -0.4398303           0.0004300
      0.7800000      0.6000000          -0.4414077           0.0004173
      0.7800000      0.6100000          -0.4434280           0.0006787
      0.7800000      0.6200000          -0.4420384           0.0006119
      0.7800000      0.6300000          -0.4410191           0.0006064
      0.7800000      0.6400000          -0.4390022           0.0007001
      0.7800000      0.6500000          -0.4365364           0.0008694
      0.7800000      0.6600000          -0.4331584           0.0010967
      0.7800000      0.6700000          -0.4248321           0.0013695
      0.7800000      0.6800000          -0.4198834           0.0011806
      0.7800000      0.6900000          -0.4137652           0.0015033
      0.7800000      0.7000000          -0.4028534           0.0015219
      0.7800000      0.7100000          -0.3992578           0.0015052
      0.7800000      0.7200000          -0.3885628           0.0023506
      0.7800000      0.7300000          -0.3831515           0.0017803
      0.7800000      0.7400000          -0.3660344           0.0021275
      0.7800000      0.7500000          -0.3588161           0.0024139
      0.7800000      0.7600000          -0.3501224           0.0025818
      0.7800000      0.7700000          -0.3352899           0.0017744
      0.7800000      0.7800000          -0.3192290           0.0035173
      0.7800000      0.7900000          -0.3042118           0.0026429
      0.7800000      0.8000000          -0.2995310           0.0027157
      0.7900000      0.4000000           0.2865498           0.0043791
      0.7900000      0.4100000           0.1984490           0.0032275
      0.7900000      0.4200000           0.1215867           0.0028240
      0.7900000      0.4300000           0.0426519           0.0040204
      0.7900000      0.4400000          -0.0168925           0.0038208
      0.7900000      0.4500000          -0.0756640           0.0038763
      0.7900000      0.4600000          -0.1311596           0.0017784
      0.7900000      0.4700000          -0.1835377           0.0031134
      0.7900000      0.4800000          -0.2245506           0.0023353
      0.7900000      0.4900000          -0.2614321           0.0024729
      0.7900000      0.5000000          -0.2961360           0.0020152
      0.7900000      0.5100000          -0.3215257           0.0017039
      0.7900000      0.5200000          -0.3512564           0.0016855
      0.7900000      0.5300000          -0.3703955           0.0012408
      0.7900000      0.5400000          -0.3878609           0.0012051
      0.7900000      0.5500000          -0.4029795           0.0009580
      0.7900000      0.5600000          -0.4154323           0.0008912
      0.7900000      0.5700000          -0.4258535           0.0010992
      0.7900000      0.5800000          -0.4318485           0.0007440
      0.7900000      0.5900000          -0.4382859           0.0008043
      0.7900000      0.6000000          -0.4428328           0.0007608
      0.7900000      0.6100000          -0.4434914           0.0007001
      0.7900000      0.6200000          -0.4452994           0.0008443
      0.7900000      0.6300000          -0.4426285           0.0007618
      0.7900000      0.6400000          -0.4389584           0.0009835
      0.7900000      0.6500000          -0.4374242           0.0011183
      0.7900000      0.6600000          -0.4325069           0.0010333
      0.7900000      0.6700000          -0.4241664           0.0008377
      0.7900000      0.6800000          -0.4194808           0.0012023
      0.7900000      0.6900000          -0.4128738           0.0014676
      0.7900000      0.7000000          -0.4058752           0.0013447
      0.7900000      0.7100000          -0.3967895           0.0010420
      0.7900000      0.7200000          -0.3840265           0.0019316
      0.7900000      0.7300000          -0.3767470           0.0026094
      0.7900000      0.7400000          -0.3684974           0.0017242
      0.7900000      0.7500000          -0.3573610           0.0020314
      0.7900000      0.7600000          -0.3408659           0.0015057
      0.7900000      0.7700000          -0.3309813           0.0021974
      0.7900000      0.7800000          -0.3204845           0.0022975
      0.7900000      0.7900000          -0.3042404           0.0025835
      0.7900000      0.8000000          -0.2911233           0.0027563
      0.8000000      0.4000000           0.2821555           0.0046010
      0.8000000      0.4100000           0.2027145           0.0039708
      0.8000000      0.4200000           0.1275659           0.0046251
      0.8000000      0.4300000           0.0523266           0.0043613
      0.8000000      0.4400000          -0.0145158           0.0032874
      0.8000000      0.4500000          -0.0762752           0.0037864
      0.8000000      0.4600000          -0.1240286           0.0027470
      0.8000000      0.4700000          -0.1780884           0.0018626
      0.8000000      0.4800000          -0.2231553           0.0019211
      0.8000000      0.4900000          -0.2584196           0.0012466
      0.8000000      0.5000000          -0.2913459           0.0017577
      0.8000000      0.5100000          -0.3218916           0.0020316
      0.8000000      0.5200000          -0.3476387           0.0011838
      0.8000000      0.5300000          -0.3678401           0.0018524
      0.8000000      0.5400000          -0.3865866           0.0016945
      0.8000000      0.5500000          -0.4042198           0.0013633
      0.8000000      0.5600000          -0.4159248           0.0013764
      0.8000000      0.5700000          -0.4248426           0.0007706
      0.8000000      0.5800000          -0.4328685           0.0011022
      0.8000000      0.5900000          -0.4386727           0.0006225
      0.8000000      0.6000000          -0.4423943           0.0008928
      0.8000000      0.6100000          -0.4447130           0.0008468
      0.8000000      0.6200000          -0.4449243           0.0007216
      0.8000000      0.6300000          -0.4419337           0.0007133
      0.8000000      0.6400000          -0.4408105           0.0010337
      0.8000000      0.6500000          -0.4366950           0.0008416
      0.8000000      0.6600000          -0.4310784           0.0010529
      0.8000000      0.6700000          -0.4231272           0.0016911
      0.8000000      0.6800000          -0.4201016           0.0013200
      0.8000000      0.6900000          -0.4098677           0.0010615
      0.8000000      0.7000000          -0.4003092           0.0017830
      0.8000000      0.7100000          -0.3923919           0.0019996
      0.8000000      0.7200000          -0.3850090           0.0019863
      0.8000000      0.7300000          -0.3757268           0.0016655
      0.8000000      0.7400000          -0.3606422           0.0015764
      0.8000000      0.7500000          -0.3445989           0.0022906
      0.8000000      0.7600000          -0.3389016           0.0024913
      0.8000000      0.7700000          -0.3239765           0.0024201
      0.8000000      0.7800000          -0.3157255           0.0022192
      0.8000000      0.7900000          -0.3002448           0.0033600
      0.8000000      0.8000000          -0.2851523           0.0030622
      0.8100000      0.4000000           0.2861226           0.0046017
      0.8100000      0.4100000           0.2042347           0.0069946
      0.8100000      0.4200000           0.1270314           0.0039119
      0.8100000      0.4300000           0.0588257           0.0018079
      0.8100000      0.4400000          -0.0121136           0.0020420
      0.8100000      0.4500000          -0.0670879           0.0044551
      0.8100000      0.4600000          -0.1271248           0.0031766
      0.8100000      0.4700000          -0.1710340           0.0031347
      0.8100000      0.4800000          -0.2167688           0.0028634
      0.8100000      0.4900000          -0.2571060           0.0021777
      0.8100000      0.5000000          -0.2937692           0.0015866
      0.8100000      0.5100000          -0.3216427           0.0026311
      0.8100000      0.5200000          -0.3478833           0.0025664
      0.8100000      0.5300000          -0.3685080           0.0012755
      0.8100000      0.5400000          -0.3860795           0.0007897
      0.8100000      0.5500000          -0.4036126           0.0017463
      0.8100000      0.5600000          -0.4150513           0.0010159
      0.8100000      0.5700000          -0.4266490           0.0006091
      0.8100000      0.5800000          -0.4330506           0.0007556
      0.8100000      0.5900000          -0.4389842           0.0009925
      0.8100000      0.6000000          -0.4429316           0.0006232
      0.8100000      0.6100000          -0.4442472           0.0004954
      0.8100000      0.6200000          -0.4431490           0.0004896
      0.8100000      0.6300000          -0.4424868           0.0008051
      0.8100000      0.6400000          -0.4393492           0.0008300
      0.8100000      0.6500000          -0.4381075           0.0009188
      0.8100000      0.6600000          -0.4302313           0.0005860
      0.8100000      0.6700000          -0.4247772           0.0009393
      0.8100000      0.6800000          -0.4210387           0.0010884
      0.8100000      0.6900000          -0.4097373           0.0016694
      0.8100000      0.7000000          -0.4019463           0.0024044
      0.8100000      0.7100000          -0.3931970           0.0015393
      0.8100000      0.7200000          -0.3796863           0.0015932
      0.8100000      0.7300000          -0.3710029           0.0015674
      0.8100000      0.7400000          -0.3556816           0.0025349
      0.8100000      0.7500000          -0.3462484           0.0032021
      0.8100000      0.7600000          -0.3318254           0.0015967
      0.8100000      0.7700000          -0.3172678           0.0024811
      0.8100000      0.7800000          -0.3069256           0.0023938
      0.8100000      0.7900000          -0.2956089           0.0025420
      0.8100000      0.8000000          -0.2731136           0.0028462
      0.8200000      0.4000000           0.2992369           0.0049806
      0.8200000      0.4100000           0.2104467           0.0048201
      0.8200000      0.4200000           0.1322274           0.0024868
      0.8200000      0.4300000           0.0611642           0.0014634
      0.8200000      0.4400000          -0.0100093           0.0029400
      0.8200000      0.4500000          -0.0682816           0.0046922
      0.8200000      0.4600000          -0.1157146           0.0030678
      0.8200000      0.4700000          -0.1693124           0.0025937
      0.8200000      0.4800000          -0.2132750           0.0018541
      0.8200000      0.4900000          -0.2479502           0.0026467
      0.8200000      0.5000000          -0.2875240           0.0027197
      0.8200000      0.5100000          -0.3147525           0.0020467
      0.8200000      0.5200000          -0.3435488           0.0016310
      0.8200000      0.5300000          -0.3673752           0.0011880
      0.8200000      0.5400000          -0.3839857           0.0013480
      0.8200000      0.5500000          -0.4013522           0.0013750
      0.8200000      0.5600000          -0.4146649           0.0011904
      0.8200000      0.5700000          -0.4225210           0.0007640
      0.8200000      0.5800000          -0.4318915           0.0009817
      0.8200000      0.5900000          -0.4383950           0.0007583
      0.8200000      0.6000000          -0.4425720           0.0009902
      0.8200000      0.6100000          -0.4426334           0.0008714
      0.8200000      0.6200000          -0.4423753           0.0005342
      0.8200000      0.6300000          -0.4425267           0.0012040
      0.8200000      0.6400000          -0.4378248           0.0009586
      0.8200000      0.6500000          -0.4330051           0.0009044
      0.8200000      0.6600000          -0.4266928           0.0008913
      0.8200000      0.6700000          -0.4227046           0.0016613
      0.8200000      0.6800000          -0.4148282           0.0019156
      0.8200000      0.6900000          -0.4056742           0.0015870
      0.8200000      0.7000000          -0.3962289           0.0017527
      0.8200000      0.7100000          -0.3863174           0.0016778
      0.8200000      0.7200000          -0.3758417           0.0017853
      0.8200000      0.7300000          -0.3651871           0.0031205
      0.8200000      0.7400000          -0.3508705           0.0014656
      0.8200000      0.7500000          -0.3392197           0.0030215
      0.8200000      0.7600000          -0.3277222           0.0029816
      0.8200000      0.7700000          -0.3150891           0.0017502
      0.8200000      0.7800000          -0.2987440           0.0019058
      0.8200000      0.7900000          -0.2821134           0.0032432
      0.8200000      0.8000000          -0.2702743           0.0026425
      0.8300000      0.4000000           0.3018546           0.0030637
      0.8300000      0.4100000           0.2162261           0.0040166
      0.8300000      0.4200000           0.1397767           0.0026072
      0.8300000      0.4300000           0.0603882           0.0033439
      0.8300000      0.4400000          -0.0005220           0.0035235
      0.8300000      0.4500000          -0.0584434           0.0030817
      0.8300000      0.4600000          -0.1146203           0.0044883
      0.8300000      0.4700000          -0.1681815           0.0026025
      0.8300000      0.4800000          -0.2074743           0.0025369
      0.8300000      0.4900000          -0.2480144           0.0022484
      0.8300000      0.5000000          -0.2835068           0.0018173
      0.8300000      0.5100000          -0.3128394           0.0018448
      0.8300000      0.5200000          -0.3393657           0.0019005
      0.8300000      0.5300000          -0.3622968           0.0012102
      0.8300000      0.5400000          -0.3821789           0.0010990
      0.8300000      0.5500000          -0.3993554           0.0009782
      0.8300000      0.5600000          -0.4110895           0.0011254
      0.8300000      0.5700000          -0.4224682           0.0010145
      0.8300000      0.5800000          -0.4308853           0.0008055
      0.8300000      0.5900000          -0.4360766           0.0009342
      0.8300000      0.6000000          -0.4383842           0.0007123
      0.8300000      0.6100000          -0.4402263           0.0009879
      0.8300000      0.6200000          -0.4410342           0.0008026
      0.8300000      0.6300000          -0.4375874           0.0011894
      0.8300000      0.6400000          -0.4353130           0.0010228
      0.8300000      0.6500000          -0.4302085           0.0009888
      0.8300000      0.6600000          -0.4255855           0.0013511
      0.8300000      0.6700000          -0.4194182           0.0018021
      0.8300000      0.6800000          -0.4142619           0.0014727
      0.8300000      0.6900000          -0.4028301           0.0016629
      0.8300000      0.7000000          -0.3919464           0.0018662
      0.8300000      0.7100000          -0.3824840           0.0017013
      0.8300000      0.7200000          -0.3712749           0.0031442
      0.8300000      0.7300000          -0.3560390           0.0017948
      0.8300000      0.7400000          -0.3466551           0.0025521
      0.8300000      0.7500000          -0.3369443           0.0027077
      0.8300000      0.7600000          -0.3241625           0.0032507
      0.8300000      0.7700000          -0.3073718           0.0037274
      0.8300000      0.7800000          -0.2904885           0.0022718
      0.8300000      0.7900000          -0.2768621           0.0032095
      0.8300000      0.8000000          -0.2597846           0.0033747
      0.8400000      0.4000000           0.3003671           0.0048041
      0.8400000      0.4100000           0.2108005           0.0041371
      0.8400000      0.4200000           0.1422892           0.0026396
      0.8400000      0.4300000           0.0657588           0.0057682
      0.8400000      0.4400000           0.0056437           0.0047052
      0.8400000      0.4500000          -0.0633915           0.0029515
      0.8400000      0.4600000          -0.1104750           0.0021418
      0.8400000      0.4700000          -0.1522708           0.0035332
      0.8400000      0.4800000          -0.2030914           0.0023793
      0.8400000      0.4900000          -0.2456541           0.0022871
      0.8400000      0.5000000          -0.2763276           0.0027327
      0.8400000      0.5100000          -0.3088577           0.0011312
      0.8400000      0.5200000          -0.3373263           0.0021192
      0.8400000      0.5300000          -0.3585992           0.0015263
      0.8400000      0.5400000          -0.3777742           0.0014589
      0.8400000      0.5500000          -0.3936011           0.0010856
      0.8400000      0.5600000          -0.4070168           0.0008797
      0.8400000      0.5700000          -0.4196321           0.0008087
      0.8400000      0.5800000          -0.4280958           0.0013478
      0.8400000      0.5900000          -0.4326074           0.0011135
      0.8400000      0.6000000          -0.4351265           0.0011972
      0.8400000      0.6100000          -0.4388420           0.0007267
      0.8400000      0.6200000          -0.4368309           0.0011636
      0.8400000      0.6300000          -0.4350371           0.0014030
      0.8400000      0.6400000          -0.4334892           0.0006302
      0.8400000      0.6500000          -0.4299347           0.0011323
      0.8400000      0.6600000          -0.4246162           0.0016263
      0.8400000      0.6700000          -0.4171752           0.0009137
      0.8400000      0.6800000          -0.4058606           0.0019562
      0.8400000      0.6900000          -0.3998948           0.0022955
      0.8400000      0.7000000          -0.3901644           0.0020802
      0.8400000      0.7100000          -0.3792712           0.0019252
      0.8400000      0.7200000          -0.3689080           0.0022168
      0.8400000      0.7300000          -0.3545696           0.0025982
      0.8400000      0.7400000          -0.3405089           0.0026350
      0.8400000      0.7500000          -0.3255809           0.0011175
      0.8400000      0.7600000          -0.3163125           0.0038596
      0.8400000      0.7700000          -0.2949909           0.0024535
      0.8400000      0.7800000          -0.2875904           0.0035870
      0.8400000      0.7900000          -0.2698413           0.0029005
      0.8400000      0.8000000          -0.2468797           0.0028961
      0.8500000      0.4000000           0.2971852           0.0042623
      0.8500000      0.4100000           0.2255020           0.0043200
      0.8500000      0.4200000           0.1368607           0.0036597
      0.8500000      0.4300000           0.0765535           0.0033434
      0.8500000      0.4400000           0.0059866           0.0046070
      0.8500000      0.4500000          -0.0543725           0.0035778
      0.8500000      0.4600000          -0.1060321           0.0021861
      0.8500000      0.4700000          -0.1551353           0.0025174
      0.8500000      0.4800000          -0.2012787           0.0027281
      0.8500000      0.4900000          -0.2369594           0.0019086
      0.8500000      0.5000000          -0.2747928           0.0022068
      0.8500000      0.5100000          -0.3038071           0.0014930
      0.8500000      0.5200000          -0.3320654           0.0023391
      0.8500000      0.5300000          -0.3543414           0.0021594
      0.8500000      0.5400000          -0.3742824           0.0010225
      0.8500000      0.5500000          -0.3916260           0.0011573
      0.8500000      0.5600000          -0.4048064           0.0009021
      0.8500000      0.5700000          -0.4150737           0.0007840
      0.8500000      0.5800000          -0.4245379           0.0005565
      0.8500000      0.5900000          -0.4291259           0.0007668
      0.8500000      0.6000000          -0.4313949           0.0009275
      0.8500000      0.6100000          -0.4332253           0.0004363
      0.8500000      0.6200000          -0.4354733           0.0010525
      0.8500000      0.6300000          -0.4328128           0.0012555
      0.8500000      0.6400000          -0.4303622           0.0012550
      0.8500000      0.6500000          -0.4224498           0.0011191
      0.8500000      0.6600000          -0.4192471           0.0013719
      0.8500000      0.6700000          -0.4101530           0.0020804
      0.8500000      0.6800000          -0.4035179           0.0012018
      0.8500000      0.6900000          -0.3938414           0.0022023
      0.8500000      0.7000000          -0.3832469           0.0016360
      0.8500000      0.7100000          -0.3681194           0.0016843
      0.8500000      0.7200000          -0.3551957           0.0024403
      0.8500000      0.7300000          -0.3488527           0.0028545
      0.8500000      0.7400000          -0.3350864           0.0020031
      0.8500000      0.7500000          -0.3222341           0.0020623
      0.8500000      0.7600000          -0.3062053           0.0033148
      0.8500000      0.7700000          -0.2891887           0.0020176
      0.8500000      0.7800000          -0.2769350           0.0044470
      0.8500000      0.7900000          -0.2606299           0.0023878
      0.8500000      0.8000000          -0.2457379           0.0034868
      0.8600000      0.4000000           0.3059718           0.0056497
      0.8600000      0.4100000           0.2191270           0.0052940
      0.8600000      0.4200000           0.1429679           0.0043145
      0.8600000      0.4300000           0.0773811           0.0035580
      0.8600000      0.4400000           0.0100407           0.0025595
      0.8600000      0.4500000          -0.0458046           0.0034365
      0.8600000      0.4600000          -0.0999020           0.0024691
      0.8600000      0.4700000          -0.1534646           0.0025040
      0.8600000      0.4800000          -0.1860869           0.0025389
