#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     572    -0.22    -0.27    -0.14     0.38
     573    -0.22    -0.27    -0.14     0.38
     574    -0.22    -0.27    -0.14     0.38
     575    -0.22    -0.27    -0.14     0.38
     576    -0.22    -0.27    -0.14     0.38
     577     0.11     0.02     0.02     0.11
     578     0.11     0.02     0.02     0.11
     579     0.11     0.02     0.02     0.11
     580     0.11     0.02     0.02     0.11
     581     0.11     0.02     0.02     0.11
     582     0.11     0.02     0.02     0.11
     583     0.11     0.02     0.02     0.11
     584     0.11     0.02     0.02     0.11
     585     0.11     0.02     0.02     0.11
     586     0.11     0.02     0.02     0.11
     587     0.11     0.02     0.02     0.11
     588     0.11     0.02     0.02     0.11
     589     0.11     0.02     0.02     0.11
     590     0.11     0.02     0.02     0.11
     591     0.11     0.02     0.02     0.11
     592     0.11     0.02     0.02     0.11
     593     0.11     0.02     0.02     0.11
     594     0.11     0.02     0.02     0.11
     595     0.11     0.02     0.02     0.11
     596     0.11     0.02     0.02     0.11
     597    -0.80    -0.75    -0.70     1.30
     598    -0.80    -0.75    -0.70     1.30
     599    -0.80    -0.75    -0.70     1.30
     600    -0.01     0.01    -0.30     0.30
     601    -0.01     0.01    -0.30     0.30
     602    -0.66    -0.24    -0.30     0.77
     603    -0.66    -0.24    -0.30     0.77
     604    -0.53     0.83    -0.44     1.08
     605     0.42    -0.14    -0.24     0.51
     606     0.52     0.05     0.19     0.56
     607    -0.17    -0.55     0.04     0.57
     608    -0.17    -0.55     0.04     0.57
     609    -0.46    -1.34     0.77     1.61
     610    -0.46    -1.34     0.77     1.61
     611    -1.47    -1.07     0.19     1.83
     612    -1.47    -1.07     0.19     1.83
     613    -1.04    -0.56    -0.20     1.20
     614    -1.40     0.22    -1.34     1.95
     615    -1.25    -0.34    -0.22     1.31
     616    -1.25    -0.34    -0.22     1.31
     617    -1.25    -0.34    -0.22     1.31
     618    -1.25    -0.34    -0.22     1.31
     619    -1.25    -0.34    -0.22     1.31
     620    -1.25    -0.34    -0.22     1.31
     621    -1.25    -0.34    -0.22     1.31
     622    -1.29    -0.42     0.12     1.37
     623    -0.71     0.37    -0.21     0.82
     624    -0.71     0.37    -0.21     0.82
     625     0.43    -0.74    -0.95     1.28
     626     0.43    -0.74    -0.95     1.28
     627     0.43    -0.74    -0.95     1.28
     628    -0.42     0.41    -1.15     1.29
     629    -0.42     0.41    -1.15     1.29
     630    -0.42     0.41    -1.15     1.29
     631    -0.12     0.25    -0.96     1.00
     632    -0.12     0.26     0.04     0.29
     633    -0.12     0.26     0.04     0.29
     634    -0.12     0.26     0.04     0.29
     635     0.80    -0.79    -0.44     1.21
     636     1.87     0.19     0.01     1.88
     637     1.87     0.19     0.01     1.88
     638     2.40    -0.14     0.16     2.41
     639     2.31     0.83    -0.28     2.47
     640     2.31     0.83    -0.28     2.47
     641     1.35    -0.27     0.90     1.64
     642     1.35    -0.27     0.90     1.64
     643     1.35    -0.27     0.90     1.64
     644     0.16    -0.70     0.66     0.98
     645     0.53    -1.03     0.20     1.17
     646    -0.43    -1.30     0.57     1.49
     647    -1.54    -0.37    -0.21     1.60
     648    -1.12     0.24     0.27     1.18
     649    -1.12     0.24     0.27     1.18
     650    -0.39     0.47     0.11     0.62
     651    -0.39     0.47     0.11     0.62
     652    -0.39     0.47     0.11     0.62
     653    -0.39     0.47     0.11     0.62
     654    -0.39     0.47     0.11     0.62
     655     0.62    -0.40     0.13     0.75
     656     0.40    -0.77     0.15     0.88
     657    -0.17    -1.94     0.06     1.95
     658    -0.27    -2.14     1.15     2.44
     659    -0.27    -2.14     1.15     2.44
     660    -0.27    -2.14     1.15     2.44
     661    -1.38    -1.51     0.73     2.17
     662    -0.85    -0.75    -0.36     1.19
     663     0.06    -0.71     0.77     1.05
     664     0.06    -0.71     0.77     1.05
     665     0.06    -0.71     0.77     1.05
     666     0.06    -0.71     0.77     1.05
     667     0.06    -0.71     0.77     1.05
     668     0.06    -0.71     0.77     1.05
     669    -0.30     0.36     1.07     1.16
     670    -0.30     0.36     1.07     1.16
     671    -0.30     0.36     1.07     1.16
     672    -0.39    -0.53     0.48     0.81
     673    -0.33    -0.57    -0.46     0.81
     674    -1.22     0.02     0.19     1.24
     675    -1.84    -0.75    -0.93     2.19
     676    -1.64    -1.04    -1.69     2.58
     677    -0.65    -0.10    -0.51     0.83
     678    -0.36    -0.63    -0.46     0.86
     679     0.02    -1.38     0.35     1.42
