#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     328    -0.75    -0.37    -0.54     1.00
     329    -0.87     0.46    -0.40     1.06
     330    -0.47    -0.66     0.03     0.81
     331    -0.47    -0.66     0.03     0.81
     332     0.72    -0.57     0.04     0.92
     333     0.70     0.40    -0.72     1.08
     334     0.70     0.40    -0.72     1.08
     335    -0.11     0.52    -0.43     0.68
     336     1.00     0.84    -1.52     2.01
     337     1.00     0.84    -1.52     2.01
     338     1.05     1.71    -2.18     2.96
     339     1.57     1.24    -1.18     2.32
     340     2.04     1.13    -0.90     2.50
     341     2.04     1.13    -0.90     2.50
     342     2.04     1.13    -0.90     2.50
     343     2.04     1.13    -0.90     2.50
     344     1.83     0.24    -0.36     1.88
     345     0.69    -0.91     0.29     1.18
     346     0.37    -1.18    -0.70     1.42
     347    -0.06    -0.78    -1.20     1.43
     348    -0.44    -0.00    -0.24     0.50
     349    -0.44    -0.00    -0.24     0.50
     350    -0.44    -0.00    -0.24     0.50
     351     0.09    -0.81    -1.28     1.51
     352     0.09    -0.81    -1.28     1.51
     353    -1.09    -1.28    -1.64     2.35
     354    -1.09    -1.28    -1.64     2.35
     355    -1.56    -0.68    -1.98     2.61
     356    -0.80    -1.66    -1.52     2.39
     357    -0.80    -1.66    -1.52     2.39
     358    -0.80    -1.66    -1.52     2.39
     359    -0.38    -1.06    -1.04     1.53
     360     0.81    -0.50    -1.71     1.96
     361     1.61    -0.27    -1.98     2.56
     362     2.46    -1.11    -2.64     3.77
     363     2.71    -0.76    -2.79     3.96
     364     2.71    -0.76    -2.79     3.96
     365     2.71    -0.76    -2.79     3.96
     366     2.71    -0.76    -2.79     3.96
     367     1.64    -1.70    -2.99     3.81
     368     1.64    -1.70    -2.99     3.81
     369     2.53    -0.52    -2.92     3.89
     370     2.53    -0.52    -2.92     3.89
     371     2.77    -0.37    -2.71     3.89
     372     2.77    -0.37    -2.71     3.89
     373     2.30    -0.21    -2.32     3.27
     374     2.88     0.88    -1.67     3.44
     375     3.29     0.49    -1.56     3.67
     376     2.13     1.03    -1.96     3.08
     377     1.22     1.43    -1.12     2.18
     378     0.98     1.50     0.06     1.79
     379     1.30     0.58    -0.51     1.51
     380     1.12     0.91    -0.37     1.49
     381     1.12     0.91    -0.37     1.49
     382     0.34    -0.12     0.69     0.78
     383    -0.32     0.35    -0.32     0.57
     384    -0.98     1.16    -0.37     1.56
     385    -2.08     2.05    -1.49     3.28
     386    -2.27     1.13    -1.76     3.09
     387    -3.04     1.83    -2.37     4.26
     388    -3.05     1.57    -1.91     3.93
     389    -2.12     0.80    -2.88     3.66
     390    -1.04     0.73    -2.19     2.53
     391    -1.04     0.73    -2.19     2.53
     392    -1.35    -0.42    -2.00     2.45
     393    -0.83    -0.32    -2.20     2.38
     394    -0.83    -0.32    -2.20     2.38
     395    -0.47     0.24    -1.55     1.64
     396    -0.47     0.24    -1.55     1.64
     397    -0.06     1.28    -0.45     1.36
     398    -0.06     1.28    -0.45     1.36
     399    -0.06     1.28    -0.45     1.36
     400    -0.06     1.28    -0.45     1.36
     401    -0.20     0.76    -1.42     1.62
     402     0.89     1.73    -0.50     2.01
     403     0.89     1.73    -0.50     2.01
     404     1.19     2.24     0.58     2.60
     405     1.19     2.24     0.58     2.60
     406     0.37     2.18     0.29     2.23
     407     1.56     1.81     1.39     2.76
     408     0.76     2.54     2.30     3.51
     409     0.76     2.54     2.30     3.51
     410     0.61     3.55     1.56     3.92
     411     0.07     3.86     2.19     4.44
     412     0.15     3.54     2.97     4.62
     413     0.47     4.38     2.51     5.07
     414     0.21     4.34     2.69     5.11
     415     0.33     3.35     3.05     4.54
     416     0.33     3.35     3.05     4.54
     417     0.33     3.35     3.05     4.54
     418     0.79     4.08     2.32     4.76
     419     0.79     4.08     2.32     4.76
     420     0.95     3.12     2.13     3.89
     421     0.95     3.12     2.13     3.89
     422     0.95     3.12     2.13     3.89
     423     0.45     2.70     1.02     2.92
     424     0.45     2.70     1.02     2.92
     425     0.96     3.43     0.23     3.57
     426     0.96     3.43     0.23     3.57
     427     1.96     2.72     0.94     3.48
     428     1.96     2.72     0.94     3.48
     429     1.02     2.99     1.89     3.68
     430     1.02     2.99     1.89     3.68
     431     0.60     2.44     0.94     2.68
     432     0.38     2.44     0.50     2.52
     433     1.31     1.48     1.10     2.26
     434     1.31     1.48     1.10     2.26
     435     1.31     1.48     1.10     2.26
     436     1.31     1.48     1.10     2.26
     437     1.31     1.48     1.10     2.26
     438     1.31     1.48     1.10     2.26
     439     0.99     0.35     0.25     1.08
     440     0.99     0.35     0.25     1.08
     441     0.63    -0.16     0.48     0.80
     442     0.38    -0.05     0.31     0.49
     443     0.38    -0.05     0.31     0.49
     444     0.38    -0.05     0.31     0.49
     445     0.38    -0.05     0.31     0.49
     446     1.39     0.01     0.79     1.60
     447     0.56    -0.81    -0.04     0.98
     448     0.56    -0.81    -0.04     0.98
     449     0.21    -0.46    -0.45     0.68
     450     0.21    -0.46    -0.45     0.68
     451     0.21    -0.46    -0.45     0.68
     452     0.14    -0.53     0.57     0.79
     453     0.14    -0.53     0.57     0.79
     454     0.14    -0.53     0.57     0.79
     455     0.14    -0.53     0.57     0.79
     456     0.14    -0.53     0.57     0.79
     457     0.14    -0.53     0.57     0.79
     458     0.14    -0.53     0.57     0.79
     459    -0.14    -0.58     0.35     0.69
     460    -0.14    -0.58     0.35     0.69
     461    -0.14    -0.58     0.35     0.69
     462    -0.14    -0.58     0.35     0.69
     463     0.01     0.03     0.47     0.47
     464     0.01     0.03     0.47     0.47
     465     0.01     0.03     0.47     0.47
     466    -0.98    -0.63    -0.31     1.20
     467    -0.98    -0.63    -0.31     1.20
     468    -0.81     0.22    -1.15     1.42
     469    -0.81     0.22    -1.15     1.42
     470    -0.81     0.22    -1.15     1.42
     471    -0.67    -0.29    -1.01     1.24
     472     0.33    -0.04     0.04     0.33
     473     0.33    -0.04     0.04     0.33
     474    -0.10     0.70     0.62     0.94
     475    -0.89     0.23     1.16     1.48
     476    -0.89     0.23     1.16     1.48
     477    -0.72     0.87     0.96     1.49
     478    -0.80     0.42     1.83     2.04
     479     0.19     1.10     1.76     2.08
     480     0.36     1.95     0.56     2.06
     481    -0.33     1.99     0.18     2.03
     482    -0.33     1.99     0.18     2.03
     483     0.30     2.14    -0.89     2.34
     484     0.30     2.14    -0.89     2.34
     485     0.16     1.18    -1.19     1.69
     486     0.16     1.18    -1.19     1.69
     487     0.16     1.18    -1.19     1.69
     488     0.16     1.18    -1.19     1.69
     489     0.16     1.18    -1.19     1.69
     490     0.16     1.18    -1.19     1.69
     491    -0.72     0.28    -2.36     2.49
     492    -0.72     0.28    -2.36     2.49
     493    -0.70     0.84    -1.65     1.98
     494    -0.70     0.84    -1.65     1.98
     495    -1.61     1.20    -0.77     2.15
     496    -1.61     1.20    -0.77     2.15
     497    -2.49     0.23    -0.67     2.59
     498    -2.49     0.23    -0.67     2.59
     499    -1.92    -0.23    -0.59     2.02
     500    -2.83     0.07    -0.02     2.83
     501    -2.84    -0.48    -0.50     2.92
     502    -2.58     0.47     0.40     2.65
     503    -2.22     1.10     0.76     2.59
     504    -1.92     0.69    -0.14     2.05
     505    -1.92     0.69    -0.14     2.05
     506    -1.92     0.69    -0.14     2.05
     507    -1.83     1.49     0.63     2.44
     508    -1.83     1.49     0.63     2.44
     509    -1.83     1.49     0.63     2.44
     510    -1.76     1.59     0.61     2.45
     511    -0.73     2.32     0.20     2.44
     512    -1.75     1.76    -0.31     2.50
     513    -1.20     2.49    -1.01     2.94
     514    -0.18     2.11    -1.70     2.72
     515     0.01     1.96    -1.34     2.37
     516    -0.88     1.93    -0.31     2.15
     517    -0.59     2.21     0.19     2.29
     518    -0.57     1.48     0.03     1.59
     519    -0.57     1.48     0.03     1.59
     520     0.01     0.83    -0.07     0.83
     521     0.86     0.85     0.21     1.23
