#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     304    -0.68     0.30     0.21     0.77
     305    -0.68     0.30     0.21     0.77
     306    -0.68     0.30     0.21     0.77
     307    -0.68     0.30     0.21     0.77
     308    -0.68     0.30     0.21     0.77
     309    -0.68     0.30     0.21     0.77
     310    -0.24    -0.84     0.43     0.97
     311    -0.24     0.17     0.26     0.40
     312    -0.24     0.17     0.26     0.40
     313    -0.24     0.17     0.26     0.40
     314    -0.24     0.17     0.26     0.40
     315    -0.24     0.17     0.26     0.40
     316    -0.24     0.17     0.26     0.40
     317    -0.24     0.17     0.26     0.40
     318     0.73    -0.86     0.73     1.35
     319    -0.01    -0.18     0.66     0.69
     320    -0.56     0.03    -0.11     0.57
     321    -0.56     0.03    -0.11     0.57
     322    -0.56     0.03    -0.11     0.57
     323    -0.79    -0.13     0.48     0.93
     324    -0.79    -0.13     0.48     0.93
     325    -1.80    -0.52     0.56     1.96
     326    -1.06    -0.30    -0.61     1.26
     327    -1.06    -0.30    -0.61     1.26
     328    -1.51    -0.81    -0.50     1.78
     329    -1.62     0.02    -0.36     1.66
     330    -1.22    -1.11     0.07     1.65
     331    -1.22    -1.11     0.07     1.65
     332    -0.03    -1.02     0.08     1.02
     333    -0.05    -0.05    -0.68     0.69
     334    -0.05    -0.05    -0.68     0.69
     335    -0.05    -0.05    -0.68     0.69
     336     1.05     0.27    -1.78     2.09
     337     1.05     0.27    -1.78     2.09
     338     1.11     1.14    -2.44     2.91
     339     1.62     0.67    -1.44     2.27
     340     2.09     0.57    -1.16     2.46
     341     2.09     0.57    -1.16     2.46
     342     2.09     0.57    -1.16     2.46
     343     1.03     1.61    -1.97     2.75
     344     0.83     0.71    -1.43     1.80
     345    -0.31    -0.43    -0.79     0.95
     346    -0.64    -0.70    -1.77     2.01
     347    -1.06    -0.31    -2.27     2.52
     348    -1.44     0.47    -1.32     2.01
     349    -1.06    -0.34    -0.24     1.13
     350    -0.96     0.49     0.66     1.26
     351    -0.43    -0.32    -0.38     0.66
     352    -0.43    -0.32    -0.38     0.66
     353    -0.43    -0.32    -0.38     0.66
