COST_FUNCTION:      MEAN_COST_FUNCTION:
 2011.0884006             2553.5633661
 1832.9722186             2290.9474122
 1785.3501619             2109.4469909
 1618.7348810             1981.6279324
 1578.2980453             1891.5186177
 1465.7578894             1787.6755365
 1337.8206857             1702.2369243
 1247.1231466             1612.2320648
 1176.6985008             1528.9403856
 1072.0713907             1481.0993455
 1084.0829428             1430.3274128
 1043.6977733             1382.3151724
 1062.5333882             1340.3312800
  965.4423727             1323.2015131
  946.2898413             1281.0001279
  910.1971856             1234.3635795
  890.1716501             1206.6766661
  856.8785566             1177.0240543
  853.8668670             1151.5827512
  834.0233874             1143.4382146
  793.2566763             1128.8353186
  827.9415562             1109.1267941
  815.7683585             1096.4802650
  812.4174771             1110.4123422
  795.7653841             1093.0318247
  793.9757426             1088.0297838
  792.8353233             1099.0383925
  768.9251103             1089.4726938
  765.0738639             1071.6581243
  751.3409271             1049.0784549
  740.5833271             1035.3178950
  746.4425245             1022.7035939
  713.6689104             1019.3825739
  733.2130585             1019.7611949
  726.8022370             1016.0238966
  710.7495738             1022.6632328
  704.3638356             1003.1695202
  699.5781072              989.4157882
  681.4062739              986.0035796
  669.3889242              980.8098789
  684.2518565              982.9403605
  671.5663071              988.1560226
  656.4041273              978.3229212
  639.8719626              967.8362605
  642.8656803              945.8782772
  657.8596838              956.7624641
  643.5997004              950.1795465
  637.3434199              936.8604080
  625.1855768              927.0882872
  615.1718663              923.5466588
  624.1702256              934.3692236
  645.2788756              956.2696674
  611.8081448              959.8032858
  621.3193384              971.7402866
  610.1290630              961.8552768
  575.1855533              973.5016001
  590.6767654              959.2911339
  576.9610949              919.2717144
  584.9845111              911.2554672
  568.3394460              902.4790390
  590.4805119              901.6053231
  568.6753717              905.2485992
  562.5884947              892.4601503
  569.6500878              890.8878279
  557.3400067              880.4755798
  552.7691140              878.5393662
  551.9832695              856.2720013
  538.5160921              849.8559219
  532.0011737              849.5930563
  536.9277978              859.0869465
  530.4984445              850.1882362
  517.1115435              849.5868526
  514.7544249              836.4713180
  509.2178404              822.7714343
  514.3107046              831.7836655
  508.7873690              832.5308097
  499.0456076              825.3936824
  491.7162251              820.8150526
  490.0202002              800.4944270
  485.5453159              796.9382831
  486.1633111              802.6808045
  484.5926292              800.0295979
  484.4178095              794.9871920
  478.7346898              792.5849940
  476.5776856              796.0640197
  479.3491832              821.5588408
