-73.781339  42.659829
-76.501157  38.972945
-84.39  33.76
-69.765261  44.323535
-97.7428  30.2669
-91.140229  30.45809
-100.779004  48.813343
-116.237651  43.613739
-71.0275  42.2352
-119.753877  39.160949
-81.633294  38.349497
-104.802042  41.145548
-81.035  34
-83.000647  39.962245
-71.549127  43.220093
-104.984167  39.7391667
-93.620866  41.590939
-75.526755  39.161921
-84.863  38.197
-76.875613  40.269789
-72.677  41.767
-112.027031  46.595805
-157.826182  21.30895
-86.147685  39.790942
-90.207  32.32
-92.189283  38.572954
-134.419740  58.301935
-84.5467  42.7335
-96.675345  40.809868
-92.331122  34.736009
-89.384444  43.074722
-86.279118  32.361538
-72.57194  44.26639
-86.784  36.165
-97.534994  35.482309
-122.893077  47.042418
-112.073844  33.448457
-100.336378  44.367966
-71.422132  41.82355
-78.638  35.771
-77.46  37.54
-121.468926  38.555605
-93.094  44.95
-123.029159  44.931109
-111.892622  40.7547
-105.964575  35.667231
-89.650373  39.78325
-84.27277  30.4518
-95.69  39.04
-74.756138  40.221741
