COST_FUNCTION:      MEAN_COST_FUNCTION:
   97.8699613              319.5944817
   98.9988963              326.0089817
   98.9988963              325.6301940
   97.9764158              326.6212649
   97.8699613              336.1308264
  100.0041211              337.5505339
   99.2495474              322.9376964
   99.2495474              319.6787501
  100.5941330              334.2937346
  100.3042369              334.2167117
  100.3042369              327.4873632
   97.0427420              323.6185987
   96.3088246              321.5978976
   98.5268324              323.9077324
   97.5175667              329.1779007
   97.5175667              325.9368912
   97.7166835              320.6554573
   96.3088246              323.0176463
   98.5268324              336.7174578
   97.7166835              325.7066255
   98.6265294              336.1974181
   97.0427420              329.1121605
   96.2056422              322.9119961
   93.2067393              327.6975469
   98.2064490              324.4032148
   96.2056422              329.3763834
   96.9016453              327.1148963
   96.3088246              324.5685997
   93.2067393              325.0712041
   98.3722928              320.0676133
   97.4518697              327.3880304
   98.3871369              326.6481116
   96.7196432              334.1371230
   95.7380052              323.1977511
   92.2821823              320.7104414
   96.0979825              322.8240177
   95.7380052              327.4151182
   96.9016453              325.4915133
   95.2425211              324.3692665
   92.6191028              328.4778065
   94.5070100              318.2919845
   92.2821823              324.0255597
   94.5070100              319.6250684
   94.3023738              320.2406244
   94.3023738              319.3058988
   91.4316427              326.2874980
   92.4816364              320.2285783
   92.4816364              311.2468201
   95.6533700              312.3896302
   95.1545497              320.0949986
   91.5196589              321.3097478
   90.5644549              323.8389038
   90.5644549              323.4059763
   91.5196589              322.2975525
   91.8491734              320.1240448
   90.4601600              315.5629695
   90.5644549              317.5830829
   90.4601600              320.4958296
   92.3626772              317.1991733
   92.3626772              322.8124683
   90.5644549              324.7764387
   91.8491734              314.3276389
   90.5644549              323.9498043
   90.5644549              323.8330498
   92.3745258              321.6860638
   91.8491734              326.5668093
   90.4601600              311.2320897
   88.8574829              320.7755977
   90.3537056              323.4232724
   91.8118727              322.5882340
   88.8574829              315.4431692
   90.5644549              322.6224024
   90.3537056              322.4092340
   90.4580005              327.4580751
   92.1402715              321.8349032
   90.4601600              316.8682963
   90.3537056              318.3692000
   90.3720593              323.2083686
   88.2170499              315.9012663
   89.5971976              312.4427065
   90.9295518              320.8934520
   89.6878722              317.4152854
   89.6878722              319.8621243
   90.3537056              322.3466038
   89.8451507              314.9665404
   90.3537056              313.1074680
   88.2170499              319.8643557
   89.2993374              319.9013352
   90.3720593              318.9032441
   88.5150856              319.1424852
   89.6878722              314.3997423
   89.9290536              319.5311320
   89.6878722              321.5671366
   89.2993374              321.4375006
   88.6644897              318.4623636
   89.6027329              317.0088965
   90.3537056              318.0907558
   88.5150856              307.9705489
   88.6517316              317.2869836
   88.6095951              310.6660988
   88.6517316              320.0182881
   88.6517316              316.6655395
   88.7349194              325.3464747
   89.6027329              327.9121553
   88.6095951              320.1433928
   88.7349194              320.0303662
   88.9835869              323.6562109
   90.0901127              316.0664060
   88.6517316              314.6769281
   88.4206664              319.8936574
   88.0700845              322.8886562
   88.6517316              324.1155814
   87.8225452              324.5560141
   88.4206664              311.7045155
   88.7349194              313.7125808
   87.8225452              323.0091693
   88.3359257              328.3319646
   88.0862814              327.7462379
   87.9324274              318.0625814
   87.9324274              309.5183503
   85.2940782              312.7087974
   87.5562043              314.3988967
   88.6517316              315.4980103
   87.5562043              314.3790330
